table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_intramurala,field_extramural_industry,field_extramural_industry_administered_ffrdcs,field_extramural_universities_and_colleges,field_extramural_university_administered_ffrdcs,field_extramural_other_nonprofits,field_extramural_nonprofit_administered_ffrdcs,field_extramural_state_local_governments
6424,r001,All locations,All locations,,,1,162959084.8,49593971.6,51264374.5,4100741.5,38269790.3,5352221.9,10103718.1,3579473.2,694793.7
6424,r002,All locations -> Alabama,All locations,Alabama,,2,3070409.3,1442780.4,1047612.6,0.0,516005.7,0.0,50887.2,0.0,13123.4
6424,r003,All locations -> Alaska,All locations,Alaska,,2,278935.0,86735.3,80693.1,0.0,94136.3,0.0,7598.2,0.0,9772.1
6424,r004,All locations -> Arizona,All locations,Arizona,,2,1938848.0,263901.9,1097654.4,0.0,494438.7,0.0,73478.1,0.0,9374.9
6424,r005,All locations -> Arkansas,All locations,Arkansas,,2,501283.1,41480.2,332456.1,0.0,111946.3,0.0,8262.0,0.0,7138.4
6424,r006,All locations -> California,All locations,California,,2,22464304.1,3457910.4,7689098.3,1108969.5,5177920.8,3361519.6,1219206.5,424876.1,24803.0
6424,r007,All locations -> Colorado,All locations,Colorado,,2,5024162.0,626299.8,2877616.5,9899.1,841146.5,122519.3,114606.3,414653.8,17420.7
6424,r008,All locations -> Connecticut,All locations,Connecticut,,2,2566181.7,14844.2,1743091.2,0.0,754257.0,0.0,29735.6,0.0,24253.7
6424,r009,All locations -> Delaware,All locations,Delaware,,2,221625.6,2966.8,63579.9,0.0,149887.4,0.0,5028.0,0.0,163.4
6424,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,16314674.4,14441170.2,1078835.5,149.2,254343.4,163824.9,367376.0,5522.3,3453.0
6424,r011,All locations -> Florida,All locations,Florida,,2,4061105.1,766274.3,2109699.8,0.0,971782.4,0.0,201375.0,0.0,11973.5
6424,r012,All locations -> Georgia,All locations,Georgia,,2,1912787.9,197767.4,530877.9,0.0,1112293.7,0.0,61728.5,0.0,10120.5
6424,r013,All locations -> Hawaii,All locations,Hawaii,,2,393877.5,90914.1,146470.3,0.0,141517.5,0.0,12985.9,0.0,1989.6
6424,r014,All locations -> Idaho,All locations,Idaho,,2,840359.6,36536.0,352689.1,299594.5,146482.8,0.0,2458.1,0.0,2599.1
6424,r015,All locations -> Illinois,All locations,Illinois,,2,3208955.0,180530.0,414092.5,0.0,1520145.4,990314.4,98040.5,0.0,5832.2
6424,r016,All locations -> Indiana,All locations,Indiana,,2,1104109.4,243001.0,222194.2,0.0,621992.6,0.0,0.0,0.0,16921.5
6424,r017,All locations -> Iowa,All locations,Iowa,,2,702068.0,70782.2,244711.1,0.0,346484.1,31348.2,1920.7,0.0,6821.7
6424,r018,All locations -> Kansas,All locations,Kansas,,2,352337.6,92527.3,35033.6,0.0,218244.2,0.0,4528.2,0.0,2004.2
6424,r019,All locations -> Kentucky,All locations,Kentucky,,2,354252.4,7418.8,29455.2,0.0,311759.1,0.0,1837.5,0.0,3781.8
6424,r020,All locations -> Louisiana,All locations,Louisiana,,2,436645.1,53489.3,107822.0,0.0,256067.8,0.0,3026.6,0.0,16239.4
6424,r021,All locations -> Maine,All locations,Maine,,2,185145.9,7818.8,18009.8,0.0,50989.1,0.0,104262.7,0.0,4065.6
6424,r022,All locations -> Maryland,All locations,Maryland,,2,22736194.9,14521346.3,4460415.9,856993.0,2215252.6,0.0,601699.5,58540.0,21947.7
6424,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,8850302.8,572534.8,3630199.6,0.0,2055988.9,390498.8,2083380.7,108665.5,9034.6
6424,r024,All locations -> Michigan,All locations,Michigan,,2,1924825.7,114562.5,245134.3,0.0,1472856.0,0.0,84719.5,0.0,7553.4
6424,r025,All locations -> Minnesota,All locations,Minnesota,,2,1447555.5,60861.5,465755.0,0.0,499180.4,0.0,412629.9,0.0,9128.7
6424,r026,All locations -> Mississippi,All locations,Mississippi,,2,471970.2,299686.7,28914.3,0.0,139727.5,0.0,1809.5,0.0,1832.2
6424,r027,All locations -> Missouri,All locations,Missouri,,2,2079638.9,126150.1,1140052.5,0.0,770436.5,0.0,38180.1,0.0,4819.7
6424,r028,All locations -> Montana,All locations,Montana,,2,213205.6,65288.6,29045.7,0.0,114401.2,0.0,1854.4,0.0,2615.7
6424,r029,All locations -> Nebraska,All locations,Nebraska,,2,254860.8,39229.4,13969.6,0.0,185820.4,0.0,13616.9,0.0,2224.5
6424,r030,All locations -> Nevada,All locations,Nevada,,2,305900.0,19687.1,200414.1,0.0,78515.5,0.0,2504.6,0.0,4778.8
6424,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,483307.8,63128.6,231234.5,0.0,175002.3,0.0,13303.0,0.0,639.5
6424,r032,All locations -> New Jersey,All locations,New Jersey,,2,2884975.1,569555.8,1345276.1,0.0,784002.1,118966.1,42108.6,0.0,25066.4
6424,r033,All locations -> New Mexico,All locations,New Mexico,,2,3501956.2,687753.7,815838.4,1776515.3,184030.3,0.0,36947.9,0.0,870.7
6424,r034,All locations -> New York,All locations,New York,,2,8148161.8,1378595.9,2374927.1,0.0,3209460.2,0.0,527869.9,530415.0,126893.5
6424,r035,All locations -> North Carolina,All locations,North Carolina,,2,3271375.6,349457.2,603201.8,0.0,1645384.7,0.0,661646.7,0.0,11685.2
6424,r036,All locations -> North Dakota,All locations,North Dakota,,2,140075.8,36538.1,2478.6,0.0,98894.9,0.0,673.4,0.0,1490.8
6424,r037,All locations -> Ohio,All locations,Ohio,,2,5215661.1,1885146.5,2032806.7,0.0,967912.9,0.0,282561.2,0.0,47233.7
6424,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,536709.2,185012.4,65558.9,0.0,243952.2,0.0,34027.4,0.0,8158.4
6424,r039,All locations -> Oregon,All locations,Oregon,,2,814311.9,89267.7,124263.4,0.0,562640.5,0.0,26118.1,0.0,12022.2
6424,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,5214140.2,420020.3,2166237.0,0.0,2191260.5,34062.8,380886.7,0.0,21672.9
6424,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,875650.3,351096.2,191700.8,0.0,240609.8,0.0,89321.4,0.0,2922.1
6424,r042,All locations -> South Carolina,All locations,South Carolina,,2,821547.5,107752.0,205342.3,26565.3,289216.1,0.0,186131.1,0.0,6540.8
