table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_obligations_2019,field_obligations_2020_preliminary_,field_outlays_2019,field_outlays_2020_preliminary_
3849,r001,All agencies,All agencies,,,,,1,142424.2,150884.7,124854.5,136453.3
3849,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,
3849,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,2637.1,2904.2,2497.8,3204.4
3849,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,7.7,7.0,7.7,7.0
3849,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,1292.4,1414.0,1149.6,1372.0
3849,r006,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,39.5,39.5,39.1,39.1
3849,r007,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,85.6,85.3,82.2,87.0
3849,r008,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,0.0,0.5,0.0,0.5
3849,r009,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,327.2,305.0,323.0,412.0
3849,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,9.5,9.0,9.5,9.0
3849,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,871.4,1040.0,884.0,1275.0
3849,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,3.9,3.9,2.8,2.8
3849,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1534.7,1621.8,1521.9,1554.6
3849,r014,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,712.3,768.4,703.4,708.6
3849,r015,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,718.9,725.4,714.0,717.0
3849,r016,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7.9,8.2,8.9,9.2
3849,r017,All agencies -> Departments -> Department of Commerce -> U.S. Census Bureau,All agencies,Departments,Department of Commerce,U.S. Census Bureau,,4,95.6,119.8,95.6,119.8
3849,r018,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,58779.5,62461.3,48135.3,54317.2
3849,r019,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,3321.0,3667.2,3253.7,3403.7
3849,r020,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,15076.8,15621.8,11830.4,14931.2
3849,r021,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,10274.8,10754.8,9293.2,10203.4
3849,r022,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,15341.2,16787.0,10902.7,11985.6
3849,r023,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,14765.8,15630.6,12855.2,13793.3
3849,r024,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,235.8,242.2,226.4,203.0
3849,r025,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,14376.4,16136.0,13656.5,16157.5
3849,r026,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,405.0,425.0,247.1,352.1
3849,r027,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,137.7,153.9,144.2,146.8
3849,r028,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1695.8,2566.6,1451.2,1679.5
