table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1857,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1857,r002,China,0.26,0.31,0.35,0.32,0.38,0.47,0.57,0.52,0.82,0.78,0.85,0.7,0.86,0.91,0.98,1.07,1.2,1.2,1.16,1.15,1.21
1857,r003,United States,1.95,2.12,2.11,2.27,2.08,2.54,2.11,1.96,2.09,2.22,2.17,1.95,1.79,2.02,2.27,1.95,1.89,1.99,1.7,1.73,1.83
1857,r004,India,0.39,0.4,0.51,0.19,0.39,0.55,0.45,0.56,0.74,0.52,0.71,0.51,0.51,0.5,0.45,0.69,0.55,0.54,0.55,0.66,0.68
1857,r005,Germany,1.26,1.1,1.24,1.2,1.47,1.35,1.1,1.39,1.18,1.24,1.24,1.2,1.53,1.13,1.24,1.51,1.46,1.3,1.34,1.21,1.32
1857,r006,Japan,0.82,0.9,0.73,0.57,0.79,0.8,0.8,0.88,0.85,0.57,0.51,0.8,0.74,0.83,0.54,0.63,0.62,0.72,0.69,0.84,0.76
1857,r007,United Kingdom,1.47,1.38,1.5,1.68,1.47,1.29,1.63,1.55,1.25,2.17,1.59,1.68,1.48,1.97,1.75,1.51,1.72,1.51,1.84,1.55,1.47
1857,r008,Russia,0.11,0.19,0.13,0.1,0.09,0.12,0.21,0.08,0.25,0.16,0.26,0.13,0.16,0.13,0.22,0.29,0.18,0.15,0.19,0.24,0.27
1857,r009,Italy,1.17,0.97,1.23,1.2,1.12,1.04,0.51,0.83,0.97,1.47,1.26,1.18,1.05,1.22,0.8,1.07,1.3,1.21,1.21,1.04,0.94
1857,r010,South Korea,0.42,0.46,0.26,0.63,0.68,0.84,0.64,0.98,1.02,1.07,0.85,1.18,0.81,0.96,1.22,1.14,1.33,1.39,1.15,1.18,1.04
1857,r011,France,1.58,1.09,1.2,1.04,1.37,1.13,1.2,1.34,1.34,1.2,1.17,1.14,1.16,1.21,0.93,1.18,0.89,1.35,1.08,0.97,0.9
1857,r012,Brazil,0.57,0.93,0.76,0.33,0.28,0.64,0.53,0.67,0.41,0.53,0.41,0.66,0.42,0.61,0.79,0.4,0.17,0.31,0.22,0.58,0.5
1857,r013,Canada,1.95,1.74,1.34,1.33,1.36,0.91,1.1,1.16,1.34,0.99,1.69,1.38,1.44,1.42,0.93,1.7,1.76,1.56,1.35,1.26,1.19
1857,r014,Spain,0.51,0.74,0.96,0.56,0.88,0.69,0.81,1.0,0.94,0.85,1.16,1.32,1.13,1.14,0.99,1.22,0.96,1.04,1.28,1.32,1.27
1857,r015,Australia,1.23,1.26,1.36,1.45,1.13,1.3,1.9,1.32,1.52,1.29,1.27,1.62,2.22,1.98,1.9,1.93,1.89,1.46,1.68,1.86,2.38
1857,r016,Iran,0.0,0.65,0.84,0.0,0.0,0.58,0.0,0.36,0.3,0.08,0.46,0.66,0.23,0.29,0.55,0.37,0.27,0.35,0.65,0.65,0.94
1857,r017,EU (all members),1.15,1.02,1.14,1.1,1.25,1.05,1.04,1.18,1.0,1.18,1.14,1.18,1.17,1.16,1.06,1.14,1.09,1.07,1.15,1.05,1.03
