table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10823,r001,All agencies,All agencies,,,,,1,48467014,8377974,7904213,4560136,22750751,4114384,555443,204113
10823,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,
10823,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1602692,955545,0,20674,595848,22392,5904,2329
10823,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,929000,831944,0,0,86363,8371,34,2289
10823,r005,All agencies -> Departments -> Department of Agriculture -> Animal and Plant Health Inspection Service,All agencies,Departments,Department of Agriculture,Animal and Plant Health Inspection Service,,4,26244,18697,0,0,7547,0,0,0
10823,r006,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,88125,81792,0,200,4000,120,2000,13
10823,r007,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,543648,7437,0,20474,497938,13901,3871,27
10823,r008,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,15675,15675,0,0,0,0,0,0
10823,r009,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,311154,269766,0,2204,36751,2037,0,397
10823,r010,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,311154,269766,0,2204,36751,2037,0,397
10823,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,3541126,736715,165950,542380,1769317,265251,18533,42981
10823,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,517425,18290,27990,165682,236628,56606,0,12229
10823,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,13518,1975,0.05,2558,2022,6963,0,0
10823,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,994200,260674,0,23569,535250,164018,10690,0
10823,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,620430,126530,451,167301,301489,15890,0,8770
10823,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,879264,270742,1326,43077,524119,12882,7843,19276
10823,r017,All agencies -> Departments -> Department of Defense -> Space Force,All agencies,Departments,Department of Defense,Space Force,,4,55037,3940,3640,47457,0,0,0,0
10823,r018,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,461252,54564,132543,92736,169810,8893,0,2706
10823,r019,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,27867,0,0,376,23524,3494,473,0
10823,r020,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,6523381,116176,5926213,82380,351191,16563,30859,0
10823,r021,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,12530,287,9017,1452,860,876,39,0
10823,r022,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,123694,0,101291,2903,19500,0,0,0
10823,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,123694,0,101291,2903,19500,0,0,0
10823,r024,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,12320,0,9058,0,3262,0,0,0
10823,r025,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,6374837,115889,5806847,78025,327569,15687,30820,0
10823,r026,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,23787817,4452351,383696,1269386,13645237,3413807,484339,139001
10823,r027,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,82950,32386,0,230,35680,3103,10221,1330
10823,r028,All agencies -> Departments -> Department of Health and Human Services -> Centers for Medicare and Medicaid Services,All agencies,Departments,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,4,427487,0,0,8326,2123,8563,408475,0
10823,r029,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,2455,850,0,1605,0,0,0,0
10823,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,23274924,4419115,383696,1259224,13607434,3402141,65643,137671
10823,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,69501,5450,15310,35500,13184,57,0,0
10823,r032,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,9251,0,0,3000,6251,0,0,0
10823,r033,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,60000,5200,15310,32500,6933,57,0,0
10823,r034,All agencies -> Departments -> Department of Homeland Security -> Secret Service,All agencies,Departments,Department of Homeland Security,Secret Service,,4,250,250,0,0,0,0,0,0
10823,r035,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,101215,92884,0,287,6390,454,1201,0
10823,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,1587,614,0,0,716,258,0,0
10823,r037,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1000,441,0,132,427,0,0,0
10823,r038,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,98628,91829,0,155,5247,196,1201,0
10823,r039,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,15615,1741,0,527,7943,5404,0,0
10823,r040,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,15615,1741,0,527,7943,5404,0,0
10823,r041,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,2000,2000,0,0,0,0,0,0
10823,r042,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,3753,1153,400,1100,1100,0,0,0
10823,r043,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,37,37,0,0,0,0,0,0
10823,r044,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,3716,1116,400,1100,1100,0,0,0
10823,r045,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,760629,760629,0,0,0,0,0,0
10823,r046,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10823,r047,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,5089938,712591,1068887,2290472,916189,101799,0,0
10823,r048,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,6388325,28973,343758,314849,5384078,283127,14134,19405
10823,r049,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,242000,242000,0,0,0,0,0,0
