table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10263,r050,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,216000,74436,0,0,0,7726,0,0,62733,71105
10263,r051,All agencies -> Departments -> Department of Homeland Security -> Transportation Security Administration,All agencies,Departments,Department of Homeland Security,Transportation Security Administration,,4,2000,0,0,0,0,0,0,0,0,2000
10263,r052,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,817025,0,697716,67293,0,0,0,16498,35518,0
10263,r053,All agencies -> Departments -> Department of the Interior -> Bureau of Indian Affairs,All agencies,Departments,Department of the Interior,Bureau of Indian Affairs,,4,4000,0,0,4000,0,0,0,0,0,0
10263,r054,All agencies -> Departments -> Department of the Interior -> Bureau of Land Management,All agencies,Departments,Department of the Interior,Bureau of Land Management,,4,8579,0,0,8579,0,0,0,0,0,0
10263,r055,All agencies -> Departments -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Departments,Department of the Interior,Bureau of Ocean Energy Management,,4,67918,0,67918,0,0,0,0,0,0,0
10263,r056,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,21500,0,0,0,0,0,0,0,21500,0
10263,r057,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,14018,0,0,0,0,0,0,0,14018,0
10263,r058,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,32650,0,0,32650,0,0,0,0,0,0
10263,r059,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,641138,0,629798,11340,0,0,0,0,0,0
10263,r060,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,0,0,10724,0,0,0,16498,0,0
10263,r061,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,74032,2148,474,3395,396,6220,0,50714,5078,5605
10263,r062,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0,0,0,0,0,0,0.05,0,0
10263,r063,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,5396,0,0,0,0,0,0,0,0,5396
10263,r064,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,68634,2148,474,3395,396,6220,0,50712,5078,209
10263,r065,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,3803,0,0,0,0,0,0,3803,0,0
10263,r066,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,1569,0,0,0,0,0,0,1569,0,0
10263,r067,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2234,0,0,0,0,0,0,2234,0,0
10263,r068,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,40000,0,0,38000,0,0,0,2000,0,0
10263,r069,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,803325,16566,16160,18397,5167,14090,18187,12518,696208,6033
10263,r070,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,271685,13349,15989,8093,5167,0,18016,0,210060,1011
10263,r071,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,361044,0,0,0,0,0,0,0,361044,0
10263,r072,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,14100,0.05,0,0,0,14090,0,0,0,0
10263,r073,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,42112,0,171,0,0,0,171,0,41770,0
10263,r074,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,33000,0,0,0,0,0,0,3000,25000,5000
10263,r075,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,50000,3207,0,10304,0,0,0,9518,26971,0
10263,r076,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,15022,0,0,0,0,0,0,0,15000,0.05
10263,r077,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,16363,0,0,0,0,0,0,0,16363,0
10263,r078,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,44134,0,0,0,0,44081,0,0,53,0
10263,r079,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,44081,0,0,0,0,44081,0,0,0,0
10263,r080,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,53,0,0,0,0,0,0,0,53,0
10263,r081,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1002408,0,0,1002408,0,0,0,0,0,0
10263,r082,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,,
10263,r083,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,1443,1443,0,0,0,0,0,0,0,0
10263,r084,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,7884,0,0,0,0,0,0,7884,0,0
10263,r085,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,51211,0,0,43631,0,0,0,4331,0,3250
10263,r086,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,122,0,0,0,0,0,0,122,0,0
10263,r087,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,440,0,0,0,0,0,0,0,440,0
10263,r088,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,406371,5566,167490,160542,3090,9703,0,2348,57633,0
10263,r089,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,8571,0,0,0,0,0,0,8571,0,0
10263,r090,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,493,0,0,0,0,493,0,0,0,0
10263,r091,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,3009641,0,159671,0,0,208808,0,0,2526071,115091
10263,r092,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,986305,181719,16665,6623,471,21920,0.05,2867,359167,396864
10263,r093,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,78147,0,0,0,0,0,0,0,78147,0
10263,r094,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,481465,0,0,481465,0,0,0,0,0,0
10263,r095,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,15702,0,0,0,0,0,0,0,15702,0
10263,r096,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,6960,0,0,0,0,0,0,0,0,6960
10263,r097,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,98560,0,0,0,0,0,0,98560,0,0
10263,r098,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,12952,0,0,0,0,0,0,0,12952,0
