table_id,row_id,agency_full_path,agency_level_1,agency_level_2,agency_level_3,agency_level_4,agency_level_5,agency_hierarchy_depth,field_total,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_engineering,field_other_fields
10263,r001,All agencies,All agencies,,,,,1,44673778,3493397,2483997,19323075,196748,2374856,1846335,907402,10629283,3418685
10263,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,
10263,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,1558776,17197,24313,1093818,8614,55909,14129,187506,57585,99707
10263,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,7484,0,0,7484,0,0,0,0,0,0
10263,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,639600,831,0,590415,0,41062,0,1535,5756,0
10263,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,90389,0,0,0,0,0,0,90389,0,0
10263,r007,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,194781,0,2200,153764,0,2639,0,30887,5291,0
10263,r008,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,6327,6327,0,0,0,0,0,0,0,0
10263,r009,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,619681,10039,21813,341940,8614,12208,14129,64695,46538,99707
10263,r010,All agencies -> Departments -> Department of Agriculture -> Natural Resources Conservation Service,All agencies,Departments,Department of Agriculture,Natural Resources Conservation Service,,4,514,0,300,214,0,0,0,0,0,0
10263,r011,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,1473125,189765,666405,91039,10664,88569,0.05,100956,285073,40615
10263,r012,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,110367,16146,0,0,7139,0,0,87081,0,0
10263,r013,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,530008,169050,6774,26853,1240,58879,0.05,399,266532,240
10263,r014,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,825550,4568,659630,64186,2284,29690,0,13476,11341,40375
10263,r015,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7200,0,0,0,0,0,0,0,7200,0
10263,r016,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,7400607,2182561,412807,824285,340,384358,75263,9047,2841838,670109
10263,r017,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,1483950,730193,57596,222316,340,40732,13258,186,316036,103294
10263,r018,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,158831,0,0,157161,0,0,67,0,0,1602
10263,r019,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1697363,164527,0,73241,0,205030,0,0,1209288,45277
10263,r020,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,1502296,851666,9269,232624,0,5022,56671,0,0,347044
10263,r021,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,1229568,136818,345752,21139,0,36574,3608,1787,636685,47204
10263,r022,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,1328599,299356,190,117803,0,96999,1658,7074,679829,125689
10263,r023,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,260178,0,0,0,0,0,0,0,0,260178
10263,r024,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,4523208,763254,75749,38244,2113,1411163,0,0,2221135,11550
10263,r025,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,225000,21888,2262,37489,0,0,0,0,163362,0
10263,r026,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,59361,0,0,0,0,0,0,0,59361,0
10263,r027,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,677946,0,0,0,0,0,0,0,677946,0
10263,r028,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,11550,0,0,0,0,0,0,0,0,11550
10263,r029,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,736176,0,69937,0,0,117052,0,0,549187,0
10263,r030,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,2403869,662884,3550,755,2113,1294111,0,0,440456,0
10263,r031,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,2257778,642993,0,0,0,1178976,0,0,435808,0
10263,r032,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,146092,19891,3550,755,2113,115135,0,0,4647,0
10263,r033,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,330824,0,0,0,0,0,0,0,330824,0
10263,r034,"All agencies -> Departments -> Department of Energy -> Office of Cybersecurity, Energy Security, and Emergency Response",All agencies,Departments,Department of Energy,"Office of Cybersecurity, Energy Security, and Emergency Response",,4,78481,78481,0,0,0,0,0,0,0,0
10263,r035,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,21258821,49302,246548,15444314,165893,113017,1738707,399678,1371745,1729618
10263,r036,All agencies -> Departments -> Department of Health and Human Services -> Administration for Children and Families,All agencies,Departments,Department of Health and Human Services,Administration for Children and Families,,4,4265,0,0,0,0,0,0,4265,0,0
10263,r037,All agencies -> Departments -> Department of Health and Human Services -> Administration for Community Living,All agencies,Departments,Department of Health and Human Services,Administration for Community Living,,4,110863,0,0,0,0,0,0,110863,0,0
10263,r038,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,314345,49189,0,172974,0,0,7799,20813,803,62767
10263,r039,All agencies -> Departments -> Department of Health and Human Services -> Agency for Toxic Substances and Disease Registry,All agencies,Departments,Department of Health and Human Services,Agency for Toxic Substances and Disease Registry,,4,10935,0,10935,0,0,0,0,0,0,0
10263,r040,All agencies -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,,4,552086,113,0,477039,337,2439,1025,41423,21327,8383
10263,r041,All agencies -> Departments -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Departments,Department of Health and Human Services,Food and Drug Administration,,4,669007,0,0,669007,0,0,0,0,0,0
10263,r042,All agencies -> Departments -> Department of Health and Human Services -> Health Resources and Services Administration,All agencies,Departments,Department of Health and Human Services,Health Resources and Services Administration,,4,34790,0,0,34790,0,0,0,0,0,0
10263,r043,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,19545031,0,235612,14090505,165556,110579,1729882,222314,1349615,1640968
10263,r044,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,,4,17500,0,0,0,0,0,0,0,0,17500
10263,r045,All agencies -> Departments -> Department of Health and Human Services -> Office of the Secretary of Health and Human Services -> Office of the Assistant Secretary for Planning and Evaluation,All agencies,Departments,Department of Health and Human Services,Office of the Secretary of Health and Human Services,Office of the Assistant Secretary for Planning and Evaluation,5,17500,0,0,0,0,0,0,0,0,17500
10263,r046,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,248069,83878,0,9622,0,16525,0,0,64939,73105
10263,r047,All agencies -> Departments -> Department of Homeland Security -> Coast Guard,All agencies,Departments,Department of Homeland Security,Coast Guard,,4,2243,763,0,67,0,0,0,0,1413,0
10263,r048,All agencies -> Departments -> Department of Homeland Security -> Countering Weapons of Mass Destruction Office,All agencies,Departments,Department of Homeland Security,Countering Weapons of Mass Destruction Office,,4,24324,5969,0,9555,0,8799,0,0,0,0
10263,r049,All agencies -> Departments -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Departments,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,4,3502,2709,0,0,0,0,0,0,793,0
