table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_hierarchy_depth,field_total,field_anthropology,field_economics,field_political_science,field_sociology,field_other_social_sciences
6410,r001,All agencies surveyed,All agencies surveyed,,,,1,307483.7,17237.9,24044.4,4554.1,13317.6,248329.7
6410,r002,All agencies surveyed -> Departments,All agencies surveyed,Departments,,,2,,,,,,
6410,r003,All agencies surveyed -> Departments -> Department of Agriculture,All agencies surveyed,Departments,Department of Agriculture,,3,10348.2,0.0,7178.6,0.0,3103.1,66.6
6410,r004,All agencies surveyed -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies surveyed,Departments,Department of Agriculture,Agricultural Research Service,4,187.9,0.0,187.9,0.0,0.0,0.0
6410,r005,All agencies surveyed -> Departments -> Department of Agriculture -> Forest Service,All agencies surveyed,Departments,Department of Agriculture,Forest Service,4,341.2,0.0,249.6,0.0,25.0,66.6
6410,r006,All agencies surveyed -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies surveyed,Departments,Department of Agriculture,National Institute of Food and Agriculture,4,9819.2,0.0,6741.1,0.0,3078.1,0.0
6410,r007,All agencies surveyed -> Departments -> Department of Defense,All agencies surveyed,Departments,Department of Defense,,3,77591.9,0.0,0.0,0.0,0.0,77591.9
6410,r008,All agencies surveyed -> Departments -> Department of Defense -> Department of the Air Force,All agencies surveyed,Departments,Department of Defense,Department of the Air Force,4,54718.3,0.0,0.0,0.0,0.0,54718.3
6410,r009,All agencies surveyed -> Departments -> Department of Defense -> Department of the Army,All agencies surveyed,Departments,Department of Defense,Department of the Army,4,2440.4,0.0,0.0,0.0,0.0,2440.4
6410,r010,All agencies surveyed -> Departments -> Department of Defense -> Department of the Navy,All agencies surveyed,Departments,Department of Defense,Department of the Navy,4,5050.4,0.0,0.0,0.0,0.0,5050.4
6410,r011,All agencies surveyed -> Departments -> Department of Defense -> Other defense agencies,All agencies surveyed,Departments,Department of Defense,Other defense agencies,4,15382.9,0.0,0.0,0.0,0.0,15382.9
6410,r012,All agencies surveyed -> Departments -> Department of Health and Human Services,All agencies surveyed,Departments,Department of Health and Human Services,,3,36576.3,0.0,0.0,0.0,0.0,36576.3
6410,r013,All agencies surveyed -> Departments -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies surveyed,Departments,Department of Health and Human Services,Centers for Disease Control and Prevention,4,200.0,0.0,0.0,0.0,0.0,200.0
6410,r014,All agencies surveyed -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies surveyed,Departments,Department of Health and Human Services,National Institutes of Health,4,36376.3,0.0,0.0,0.0,0.0,36376.3
6410,r015,All agencies surveyed -> Other agencies,All agencies surveyed,Other agencies,,,2,,,,,,
6410,r016,All agencies surveyed -> Other agencies -> National Science Foundation,All agencies surveyed,Other agencies,National Science Foundation,,3,182967.3,17237.9,16865.9,4554.1,10214.5,134094.9
