table_id,row_id,state_or_location_and_institution_full_path,state_or_location_and_institution_level_1,state_or_location_and_institution_level_2,state_or_location_and_institution_level_3,state_or_location_and_institution_hierarchy_depth,field_all_fields,field_science_life_sciences_total,field_science_life_sciences_agricultural_sciences_and_natural_resources,field_science_life_sciences_biological_and_biomedical_sciences,field_science_life_sciences_health_sciences,field_science_physical_sciences_and_earth_sciences_total,field_science_physical_sciences_and_earth_sciences_chemistry,field_science_physical_sciences_and_earth_sciences_geosciences_atmospheric_sciences_and_ocean_sciences,field_science_physical_sciences_and_earth_sciences_physics_and_astronomy,field_science_mathematics_and_computer_sciences_total,field_science_mathematics_and_computer_sciences_computer_and_information_sciences,field_science_mathematics_and_computer_sciences_mathematics_and_statistics,field_science_psychology_and_social_sciences_total,field_science_psychology_and_social_sciences_psychology,field_science_psychology_and_social_sciences_anthropology,field_science_psychology_and_social_sciences_economics,field_science_psychology_and_social_sciences_political_science_and_government,field_science_psychology_and_social_sciences_sociology,field_science_psychology_and_social_sciences_other_social_sciences,field_engineering_total,field_engineering_aerospace_aeronautical_and_astronautical,field_engineering_bioengineering_and_biomedical,field_engineering_chemical,field_engineering_civil,field_engineering_electrical_electronics_and_communications,field_engineering_industrial_and_manufacturing,field_engineering_materials_science,field_engineering_mechanical,field_engineering_other_engineering
2803,r011,All institutions -> Alaska,All institutions,Alaska,,2,42,12,5,7,0,9,0,9,0,1,0,1,14,7,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0
2803,r012,"All institutions -> Alaska -> U. Alaska, Anchorage",All institutions,Alaska,"U. Alaska, Anchorage",3,5,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r013,"All institutions -> Alaska -> U. Alaska, Fairbanks",All institutions,Alaska,"U. Alaska, Fairbanks",3,37,12,5,7,0,9,0,9,0,1,0,1,9,2,2,0,0,0,5,1,0,0,0,1,0,0,0,0,0
2803,r014,All institutions -> Arizona,All institutions,Arizona,,2,847,162,28,97,37,109,26,40,43,56,23,33,161,40,17,13,6,11,74,141,4,15,10,16,34,3,9,13,37
2803,r015,All institutions -> Arizona -> Arizona State U.,All institutions,Arizona,Arizona State U.,3,392,49,6,32,11,34,9,12,13,36,19,17,64,17,11,6,2,0,28,90,2,10,4,14,24,3,8,10,15
2803,r016,All institutions -> Arizona -> Northern Arizona U.,All institutions,Arizona,Northern Arizona U.,3,44,14,4,10,0,4,0,4,0,0,0,0,11,3,0,0,3,0,5,1,0,0,0,0,0,0,0,0,1
2803,r017,All institutions -> Arizona -> Prescott C.,All institutions,Arizona,Prescott C.,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r018,All institutions -> Arizona -> U. Arizona,All institutions,Arizona,U. Arizona,3,406,99,18,55,26,71,17,24,30,20,4,16,86,20,6,7,1,11,41,50,2,5,6,2,10,0,1,3,21
2803,r019,All institutions -> Arkansas,All institutions,Arkansas,,2,239,83,18,43,22,15,4,3,8,16,12,4,24,9,2,3,0,0,10,41,0,3,6,3,8,5,3,1,12
2803,r020,"All institutions -> Arkansas -> Arkansas State U., Jonesboro",All institutions,Arkansas,"Arkansas State U., Jonesboro",3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r021,All institutions -> Arkansas -> U. Arkansas for Medical Sciences,All institutions,Arkansas,U. Arkansas for Medical Sciences,3,15,15,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r022,"All institutions -> Arkansas -> U. Arkansas, Fayetteville",All institutions,Arkansas,"U. Arkansas, Fayetteville",3,179,57,18,27,12,12,2,3,7,8,4,4,17,6,2,3,0,0,6,33,0,3,6,3,7,5,3,1,5
2803,r023,"All institutions -> Arkansas -> U. Arkansas, Little Rock",All institutions,Arkansas,"U. Arkansas, Little Rock",3,33,6,0,6,0,3,2,0,1,8,8,0,4,0,0,0,0,0,4,8,0,0,0,0,1,0,0,0,7
2803,r024,All institutions -> Arkansas -> U. Central Arkansas,All institutions,Arkansas,U. Central Arkansas,3,9,2,0,0,2,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r025,All institutions -> California,All institutions,California,,2,6342,1309,102,1028,179,948,403,190,355,581,330,251,1190,529,78,183,91,86,223,1213,55,186,101,52,262,5,183,149,220
2803,r026,"All institutions -> California -> Alliant International U., San Diego",All institutions,California,"Alliant International U., San Diego",3,87,0,0,0,0,0,0,0,0,0,0,0,85,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r027,All institutions -> California -> Azusa Pacific U.,All institutions,California,Azusa Pacific U.,3,17,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r028,All institutions -> California -> Biola U.,All institutions,California,Biola U.,3,28,0,0,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2803,r029,All institutions -> California -> California Institute of Integral Studies,All institutions,California,California Institute of Integral Studies,3,40,0,0,0,0,0,0,0,0,0,0,0,23,18,2,0,0,1,2,1,0,0,0,0,0,0,0,0,1
2803,r030,All institutions -> California -> California Institute of Technology,All institutions,California,California Institute of Technology,3,206,32,0,31,1,90,31,12,47,13,3,10,4,1,0,2,1,0,0,67,14,11,7,1,6,0,17,5,6
2803,r031,All institutions -> California -> California Institute of the Arts,All institutions,California,California Institute of the Arts,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r032,All institutions -> California -> Chapman U.,All institutions,California,Chapman U.,3,18,3,1,0,2,1,0,0,1,2,1,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,r033,"All institutions -> California -> City of Hope, Irell and Manella Graduate School of Biological Sciences",All institutions,California,"City of Hope, Irell and Manella Graduate School of Biological Sciences",3,8,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r034,All institutions -> California -> Claremont Graduate U.,All institutions,California,Claremont Graduate U.,3,140,6,0,2,4,0,0,0,0,21,12,9,42,19,0,10,6,0,7,2,0,0,0,1,0,0,0,0,1
2803,r035,All institutions -> California -> Claremont School of Theology,All institutions,California,Claremont School of Theology,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r036,All institutions -> California -> Fielding Graduate U.,All institutions,California,Fielding Graduate U.,3,74,1,0,0,1,0,0,0,0,0,0,0,55,48,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2803,r037,All institutions -> California -> Frederick S. Pardee RAND Graduate School,All institutions,California,Frederick S. Pardee RAND Graduate School,3,11,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2803,r038,All institutions -> California -> Fuller Theological Seminary,All institutions,California,Fuller Theological Seminary,3,53,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r039,All institutions -> California -> Graduate Theological Union,All institutions,California,Graduate Theological Union,3,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r040,All institutions -> California -> Keck Graduate Institute,All institutions,California,Keck Graduate Institute,3,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
2803,r041,All institutions -> California -> La Sierra U.,All institutions,California,La Sierra U.,3,7,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r042,All institutions -> California -> Loma Linda U.,All institutions,California,Loma Linda U.,3,38,25,0,17,8,3,0,3,0,0,0,0,9,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2803,r043,All institutions -> California -> Naval Postgraduate School,All institutions,California,Naval Postgraduate School,3,10,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0,3
2803,r044,All institutions -> California -> Pacifica Graduate Institute,All institutions,California,Pacifica Graduate Institute,3,53,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r045,All institutions -> California -> Palo Alto U.,All institutions,California,Palo Alto U.,3,54,0,0,0,0,0,0,0,0,0,0,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r046,"All institutions -> California -> San Diego State U., San Diego",All institutions,California,"San Diego State U., San Diego",3,35,12,0,11,1,5,5,0,0,3,0,3,10,7,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0
2803,r047,"All institutions -> California -> Sanford-Burnham Medical Research Institute, La Jolla",All institutions,California,"Sanford-Burnham Medical Research Institute, La Jolla",3,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r048,All institutions -> California -> Santa Clara U.,All institutions,California,Santa Clara U.,3,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,2
2803,r049,All institutions -> California -> Saybrook U.,All institutions,California,Saybrook U.,3,41,12,0,0,12,0,0,0,0,0,0,0,19,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,r050,All institutions -> California -> Scripps Research Institute,All institutions,California,Scripps Research Institute,3,52,23,0,23,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r051,All institutions -> California -> Sofia U.,All institutions,California,Sofia U.,3,6,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r052,All institutions -> California -> Stanford U.,All institutions,California,Stanford U.,3,770,107,8,98,1,136,55,29,52,68,44,24,90,16,12,31,11,8,12,242,26,26,16,15,55,0,23,37,44
2803,r053,"All institutions -> California -> U. California, Berkeley",All institutions,California,"U. California, Berkeley",3,864,145,10,128,7,146,71,16,59,101,52,49,137,25,12,33,16,17,34,167,0,20,14,7,30,1,14,43,38
2803,r054,"All institutions -> California -> U. California, Davis",All institutions,California,"U. California, Davis",3,521,203,51,144,8,71,31,14,26,48,24,24,76,20,8,16,5,5,22,73,0,13,4,9,17,0,9,4,17
2803,r055,"All institutions -> California -> U. California, Irvine",All institutions,California,"U. California, Irvine",3,407,68,1,57,10,74,34,10,30,49,35,14,68,21,9,13,3,12,10,85,2,20,9,8,13,0,16,3,14
2803,r056,"All institutions -> California -> U. California, Los Angeles",All institutions,California,"U. California, Los Angeles",3,701,164,0,122,42,88,42,16,30,64,32,32,115,30,8,19,12,13,33,126,3,20,14,5,32,0,24,18,10
2803,r057,"All institutions -> California -> U. California, Merced",All institutions,California,"U. California, Merced",3,63,18,2,11,5,10,1,1,8,9,6,3,17,12,2,0,3,0,0,8,0,3,0,0,0,0,1,4,0
2803,r058,"All institutions -> California -> U. California, Riverside",All institutions,California,"U. California, Riverside",3,292,66,9,57,0,45,25,7,13,27,14,13,41,8,3,12,2,5,11,73,0,12,16,0,16,0,19,6,4
2803,r059,"All institutions -> California -> U. California, San Diego",All institutions,California,"U. California, San Diego",3,492,108,1,101,6,90,20,40,30,41,20,21,66,16,4,15,14,8,9,133,1,22,2,0,33,0,25,17,33
2803,r060,"All institutions -> California -> U. California, San Francisco",All institutions,California,"U. California, San Francisco",3,130,98,0,88,10,6,6,0,0,0,0,0,11,0,5,0,0,4,2,15,0,15,0,0,0,0,0,0,0
2803,r061,"All institutions -> California -> U. California, Santa Barbara",All institutions,California,"U. California, Santa Barbara",3,323,27,12,15,0,57,18,13,26,33,13,20,59,13,3,5,9,6,23,63,0,1,11,0,13,0,26,5,7
2803,r062,"All institutions -> California -> U. California, Santa Cruz",All institutions,California,"U. California, Santa Cruz",3,190,38,7,31,0,43,14,12,17,32,21,11,41,13,8,10,5,1,4,13,0,1,0,0,4,0,1,0,7
2803,r063,All institutions -> California -> U. of the Pacific,All institutions,California,U. of the Pacific,3,14,12,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r064,All institutions -> California -> U. of the West,All institutions,California,U. of the West,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r065,All institutions -> California -> U. San Diego,All institutions,California,U. San Diego,3,32,19,0,0,19,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2803,r066,All institutions -> California -> U. San Francisco,All institutions,California,U. San Francisco,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r067,All institutions -> California -> U. Southern California,All institutions,California,U. Southern California,3,494,97,0,72,25,52,21,15,16,66,49,17,60,12,0,16,4,6,22,131,7,20,8,6,39,4,8,6,33
2803,r068,All institutions -> Colorado,All institutions,Colorado,,2,1036,233,28,164,41,168,53,63,52,83,28,55,130,56,8,24,6,9,27,227,17,14,33,25,33,0,11,29,65
2803,r069,All institutions -> Colorado -> Colorado School of Mines,All institutions,Colorado,Colorado School of Mines,3,96,2,1,1,0,36,4,23,9,6,1,5,4,0,0,4,0,0,0,48,0,0,8,2,3,0,5,7,23
2803,r070,"All institutions -> Colorado -> Colorado State U., Fort Collins",All institutions,Colorado,"Colorado State U., Fort Collins",3,263,97,23,65,9,48,25,17,6,22,6,16,26,14,0,8,2,1,1,46,0,10,1,8,8,0,1,7,11
2803,r071,All institutions -> Colorado -> U. Colorado Boulder,All institutions,Colorado,U. Colorado Boulder,3,388,43,3,37,3,76,22,23,31,42,18,24,55,7,8,12,4,8,16,102,17,3,24,14,14,0,4,8,18
2803,r072,All institutions -> Colorado -> U. Colorado Colorado Springs,All institutions,Colorado,U. Colorado Colorado Springs,3,30,0,0,0,0,2,0,0,2,4,3,1,4,3,0,0,0,0,1,11,0,0,0,0,2,0,0,0,9
2803,r073,All institutions -> Colorado -> U. Colorado Denver,All institutions,Colorado,U. Colorado Denver,3,106,84,1,55,28,0,0,0,0,2,0,2,4,3,0,0,0,0,1,7,0,1,0,1,0,0,0,3,2
2803,r074,All institutions -> Colorado -> U. Denver,All institutions,Colorado,U. Denver,3,96,3,0,3,0,6,2,0,4,7,0,7,22,15,0,0,0,0,7,13,0,0,0,0,6,0,1,4,2
2803,r075,All institutions -> Colorado -> U. Northern Colorado,All institutions,Colorado,U. Northern Colorado,3,57,4,0,3,1,0,0,0,0,0,0,0,15,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,r076,All institutions -> Connecticut,All institutions,Connecticut,,2,796,200,14,161,25,125,68,22,35,57,23,34,145,40,6,32,21,13,33,106,0,15,10,3,18,0,17,16,27
2803,r077,All institutions -> Connecticut -> U. Bridgeport,All institutions,Connecticut,U. Bridgeport,3,12,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3
2803,r078,"All institutions -> Connecticut -> U. Connecticut, Storrs",All institutions,Connecticut,"U. Connecticut, Storrs",3,355,75,9,48,18,50,30,8,12,33,12,21,61,28,3,8,5,5,12,75,0,7,4,3,14,0,17,15,15
2803,r079,All institutions -> Connecticut -> U. New Haven,All institutions,Connecticut,U. New Haven,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2803,r080,All institutions -> Connecticut -> Wesleyan U.,All institutions,Connecticut,Wesleyan U.,3,11,4,0,4,0,5,2,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r081,All institutions -> Connecticut -> Yale U.,All institutions,Connecticut,Yale U.,3,415,121,5,109,7,70,36,14,20,15,5,10,81,12,3,24,16,8,18,27,0,7,6,0,4,0,0,1,9
2803,r082,All institutions -> Delaware,All institutions,Delaware,,2,241,41,11,23,7,45,23,7,15,17,11,6,36,8,0,10,1,3,14,75,0,10,18,7,13,0,11,4,12
2803,r083,All institutions -> Delaware -> Delaware State U.,All institutions,Delaware,Delaware State U.,3,6,0,0,0,0,4,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r084,All institutions -> Delaware -> U. Delaware,All institutions,Delaware,U. Delaware,3,235,41,11,23,7,41,21,7,13,15,11,4,36,8,0,10,1,3,14,75,0,10,18,7,13,0,11,4,12
2803,r085,All institutions -> District of Columbia,All institutions,District of Columbia,,2,584,79,2,60,17,32,14,1,17,38,23,15,178,65,8,40,24,1,40,52,1,1,0,1,7,0,0,14,28
2803,r086,All institutions -> District of Columbia -> American U.,All institutions,District of Columbia,American U.,3,42,1,1,0,0,1,1,0,0,0,0,0,28,6,2,16,1,0,3,0,0,0,0,0,0,0,0,0,0
2803,r087,All institutions -> District of Columbia -> Catholic U. of America,All institutions,District of Columbia,Catholic U. of America,3,106,18,0,8,10,5,0,0,5,3,3,0,14,9,0,0,5,0,0,10,0,1,0,1,4,0,0,3,1
2803,r088,All institutions -> District of Columbia -> Gallaudet U.,All institutions,District of Columbia,Gallaudet U.,3,12,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2803,r089,All institutions -> District of Columbia -> George Washington U.,All institutions,District of Columbia,George Washington U.,3,228,19,0,18,1,9,3,0,6,27,14,13,56,16,6,10,10,0,14,38,1,0,0,0,1,0,0,9,27
2803,r090,All institutions -> District of Columbia -> Georgetown U.,All institutions,District of Columbia,Georgetown U.,3,110,22,1,21,0,15,10,0,5,1,1,0,40,5,0,9,8,0,18,0,0,0,0,0,0,0,0,0,0
2803,r091,All institutions -> District of Columbia -> Howard U.,All institutions,District of Columbia,Howard U.,3,86,19,0,13,6,2,0,1,1,7,5,2,31,21,0,5,0,1,4,4,0,0,0,0,2,0,0,2,0
2803,r092,All institutions -> Florida,All institutions,Florida,,2,2469,511,72,295,144,288,126,80,82,227,124,103,423,207,26,23,29,27,111,440,27,27,17,35,77,21,35,80,121
2803,r093,All institutions -> Florida -> Barry U.,All institutions,Florida,Barry U.,3,19,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r094,"All institutions -> Florida -> Embry-Riddle Aeronautical U., Daytona Beach",All institutions,Florida,"Embry-Riddle Aeronautical U., Daytona Beach",3,23,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,18,14,0,0,0,0,0,0,1,3
2803,r095,All institutions -> Florida -> Florida A&M U.,All institutions,Florida,Florida A&M U.,3,18,5,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,1,2,0,1,0,0,0
2803,r096,All institutions -> Florida -> Florida Atlantic U.,All institutions,Florida,Florida Atlantic U.,3,110,19,0,14,5,11,4,3,4,13,7,6,12,9,0,0,0,0,3,12,0,0,0,0,2,0,0,2,8
2803,r097,All institutions -> Florida -> Florida Institute of Technology,All institutions,Florida,Florida Institute of Technology,3,84,3,0,3,0,9,4,2,3,27,12,15,8,8,0,0,0,0,0,36,4,0,2,3,9,0,0,6,12
2803,r098,All institutions -> Florida -> Florida International U.,All institutions,Florida,Florida International U.,3,204,46,1,31,14,32,20,7,5,13,13,0,35,7,3,8,4,1,12,33,0,2,0,2,13,0,6,2,8
2803,r099,All institutions -> Florida -> Florida State U.,All institutions,Florida,Florida State U.,3,381,35,1,28,6,53,24,13,16,39,10,29,80,29,0,10,7,10,24,47,0,2,4,4,10,7,5,10,5
2803,r100,All institutions -> Florida -> Nova Southeastern U.,All institutions,Florida,Nova Southeastern U.,3,165,25,0,0,25,2,0,2,0,35,35,0,75,44,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
2803,r101,All institutions -> Florida -> U. Central Florida,All institutions,Florida,U. Central Florida,3,230,18,0,10,8,37,15,3,19,36,23,13,22,11,0,0,2,3,6,74,0,0,0,8,13,6,8,16,23
2803,r102,All institutions -> Florida -> U. Florida,All institutions,Florida,U. Florida,3,718,248,65,129,54,74,40,13,21,38,15,23,95,40,13,1,10,9,22,143,9,12,8,9,15,2,15,28,45
2803,r103,All institutions -> Florida -> U. Miami,All institutions,Florida,U. Miami,3,200,59,3,44,12,37,13,17,7,7,1,6,29,24,0,0,3,1,1,19,0,6,0,0,4,3,0,4,2
2803,r104,"All institutions -> Florida -> U. South Florida, Tampa",All institutions,Florida,"U. South Florida, Tampa",3,308,53,1,36,16,31,6,20,5,19,8,11,57,25,10,4,3,3,12,53,0,4,2,7,11,2,1,11,15
2803,r105,All institutions -> Florida -> U. West Florida,All institutions,Florida,U. West Florida,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r106,All institutions -> Georgia,All institutions,Georgia,,2,1447,362,49,240,73,155,95,14,46,113,70,43,168,69,9,17,17,14,42,306,40,29,23,14,63,9,23,40,65
2803,r107,All institutions -> Georgia -> Clark Atlanta U.,All institutions,Georgia,Clark Atlanta U.,3,16,4,0,4,0,1,1,0,0,0,0,0,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
2803,r108,All institutions -> Georgia -> Emory U.,All institutions,Georgia,Emory U.,3,216,90,1,66,23,21,16,0,5,8,1,7,32,16,6,1,5,1,3,0,0,0,0,0,0,0,0,0,0
2803,r109,All institutions -> Georgia -> Georgia Institute of Technology,All institutions,Georgia,Georgia Institute of Technology,3,503,30,1,28,1,74,39,9,26,58,42,16,23,10,0,3,0,1,9,296,40,25,23,14,62,9,23,40,60
2803,r110,All institutions -> Georgia -> Georgia Regents U.,All institutions,Georgia,Georgia Regents U.,3,22,22,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r111,All institutions -> Georgia -> Georgia Southern U.,All institutions,Georgia,Georgia Southern U.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r112,All institutions -> Georgia -> Georgia State U.,All institutions,Georgia,Georgia State U.,3,233,48,0,33,15,23,12,0,11,19,14,5,44,13,0,8,5,8,10,0,0,0,0,0,0,0,0,0,0
2803,r113,All institutions -> Georgia -> Kennesaw State U.,All institutions,Georgia,Kennesaw State U.,3,16,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2803,r114,All institutions -> Georgia -> Mercer U.,All institutions,Georgia,Mercer U.,3,10,10,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r115,All institutions -> Georgia -> Morehouse School of Medicine,All institutions,Georgia,Morehouse School of Medicine,3,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,r116,All institutions -> Georgia -> U. Georgia,All institutions,Georgia,U. Georgia,3,428,156,47,84,25,36,27,5,4,27,13,14,62,30,3,5,6,4,14,10,0,4,0,0,1,0,0,0,5
2803,r117,All institutions -> Hawaii,All institutions,Hawaii,,2,209,42,4,25,13,36,2,21,13,4,1,3,56,11,1,8,11,4,21,15,0,3,0,3,5,0,0,1,3
2803,r118,"All institutions -> Hawaii -> U. Hawaii, Manoa",All institutions,Hawaii,"U. Hawaii, Manoa",3,209,42,4,25,13,36,2,21,13,4,1,3,56,11,1,8,11,4,21,15,0,3,0,3,5,0,0,1,3
2803,r119,All institutions -> Idaho,All institutions,Idaho,,2,104,24,7,14,3,14,3,8,3,3,3,0,10,7,0,0,0,0,3,16,0,1,0,1,2,0,7,2,3
2803,r120,All institutions -> Idaho -> Boise State U.,All institutions,Idaho,Boise State U.,3,23,4,0,4,0,5,0,5,0,0,0,0,2,0,0,0,0,0,2,9,0,0,0,0,2,0,7,0,0
2803,r121,All institutions -> Idaho -> Idaho State U.,All institutions,Idaho,Idaho State U.,3,39,4,0,2,2,3,0,1,2,0,0,0,7,7,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2
