table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_company_performed_r_d_us_millions_worldwide,field_company_performed_r_d_us_millions_domestic,field_company_performed_r_d_us_millions_foreign,field_r_d_employment_thousands_worldwide,field_r_d_employment_thousands_domestic,field_r_d_employment_thousands_foreign,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_worldwide,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_domestic,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_foreign
2081,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['78,178', '  ']","['66,202', '  ']","['11,976', '  ']","['170', '  ']","['127', '  ']","['43', '  ']","['460', '&nbsp;']","['521', '&nbsp;']","['279', '&nbsp;']"
2081,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['3,383 - 3,479', '  ']","['2,605 - 2,701', '  ']","['778', '  ']","['18', '  ']","['12', '  ']","['6', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['132', '&nbsp;']"
2081,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,910 - 1,927', '  ']","['1,495', '  ']","['415 - 432', '  ']","['20', '  ']","['11', '  ']","['9', '  ']","['D', '&nbsp;']","['139', '&nbsp;']","['D', '&nbsp;']"
2081,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['4,656', '  ']","['3,754', '  ']","['902', '  ']","['35', '  ']","['28', '  ']","['7', '  ']","['134', '&nbsp;']","['133', '&nbsp;']","['134', '&nbsp;']"
2081,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,515', '  ']","['1,334', '  ']","['181', '  ']","['8', '  ']","['7', '  ']","['2', '  ']","['183', '&nbsp;']","['199', '&nbsp;']","['115', '&nbsp;']"
2081,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['879', '  ']","['749', '  ']","['130', '  ']","['10', '  ']","['8', '  ']","['2', '  ']","['86', '&nbsp;']","['94', '&nbsp;']","['57', '&nbsp;']"
2081,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,371', '  ']","['2,206', '  ']","['166', '  ']","['31', '  ']","['26', '  ']","['4', '  ']","['78', '&nbsp;']","['83', '&nbsp;']","['41', '&nbsp;']"
2081,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['16,463', '  ']","['13,197', '  ']","['3,266', '  ']","['120', '  ']","['85', '  ']","['35', '  ']","['137', '&nbsp;']","['156', '&nbsp;']","['92', '&nbsp;']"
2081,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['2,137', '  ']","['1,570', '  ']","['567', 'i ']","['14', '  ']","['9', '  ']","['5', '  ']","['152', '&nbsp;']","['174', '&nbsp;']","['113', '&nbsp;']"
2081,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,479', '  ']","['3,694', '  ']","['786', '  ']","['16', '  ']","['10', '  ']","['6', '  ']","['277', '&nbsp;']","['371', '&nbsp;']","['127', '&nbsp;']"
2081,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,397 - 2,540', '  ']","['2,080', '  ']","['317 - 460', '  ']","['16', '  ']","['11', '  ']","['5', '  ']","['D', '&nbsp;']","['198', '&nbsp;']","['D', '&nbsp;']"
2081,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,306 - 7,451', '  ']","['5,853', '  ']","['1,453 - 1,597', '  ']","['74', '  ']","['55', '  ']","['19', '  ']","['D', '&nbsp;']","['106', '&nbsp;']","['D', '&nbsp;']"
2081,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['101,223', '  ']","['78,575', '  ']","['22,648', '  ']","['419', '  ']","['258', '  ']","['160', '  ']","['242', '&nbsp;']","['304', '&nbsp;']","['141', '&nbsp;']"
2081,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['15,819', '  ']","['12,687', '  ']","['3,132', '  ']","['75', '  ']","['45', '  ']","['30', '  ']","['212', '&nbsp;']","['284', '&nbsp;']","['104', '&nbsp;']"
2081,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['41,046', '  ']","['30,148', '  ']","['10,898', '  ']","['148', '  ']","['88', '  ']","['60', '  ']","['277', '&nbsp;']","['343', '&nbsp;']","['180', '&nbsp;']"
2081,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['18,350', '  ']","['14,509', '  ']","['3,842', '  ']","['101', '  ']","['69', '  ']","['32', '  ']","['182', '&nbsp;']","['210', '&nbsp;']","['122', '&nbsp;']"
2081,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,773', '  ']","['2,696', '  ']","['1,078', '  ']","['20', '  ']","['13', '  ']","['7', '  ']","['190', '&nbsp;']","['207', '&nbsp;']","['158', '&nbsp;']"
2081,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['8,257', '  ']","['7,297', '  ']","['960', '  ']","['39', '  ']","['33', '  ']","['6', '  ']","['214', '&nbsp;']","['224', '&nbsp;']","['161', '&nbsp;']"
2081,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['6,320', '  ']","['4,516', '  ']","['1,804', '  ']","['42', '  ']","['23', '  ']","['19', '  ']","['150', '&nbsp;']","['194', '&nbsp;']","['96', '&nbsp;']"
2081,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['26,007', '  ']","['21,231', '  ']","['4,776', '  ']","['95', '  ']","['57', '  ']","['38', '  ']","['274', '&nbsp;']","['374', '&nbsp;']","['124', '&nbsp;']"
2081,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['6,158', '  ']","['4,291', '  ']","['1,867', '  ']","['60', '  ']","['29', '  ']","['31', '  ']","['102', '&nbsp;']","['146', '&nbsp;']","['61', '&nbsp;']"
2081,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['62,114', '  ']","['53,292', '  ']","['8,822', '  ']","['253', '  ']","['172', '  ']","['81', '  ']","['245', '&nbsp;']","['311', '&nbsp;']","['108', '&nbsp;']"
2081,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['30,478', '  ']","['23,881', '  ']","['6,597', '  ']","['131', '  ']","['92', '  ']","['40', '  ']","['232', '&nbsp;']","['260', '&nbsp;']","['166', '&nbsp;']"
2081,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['28,436', '  ']","['26,383', '  ']","['2,053', '  ']","['107', '  ']","['67', '  ']","['40', '  ']","['265', '&nbsp;']","['393', '&nbsp;']","['51', '&nbsp;']"
2081,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['26,626', '  ']","['24,576', 'i ']","['2,050', '  ']","['95', '  ']","['55', '  ']","['40', '  ']","['280', '&nbsp;']","['447', '&nbsp;']","['51', '&nbsp;']"
2081,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,810', '  ']","['1,807', '  ']","['3', '  ']","['12', '  ']","['12', '  ']","['*', '  ']","['149', '&nbsp;']","['148', '&nbsp;']","['815', '&nbsp;']"
2081,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['9', '  ']","['9', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', '  ']","['168', '&nbsp;']","['168', '&nbsp;']","['0', '&nbsp;']"
2081,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['3,190', '  ']","['3,018', '  ']","['173', '  ']","['14', '  ']","['13', '  ']","['2', '  ']","['222', '&nbsp;']","['238', '&nbsp;']","['103', '&nbsp;']"
2081,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['462', '  ']","['422', '  ']","['40', '  ']","['5', '  ']","['5', '  ']","['*', '  ']","['88', '&nbsp;']","['85', '&nbsp;']","['141', '&nbsp;']"
2081,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['18,482', '  ']","['15,695', '  ']","['2,787', '  ']","['95', '  ']","['73', '  ']","['22', '  ']","['194', '&nbsp;']","['214', '&nbsp;']","['127', '&nbsp;']"
2081,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['16,079', '  ']","['13,589', '  ']","['2,490', '  ']","['72', '  ']","['53', '  ']","['19', '  ']","['223', '&nbsp;']","['255', '&nbsp;']","['133', '&nbsp;']"
2081,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['2,403', '  ']","['2,106', '  ']","['297', '  ']","['23', '  ']","['20', '  ']","['3', 'i ']","['104', '&nbsp;']","['106', '&nbsp;']","['93', '&nbsp;']"
2081,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['173,132', '  ']","['142,874', '  ']","['30,258', '  ']","['997', '  ']","['693', '  ']","['303', '  ']","['174', '&nbsp;']","['206', '&nbsp;']","['100', '&nbsp;']"
2081,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['3,479 - 3,486', '  ']","['3,150', '  ']","['329 - 337', 'i ']","['15', '  ']","['13', '  ']","['3', 'i ']","['D', '&nbsp;']","['249', '&nbsp;']","['D', '&nbsp;']"
2081,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['327', '  ']","['317', '  ']","['9', '  ']","['3', '  ']","['3', '  ']","['*', '  ']","['120', '&nbsp;']","['121', '&nbsp;']","['91', '&nbsp;']"
2081,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['571', '  ']","['534', '  ']","['37', 'i ']","['10', '  ']","['8', '  ']","['1', '  ']","['60', '&nbsp;']","['63', '&nbsp;']","['32', '&nbsp;']"
2081,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,873 - 12,096', '  ']","['9,318', '  ']","['2,555 - 2,779', '  ']","['71', '  ']","['41', '  ']","['30', '  ']","['D', '&nbsp;']","['227', '&nbsp;']","['D', '&nbsp;']"
2081,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['1,155', '  ']","['1,147', '  ']","['7', '  ']","['7', '  ']","['7', '  ']","['*', '  ']","['169', '&nbsp;']","['169', '&nbsp;']","['333', '&nbsp;']"
2081,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['94,898', '  ']","['80,252', '  ']","['14,646', '  ']","['438', '  ']","['305', '  ']","['133', '  ']","['217', '&nbsp;']","['263', '&nbsp;']","['110', '&nbsp;']"
2081,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['43,169', '  ']","['34,338', '  ']","['8,831', '  ']","['224', '  ']","['135', '  ']","['90', '  ']","['193', '&nbsp;']","['255', '&nbsp;']","['99', '&nbsp;']"
2081,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['81', '  ']","['74', '  ']","['7', '  ']","['1', '  ']","['1', '  ']","['*', '  ']","['120', '&nbsp;']","['118', '&nbsp;']","['141', '&nbsp;']"
2081,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['43,088', '  ']","['34,264', '  ']","['8,824', '  ']","['224', '  ']","['134', '  ']","['90', '  ']","['193', '&nbsp;']","['256', '&nbsp;']","['99', '&nbsp;']"
2081,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,776 - 3,900', '  ']","['3,682 - 3,806', '  ']","['94', '  ']","['32', '  ']","['31', '  ']","['1', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['82', '&nbsp;']"
2081,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['18,427', '  ']","['16,155', '  ']","['2,272', '  ']","['110', '  ']","['81', '  ']","['29', '  ']","['167', '&nbsp;']","['199', '&nbsp;']","['78', '&nbsp;']"
2081,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['29,403 - 29,527', '  ']","['25,954 - 26,077', '  ']","['3,450', '  ']","['72', '  ']","['59', '  ']","['13', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['271', '&nbsp;']"
2081,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['8,581', '  ']","['7,616', '  ']","['965', '  ']","['47', '  ']","['36', '  ']","['10', '  ']","['184', '&nbsp;']","['209', '&nbsp;']","['95', '&nbsp;']"
2081,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['909', 'i ']","['718', '  ']","['191', 'i ']","['7', '  ']","['7', '  ']","['*', '  ']","['128', '&nbsp;']","['104', '&nbsp;']","['888', '&nbsp;']"
2081,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['311', 'i ']","['138', 'i ']","['173', 'i ']","['3', 'i ']","['3', 'i ']","['*', 'i ']","['115', '&nbsp;']","['52', '&nbsp;']","['2,661', '&nbsp;']"
2081,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['597', '  ']","['579', '  ']","['18', 'i ']","['4', '  ']","['4', '  ']","['*', '  ']","['136', '&nbsp;']","['136', '&nbsp;']","['119', '&nbsp;']"
2081,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['47,987', '  ']","['36,922', '  ']","['11,064', '  ']","['358', '  ']","['235', '  ']","['123', '  ']","['134', '&nbsp;']","['157', '&nbsp;']","['90', '&nbsp;']"
2081,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,761', '  ']","['2,708', '  ']","['53', '  ']","['46', '  ']","['45', '  ']","['1', '  ']","['61', '&nbsp;']","['60', '&nbsp;']","['86', '&nbsp;']"
2081,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['16,824', '  ']","['13,327', '  ']","['3,498', '  ']","['130', '  ']","['78', '  ']","['52', '  ']","['130', '&nbsp;']","['170', '&nbsp;']","['68', '&nbsp;']"
2081,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['24,445', '  ']","['17,321', '  ']","['7,124', '  ']","['148', '  ']","['86', '  ']","['62', '  ']","['165', '&nbsp;']","['200', '&nbsp;']","['115', '&nbsp;']"
2081,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['6,444', '  ']","['4,449', '  ']","['1,996', '  ']","['32', '  ']","['19', '  ']","['13', '  ']","['202', '&nbsp;']","['234', '&nbsp;']","['155', '&nbsp;']"
2081,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['17,038', '  ']","['11,913', '  ']","['5,125', '  ']","['106', '  ']","['57', '  ']","['49', '  ']","['161', '&nbsp;']","['210', '&nbsp;']","['104', '&nbsp;']"
2081,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['963', '  ']","['959', '  ']","['4', '  ']","['11', '  ']","['11', '  ']","['*', '  ']","['90', '&nbsp;']","['89', '&nbsp;']","['287', '&nbsp;']"
2081,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['3,957', '  ']","['3,566', '  ']","['390', '  ']","['34', '  ']","['25', '  ']","['9', '  ']","['116', '&nbsp;']","['141', '&nbsp;']","['45', '&nbsp;']"
2081,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,325 - 1,332', '  ']","['1,101', '  ']","['224 - 231', '  ']","['7', '  ']","['6', '  ']","['*', '  ']","['D', '&nbsp;']","['170', '&nbsp;']","['D', '&nbsp;']"
2081,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['1,798 - 2,016', '  ']","['1,799', '  ']","['0 - 217', '  ']","['35', '  ']","['32', '  ']","['4', '  ']","['D', '&nbsp;']","['56', '&nbsp;']","['D', '&nbsp;']"
2081,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['487,628', '  ']","['400,100', '  ']","['87,528', '  ']","['2,349', '  ']","['1,609', '  ']","['740', '  ']","['208', '&nbsp;']","['249', '&nbsp;']","['118', '&nbsp;']"
2081,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
2081,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['3,447', '  ']","['3,311', '  ']","['136', '  ']","['28', '  ']","['26', '  ']","['2', '  ']","['125', '&nbsp;']","['129', '&nbsp;']","['73', '&nbsp;']"
2081,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['10,011', '  ']","['9,435', '  ']","['577', '  ']","['85', '  ']","['78', '  ']","['7', '  ']","['118', '&nbsp;']","['121', '&nbsp;']","['81', '&nbsp;']"
2081,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
