table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_level_3,institution_hierarchy_depth,field_rank,field_doctorate_recipients
2796,r001,All institutions (448 institutions),All institutions (448 institutions),,,1,-,18351
2796,r002,All institutions (448 institutions) -> From top 20 institutions,All institutions (448 institutions),From top 20 institutions,,2,-,5380
2796,r003,"All institutions (448 institutions) -> From top 20 institutions -> Purdue U., West Lafayette",All institutions (448 institutions),From top 20 institutions,"Purdue U., West Lafayette",3,1,409
2796,r004,"All institutions (448 institutions) -> From top 20 institutions -> Texas A&M U., College Station and Health Science Center",All institutions (448 institutions),From top 20 institutions,"Texas A&M U., College Station and Health Science Center",3,2,393
2796,r005,"All institutions (448 institutions) -> From top 20 institutions -> U. Illinois, Urbana-Champaign",All institutions (448 institutions),From top 20 institutions,"U. Illinois, Urbana-Champaign",3,3,388
2796,r006,All institutions (448 institutions) -> From top 20 institutions -> U. Florida,All institutions (448 institutions),From top 20 institutions,U. Florida,3,4,312
2796,r007,All institutions (448 institutions) -> From top 20 institutions -> Massachusetts Institute of Technology,All institutions (448 institutions),From top 20 institutions,Massachusetts Institute of Technology,3,5,302
2796,r008,"All institutions (448 institutions) -> From top 20 institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions (448 institutions),From top 20 institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,6,283
2796,r009,"All institutions (448 institutions) -> From top 20 institutions -> U. Michigan, Ann Arbor",All institutions (448 institutions),From top 20 institutions,"U. Michigan, Ann Arbor",3,7,277
2796,r010,All institutions (448 institutions) -> From top 20 institutions -> U. Wisconsin-Madison,All institutions (448 institutions),From top 20 institutions,U. Wisconsin-Madison,3,8,267
2796,r011,"All institutions (448 institutions) -> From top 20 institutions -> Ohio State U., Columbus",All institutions (448 institutions),From top 20 institutions,"Ohio State U., Columbus",3,9,259
2796,r012,All institutions (448 institutions) -> From top 20 institutions -> Georgia Institute of Technology,All institutions (448 institutions),From top 20 institutions,Georgia Institute of Technology,3,10,258
2796,r013,All institutions (448 institutions) -> From top 20 institutions -> U. Southern California,All institutions (448 institutions),From top 20 institutions,U. Southern California,3,11,252
2796,r014,"All institutions (448 institutions) -> From top 20 institutions -> U. Minnesota, Twin Cities",All institutions (448 institutions),From top 20 institutions,"U. Minnesota, Twin Cities",3,12,248
2796,r015,"All institutions (448 institutions) -> From top 20 institutions -> U. Texas, Austin",All institutions (448 institutions),From top 20 institutions,"U. Texas, Austin",3,13,246
2796,r016,All institutions (448 institutions) -> From top 20 institutions -> Columbia U. in the City of New York,All institutions (448 institutions),From top 20 institutions,Columbia U. in the City of New York,3,14,220
2796,r017,"All institutions (448 institutions) -> From top 20 institutions -> U. Maryland, College Park",All institutions (448 institutions),From top 20 institutions,"U. Maryland, College Park",3,15,218
2796,r018,All institutions (448 institutions) -> From top 20 institutions -> Harvard U.,All institutions (448 institutions),From top 20 institutions,Harvard U.,3,16,216
2796,r019,All institutions (448 institutions) -> From top 20 institutions -> Iowa State U.,All institutions (448 institutions),From top 20 institutions,Iowa State U.,3,17,212
2796,r020,"All institutions (448 institutions) -> From top 20 institutions -> U. California, Berkeley",All institutions (448 institutions),From top 20 institutions,"U. California, Berkeley",3,18,209
2796,r021,All institutions (448 institutions) -> From top 20 institutions -> Michigan State U.,All institutions (448 institutions),From top 20 institutions,Michigan State U.,3,19,206
2796,r022,"All institutions (448 institutions) -> From top 20 institutions -> U. California, Los Angeles",All institutions (448 institutions),From top 20 institutions,"U. California, Los Angeles",3,20,205
