table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
2464,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,560855931,21596841,3954995,23599253,96591625,174997694,15109847,5024968,162354167,14703084,26901456,16022001
2464,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,8126730,1027454,30045,195517,2495836,3194428,0,425000,125000,633450,0,0
2464,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,4540940,0,0,2162,2043200,2263067,0,192511,0,0,0,40000
2464,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,2973198,0,0,0,932097,1201213,0,0,0,0,839888,0
2464,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,5674217,0,0,0,801224,644349,0,0,0,4228644,0,0
2464,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,28877496,130000,0,0,21000,16872875,10800000,453255,337879,0,162487,100000
2464,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,7347294,0,162100,0,3383119,2061320,195000,108955,313660,0,1046140,77000
2464,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,15827200,0,0,0,4974749,2876205,452289,26338,4230817,115574,3151228,0
2464,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,1572165,225311,0,44546,419510,880608,0,0,0,2190,0,0
2464,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,2025098,0,0,0,0,308796,0,0,1632604,0,0,83698
2464,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,24512331,5683511,87528,0,5396203,7365700,0,649053,0,15887,5146283,168166
2464,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,16171100,62821,0,9901639,1276009,4930631,0,0,0,0,0,0
2464,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,3667466,0,2510732,0,119903,647000,0,0,0,0,389831,0
2464,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,10596005,0,0,3652096,2955749,3066056,0,0,0,0,922104,0
2464,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,6900290,0,0,0,0,6664217,0,0,236073,0,0,0
2464,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,6100000,0,0,0,0,6100000,0,0,0,0,0,0
2464,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,5215707,0,0,0,1950027,3079469,0,0,61000,0,0,125211
2464,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,5465441,0,0,0,2943980,2451650,0,9811,0,0,0,60000
2464,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,6577173,0,0,0,1296547,5104626,0,0,0,0,36000,140000
2464,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,21317872,52625,0,2400108,4470364,8000000,217096,0,0,4706935,0,1470744
2464,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,3830784,1344000,0,0,1190094,1013000,0,0,0,0,270000,13690
2464,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,2924655,0,0,0,534487,1751766,638402,0,0,0,0,0
2464,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,10952465,0,0,0,5200000,3740000,0,25481,1986984,0,0,0
2464,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,4579680,0,0,0,0,4298100,0,25000,0,0,256580,0
2464,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,6020868,0,0,0,1462164,3748822,0,0,210460,0,599422,0
2464,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,8869165,707908,0,0,1720732,5185681,0,0,0,0,97454,1157390
2464,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,5102079,0,0,0,3214056,1142471,0,203384,12331,0,89837,440000
2464,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,4577231,0,0,0,2612629,489154,0,118456,0,0,1269010,87982
2464,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,4371507,0,0,0,2214775,1409860,0,30182,0,0,716690,0
2464,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,2370078,0,0,0,0,910521,0,0,0,0,124774,1334783
2464,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,715823,0,0,0,0,666358,0,0,0,0,49465,0
2464,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,2890436,0,0,0,415141,2027708,0,447587,0,0,0,0
2464,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,2415620,0,0,0,500000,1327520,0,233785,0,0,0,354315
2464,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,156961125,359503,36924,0,1001468,3888529,0,826780,146398155,818374,3229762,401630
2464,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,8477781,480589,0,0,362572,7634620,0,0,0,0,0,0
2464,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,2299808,0,0,0,1062194,1237614,0,0,0,0,0,0
2464,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,8126122,224834,0,0,1716849,5569439,615000,0,0,0,0,0
2464,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,10192859,68517,0,0,2688962,6105753,0,0,694823,0,634804,0
2464,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,17340000,2370758,658928,4236320,4435905,2278749,154853,458000,2274733,0,45014,426740
2464,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,9903377,0,0,0,6254899,3543478,0,105000,0,0,0,0
2464,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,2473315,139767,0,0,1753548,580000,0,0,0,0,0,0
2464,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,23400794,6936554,468738,184760,12009549,1688098,0,41919,1565175,0,158268,347733
2464,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,754880,0,0,0,0,715027,0,0,0,39853,0,0
2464,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,5112715,0,0,90190,205620,2486131,2037207,293567,0,0,0,0
2464,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,21003405,0,0,0,0,13586715,0,34363,270000,0,1229300,5883027
2464,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,2294696,0,0,0,0,2294696,0,0,0,0,0,0
2464,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,2225472,0,0,0,0,2014725,0,0,210747,0,0,0
2464,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,12948118,388593,0,2059,2306452,5839457,0,0,282414,82907,765844,3280392
2464,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,14915365,1394096,0,2775776,2911533,3613000,0,135741,1511312,0,2544407,29500
2464,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,7579295,0,0,114080,1317484,2088461,0,0,0,4059270,0,0
2464,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,9448498,0,0,0,3080909,3418692,0,180800,0,0,2768097,0
2464,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,2290192,0,0,0,940086,991339,0,0,0,0,358767,0
