table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_hierarchy_depth,field_2013,field_2018
1900,r001,Healthcare,Healthcare,,1,290,6184
1900,r002,Healthcare -> Pharmaceuticals and biotechnology,Healthcare,Pharmaceuticals and biotechnology,2,71,3206
1900,r003,Healthcare -> Other,Healthcare,Other,2,219,2978
1900,r004,ICT,ICT,,1,1130,54489
1900,r005,ICT -> Computer hardware,ICT,Computer hardware,2,2,984
1900,r006,ICT -> Software,ICT,Software,2,851,45512
1900,r007,ICT -> Media,ICT,Media,2,218,4436
1900,r008,ICT -> Other ICT,ICT,Other ICT,2,59,3557
1900,r009,Transportation,Transportation,,1,144,13506
