table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_agencies,field_doc,field_dod,field_doe,field_ed,field_epa,field_hhs,field_nasa,field_nsf,field_usda,field_othera
11241,r001,All systems,All systems,,1,-,19327753,270825,1927286,741871,101526,19003,10690304,835042,3520205,1092569,129122
11241,r002,All systems -> U. California System,All systems,U. California System,2,1,3996581,23901,340768,122910,8266,5898,2661342,170066,573433,80516,9481
11241,r003,All systems -> U. Texas System,All systems,U. Texas System,2,2,1445361,8826,172573,56524,6806,741,982453,19376,187327,8546,2189
11241,r004,All systems -> U. North Carolina System,All systems,U. North Carolina System,2,3,988711,16773,48027,28485,8224,3092,674560,4468,130283,70085,4714
11241,r005,All systems -> State U. System of Florida,All systems,State U. System of Florida,2,4,930225,8709,92441,23831,10261,0,461036,27786,217478,75551,13131
11241,r006,All systems -> Columbia U. System,All systems,Columbia U. System,2,5,845358,2518,39424,14330,2270,0,662802,22809,100024,958,223
11241,r007,All systems -> U. Colorado System,All systems,U. Colorado System,2,6,798189,59472,52687,19821,294,992,365169,166896,130446,1250,1163
11241,r008,All systems -> U. System of Georgia,All systems,U. System of Georgia,2,7,714581,11405,210403,35435,2955,1500,228813,21535,137113,61658,3763
11241,r009,All systems -> U. System of Maryland,All systems,U. System of Maryland,2,8,676501,28423,84594,13159,3467,1350,303888,103656,103445,33663,858
11241,r010,All systems -> U. System of Ohio,All systems,U. System of Ohio,2,9,672513,674,88884,29583,8040,0,353954,7174,111466,66948,5792
11241,r011,All systems -> U. Wisconsin System,All systems,U. Wisconsin System,2,10,650960,7549,34535,62698,3479,742,355599,18099,121216,46233,810
11241,r012,All systems -> Arizona U. System,All systems,Arizona U. System,2,11,637565,5324,88039,15234,2373,0,273142,70254,161284,15883,6033
11241,r013,All systems -> U. Minnesota System,All systems,U. Minnesota System,2,12,626803,1326,27338,19775,3830,982,437617,6961,75944,52537,494
11241,r014,All systems -> U. Illinois System,All systems,U. Illinois System,2,13,538814,369,51046,55287,148,1000,228466,12141,149847,37636,2873
11241,r015,All systems -> Utah System of Higher Education,All systems,Utah System of Higher Education,2,14,458717,2391,66539,39775,487,0,256816,13590,70208,8375,536
11241,r016,All systems -> U. Alabama System,All systems,U. Alabama System,2,15,452117,3148,30244,8276,402,0,338683,26360,40262,25,4718
11241,r017,All systems -> SUNY System,All systems,SUNY System,2,16,425238,8221,62722,18609,1244,0,211695,4873,110262,4719,2892
11241,r018,All systems -> Texas A&M U. System,All systems,Texas A&M U. System,2,17,415780,6726,30204,26378,7084,750,94399,7999,141233,92022,8984
11241,r019,All systems -> Massachusetts Public Higher Education System,All systems,Massachusetts Public Higher Education System,2,18,353911,1689,23549,7061,1469,466,227320,8977,64800,16870,1712
11241,r020,All systems -> Indiana U. System,All systems,Indiana U. System,2,19,328585,4216,11027,4709,359,0,263280,341,39859,1780,3015
11241,r021,All systems -> Kansas Board of Regents,All systems,Kansas Board of Regents,2,20,276432,13273,36124,8123,6667,0,124665,8543,40325,31759,6951
11241,r022,All systems -> U. Nebraska System,All systems,U. Nebraska System,2,21,240564,535,18915,6767,1488,0,134323,1134,48665,28261,476
11241,r023,All systems -> U. Missouri System,All systems,U. Missouri System,2,22,220901,500,32234,3726,11667,740,93802,3171,41923,31505,1635
11241,r024,All systems -> Montana U. System,All systems,Montana U. System,2,23,204414,1360,84768,4915,0,0,47010,3654,34607,27236,864
11241,r025,All systems -> U. Tennessee System,All systems,U. Tennessee System,2,24,202422,2659,30781,19717,476,0,70767,807,39956,34758,2501
11241,r026,All systems -> California State U. System,All systems,California State U. System,2,25,188879,1989,13771,1384,448,0,71970,11018,74218,7167,6913
11241,r027,All systems -> U. Arkansas System,All systems,U. Arkansas System,2,26,160910,0,16352,3491,0,0,77900,879,29636,31943,707
11241,r028,All systems -> Colorado State U. System,All systems,Colorado State U. System,2,27,160493,13460,9264,17849,0,0,44732,7282,37474,25709,4723
11241,r029,All systems -> U. Hawaii System,All systems,U. Hawaii System,2,28,151986,601,22239,3486,0,0,49382,23526,42212,10140,400
11241,r030,All systems -> Louisiana State U. System,All systems,Louisiana State U. System,2,29,151402,2334,4556,5960,963,0,86338,2356,26764,18262,3869
11241,r031,All systems -> CUNY System,All systems,CUNY System,2,30,117897,142,10520,5252,834,0,55072,1910,43765,0,399
11241,r032,All systems -> U. Alaska System,All systems,U. Alaska System,2,31,110455,3742,9803,1130,0,0,13946,21803,45090,7361,7580
11241,r033,All systems -> U. South Carolina System,All systems,U. South Carolina System,2,32,110089,240,17664,4763,669,0,64494,2732,18296,0,1231
11241,r034,All systems -> Nevada System of Higher Education,All systems,Nevada System of Higher Education,2,33,106273,4046,6713,9567,0,0,37894,2659,35164,8328,1902
11241,r035,All systems -> U. North Texas System,All systems,U. North Texas System,2,34,104386,36,9097,1050,300,0,84290,371,8227,363,650
11241,r036,All systems -> West Virginia Public Colleges and Universities System,All systems,West Virginia Public Colleges and Universities System,2,35,99409,1551,1701,7728,0,0,46804,2003,12687,25455,1480
11241,r037,All systems -> North Dakota U. System,All systems,North Dakota U. System,2,36,84743,90,8074,9863,0,0,22974,828,17464,18540,6910
11241,r038,All systems -> U. Houston System,All systems,U. Houston System,2,37,76565,400,1975,3901,2535,750,40958,1780,23299,590,377
11241,r039,All systems -> U. System of New Hampshire,All systems,U. System of New Hampshire,2,38,74867,10632,8953,2092,2032,0,8019,16296,16590,7309,2944
11241,r040,All systems -> U. Puerto Rico System,All systems,U. Puerto Rico System,2,39,74296,2000,1576,900,231,0,36521,0,16242,16670,157
11241,r041,All systems -> Oklahoma State U. System,All systems,Oklahoma State U. System,2,40,73033,2019,1233,5418,0,0,13248,2253,22721,24773,1369
11241,r042,All systems -> U. Maine System,All systems,U. Maine System,2,41,72865,3759,18028,353,0,0,3960,1300,29135,16331,0
11241,r043,All systems -> Texas Tech U. System,All systems,Texas Tech U. System,2,42,55879,474,2420,2885,0,0,23484,3515,18009,5092,0
11241,r044,All systems -> South Dakota U. System,All systems,South Dakota U. System,2,43,54094,0,1438,1905,0,0,15663,1089,15273,18676,50
11241,r045,All systems -> U. Louisiana System,All systems,U. Louisiana System,2,44,26192,160,303,1125,774,0,9750,70,13534,273,204
11241,r046,All systems -> Southern Illinois U. System,All systems,Southern Illinois U. System,2,45,21770,0,1475,437,0,0,14058,281,4777,686,55
