table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
1569,r001,2016 -> All locations,All fields,,1,450850
1569,r002,2016 -> All locations,S&E,Total,2,176570
1569,r003,2016 -> All locations,S&E,Engineering,2,64110
1569,r004,2016 -> All locations,S&E,Agricultural sciences,2,2970
1569,r005,2016 -> All locations,S&E,Biological sciences,2,16570
1569,r006,2016 -> All locations,S&E,Computer sciences,2,29140
1569,r007,2016 -> All locations,S&E,Mathematics and statistics,2,14650
1569,r008,2016 -> All locations,S&E,Physical sciences,2,8420
1569,r009,2016 -> All locations,S&E,Psychology,2,9350
1569,r010,2016 -> All locations,S&E,Social sciences,2,31360
1569,r011,2016 -> All locations,Non-S&E,,1,274280
1569,r012,2016 -> All locations -> China,All fields,,1,141060
1569,r013,2016 -> All locations -> China,S&E,Total,2,57600
1569,r014,2016 -> All locations -> China,S&E,Engineering,2,14560
1569,r015,2016 -> All locations -> China,S&E,Agricultural sciences,2,1300
1569,r016,2016 -> All locations -> China,S&E,Biological sciences,2,3580
1569,r017,2016 -> All locations -> China,S&E,Computer sciences,2,8420
1569,r018,2016 -> All locations -> China,S&E,Mathematics and statistics,2,10510
1569,r019,2016 -> All locations -> China,S&E,Physical sciences,2,3420
1569,r020,2016 -> All locations -> China,S&E,Psychology,2,2620
1569,r021,2016 -> All locations -> China,S&E,Social sciences,2,13190
1569,r022,2016 -> All locations -> China,Non-S&E,,1,83460
1569,r023,2016 -> All locations -> Saudi Arabia,All fields,,1,35030
1569,r024,2016 -> All locations -> Saudi Arabia,S&E,Total,2,17000
1569,r025,2016 -> All locations -> Saudi Arabia,S&E,Engineering,2,11110
1569,r026,2016 -> All locations -> Saudi Arabia,S&E,Agricultural sciences,2,50
1569,r027,2016 -> All locations -> Saudi Arabia,S&E,Biological sciences,2,870
1569,r028,2016 -> All locations -> Saudi Arabia,S&E,Computer sciences,2,3050
1569,r029,2016 -> All locations -> Saudi Arabia,S&E,Mathematics and statistics,2,150
1569,r030,2016 -> All locations -> Saudi Arabia,S&E,Physical sciences,2,580
1569,r031,2016 -> All locations -> Saudi Arabia,S&E,Psychology,2,200
1569,r032,2016 -> All locations -> Saudi Arabia,S&E,Social sciences,2,990
1569,r033,2016 -> All locations -> Saudi Arabia,Non-S&E,,1,18030
1569,r034,2016 -> All locations -> South Korea,All fields,,1,32300
1569,r035,2016 -> All locations -> South Korea,S&E,Total,2,10710
1569,r036,2016 -> All locations -> South Korea,S&E,Engineering,2,2750
1569,r037,2016 -> All locations -> South Korea,S&E,Agricultural sciences,2,130
1569,r038,2016 -> All locations -> South Korea,S&E,Biological sciences,2,1230
1569,r039,2016 -> All locations -> South Korea,S&E,Computer sciences,2,1710
1569,r040,2016 -> All locations -> South Korea,S&E,Mathematics and statistics,2,770
1569,r041,2016 -> All locations -> South Korea,S&E,Physical sciences,2,640
1569,r042,2016 -> All locations -> South Korea,S&E,Psychology,2,900
1569,r043,2016 -> All locations -> South Korea,S&E,Social sciences,2,2580
1569,r044,2016 -> All locations -> South Korea,Non-S&E,,1,21600
1569,r045,2016 -> All locations -> India,All fields,,1,19460
1569,r046,2016 -> All locations -> India,S&E,Total,2,10680
1569,r047,2016 -> All locations -> India,S&E,Engineering,2,4460
1569,r048,2016 -> All locations -> India,S&E,Agricultural sciences,2,80
1569,r049,2016 -> All locations -> India,S&E,Biological sciences,2,810
1569,r050,2016 -> All locations -> India,S&E,Computer sciences,2,2920
1569,r051,2016 -> All locations -> India,S&E,Mathematics and statistics,2,310
1569,r052,2016 -> All locations -> India,S&E,Physical sciences,2,310
1569,r053,2016 -> All locations -> India,S&E,Psychology,2,370
1569,r054,2016 -> All locations -> India,S&E,Social sciences,2,1420
1569,r055,2016 -> All locations -> India,Non-S&E,,1,8780
1569,r056,2016 -> All locations -> Kuwait,All fields,,1,8000
1569,r057,2016 -> All locations -> Kuwait,S&E,Total,2,6010
