table_id,row_id,debt_level_full_path,debt_level_level_1,debt_level_level_2,debt_level_level_3,debt_level_level_4,debt_level_hierarchy_depth,field_sex_male,field_sex_female,field_citizenship_status_u_s_citizen_or_permanent_resident,field_citizenship_status_temporary_visa_holder,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
973,r001,Cumulative debt,Cumulative debt,,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
973,r002,Cumulative debt -> Mean,Cumulative debt,Mean,,,2,"['$19,498', '']","['$27,439', '']","['$30,795', '']","['$6,797', '']","['$38,385', '']","['$46,950', '']","['$14,440', '']","['$67,183', '']","['$28,685', '']","['$31,555', '']","['$29,535', '']","['$28,348', '']"
973,r003,Cumulative debt -> Mean -> ,Cumulative debt,Mean,,,3,"['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']"
973,r004,Cumulative debt -> Mean -> No debt,Cumulative debt,Mean,No debt,,3,"['15,866', '59.0']","['11,715', '51.6']","['15,068', '44.9']","['12,418', '78.5']","['833', '34.7']","['36', '36.0']","['2,062', '64.6']","['404', '17.7']","['11,091', '46.0']","['445', '43.9']","['141', '46.8']","['56', '48.7']"
973,r005,"Cumulative debt -> Mean -> $10,000 or less",Cumulative debt,Mean,"$10,000 or less",,3,"['2,375', '8.8']","['1,822', '8.0']","['2,833', '8.4']","['1,352', '8.5']","['249', '10.4']","['7', '7.0']","['287', '9.0']","['156', '6.8']","['2,004', '8.3']","['95', '9.4']","['26', '8.6']","['9', '7.8']"
973,r006,"Cumulative debt -> Mean -> $10,001&#8211;$20,000",Cumulative debt,Mean,"$10,001&#8211;$20,000",,3,"['1,679', '6.2']","['1,456', '6.4']","['2,570', '7.7']","['554', '3.5']","['209', '8.7']","['5', '5.0']","['212', '6.6']","['118', '5.2']","['1,915', '7.9']","['78', '7.7']","['22', '7.3']","['11', '9.6']"
973,r007,"Cumulative debt -> Mean -> $20,001&#8211;$30,000",Cumulative debt,Mean,"$20,001&#8211;$30,000",,3,"['1,398', '5.2']","['1,218', '5.4']","['2,208', '6.6']","['399', '2.5']","['174', '7.2']","['6', '6.0']","['160', '5.0']","['131', '5.7']","['1,644', '6.8']","['65', '6.4']","['22', '7.3']","['6', '5.2']"
973,r008,"Cumulative debt -> Mean -> $30,001&#8211;$40,000",Cumulative debt,Mean,"$30,001&#8211;$40,000",,3,"['897', '3.3']","['829', '3.7']","['1,496', '4.5']","['218', '1.4']","['104', '4.3']","['6', '6.0']","['74', '2.3']","['112', '4.9']","['1,141', '4.7']","['44', '4.3']","['10', '3.3']","['5', '4.3']"
973,r009,"Cumulative debt -> Mean -> $40,001&#8211;$50,000",Cumulative debt,Mean,"$40,001&#8211;$50,000",,3,"['702', '2.6']","['698', '3.1']","['1,205', '3.6']","['183', '1.2']","['110', '4.6']","['D', 'D']","['D', 'D']","['101', '4.4']","['881', '3.7']","['36', '3.6']","['8', '2.7']","['5', '4.3']"
973,r010,"Cumulative debt -> Mean -> $50,001&#8211;$60,000",Cumulative debt,Mean,"$50,001&#8211;$60,000",,3,"['545', '2.0']","['578', '2.5']","['997', '3.0']","['121', '0.8']","['79', '3.3']","['D', 'D']","['D', 'D']","['95', '4.2']","['733', '3.0']","['29', '2.9']","['10', '3.3']","['3', '2.6']"
973,r011,"Cumulative debt -> Mean -> $60,001&#8211;$70,000",Cumulative debt,Mean,"$60,001&#8211;$70,000",,3,"['489', '1.8']","['514', '2.3']","['909', '2.7']","['93', '0.6']","['66', '2.7']","['D', 'D']","['D', 'D']","['88', '3.8']","['668', '2.8']","['26', '2.6']","['8', '2.7']","['5', '4.3']"
973,r012,"Cumulative debt -> Mean -> $70,001&#8211;$80,000",Cumulative debt,Mean,"$70,001&#8211;$80,000",,3,"['390', '1.5']","['424', '1.9']","['745', '2.2']","['66', '0.4']","['65', '2.7']","['D', 'D']","['D', 'D']","['79', '3.5']","['537', '2.2']","['21', '2.1']","['7', '2.3']","['1', '0.9']"
973,r013,"Cumulative debt -> Mean -> $80,001&#8211;$90,000",Cumulative debt,Mean,"$80,001&#8211;$90,000",,3,"['453', '1.7']","['512', '2.3']","['862', '2.6']","['98', '0.6']","['77', '3.2']","['D', 'D']","['D', 'D']","['116', '5.1']","['584', '2.4']","['25', '2.5']","['11', '3.7']","['1', '0.9']"
973,r014,"Cumulative debt -> Mean -> $90,001 or more",Cumulative debt,Mean,"$90,001 or more",,3,"['2,082', '7.7']","['2,917', '12.9']","['4,642', '13.8']","['327', '2.1']","['437', '18.2']","['25', '25.0']","['171', '5.4']","['886', '38.8']","['2,925', '12.1']","['149', '14.7']","['36', '12.0']","['13', '11.3']"
973,r015,Cumulative debt -> Mean -> Total,Cumulative debt,Mean,Total,,3,"['26,876', '100.0']","['22,683', '100.0']","['33,535', '100.0']","['15,829', '100.0']","['2,403', '100.0']","['100', '100.0']","['3,194', '100.0']","['2,286', '100.0']","['24,123', '100.0']","['1,013', '100.0']","['301', '100.0']","['115', '100.0']"
973,r016,Cumulative debt -> Mean -> Graduate debt,Cumulative debt,Mean,Graduate debt,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
973,r017,Cumulative debt -> Mean -> Graduate debt -> Mean,Cumulative debt,Mean,Graduate debt,Mean,4,"['$11,873', '']","['$18,245', '']","['$19,462', '']","['$4,796', '']","['$24,492', '']","['$31,900', '']","['$9,194', '']","['$44,965', '']","['$17,898', '']","['$18,831', '']","['$19,057', '']","['$19,369', '']"
973,r018,Cumulative debt -> Mean -> Graduate debt -> ,Cumulative debt,Mean,Graduate debt,,4,"['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']","['<u>Number</u>', '<u>Percent</u>']"
973,r019,Cumulative debt -> Mean -> Graduate debt -> No debt,Cumulative debt,Mean,Graduate debt,No debt,4,"['18,721', '70.0']","['13,924', '61.7']","['19,639', '58.8']","['12,898', '82.0']","['1,159', '48.5']","['42', '42.0']","['2,424', '76.2']","['618', '27.3']","['14,558', '60.6']","['604', '60.1']","['167', '56.2']","['67', '60.4']"
973,r020,"Cumulative debt -> Mean -> Graduate debt -> $10,000 or less",Cumulative debt,Mean,Graduate debt,"$10,000 or less",4,"['2,094', '7.8']","['1,710', '7.6']","['2,605', '7.8']","['1,185', '7.5']","['221', '9.2']","['12', '12.0']","['213', '6.7']","['163', '7.2']","['1,883', '7.8']","['83', '8.3']","['24', '8.1']","['6', '5.4']"
973,r021,"Cumulative debt -> Mean -> Graduate debt -> $10,001&#8211;$20,000",Cumulative debt,Mean,Graduate debt,"$10,001&#8211;$20,000",4,"['1,210', '4.5']","['994', '4.4']","['1,714', '5.1']","['482', '3.1']","['171', '7.2']","['D', 'D']","['98', '3.1']","['124', '5.5']","['1,251', '5.2']","['D', 'D']","['20', '6.7']","['5', '4.5']"
973,r022,"Cumulative debt -> Mean -> Graduate debt -> $20,001&#8211;$30,000",Cumulative debt,Mean,Graduate debt,"$20,001&#8211;$30,000",4,"['853', '3.2']","['850', '3.8']","['1,377', '4.1']","['313', '2.0']","['125', '5.2']","['D', 'D']","['88', '2.8']","['101', '4.5']","['989', '4.1']","['D', 'D']","['20', '6.7']","['7', '6.3']"
973,r023,"Cumulative debt -> Mean -> Graduate debt -> $30,001&#8211;$40,000",Cumulative debt,Mean,Graduate debt,"$30,001&#8211;$40,000",4,"['599', '2.2']","['663', '2.9']","['1,082', '3.2']","['172', '1.1']","['90', '3.8']","['D', 'D']","['65', '2.0']","['125', '5.5']","['764', '3.2']","['27', '2.7']","['D', 'D']","['5', '4.5']"
973,r024,"Cumulative debt -> Mean -> Graduate debt -> $40,001&#8211;$50,000",Cumulative debt,Mean,Graduate debt,"$40,001&#8211;$50,000",4,"['488', '1.8']","['583', '2.6']","['921', '2.8']","['146', '0.9']","['77', '3.2']","['D', 'D']","['40', '1.3']","['99', '4.4']","['659', '2.7']","['33', '3.3']","['D', 'D']","['1', '0.9']"
973,r025,"Cumulative debt -> Mean -> Graduate debt -> $50,001&#8211;$60,000",Cumulative debt,Mean,Graduate debt,"$50,001&#8211;$60,000",4,"['443', '1.7']","['512', '2.3']","['834', '2.5']","['115', '0.7']","['73', '3.1']","['D', 'D']","['37', '1.2']","['99', '4.4']","['582', '2.4']","['28', '2.8']","['D', 'D']","['3', '2.7']"
973,r026,"Cumulative debt -> Mean -> Graduate debt -> $60,001&#8211;$70,000",Cumulative debt,Mean,Graduate debt,"$60,001&#8211;$70,000",4,"['374', '1.4']","['453', '2.0']","['756', '2.3']","['70', '0.4']","['66', '2.8']","['D', 'D']","['38', '1.2']","['101', '4.5']","['518', '2.2']","['21', '2.1']","['D', 'D']","['2', '1.8']"
973,r027,"Cumulative debt -> Mean -> Graduate debt -> $70,001&#8211;$80,000",Cumulative debt,Mean,Graduate debt,"$70,001&#8211;$80,000",4,"['283', '1.1']","['422', '1.9']","['634', '1.9']","['66', '0.4']","['63', '2.6']","['D', 'D']","['25', '0.8']","['106', '4.7']","['414', '1.7']","['17', '1.7']","['D', 'D']","['2', '1.8']"
973,r028,"Cumulative debt -> Mean -> Graduate debt -> $80,001&#8211;$90,000",Cumulative debt,Mean,Graduate debt,"$80,001&#8211;$90,000",4,"['407', '1.5']","['523', '2.3']","['849', '2.5']","['75', '0.5']","['75', '3.1']","['6', '6.0']","['48', '1.5']","['135', '6.0']","['554', '2.3']","['21', '2.1']","['7', '2.4']","['3', '2.7']"
973,r029,"Cumulative debt -> Mean -> Graduate debt -> $90,001 or more",Cumulative debt,Mean,Graduate debt,"$90,001 or more",4,"['1,264', '4.7']","['1,936', '8.6']","['2,974', '8.9']","['207', '1.3']","['271', '11.3']","['19', '19.0']","['105', '3.3']","['593', '26.2']","['1,864', '7.8']","['89', '8.9']","['23', '7.7']","['10', '9.0']"
973,r030,Cumulative debt -> Mean -> Graduate debt -> Total,Cumulative debt,Mean,Graduate debt,Total,4,"['26,736', '100.0']","['22,570', '100.0']","['33,385', '100.0']","['15,729', '100.0']","['2,391', '100.0']","['100', '100.0']","['3,181', '100.0']","['2,264', '100.0']","['24,036', '100.0']","['1,005', '100.0']","['297', '100.0']","['111', '100.0']"
973,r031,Cumulative debt -> Mean -> Undergraduate debt,Cumulative debt,Mean,Undergraduate debt,,3,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
