table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_total_federal,field_doc,field_dod,field_doe,field_doi,field_dot,field_ed,field_epa,field_hhs,field_nsf,field_usda,field_othera
12534,r001,United States<sup>b</sup>,United States<sup>b</sup>,,1,742245878,29353091,7662944,26923475,130798506,200308037,26353624,6544107,209054618,19250687,32923447,53073342
12534,r002,United States<sup>b</sup> -> Alabama,United States<sup>b</sup>,Alabama,2,16054899,509698,176233,237993,2629994,3585700,6042815,0,0,459536,72570,2340360
12534,r003,United States<sup>b</sup> -> Alaska,United States<sup>b</sup>,Alaska,2,7296267,0,0,0,2573877,4410223,0,157499,0,0,0,154668
12534,r004,United States<sup>b</sup> -> Arizona,United States<sup>b</sup>,Arizona,2,4679113,0,0,0,1285940,1714947,0,0,0,0,1678226,0
12534,r005,United States<sup>b</sup> -> Arkansas,United States<sup>b</sup>,Arkansas,2,3269056,0,0,0,1706279,1057028,0,0,0,505749,0,0
12534,r006,United States<sup>b</sup> -> California,United States<sup>b</sup>,California,2,31928041,0,0,0,1539483,29320159,0,504405,0,0,126894,437100
12534,r007,United States<sup>b</sup> -> Colorado,United States<sup>b</sup>,Colorado,2,6114448,0,0,0,1598311,4153335,0,83114,0,0,279688,0
12534,r008,United States<sup>b</sup> -> Connecticut,United States<sup>b</sup>,Connecticut,2,21341245,0,0,0,6456950,3563898,0,0,2909977,0,3865421,4544999
12534,r009,United States<sup>b</sup> -> Delaware,United States<sup>b</sup>,Delaware,2,1721282,0,0,0,453696,1083888,0,155291,0,28407,0,0
12534,r010,United States<sup>b</sup> -> District of Columbia,United States<sup>b</sup>,District of Columbia,2,8515771,0,0,0,0,645391,0,57777,7710583,0,0,102020
12534,r011,United States<sup>b</sup> -> Florida,United States<sup>b</sup>,Florida,2,25903893,5537650,44500,332645,8884668,4320669,0,412665,0,76203,3659979,2634914
12534,r012,United States<sup>b</sup> -> Georgia,United States<sup>b</sup>,Georgia,2,16287488,0,0,8663914,1678486,5945088,0,0,0,0,0,0
12534,r013,United States<sup>b</sup> -> Hawaii,United States<sup>b</sup>,Hawaii,2,2563321,0,430125,0,0,1325037,0,0,197435,0,537463,73261
12534,r014,United States<sup>b</sup> -> Idaho,United States<sup>b</sup>,Idaho,2,11364333,0,0,4894982,2827387,2621898,0,0,0,0,1020066,0
12534,r015,United States<sup>b</sup> -> Illinois,United States<sup>b</sup>,Illinois,2,25771315,0,0,0,13572171,8043895,0,0,0,0,0,4155249
12534,r016,United States<sup>b</sup> -> Indiana,United States<sup>b</sup>,Indiana,2,9162767,0,0,0,43734,7881115,0,0,0,0,584132,653786
12534,r017,United States<sup>b</sup> -> Iowa,United States<sup>b</sup>,Iowa,2,5714355,0,0,0,1428367,3804770,0,0,0,0,240747,240471
12534,r018,United States<sup>b</sup> -> Kansas,United States<sup>b</sup>,Kansas,2,2627935,0,0,0,0,2182766,0,348532,0,0,0,96637
12534,r019,United States<sup>b</sup> -> Kentucky,United States<sup>b</sup>,Kentucky,2,9546502,0,0,0,5237651,4260897,0,0,0,0,47954,0
12534,r020,United States<sup>b</sup> -> Louisiana,United States<sup>b</sup>,Louisiana,2,18445998,14872,0,0,5350506,6800000,0,0,0,4411110,0,1869510
12534,r021,United States<sup>b</sup> -> Maine,United States<sup>b</sup>,Maine,2,37765217,1975804,0,0,2696654,1052660,12956,0,6622085,131161,37813,25236084
12534,r022,United States<sup>b</sup> -> Maryland,United States<sup>b</sup>,Maryland,2,1336954,0,0,0,0,1336954,0,0,0,0,0,0
12534,r023,United States<sup>b</sup> -> Massachusetts,United States<sup>b</sup>,Massachusetts,2,8462093,533020,192587,0,0,5913816,0,26843,1795827,0,0,0
12534,r024,United States<sup>b</sup> -> Michigan,United States<sup>b</sup>,Michigan,2,9084859,0,0,0,18223,5544756,0,268559,2639979,0,489367,123975
12534,r025,United States<sup>b</sup> -> Minnesota,United States<sup>b</sup>,Minnesota,2,8729109,0,0,0,1595297,5988111,0,0,250000,0,895701,0
12534,r026,United States<sup>b</sup> -> Mississippi,United States<sup>b</sup>,Mississippi,2,8564182,977315,0,0,3102983,2626207,0,0,0,0,207791,1649886
12534,r027,United States<sup>b</sup> -> Missouri,United States<sup>b</sup>,Missouri,2,6265084,0,237474,0,1292950,2673822,0,62272,0,0,1323567,674999
12534,r028,United States<sup>b</sup> -> Montana,United States<sup>b</sup>,Montana,2,6762205,0,0,0,3218274,1680200,0,17345,0,0,1822761,23625
12534,r029,United States<sup>b</sup> -> Nebraska,United States<sup>b</sup>,Nebraska,2,3354005,0,0,0,1438527,810841,0,0,0,0,1104637,0
12534,r030,United States<sup>b</sup> -> Nevada,United States<sup>b</sup>,Nevada,2,1518169,0,0,0,33965,1332000,0,8070,0,0,144134,0
12534,r031,United States<sup>b</sup> -> New Hampshire,United States<sup>b</sup>,New Hampshire,2,696744,0,0,0,0,696744,0,0,0,0,0,0
12534,r032,United States<sup>b</sup> -> New Jersey,United States<sup>b</sup>,New Jersey,2,3174803,156000,0,0,149078,1698844,0,753698,204034,0,0,213149
12534,r033,United States<sup>b</sup> -> New Mexico,United States<sup>b</sup>,New Mexico,2,1770272,0,0,0,1126334,616750,0,27188,0,0,0,0
12534,r034,United States<sup>b</sup> -> New York,United States<sup>b</sup>,New York,2,213112444,9504476,5473806,5739380,597380,2517866,206340,1322452,171117348,13254279,3188490,190627
12534,r035,United States<sup>b</sup> -> North Carolina,United States<sup>b</sup>,North Carolina,2,7435519,0,0,0,148500,7283786,0,0,0,0,0,3233
12534,r036,United States<sup>b</sup> -> North Dakota,United States<sup>b</sup>,North Dakota,2,2813356,0,0,0,1062138,1751218,0,0,0,0,0,0
12534,r037,United States<sup>b</sup> -> Ohio,United States<sup>b</sup>,Ohio,2,6092750,273083,0,0,1288140,4382998,141000,7529,0,0,0,0
12534,r038,United States<sup>b</sup> -> Oklahoma,United States<sup>b</sup>,Oklahoma,2,7359723,0,0,0,1668344,3797299,0,0,1467391,0,426689,0
12534,r039,United States<sup>b</sup> -> Oregon,United States<sup>b</sup>,Oregon,2,16966844,511350,809014,4179801,6418111,3007398,456836,0,622361,0,292876,669097
12534,r040,United States<sup>b</sup> -> Pennsylvania,United States<sup>b</sup>,Pennsylvania,2,12247746,36712,0,0,8589508,2510272,0,85000,0,0,1026254,0
12534,r041,United States<sup>b</sup> -> Rhode Island,United States<sup>b</sup>,Rhode Island,2,3666349,236546,0,0,1889803,1540000,0,0,0,0,0,0
12534,r042,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,2,34218558,8816031,299205,149412,14661731,1781843,0,12979,7792940,0,694683,9734
12534,r043,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,2,1549087,0,0,0,0,1549087,0,0,0,0,0,0
12534,r044,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,2,21382255,0,0,50851,0,2587727,18743677,0,0,0,0,0
12534,r045,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,2,29590735,0,0,0,4323971,19989727,0,0,2018723,0,2190406,1067908
12534,r046,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,2,1301894,0,0,0,0,1133570,0,167007,0,0,1317,0
12534,r047,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,2,2608039,0,0,0,0,790003,0,0,1818036,0,0,0
12534,r048,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,2,21236524,0,0,30000,6911891,5885643,750000,283754,536075,0,986111,5853050
12534,r049,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,2,16343423,270534,0,939608,3604425,4882200,0,1646342,1351824,0,3648490,0
12534,r050,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,2,3970816,0,0,0,1782877,1668885,0,0,0,384242,79812,55000
12534,r051,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,2,10491049,0,0,0,4521420,3960999,0,135786,0,0,1872844,0
12534,r052,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,2,4067042,0,0,1704889,1390482,595107,0,0,0,0,376564,0
12534,r053,Puerto Rico<sup>c</sup>,Puerto Rico<sup>c</sup>,,1,23575491,0,0,0,0,0,0,34880,6526388,2846,0,17011377
