table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5220,r034,United States<sup>a</sup> -> New York,United States<sup>a</sup>,New York,2,103597135,128361166,NA,375422634,391259392,405346642,382226391,382143207,377015244,370585484,404833101,434294353,450161190,448501735,453807331
5220,r035,United States<sup>a</sup> -> North Carolina,United States<sup>a</sup>,North Carolina,2,14344310,37607109,NA,41404202,27342380,29611785,32529885,30649974,22614350,34502384,37142044,32513098,33719142,32754090,35892185
5220,r036,United States<sup>a</sup> -> North Dakota,United States<sup>a</sup>,North Dakota,2,21062090,9908722,NA,16415807,6352675,8072257,6034991,7364184,10784572,9611936,8470309,14851522,16108458,12140358,18065251
5220,r037,United States<sup>a</sup> -> Ohio,United States<sup>a</sup>,Ohio,2,55068629,114086509,NA,121394963,125120668,159322228,153382845,188311926,94882275,94299294,99329386,108542077,93189867,80148377,76169661
5220,r038,United States<sup>a</sup> -> Oklahoma,United States<sup>a</sup>,Oklahoma,2,8922036,10731050,NA,15930878,21226236,20304740,23133843,28224758,30473702,29952934,33460991,33512333,26848844,29607888,30050338
5220,r039,United States<sup>a</sup> -> Oregon,United States<sup>a</sup>,Oregon,2,7382722,7389914,NA,11120140,18013730,20001272,22003035,23083506,29679288,31990073,24831090,30549080,31254046,44222659,30486113
5220,r040,United States<sup>a</sup> -> Pennsylvania,United States<sup>a</sup>,Pennsylvania,2,117320158,103973448,NA,95896714,87913796,75491812,80600099,66429400,35432244,75024127,73188503,92505396,101610656,85050999,103098941
5220,r041,United States<sup>a</sup> -> Rhode Island,United States<sup>a</sup>,Rhode Island,2,150000,1771949,NA,1877724,1461239,1947727,2028402,1640778,3225472,2594978,3372460,3791008,3364527,5512380,4594040
5220,r042,United States<sup>a</sup> -> South Carolina,United States<sup>a</sup>,South Carolina,2,22427746,31969826,NA,28599885,71290446,84692653,72467293,47732177,22311739,27419285,30512353,34686268,34291703,46983243,46800816
5220,r043,United States<sup>a</sup> -> South Dakota,United States<sup>a</sup>,South Dakota,2,5791586,5473603,NA,4430602,3762637,3629155,3447633,3660854,5067005,4211838,4511516,3665413,4137189,2953214,2913274
5220,r044,United States<sup>a</sup> -> Tennessee,United States<sup>a</sup>,Tennessee,2,5355000,4549998,NA,3752587,1064262,3642490,4293334,3430476,4363565,3828567,7040422,9433779,9231710,7439395,7039923
5220,r045,United States<sup>a</sup> -> Texas,United States<sup>a</sup>,Texas,2,28019645,29650947,NA,49381346,35163655,47372367,146989380,185199541,162287552,185094332,255132755,294485067,228578310,233030466,205206977
5220,r046,United States<sup>a</sup> -> Utah,United States<sup>a</sup>,Utah,2,3214170,2752228,NA,26442711,30812205,34418764,47388335,53636842,36466790,38168197,31465580,32673333,27593284,7985508,9205399
5220,r047,United States<sup>a</sup> -> Vermont,United States<sup>a</sup>,Vermont,2,1680533,1529805,NA,738707,1665079,1711673,1653315,1827562,2039520,2199082,1041249,1140267,1841754,2730591,1669900
5220,r048,United States<sup>a</sup> -> Virginia,United States<sup>a</sup>,Virginia,2,11579623,15486526,NA,22662519,28961491,29376417,33295328,36017935,38439643,43645755,33556333,29624941,30596207,29951353,35552565
5220,r049,United States<sup>a</sup> -> Washington,United States<sup>a</sup>,Washington,2,22834218,23333431,NA,16284702,38073580,45498369,49553326,47122876,40357249,38002018,35183195,42969819,37093288,51963060,57239095
5220,r050,United States<sup>a</sup> -> West Virginia,United States<sup>a</sup>,West Virginia,2,6024577,22179830,NA,10357006,23867732,35475338,33580156,19027684,11216042,10840665,8233431,11193344,10492922,11068061,10862315
5220,r051,United States<sup>a</sup> -> Wisconsin,United States<sup>a</sup>,Wisconsin,2,10949155,13774600,NA,24942415,12435548,21128936,17861390,21212446,14643835,14517671,13442158,13300449,15879688,17473890,14340014
5220,r052,United States<sup>a</sup> -> Wyoming,United States<sup>a</sup>,Wyoming,2,6326604,19500357,NA,4806630,5471379,5419398,6879286,6497386,6444053,5160617,5425545,5641115,4886290,5232930,6391060
5220,r053,Puerto Rico<sup>b</sup>,Puerto Rico<sup>b</sup>,,1,1458790,2326241,NA,9316754,4031391,4217869,7625412,7949965,6569500,5673544,na,na,na,na,na
