table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_non_medical_school_r_d_expenditures,field_all_medical_school_r_d_expenditures,field_all_r_d_expenditures
5417,r001,All institutions,All institutions,,1,-,"['55,491,613', '']","['30,804,565', '']","['86,296,178', '']"
5417,r002,All institutions -> Johns Hopkins U.<sup>a</sup>,All institutions,Johns Hopkins U.<sup>a</sup>,2,1,"['2,353,684', '']","['756,810', '']","['3,110,494', '']"
5417,r003,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,2,"['1,078,604', '']","['52,199', '']","['1,130,803', '']"
5417,r004,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,3,"['1,051,297', '']","['0', '']","['1,051,297', '']"
5417,r005,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,4,"['1,048,988', '']","['0', '']","['1,048,988', '']"
5417,r006,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,5,"['995,653', '']","['678,209', '']","['1,673,862', '']"
5417,r007,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,6,"['987,968', '']","['0', '']","['987,968', '']"
5417,r008,All institutions -> Harvard U.,All institutions,Harvard U.,2,7,"['945,457', '']","['294,526', '']","['1,239,983', '']"
5417,r009,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,8,"['892,409', '']","['99,514', '']","['991,923', '']"
5417,r010,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,9,"['892,315', '']","['471,616', '']","['1,363,931', '']"
5417,r011,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,10,"['840,000', '']","['0', '']","['840,000', '']"
5417,r012,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,11,"['836,669', '']","['567,066', '']","['1,403,735', '']"
5417,r013,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,12,"['762,144', '']","['35,055', '']","['797,199', '']"
5417,r014,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,13,"['753,515', '']","['703,387', '']","['1,456,902', '']"
5417,r015,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,14,"['716,541', '']","['325,841', '']","['1,042,382', '']"
5417,r016,All institutions -> Cornell U.,All institutions,Cornell U.,2,15,"['706,175', '']","['483,888', '']","['1,190,063', '']"
5417,r017,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,16,"['688,797', '']","['379', '']","['689,176', '']"
5417,r018,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,17,"['687,144', '']","['0', '']","['687,144', '']"
5417,r019,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,18,"['673,357', '']","['0', '']","['673,357', '']"
5417,r020,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,19,"['642,370', '']","['460,692', '']","['1,103,062', '']"
5417,r021,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,20,"['623,733', '']","['89,464', '']","['713,197', '']"
5417,r022,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,21,"['597,856', '']","['218,837', '']","['816,693', '']"
5417,r023,All institutions -> U. Arizona,All institutions,U. Arizona,2,22,"['561,417', '']","['199,558', '']","['760,975', '']"
5417,r024,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,23,"['556,341', '']","['0', '']","['556,341', '']"
5417,r025,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,24,"['546,290', '']","['0', '']","['546,290', '']"
5417,r026,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,25,"['531,344', '']","['1,048,020', '']","['1,579,364', '']"
5417,r027,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,26,"['530,446', '']","['437,814', '']","['968,260', '']"
5417,r028,All institutions -> U. Florida,All institutions,U. Florida,2,27,"['528,556', '']","['413,667', '']","['942,223', '']"
5417,r029,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,28,"['525,674', '']","['0', '']","['525,674', '']"
5417,r030,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,29,"['515,162', '']","['877,779', '']","['1,392,941', '']"
5417,r031,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,30,"['503,786', '']","['529,123', '']","['1,032,909', '']"
5417,r032,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,31,"['499,144', '']","['660,581', '']","['1,159,725', '']"
5417,r033,All institutions -> U. Georgia,All institutions,U. Georgia,2,32,"['482,786', '']","['0', '']","['482,786', '']"
5417,r034,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,33,"['449,651', '']","['0', '']","['449,651', '']"
5417,r035,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,34,"['444,964', '']","['0', '']","['444,964', '']"
5417,r036,All institutions -> Boston U.,All institutions,Boston U.,2,35,"['407,436', '']","['175,831', '']","['583,267', '']"
5417,r037,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,36,"['407,302', '']","['0', '']","['407,302', '']"
5417,r038,All institutions -> Stanford U.,All institutions,Stanford U.,2,37,"['399,454', '']","['804,496', '']","['1,203,950', '']"
5417,r039,All institutions -> Princeton U.,All institutions,Princeton U.,2,38,"['396,502', '']","['0', '']","['396,502', '']"
5417,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['389,657', '']","['217,404', '']","['607,061', '']"
5417,r041,All institutions -> U. Southern California,All institutions,U. Southern California,2,40,"['387,749', '']","['553,449', '']","['941,198', '']"
5417,r042,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,41,"['386,996', '']","['0', '']","['386,996', '']"
5417,r043,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,42,"['373,173', '']","['314,904', '']","['688,077', '']"
5417,r044,All institutions -> New York U.,All institutions,New York U.,2,43,"['369,469', '']","['577,824', '']","['947,293', '']"
5417,r045,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,44,"['363,107', '']","['0', '']","['363,107', '']"
5417,r046,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,45,"['363,102', '']","['461,701', '']","['824,803', '']"
5417,r047,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,46,"['356,217', '']","['0', '']","['356,217', '']"
5417,r048,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,47,"['355,651', '']","['0', '']","['355,651', '']"
5417,r049,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,48,"['328,096', '']","['162,501', '']","['490,597', '']"
5417,r050,All institutions -> Washington State U.,All institutions,Washington State U.,2,49,"['325,293', '']","['9,908', '']","['335,201', '']"
