table_id,row_id,it_function,companies_number_,in_use_primarily_cloud_based,in_use_but_not_cloud_based,not_in_use,don_t_know,did_not_answer
9051,r001,Security or firewall,"['4,426,519', '&nbsp;']","['24.1', '&nbsp;']","['23.9', '&nbsp;']","['32.3', '&nbsp;']","['19.6', '&nbsp;']","['0.2', '&nbsp;']"
9051,r002,Servers,"['4,426,519', '&nbsp;']","['19.5', '&nbsp;']","['20.5', '&nbsp;']","['40.8', '&nbsp;']","['18.8', '&nbsp;']","['0.3', '&nbsp;']"
9051,r003,"Data storage and management (examples: Amazon Web Services, IBM Bluemix, Microsoft Azure)","['4,426,519', '&nbsp;']","['21.4', '&nbsp;']","['12.4', '&nbsp;']","['46.3', '&nbsp;']","['19.6', '&nbsp;']","['0.3', '&nbsp;']"
9051,r004,"Collaboration and file synchronization (examples: Dropbox, OneDrive, Google Drive)","['4,426,519', '&nbsp;']","['29.8', '&nbsp;']","['9.3', '&nbsp;']","['41.9', '&nbsp;']","['18.7', '&nbsp;']","['0.2', '&nbsp;']"
9051,r005,Data analysis,"['4,426,519', '&nbsp;']","['12.4', '&nbsp;']","['13.4', '&nbsp;']","['52.0', '&nbsp;']","['21.8', '&nbsp;']","['0.3', '&nbsp;']"
9051,r006,Billing and account management,"['4,426,519', '&nbsp;']","['21.4', '&nbsp;']","['29.6', '&nbsp;']","['32.7', '&nbsp;']","['16.1', '&nbsp;']","['0.3', '&nbsp;']"
9051,r007,Customer relationship management,"['4,426,519', '&nbsp;']","['14.2', '&nbsp;']","['16.1', '&nbsp;']","['49.5', '&nbsp;']","['19.9', '&nbsp;']","['0.3', '&nbsp;']"
9051,r008,Other,"['4,426,519', '&nbsp;']","['2.4', '&nbsp;']","['2.4', '&nbsp;']","['48.4', '&nbsp;']","['45.6', '&nbsp;']","['1.1', '&nbsp;']"
