table_id,row_id,_b_state_and_outlying_area_b_full_path,_b_state_and_outlying_area_b_level_1,_b_state_and_outlying_area_b_level_2,_b_state_and_outlying_area_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
10388,r001,All states and outlying areas,All states and outlying areas,,1,29406914,31158783,30562878,31648932,32439651,35303818,38084444,39122152,43222829
10388,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,2,389318,402625,422018,401759,398795,489338,540544,531815,581957
10388,r003,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,2,73351,82629,77383,79941,91348,89975,115684,128043,123875
10388,r004,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,2,403502,378079,370620,394092,403357,435199,482711,479451,603521
10388,r005,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,2,80219,76218,83253,124245,75749,89078,112668,119108,154659
10388,r006,All states and outlying areas -> California,All states and outlying areas,California,2,4106204,4286899,4175558,4308145,4399064,4743954,4906329,5060428,5802921
10388,r007,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,2,661640,675391,712445,722559,706245,824608,811513,858984,960172
10388,r008,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,2,523124,549775,530242,583475,584341,637936,688353,739927,858540
10388,r009,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,2,92073,103641,85192,110931,130429,122174,138647,136654,254296
10388,r010,All states and outlying areas -> District of Columbia,All states and outlying areas,District of Columbia,2,563526,569120,548438,594589,504851,634445,498906,505319,469641
10388,r011,All states and outlying areas -> Florida,All states and outlying areas,Florida,2,677030,697312,807360,781592,863410,866341,1005065,988763,1126801
10388,r012,All states and outlying areas -> Georgia,All states and outlying areas,Georgia,2,947193,913948,973143,760343,1072876,1177291,1377691,1554936,1235838
10388,r013,All states and outlying areas -> Hawaii,All states and outlying areas,Hawaii,2,172028,174657,144257,158276,144456,158741,172601,150598,200470
10388,r014,All states and outlying areas -> Idaho,All states and outlying areas,Idaho,2,56155,48884,60216,53125,55869,59033,71398,75732,83522
10388,r015,All states and outlying areas -> Illinois,All states and outlying areas,Illinois,2,1135343,1165821,1163027,1205503,1191520,1275438,1419238,1470064,1634531
10388,r016,All states and outlying areas -> Indiana,All states and outlying areas,Indiana,2,407940,456563,473358,467292,486491,518485,612549,629411,721074
10388,r017,All states and outlying areas -> Iowa,All states and outlying areas,Iowa,2,296945,306501,302734,299278,283441,313362,312626,366818,371343
10388,r018,All states and outlying areas -> Kansas,All states and outlying areas,Kansas,2,160948,166680,177239,179133,200043,218511,254813,221467,276604
10388,r019,All states and outlying areas -> Kentucky,All states and outlying areas,Kentucky,2,195502,219035,231079,235612,229711,266194,296526,320973,352277
10388,r020,All states and outlying areas -> Louisiana,All states and outlying areas,Louisiana,2,224818,201366,190860,206825,203264,211122,253580,271169,307921
10388,r021,All states and outlying areas -> Maine,All states and outlying areas,Maine,2,52016,38498,43097,38748,31709,53131,68889,60489,74521
10388,r022,All states and outlying areas -> Maryland,All states and outlying areas,Maryland,2,1990830,2131721,1993871,2337179,2184151,2314775,2415778,2537079,2583100
10388,r023,All states and outlying areas -> Massachusetts,All states and outlying areas,Massachusetts,2,1608941,1715650,1654687,1696122,1739967,1863080,1917571,1890380,2180799
10388,r024,All states and outlying areas -> Michigan,All states and outlying areas,Michigan,2,922115,1280348,1064850,1105167,1127173,1208599,1231391,1264428,1297755
10388,r025,All states and outlying areas -> Minnesota,All states and outlying areas,Minnesota,2,426052,432100,421532,409401,397658,438929,483037,494619,539777
10388,r026,All states and outlying areas -> Mississippi,All states and outlying areas,Mississippi,2,130578,126694,149827,168698,163573,194489,216018,174524,195900
10388,r027,All states and outlying areas -> Missouri,All states and outlying areas,Missouri,2,520810,582924,598317,604709,633035,692647,761665,759193,935014
10388,r028,All states and outlying areas -> Montana,All states and outlying areas,Montana,2,88274,84740,111279,107233,93277,104901,102503,120073,184528
10388,r029,All states and outlying areas -> Nebraska,All states and outlying areas,Nebraska,2,131257,148361,155414,169794,172726,193924,215852,213409,237723
10388,r030,All states and outlying areas -> Nevada,All states and outlying areas,Nevada,2,59876,69421,65083,68684,63846,68935,91098,92761,87674
10388,r031,All states and outlying areas -> New Hampshire,All states and outlying areas,New Hampshire,2,160008,161093,150954,166541,163932,156905,168813,164638,224589
10388,r032,All states and outlying areas -> New Jersey,All states and outlying areas,New Jersey,2,408106,457483,419304,471598,415595,478910,504753,502910,584025
10388,r033,All states and outlying areas -> New Mexico,All states and outlying areas,New Mexico,2,194777,217572,192525,172024,177760,168800,176029,205131,196137
10388,r034,All states and outlying areas -> New York,All states and outlying areas,New York,2,2317458,2512800,2408460,2503301,2745392,2939084,3160971,3330003,3966902
10388,r035,All states and outlying areas -> North Carolina,All states and outlying areas,North Carolina,2,1238401,1280135,1310951,1349891,1330488,1496830,1662047,1633195,1901280
10388,r036,All states and outlying areas -> North Dakota,All states and outlying areas,North Dakota,2,68364,70736,72284,83824,53769,53690,49688,99802,105880
10388,r037,All states and outlying areas -> Ohio,All states and outlying areas,Ohio,2,776619,769987,784306,844023,823800,900294,978559,962787,914328
10388,r038,All states and outlying areas -> Oklahoma,All states and outlying areas,Oklahoma,2,126884,140844,138255,113790,144703,168517,209142,230014,207925
10388,r039,All states and outlying areas -> Oregon,All states and outlying areas,Oregon,2,382304,416284,406984,400292,534768,516044,614235,579066,608120
10388,r040,All states and outlying areas -> Pennsylvania,All states and outlying areas,Pennsylvania,2,1779223,1907682,1817788,1867159,2085289,2223202,2403532,2325359,2578927
10388,r041,All states and outlying areas -> Rhode Island,All states and outlying areas,Rhode Island,2,141595,144600,146920,153549,172329,185161,216941,226334,286811
10388,r042,All states and outlying areas -> South Carolina,All states and outlying areas,South Carolina,2,203918,237482,232952,265874,269570,283216,287364,296517,341660
10388,r043,All states and outlying areas -> South Dakota,All states and outlying areas,South Dakota,2,37290,56884,53781,45555,41439,43726,45425,45103,47147
10388,r044,All states and outlying areas -> Tennessee,All states and outlying areas,Tennessee,2,584685,610685,588621,639833,585082,667729,662342,785553,776000
10388,r045,All states and outlying areas -> Texas,All states and outlying areas,Texas,2,1482832,1517064,1578993,1678287,1766643,1961228,2146145,2432708,2631526
10388,r046,All states and outlying areas -> Utah,All states and outlying areas,Utah,2,300376,329107,291983,324098,329758,396964,546005,489657,477049
