table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1989,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1989,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,2,2,2,3,4,6,8,9,11,13,14,16,16,15,13,15,15
1989,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,1,2,2,3,4,5,6,1,2,2,2,2,1,1,1,1,1
1989,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,4,4,5,6,8,9,14,17,10,12,15,14,12,23,2,6,6
1989,r020,World -> Europe,World,Europe,,,2,8762,11427,12295,13526,15314,18295,20332,20873,20401,23106,23608,23314,21977,20053,20676,22006,26184
1989,r021,World -> Europe -> EU,World,Europe,EU,,3,8223,10668,11174,12174,13656,16081,17667,17091,15640,16586,16168,16012,17304,15807,15550,15556,18392
1989,r022,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,412,635,595,602,903,1088,1320,1000,796,1014,629,959,927,662,717,735,847
1989,r023,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,116,125,135,141,147,212,201,166,134,117,123,158,139,125,121,105,109
1989,r024,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,8,13,16,26,30,43,27,38,29,37,32,27,25,35,35,40,52
1989,r025,World -> Europe -> EU -> Czechia,World,Europe,EU,Czechia,4,224,288,309,359,394,547,703,740,643,868,724,649,712,710,766,714,778
1989,r026,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,48,70,58,57,54,46,106,107,64,100,103,80,83,80,76,77,79
1989,r027,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,25,33,30,33,26,23,31,40,36,143,160,162,124,83,104,108,117
1989,r028,World -> Europe -> EU -> France,World,Europe,EU,France,4,1318,1603,1406,1660,1681,1988,2270,2389,2408,1080,1791,1891,2054,1842,1787,1705,1900
1989,r029,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,1459,2006,2089,2436,2717,3427,3100,3299,3210,3638,3129,2990,3796,3862,3939,3812,4424
1989,r030,World -> Europe -> EU -> Greece,World,Europe,EU,Greece,4,8,10,13,13,21,25,20,18,13,10,20,10,7,11,11,10,10
1989,r031,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,70,97,119,110,104,159,275,145,161,181,147,160,218,163,160,187,239
1989,r032,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,13,37,22,25,22,23,29,11,7,17,12,11,7,9,8,15,16
1989,r033,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,1727,2045,2567,2572,2814,3072,3413,2574,2684,2056,2200,1960,2391,2048,2226,2212,2417
1989,r034,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,201,245,267,261,255,363,438,488,279,341,352,388,443,367,352,322,358
1989,r035,World -> Europe -> EU -> Poland,World,Europe,EU,Poland,4,229,289,273,259,332,350,409,409,393,682,694,685,805,681,591,612,719
1989,r036,World -> Europe -> EU -> Portugal,World,Europe,EU,Portugal,4,44,57,58,48,49,59,59,38,68,80,53,109,81,62,66,69,76
1989,r037,World -> Europe -> EU -> Romania,World,Europe,EU,Romania,4,56,97,104,129,185,257,333,228,168,216,200,145,189,117,118,138,152
1989,r038,World -> Europe -> EU -> Slovakia,World,Europe,EU,Slovakia,4,35,49,54,52,54,75,118,101,193,153,164,135,141,123,102,107,119
1989,r039,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,1094,1348,1401,1819,2177,2702,3355,3332,2423,3039,3048,2681,2143,1963,1913,2098,2678
1989,r040,World -> Europe -> EU -> Sweden,World,Europe,EU,Sweden,4,280,381,348,382,436,511,511,583,606,726,734,753,818,619,530,501,531
1989,r041,World -> Europe -> EU -> United Kingdom,World,Europe,EU,United Kingdom,4,856,1241,1309,1189,1255,1111,949,1385,1324,2085,1851,2060,2199,2245,1927,1986,2771
1989,r042,World -> Europe -> Other Europe,World,Europe,Other Europe,,3,539,759,1121,1352,1657,2214,2665,3781,4761,6520,7440,7301,4673,4246,5127,6450,7792
1989,r043,World -> Europe -> Other Europe -> Norway,World,Europe,Other Europe,Norway,4,8,10,14,15,20,20,20,7,10,33,26,27,21,16,14,14,15
1989,r044,World -> Europe -> Other Europe -> Russia,World,Europe,Other Europe,Russia,4,195,243,341,449,576,884,1010,2037,2389,3325,4235,5174,3248,3087,3910,5166,6360
1989,r045,World -> Europe -> Other Europe -> Switzerland,World,Europe,Other Europe,Switzerland,4,131,165,196,204,230,261,318,306,453,693,681,733,741,696,677,639,669
1989,r046,World -> Europe -> Other Europe -> Turkey,World,Europe,Other Europe,Turkey,4,48,104,206,192,163,185,221,259,258,291,210,266,234,241,262,260,274
1989,r047,World -> Europe -> Other Europe -> Ukraine,World,Europe,Other Europe,Ukraine,4,157,238,364,492,668,863,1096,1173,1652,2178,2288,1100,429,206,264,371,473
1989,r048,World -> Middle East,World,Middle East,,,2,287,319,396,430,902,908,1101,1028,1021,1110,1079,1121,1165,1221,1398,1548,1564
1989,r049,World -> Middle East -> Bahrain,World,Middle East,Bahrain,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,1,1,1,1,1,1,1
1989,r050,World -> Middle East -> Iran,World,Middle East,Iran,,3,121,144,192,210,285,154,134,113,124,117,93,66,79,66,79,90,64
1989,r051,World -> Middle East -> Israel,World,Middle East,Israel,,3,92,95,112,114,486,609,798,778,748,832,803,866,886,957,1090,1224,1263
1989,r052,World -> Middle East -> Jordan,World,Middle East,Jordan,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1989,r053,World -> Middle East -> Kuwait,World,Middle East,Kuwait,,3,2,2,3,4,3,5,9,9,10,13,12,10,10,8,13,14,16
1989,r054,World -> Middle East -> Qatar,World,Middle East,Qatar,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,1,1,1,1,1,1,2,2
1989,r055,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,33,34,38,40,43,44,48,46,47,51,58,64,64,66,73,68,67
1989,r056,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,39,43,50,62,84,96,112,82,91,96,110,114,124,122,141,150,152
1989,r057,World -> Africa,World,Africa,,,2,259,313,377,424,519,558,657,682,760,842,867,1022,1108,975,990,997,1057
1989,r058,World -> Africa -> Cameroon,World,Africa,Cameroon,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1989,r059,World -> Africa -> Egypt,World,Africa,Egypt,,3,39,32,42,49,54,67,85,93,90,46,53,65,38,22,14,8,11
1989,r060,World -> Africa -> Kenya,World,Africa,Kenya,,3,6,8,10,8,11,8,9,9,8,8,12,12,7,6,7,6,7
1989,r061,World -> Africa -> Morocco,World,Africa,Morocco,,3,10,11,12,19,23,49,66,56,61,53,36,70,83,64,78,105,120
1989,r062,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,46,52,66,93,134,161,211,193,254,373,429,553,647,560,553,529,577
1989,r063,World -> Africa -> Senegal,World,Africa,Senegal,,3,0.05,0.05,0.05,0.05,0.05,0.05,0.05,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
1989,r064,World -> Africa -> South Africa,World,Africa,South Africa,,3,109,144,168,171,179,194,188,223,235,229,218,197,186,192,200,194,189
1989,r065,World -> Africa -> Tunisia,World,Africa,Tunisia,,3,49,66,77,83,118,78,96,106,110,132,119,125,146,131,139,154,152
1989,r066,World -> Africa -> Zimbabwe,World,Africa,Zimbabwe,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,r067,World -> Asia,World,Asia,,,2,15259,17283,19783,19311,20223,24402,30401,31724,39750,44755,48495,47477,54030,56181,57992,63293,67087
1989,r068,World -> Asia -> Bangladesh,World,Asia,Bangladesh,,3,13,18,23,30,33,34,43,62,76,77,81,100,164,199,267,311,342
1989,r069,World -> Asia -> China,World,Asia,China,,3,5691,5997,6184,7337,7742,9811,13387,14422,17586,21183,25068,27757,34105,36368,37329,41526,44405
1989,r070,World -> Asia -> India,World,Asia,India,,3,915,1199,1490,1774,2081,2414,2469,3180,4376,4336,4061,3796,4338,4383,4505,5065,5640
1989,r071,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,1823,2336,2860,2163,1936,2018,2975,3119,4150,5551,4995,4241,3773,3412,3645,3966,3966
1989,r072,World -> Asia -> Japan,World,Asia,Japan,,3,3199,4044,5398,4044,4253,5067,6034,5773,7106,6461,6487,4320,4367,5028,5260,5106,5092
1989,r073,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,26,28,35,45,48,53,76,53,77,81,133,90,101,55,49,50,53
1989,r074,World -> Asia -> Pakistan,World,Asia,Pakistan,,3,14,19,28,33,154,166,184,162,168,173,167,141,147,141,136,149,122
1989,r075,World -> Asia -> Philippines,World,Asia,Philippines,,3,57,59,67,79,84,149,337,373,375,368,523,418,298,328,378,392,412
1989,r076,World -> Asia -> Singapore,World,Asia,Singapore,,3,356,269,201,57,55,80,99,85,260,318,311,326,371,229,174,299,328
1989,r077,World -> Asia -> South Korea,World,Asia,South Korea,,3,1300,1223,1188,1156,1154,1167,1028,1190,1531,1369,1724,1465,1365,1145,1103,889,1050
1989,r078,World -> Asia -> Sri Lanka,World,Asia,Sri Lanka,,3,2,2,2,2,0.05,28,6,3,5,6,6,7,21,20,20,23,22
1989,r079,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,1349,1445,1467,1511,1258,1667,1988,1639,1797,2066,2113,2125,2267,2385,2348,2377,2409
1989,r080,World -> Asia -> Thailand,World,Asia,Thailand,,3,390,501,621,757,951,1024,1033,773,1199,1371,1501,1302,1044,1007,1059,1128,1199
1989,r081,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,124,143,219,322,474,724,742,890,1042,1397,1325,1390,1669,1482,1720,2013,2047
1989,r082,World -> Oceania,World,Oceania,,,2,297,387,613,670,436,615,715,658,919,957,880,595,583,454,471,673,666
1989,r083,World -> Oceania -> Australia,World,Oceania,Australia,,3,275,360,581,636,406,575,684,624,879,918,844,556,551,445,463,664,656
1989,r084,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,21,27,32,34,31,39,31,34,40,39,36,39,32,8,8,9,10
