table_id,row_id,field_of_doctorate_full_path,field_of_doctorate_level_1,field_of_doctorate_level_2,field_of_doctorate_level_3,field_of_doctorate_hierarchy_depth,field_field_levela,field_percent_distribution_2017,field_percent_distribution_2018,field_percent_distribution_2019,field_percent_distribution_2020,field_percent_distribution_2021,field_change_percentage_point_2017_18,field_change_percentage_point_2018_19,field_change_percentage_point_2019_20,field_change_percentage_point_2020_21
7645,r001,All fields (number),All fields (number),,,1, -,54552,55080,55609,55224,52250, -, -, -, -
7645,r002,All fields (number) -> Life sciences,All fields (number),Life sciences,,2,Broad,23.0,23.2,22.9,22.7,22.6,0.1,-0.2,-0.2,-0.1
7645,r003,All fields (number) -> Life sciences -> Agricultural sciences and natural resources,All fields (number),Life sciences,Agricultural sciences and natural resources,3,Major,2.7,2.6,2.7,2.7,2.6,-0.1,0.1,-0.0,-0.1
7645,r004,All fields (number) -> Life sciences -> Biological and biomedical sciences,All fields (number),Life sciences,Biological and biomedical sciences,3,Major,15.7,15.9,15.6,15.2,15.6,0.2,-0.3,-0.4,0.4
7645,r005,All fields (number) -> Life sciences -> Health sciences,All fields (number),Life sciences,Health sciences,3,Major,4.6,4.6,4.6,4.8,4.5,0.05,0.05,0.2,-0.4
7645,r006,All fields (number) -> Physical sciences and earth sciences,All fields (number),Physical sciences and earth sciences,,2,Broad,11.1,11.5,11.8,11.3,11.0,0.3,0.3,-0.5,-0.3
7645,r007,All fields (number) -> Physical sciences and earth sciences -> Chemistry,All fields (number),Physical sciences and earth sciences,Chemistry,3,Major,4.9,5.1,5.3,5.0,4.9,0.1,0.2,-0.3,-0.1
7645,r008,"All fields (number) -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All fields (number),Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",3,Major,2.1,2.2,2.3,2.2,2.0,0.05,0.1,-0.0,-0.2
7645,r009,All fields (number) -> Physical sciences and earth sciences -> Physics and astronomy,All fields (number),Physical sciences and earth sciences,Physics and astronomy,3,Major,4.1,4.2,4.3,4.1,4.1,0.2,0.05,-0.2,0.05
7645,r010,All fields (number) -> Mathematics and computer sciences,All fields (number),Mathematics and computer sciences,,2,Broad,7.0,7.3,7.6,7.9,8.4,0.3,0.3,0.3,0.4
7645,r011,All fields (number) -> Mathematics and computer sciences -> Computer and information sciences,All fields (number),Mathematics and computer sciences,Computer and information sciences,3,Major,3.7,3.6,4.0,4.3,4.5,-0.0,0.4,0.3,0.2
7645,r012,All fields (number) -> Mathematics and computer sciences -> Mathematics and statistics,All fields (number),Mathematics and computer sciences,Mathematics and statistics,3,Major,3.4,3.7,3.6,3.7,3.9,0.3,-0.1,0.1,0.2
7645,r013,All fields (number) -> Psychology and social sciences,All fields (number),Psychology and social sciences,,2,Broad,16.6,16.1,16.3,16.2,16.6,-0.4,0.1,-0.1,0.4
7645,r014,All fields (number) -> Psychology and social sciences -> Psychology,All fields (number),Psychology and social sciences,Psychology,3,Major,7.2,6.9,7.0,7.0,7.3,-0.3,0.1,-0.0,0.3
7645,r015,All fields (number) -> Psychology and social sciences -> Anthropology,All fields (number),Psychology and social sciences,Anthropology,3,Major,0.8,0.8,0.8,0.8,0.8,-0.0,0.05,0.05,-0.0
7645,r016,All fields (number) -> Psychology and social sciences -> Economics,All fields (number),Psychology and social sciences,Economics,3,Major,2.3,2.3,2.2,2.2,2.4,-0.0,-0.0,-0.0,0.2
7645,r017,All fields (number) -> Psychology and social sciences -> Political science and government,All fields (number),Psychology and social sciences,Political science and government,3,Major,1.4,1.3,1.3,1.2,1.1,-0.0,-0.1,-0.1,-0.0
7645,r018,All fields (number) -> Psychology and social sciences -> Sociology,All fields (number),Psychology and social sciences,Sociology,3,Major,1.3,1.2,1.1,1.1,1.1,-0.0,-0.1,-0.0,-0.0
7645,r019,All fields (number) -> Psychology and social sciences -> Other social sciences,All fields (number),Psychology and social sciences,Other social sciences,3,Major,3.7,3.6,3.8,3.9,4.0,-0.1,0.2,0.1,0.1
7645,r020,All fields (number) -> Engineering,All fields (number),Engineering,,2,Broad,17.9,18.5,18.5,19.0,19.6,0.5,0.1,0.4,0.6
7645,r021,"All fields (number) -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields (number),Engineering,"Aerospace, aeronautical, and astronautical engineering",3,Major,0.7,0.7,0.7,0.7,0.7,0.05,-0.0,0.05,-0.0
7645,r022,All fields (number) -> Engineering -> Bioengineering and biomedical engineering,All fields (number),Engineering,Bioengineering and biomedical engineering,3,Major,1.9,2.1,2.1,2.0,2.0,0.2,0.05,-0.1,0.1
7645,r023,All fields (number) -> Engineering -> Chemical engineering,All fields (number),Engineering,Chemical engineering,3,Major,1.7,1.8,1.8,1.8,2.0,0.1,-0.0,0.05,0.2
7645,r024,All fields (number) -> Engineering -> Civil engineering,All fields (number),Engineering,Civil engineering,3,Major,1.3,1.2,1.3,1.4,1.2,-0.1,0.05,0.2,-0.3
7645,r025,"All fields (number) -> Engineering -> Electrical, electronics, and communications engineering",All fields (number),Engineering,"Electrical, electronics, and communications engineering",3,Major,3.4,3.5,3.2,3.6,4.0,0.1,-0.3,0.3,0.4
7645,r026,All fields (number) -> Engineering -> Industrial and manufacturing engineering,All fields (number),Engineering,Industrial and manufacturing engineering,3,Major,0.5,0.5,0.4,0.6,0.7,0.05,-0.1,0.1,0.1
7645,r027,All fields (number) -> Engineering -> Materials science engineering,All fields (number),Engineering,Materials science engineering,3,Major,1.7,1.8,1.8,1.6,1.8,0.1,-0.0,-0.2,0.2
7645,r028,All fields (number) -> Engineering -> Mechanical engineering,All fields (number),Engineering,Mechanical engineering,3,Major,2.6,2.7,2.8,3.0,2.8,0.2,0.05,0.2,-0.2
7645,r029,All fields (number) -> Engineering -> Other engineering,All fields (number),Engineering,Other engineering,3,Major,4.1,4.1,4.5,4.4,4.5,0.05,0.4,-0.2,0.1
7645,r030,All fields (number) -> Education,All fields (number),Education,,2,Broad,8.8,8.7,8.3,8.5,8.1,-0.1,-0.4,0.2,-0.4
7645,r031,All fields (number) -> Education -> Education administration,All fields (number),Education,Education administration,3,Major,1.7,1.6,1.5,1.7,1.4,-0.1,-0.1,0.2,-0.3
7645,r032,All fields (number) -> Education -> Education research,All fields (number),Education,Education research,3,Major,4.4,4.5,4.1,4.1,4.1,0.1,-0.4,0.1,0.05
7645,r033,All fields (number) -> Education -> Teacher education,All fields (number),Education,Teacher education,3,Major,0.2,0.2,0.2,0.2,0.2,-0.0,0.05,0.05,0.05
7645,r034,All fields (number) -> Education -> Teaching fields,All fields (number),Education,Teaching fields,3,Major,1.7,1.7,1.7,1.7,1.5,0.05,-0.0,-0.0,-0.2
7645,r035,All fields (number) -> Education -> Other education,All fields (number),Education,Other education,3,Major,0.9,0.7,0.9,0.8,0.9,-0.2,0.1,-0.0,0.1
7645,r036,All fields (number) -> Humanities and arts,All fields (number),Humanities and arts,,2,Broad,9.7,9.3,9.1,8.9,7.9,-0.4,-0.2,-0.2,-1.0
7645,r037,All fields (number) -> Humanities and arts -> Foreign languages and literature,All fields (number),Humanities and arts,Foreign languages and literature,3,Major,1.1,1.1,1.1,1.0,0.7,-0.0,-0.0,-0.1,-0.3
7645,r038,All fields (number) -> Humanities and arts -> History,All fields (number),Humanities and arts,History,3,Major,1.9,1.7,1.6,1.6,1.4,-0.2,-0.1,-0.0,-0.2
7645,r039,All fields (number) -> Humanities and arts -> Letters,All fields (number),Humanities and arts,Letters,3,Major,2.7,2.6,2.5,2.5,2.3,-0.1,-0.1,0.05,-0.2
7645,r040,All fields (number) -> Humanities and arts -> Other humanities and arts,All fields (number),Humanities and arts,Other humanities and arts,3,Major,3.9,3.9,3.9,3.8,3.5,-0.1,-0.0,-0.1,-0.3
7645,r041,All fields (number) -> Other,All fields (number),Other,,2,Broad,5.8,5.4,5.4,5.4,5.7,-0.4,0.05,-0.0,0.3
7645,r042,All fields (number) -> Other -> Business management and administration,All fields (number),Other,Business management and administration,3,Major,2.9,2.7,2.8,2.7,2.7,-0.2,0.1,-0.1,0.05
7645,r043,All fields (number) -> Other -> Communication,All fields (number),Other,Communication,3,Major,1.1,1.1,1.0,1.1,1.0,0.05,-0.2,0.1,-0.1
7645,r044,All fields (number) -> Other -> Non-science and engineering fields nec,All fields (number),Other,Non-science and engineering fields nec,3,Major,1.8,1.6,1.7,1.7,2.1,-0.2,0.1,0.05,0.4
