table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
6380,r035,All agencies -> Departments -> Department of the Interior -> Bureau of Reclamation,All agencies,Departments,Department of the Interior,Bureau of Reclamation,,4,9573.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9573.6
6380,r036,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,1778.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1778.2
6380,r037,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,1757.7,0.0,0.0,0.0,0.0,0.0,1707.7,0.0,50.0
6380,r038,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,1757.7,0.0,0.0,0.0,0.0,0.0,1707.7,0.0,50.0
6380,r039,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,725884.4,0.0,0.0,6064.0,378635.7,4519.2,33725.3,44413.9,258526.3
6380,r040,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,176734.7,0.0,0.0,6027.0,105249.8,0.0,0.0,38112.3,27345.6
6380,r041,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,471854.8,0.0,0.0,0.0,258090.3,0.0,0.0,0.0,213764.5
6380,r042,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,33024.7,0.0,0.0,0.0,15295.7,4519.2,9733.6,0.0,3476.3
6380,r043,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,19066.4,0.0,0.0,0.0,0.0,0.0,19066.4,0.0,0.0
6380,r044,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,12139.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12139.9
6380,r045,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,13063.9,0.0,0.0,37.0,0.0,0.0,4925.2,6301.7,1800.0
6380,r046,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,115.2,0.0,0.0,0.0,0.0,0.0,0.0,115.2,0.0
6380,r047,All agencies -> Departments -> Department of the Treasury -> U.S. Mint,All agencies,Departments,Department of the Treasury,U.S. Mint,,4,115.2,0.0,0.0,0.0,0.0,0.0,0.0,115.2,0.0
6380,r048,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,49136.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49136.6
6380,r049,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,,
6380,r050,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,58423.4,0.0,0.0,21242.7,2452.2,0.0,697.6,528.5,33502.4
6380,r051,All agencies -> Other agencies -> Federal Communications Commission,All agencies,Other agencies,Federal Communications Commission,,,3,1050.0,0.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0
6380,r052,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,2085963.7,591635.9,688608.8,0.0,0.0,0.0,0.0,0.0,805718.9
6380,r053,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,329306.8,0.0,0.0,14136.4,955.0,21955.1,13737.1,612.6,277910.5
6380,r054,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,66399.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66399.3
6380,r055,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,6444.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6444.9
6380,r056,All agencies -> Other agencies -> U.S. Postal Service,All agencies,Other agencies,U.S. Postal Service,,,3,18234.2,0.0,0.0,0.0,0.0,10028.8,8205.4,0.0,0.0
