table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_aeronautical_engineering,field_astronautical_engineering,field_chemical_engineering,field_civil_engineering,field_electrical_engineering,field_mechanical_engineering,field_metallurgy_and_materials_engineering,field_other_engineering
6380,r001,All agencies,All agencies,,,,,1,10324132.3,1023122.7,901007.3,694144.3,459381.4,675279.7,407276.7,423415.0,5740505.1
6380,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,
6380,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,61953.6,0.0,0.0,50.0,0.0,0.0,0.0,0.0,61903.6
6380,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,5124.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5124.7
6380,r005,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,4757.8,0.0,0.0,50.0,0.0,0.0,0.0,0.0,4707.8
6380,r006,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,52071.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52071.1
6380,r007,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,238464.0,0.0,0.0,199.6,54482.8,101243.8,2727.3,42253.2,37557.3
6380,r008,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,221454.0,0.0,0.0,199.6,48885.8,89830.8,2727.3,42253.2,37557.3
6380,r009,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,9318.0,0.0,0.0,0.0,5597.0,3721.0,0.0,0.0,0.0
6380,r010,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,7692.0,0.0,0.0,0.0,0.0,7692.0,0.0,0.0,0.0
6380,r011,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,2236322.4,418234.1,212348.5,100937.7,15890.3,421998.3,311970.4,151355.2,603587.8
6380,r012,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,432621.5,52546.7,117.7,36073.5,0.0,89556.4,5445.8,29912.5,218968.8
6380,r013,All agencies -> Departments -> Department of Defense -> Defense Health Agency,All agencies,Departments,Department of Defense,Defense Health Agency,,4,2050.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050.3
6380,r014,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,625439.3,247085.0,191606.5,0.0,6575.0,136776.5,27491.9,230.0,15674.5
6380,r015,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,630480.1,80472.5,18009.1,58564.6,9315.3,43367.1,222231.4,50411.5,148108.7
6380,r016,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,460232.2,35844.8,0.0,0.0,0.0,124281.0,44629.1,67809.0,187668.3
6380,r017,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,85499.0,2285.2,2615.1,6299.7,0.0,28017.3,12172.2,2992.3,31117.3
6380,r018,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,3130609.7,0.0,50.0,531569.4,6965.3,92968.2,33961.6,174075.4,2291019.9
6380,r019,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,116395.2,0.0,0.0,47653.3,0.0,14536.8,25160.5,21034.2,8010.3
6380,r020,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,65313.5,0.0,0.0,0.0,0.0,65313.5,0.0,0.0,0.0
6380,r021,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,1248343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248343.0
6380,r022,All agencies -> Departments -> Department of Energy -> Fossil Energy,All agencies,Departments,Department of Energy,Fossil Energy,,4,481865.8,0.0,0.0,477992.2,3873.6,0.0,0.0,0.0,0.0
6380,r023,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration,All agencies,Departments,Department of Energy,National Nuclear Security Administration,,4,730710.7,0.0,50.0,108.0,0.0,262.5,0.0,128880.9,601409.3
6380,r024,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Defense Programs,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Defense Programs,5,715094.3,0.0,0.0,0.0,0.0,0.0,0.0,127533.3,587561.0
6380,r025,All agencies -> Departments -> Department of Energy -> National Nuclear Security Administration -> Office of Defense Nuclear Nonproliferation,All agencies,Departments,Department of Energy,National Nuclear Security Administration,Office of Defense Nuclear Nonproliferation,5,15616.4,0.0,50.0,108.0,0.0,262.5,0.0,1347.6,13848.3
6380,r026,All agencies -> Departments -> Department of Energy -> Nuclear Energy,All agencies,Departments,Department of Energy,Nuclear Energy,,4,392343.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392343.2
6380,r027,All agencies -> Departments -> Department of Energy -> Office of Science,All agencies,Departments,Department of Energy,Office of Science,,4,95638.2,0.0,0.0,5815.9,3091.7,12855.4,8801.1,24160.2,40914.0
6380,r028,All agencies -> Departments -> Department of Health and Human Services,All agencies,Departments,Department of Health and Human Services,,,3,1247656.7,0.0,0.0,0.0,0.0,0.0,200.0,10060.9,1237395.8
6380,r029,All agencies -> Departments -> Department of Health and Human Services -> Agency for Healthcare Research and Quality,All agencies,Departments,Department of Health and Human Services,Agency for Healthcare Research and Quality,,4,803.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,603.0
6380,r030,All agencies -> Departments -> Department of Health and Human Services -> National Institutes of Health,All agencies,Departments,Department of Health and Human Services,National Institutes of Health,,4,1246853.7,0.0,0.0,0.0,0.0,0.0,0.0,10060.9,1236792.8
6380,r031,All agencies -> Departments -> Department of Homeland Security,All agencies,Departments,Department of Homeland Security,,,3,55057.7,13252.6,0.0,19944.6,0.0,21516.3,344.3,0.0,0.0
6380,r032,All agencies -> Departments -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Departments,Department of Homeland Security,Science and Technology Directorate,,4,53935.4,13252.6,0.0,19944.6,0.0,20738.2,0.0,0.0,0.0
6380,r033,All agencies -> Departments -> Department of Homeland Security -> U.S. Coast Guard,All agencies,Departments,Department of Homeland Security,U.S. Coast Guard,,4,1122.4,0.0,0.0,0.0,0.0,778.1,344.3,0.0,0.0
6380,r034,All agencies -> Departments -> Department of the Interior,All agencies,Departments,Department of the Interior,,,3,11351.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11351.7
