table_id,row_id,field_citizenship_ethnicity_and_race_full_path,field_citizenship_ethnicity_and_race_level_1,field_citizenship_ethnicity_and_race_level_2,field_citizenship_ethnicity_and_race_level_3,field_citizenship_ethnicity_and_race_level_4,field_citizenship_ethnicity_and_race_level_5,field_citizenship_ethnicity_and_race_level_6,field_citizenship_ethnicity_and_race_level_7,field_citizenship_ethnicity_and_race_hierarchy_depth,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
3245,r101,All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,401,462,467,691,665,771,843,1106,1078,1201,1276
3245,r102,All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,21,20,49,52,94,109,119,163
3245,r103,All fields -> All S&E -> Science -> Mathematics and statistics -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,All S&E,Science,Mathematics and statistics,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,65,52,86,178,75,76,78,83,82,52,101
3245,r104,All fields -> All S&E -> Science -> Mathematics and statistics -> Temporary resident,All fields,All S&E,Science,Mathematics and statistics,Temporary resident,,,5,45,42,61,75,86,69,95,95,155,211,260
3245,r105,All fields -> All S&E -> Science -> Physical sciences,All fields,All S&E,Science,Physical sciences,,,,4,1909,2101,2304,3068,3567,3992,4399,4909,5390,5699,6578
3245,r106,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,,,5,1777,1935,2138,2810,3280,3738,4093,4533,5026,5253,6103
3245,r107,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,219,261,328,401,598,674,855,1057,1263,1328,1747
3245,r108,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,1558,1674,1810,2409,2682,3064,3238,3476,3763,3925,4356
3245,r109,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,37,37,37,47,41,50,49,58,44,43,56
3245,r110,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,373,461,507,577,699,710,752,917
3245,r111,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,273,282,284,na,na,na,na,na,na,na,na
3245,r112,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,101,116,126,362,393,422,422,402,465,515,576
3245,r113,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,21,12,17,20,18,24,18,16
3245,r114,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,1015,1081,1205,1347,1508,1724,1832,1930,2078,2191,2315
3245,r115,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,43,67,112,135,172,199,204,247
3245,r116,All fields -> All S&E -> Science -> Physical sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,All S&E,Science,Physical sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,132,158,158,216,200,232,203,197,243,202,229
3245,r117,All fields -> All S&E -> Science -> Physical sciences -> Temporary resident,All fields,All S&E,Science,Physical sciences,Temporary resident,,,5,132,166,166,258,287,254,306,376,364,446,475
3245,r118,All fields -> All S&E -> Science -> Psychology,All fields,All S&E,Science,Psychology,,,,4,2412,3949,6582,3866,4713,6118,7529,8736,10602,11282,12488
3245,r119,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,,,5,2382,3897,6501,3810,4676,6056,7449,8621,10500,11158,12326
3245,r120,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,492,678,942,944,1364,1930,2648,3379,4534,4968,5779
3245,r121,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,1890,3219,5559,2866,3312,4126,4801,5242,5966,6190,6547
3245,r122,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,67,71,95,81,88,85,103,124,126,114,103
3245,r123,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,174,243,364,480,562,715,824,884
3245,r124,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,113,159,227,na,na,na,na,na,na,na,na
3245,r125,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,214,370,730,314,416,457,587,698,831,842,898
3245,r126,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,18,19,31,23,20,41,46,28
3245,r127,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,1355,2165,3493,2003,2173,2681,3119,3236,3586,3672,3824
3245,r128,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,53,85,169,226,333,371,436,481
3245,r129,All fields -> All S&E -> Science -> Psychology -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,All S&E,Science,Psychology,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,141,454,1014,223,288,339,263,269,296,256,329
3245,r130,All fields -> All S&E -> Science -> Psychology -> Temporary resident,All fields,All S&E,Science,Psychology,Temporary resident,,,5,30,52,81,56,37,62,80,115,102,124,162
3245,r131,All fields -> All S&E -> Science -> Social sciences,All fields,All S&E,Science,Social sciences,,,,4,9052,10470,12163,21100,23592,24274,24547,24920,25599,26319,27723
3245,r132,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,,,5,8889,10290,11941,20805,23240,23892,24189,24530,25096,25801,27048
3245,r133,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,1825,2213,2621,3520,4428,5228,6114,6774,7951,9027,10056
3245,r134,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,7064,8077,9320,17285,18812,18664,18075,17756,17145,16774,16992
3245,r135,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,300,285,262,419,386,384,375,380,324,325,342
3245,r136,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,1122,1221,1502,1420,1632,1818,1866,1982
3245,r137,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,689,802,955,na,na,na,na,na,na,na,na
3245,r138,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,1116,1391,1700,3027,3294,3334,3440,3449,3381,3410,3586
3245,r139,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,221,209,214,133,160,134,133,154
3245,r140,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,4418,4793,5376,9627,10205,10682,10412,10033,9307,9278,9104
3245,r141,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,227,409,657,777,859,1162,1045,1134
3245,r142,All fields -> All S&E -> Science -> Social sciences -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,All S&E,Science,Social sciences,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,541,806,1027,2642,3088,1891,1518,1243,1019,717,690
3245,r143,All fields -> All S&E -> Science -> Social sciences -> Temporary resident,All fields,All S&E,Science,Social sciences,Temporary resident,,,5,163,180,222,295,352,382,358,390,503,518,675
3245,r144,All fields -> All S&E -> Engineering,All fields,All S&E,Engineering,,,,,3,2403,2329,2665,2994,3537,3871,4409,5004,5414,6048,6526
3245,r145,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident,All fields,All S&E,Engineering,U.S. citizen and permanent resident,,,,4,2314,2180,2514,2810,3298,3697,4213,4776,5177,5693,6098
3245,r146,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,350,326,348,409,453,579,709,815,974,1168,1266
3245,r147,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,,,5,1964,1854,2166,2401,2845,3118,3504,3961,4203,4525,4832
3245,r148,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,6,29,20,21,42,29,45,38,36,33,50,38
3245,r149,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,6,na,na,na,199,272,291,357,405,448,562,611
3245,r150,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,140,177,216,na,na,na,na,na,na,na,na
3245,r151,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,6,227,169,165,183,236,244,308,322,408,395,460
3245,r152,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,21,23,20,21,16,17,12,20
3245,r153,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,6,1453,1384,1621,1797,2068,2266,2507,2862,2914,3134,3263
3245,r154,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,25,26,58,90,101,149,148,186
3245,r155,All fields -> All S&E -> Engineering -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,All S&E,Engineering,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,6,115,104,143,134,191,194,183,219,234,224,254
3245,r156,All fields -> All S&E -> Engineering -> Temporary resident,All fields,All S&E,Engineering,Temporary resident,,,,4,89,149,151,184,239,174,196,228,237,355,428
3245,r157,All fields -> Non-S&E,All fields,Non-S&E,,,,,,2,706432,738995,794170,873942,941751,929413,924547,933598,929028,921924,921765
3245,r158,All fields -> Non-S&E -> U.S. citizen and permanent resident,All fields,Non-S&E,U.S. citizen and permanent resident,,,,,3,692941,724927,779310,858831,926243,914128,909149,917550,911795,903586,901947
3245,r159,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,,4,83523,89230,101644,113367,136254,141545,149383,162110,175251,185651,198216
3245,r160,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,,,,4,609418,635697,677666,745464,789989,772583,759766,755440,736544,717935,703731
3245,r161,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,,5,7386,7400,8680,8400,8884,8834,8663,8440,8134,7993,7984
3245,r162,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,,5,na,na,na,34520,37214,37806,38704,39949,41784,43464,45706
3245,r163,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,,5,33877,35305,37766,na,na,na,na,na,na,na,na
3245,r164,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,,5,83010,87843,97687,109612,121154,117206,116168,120070,118714,115541,111175
3245,r165,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,,5,na,na,na,4253,3915,3889,3898,3668,3518,3483,3475
3245,r166,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,,5,438737,456296,478374,519063,542813,536156,523991,517664,501777,489172,475420
3245,r167,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,,5,na,na,na,9761,12616,16478,19277,21741,24645,25460,28404
3245,r168,All fields -> Non-S&E -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,,5,46408,48853,55159,59855,63393,52214,49065,43908,37972,32822,31567
3245,r169,All fields -> Non-S&E -> Temporary resident,All fields,Non-S&E,Temporary resident,,,,,3,13491,14068,14860,15111,15508,15285,15398,16048,17233,18338,19818
3245,r170,All fields -> Non-S&E -> S&E technologies,All fields,Non-S&E,S&E technologies,,,,,3,106183,111172,124476,148636,165632,156573,148966,144098,136580,132581,126409
3245,r171,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,,,,4,105255,110297,123446,147677,164612,155529,148010,143213,135601,131456,125343
3245,r172,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,5,12015,12870,14593,16699,21206,21059,20979,21482,21544,22058,22792
3245,r173,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,,,5,93240,97427,108853,130978,143406,134470,127031,121731,114057,109398,102551
3245,r174,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,,6,1077,1162,1154,1288,1435,1472,1337,1302,1243,1154,1082
3245,r175,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian,,6,na,na,na,4798,5645,5446,5515,5385,5221,5347,5372
3245,r176,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,,6,4656,4932,5301,na,na,na,na,na,na,na,na
3245,r177,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,,6,13748,14244,16908,20451,22629,21235,19018,19724,18309,17706,15453
3245,r178,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,6,na,na,na,576,539,569,534,483,497,474,430
3245,r179,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,White,,6,69002,71362,77730,90822,96719,92913,87297,84261,79674,76938,72625
3245,r180,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,,6,na,na,na,1412,1926,2479,2617,2791,3181,3131,3227
3245,r181,All fields -> Non-S&E -> S&E technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,S&E technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,,6,4757,5727,7760,11631,14513,10356,10713,7785,5932,4648,4362
3245,r182,All fields -> Non-S&E -> S&E technologies -> Temporary resident,All fields,Non-S&E,S&E technologies,Temporary resident,,,,4,928,875,1030,959,1020,1044,956,885,979,1125,1066
3245,r183,All fields -> Non-S&E -> S&E technologies -> Science technologies,All fields,Non-S&E,S&E technologies,Science technologies,,,,4,1448,1474,1818,1981,2230,2357,2465,2592,3033,3447,3476
3245,r184,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,,,5,1419,1447,1775,1946,2186,2308,2422,2556,2991,3401,3440
3245,r185,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,162,160,218,235,291,350,356,451,604,740,790
3245,r186,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,1257,1287,1557,1711,1895,1958,2066,2105,2387,2661,2650
3245,r187,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,13,13,5,14,17,18,14,13,22,25,23
3245,r188,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,87,121,113,131,169,197,221,215
3245,r189,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian or Pacific Islander<sup>b</sup>,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian or Pacific Islander<sup>b</sup>,7,85,79,86,na,na,na,na,na,na,na,na
3245,r190,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Black or African American,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Black or African American,7,160,175,217,222,247,249,266,276,355,400,407
3245,r191,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,7,na,na,na,8,11,6,5,7,12,6,7
3245,r192,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> White,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,White,7,933,960,1175,1288,1400,1435,1497,1492,1650,1830,1801
3245,r193,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> More than one race<sup>c</sup>,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,More than one race<sup>c</sup>,7,na,na,na,17,30,64,78,63,79,95,109
3245,r194,All fields -> Non-S&E -> S&E technologies -> Science technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Other or unknown race and ethnicity,All fields,Non-S&E,S&E technologies,Science technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Other or unknown race and ethnicity,7,66,60,74,75,69,73,75,85,72,84,88
3245,r195,All fields -> Non-S&E -> S&E technologies -> Science technologies -> Temporary resident,All fields,Non-S&E,S&E technologies,Science technologies,Temporary resident,,,5,29,27,43,35,44,49,43,36,42,46,36
3245,r196,All fields -> Non-S&E -> S&E technologies -> Engineering technologies,All fields,Non-S&E,S&E technologies,Engineering technologies,,,,4,31643,33243,34553,38222,40630,37475,34638,34764,31704,31561,31438
3245,r197,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,,,5,31315,32966,34210,37934,40366,37157,34327,34452,31289,31067,31018
3245,r198,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,6,3841,3944,4420,4488,5152,4850,4514,4676,4360,4435,4728
3245,r199,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,,6,27474,29022,29790,33446,35214,32307,29813,29776,26929,26632,26290
3245,r200,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> American Indian or Alaska Native,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,American Indian or Alaska Native,7,315,355,340,399,377,424,363,388,320,298,307
3245,r201,All fields -> Non-S&E -> S&E technologies -> Engineering technologies -> U.S. citizen and permanent resident -> Not Hispanic or Latino -> Asian ,All fields,Non-S&E,S&E technologies,Engineering technologies,U.S. citizen and permanent resident,Not Hispanic or Latino,Asian ,7,na,na,na,1007,994,1023,966,1040,884,900,1030
