table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1987,r001,World,World,,,,1,388907,428459,485381,515152,543709,635308,697638,660662,792254,897184,888422,920914,932157,901915,888488,914635,1026461
1987,r002,World -> North America,World,North America,,,2,127273,126433,133914,140534,147504,157321,165350,164605,196523,202805,210148,219119,216708,210467,215544,215725,241121
1987,r003,World -> North America -> Canada,World,North America,Canada,,3,6612,7194,7826,7879,7841,8456,8507,8129,10630,13437,13321,13671,11944,11803,9111,9166,10342
1987,r004,World -> North America -> Mexico,World,North America,Mexico,,3,9826,8684,10279,10598,13401,13814,15351,12105,14156,14664,16751,17762,14683,13299,12062,12870,13982
1987,r005,World -> North America -> United States,World,North America,United States,,3,110835,110555,115810,122057,126263,135052,141492,144371,171738,174703,180075,187686,190081,185365,194371,193689,216797
1987,r006,World -> Central and South America,World,Central and South America,,,2,16165,18786,22998,26742,29752,37712,47002,42475,51553,57813,56334,55146,50549,46887,40847,44907,44317
1987,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1705,2431,3106,3847,4552,5505,7378,7528,9247,9714,9677,9091,5874,5504,5313,6135,5280
1987,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,53,55,58,62,66,69,102,120,122,134,141,155,166,175,195,205,230
1987,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,9790,11488,14181,15734,17755,23395,28608,22795,30775,36027,33048,32047,31702,25884,25938,27819,26840
1987,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,618,832,997,1615,1292,1413,1310,1647,2190,2034,2029,2465,2151,2360,2239,2284,2579
1987,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,1562,1661,1930,2189,2359,2747,3281,3432,3819,3843,4280,4318,4274,3635,3335,3606,3811
1987,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,185,193,191,189,212,242,261,229,278,313,335,337,320,325,330,342,372
1987,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,287,233,200,304,294,428,447,472,533,313,415,411,450,436,449,428,466
1987,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,113,115,100,122,120,130,150,149,139,179,201,198,204,202,208,221,242
1987,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,28,28,29,31,32,44,50,56,56,58,83,93,96,105,108,113,128
1987,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,534,566,650,754,829,996,1213,1210,1381,1501,1717,1824,1760,1680,1509,1608,1800
1987,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,105,99,108,122,142,153,232,183,235,281,324,348,380,369,360,344,332
1987,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,1184,1087,1446,1774,2100,2589,3969,4654,2778,3416,4085,3859,3173,6212,863,1801,2237
1987,r020,World -> Europe,World,Europe,,,2,112233,132389,149312,157659,164091,188838,206708,164487,179240,199823,183779,189373,198815,186182,176973,173794,196074
1987,r021,World -> Europe -> EU,World,Europe,EU,,3,103846,121707,135398,141225,145089,166368,171626,144781,155664,169332,157175,163255,172934,167825,159442,155143,174050
1987,r022,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,1473,1817,2002,2026,2428,2817,2925,2661,2575,2968,2376,2877,3206,3095,3101,3002,3376
1987,r023,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,6852,7902,8931,9345,9208,10123,10151,9447,9833,10616,9768,10120,10799,10172,9814,10293,11672
1987,r024,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,139,170,197,223,230,269,181,209,254,408,289,287,284,323,354,441,479
1987,r025,World -> Europe -> EU -> Czechia,World,Europe,EU,Czechia,4,738,909,1076,1252,1261,1487,1741,1187,1474,1687,1600,1495,1885,1630,1479,1651,1934
1987,r026,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,1103,1381,1509,1581,1567,1654,2014,2061,2141,2135,2494,2491,2480,2291,2152,1995,2303
1987,r027,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,1363,1619,2041,1992,2031,2546,2640,2147,2241,2813,2084,2386,2355,2243,2259,2271,2611
1987,r028,World -> Europe -> EU -> France,World,Europe,EU,France,4,11692,13921,15677,16514,16585,19358,21401,19697,18515,21122,19657,22512,23197,20091,19796,19211,21305
1987,r029,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,34095,39445,44008,44215,44861,52015,55702,48036,54280,57507,51914,53950,56775,52120,49844,48931,54102
1987,r030,World -> Europe -> EU -> Greece,World,Europe,EU,Greece,4,473,681,727,741,881,932,1059,858,843,784,944,1192,1250,1144,1157,1105,1370
1987,r031,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,522,589,713,707,824,1124,1078,598,663,780,818,962,1242,1405,1404,1397,1623
1987,r032,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,813,795,1087,929,899,2509,2281,2449,2162,5030,6677,5050,4283,11526,7931,6598,7603
1987,r033,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,9333,10510,11891,11879,12156,13941,13778,11931,13103,13463,12310,13050,16419,12075,12558,12255,13819
1987,r034,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,7333,9055,10971,11381,12610,14408,14515,10336,10983,12462,11222,10781,10366,10433,11147,10929,12423
1987,r035,World -> Europe -> EU -> Poland,World,Europe,EU,Poland,4,1608,1782,2222,2643,3025,3280,3868,2955,3664,4480,4240,4064,4443,4491,3731,3830,4433
1987,r036,World -> Europe -> EU -> Portugal,World,Europe,EU,Portugal,4,666,811,958,958,953,1166,1083,948,1067,1132,863,941,935,975,1063,1065,1171
1987,r037,World -> Europe -> EU -> Romania,World,Europe,EU,Romania,4,185,185,227,302,445,619,800,668,692,1038,636,713,628,563,563,667,776
1987,r038,World -> Europe -> EU -> Slovakia,World,Europe,EU,Slovakia,4,285,282,305,360,455,540,662,522,549,677,551,518,530,601,525,521,598
1987,r039,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,7125,8604,10152,10726,11475,12959,14435,12715,13523,15122,12789,12636,13392,12320,11863,11941,13418
