table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_level_4,_b_field_b_level_5,_b_field_b_hierarchy_depth,field_2018_all_units_with_students,field_2018_units_with_master_s_students,field_2018_units_with_doctoral_students,field_2019_all_units_with_students,field_2019_units_with_master_s_students,field_2019_units_with_doctoral_students,field_2020_all_units_with_students,field_2020_units_with_master_s_students,field_2020_units_with_doctoral_students
6014,r015,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Ecology and population biology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Ecology and population biology,,4,109,71,79,107,67,79,108,74,78
6014,r016,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Epidemiology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Epidemiology,,4,70,50,57,85,58,65,86,61,63
6014,r017,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Genetics,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Genetics,,4,102,51,77,98,48,73,93,49,71
6014,r018,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Microbiological sciences and immunology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Microbiological sciences and immunology,,4,177,79,148,174,79,146,172,82,143
6014,r019,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Molecular biology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Molecular biology,,4,53,21,38,53,20,40,54,20,41
6014,r020,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Neurobiology and neuroscience,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Neurobiology and neuroscience,,4,169,35,156,178,44,160,169,42,153
6014,r021,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Nutrition science,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Nutrition science,,4,103,94,54,101,92,53,103,87,56
6014,r022,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Pathology and experimental pathology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Pathology and experimental pathology,,4,48,15,44,44,14,39,43,12,37
6014,r023,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Pharmacology and toxicology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Pharmacology and toxicology,,4,133,60,117,130,63,114,135,56,117
6014,r024,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Physiology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Physiology,,4,176,90,131,179,97,132,192,107,137
6014,r025,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Zoology and animal biology,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Zoology and animal biology,,4,77,63,66,75,62,65,72,59,64
6014,r026,All surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences<sup>c</sup> -> Biological and biomedical sciences nec,All surveyed fields<sup>a</sup>,Science,Biological and biomedical sciences<sup>c</sup>,Biological and biomedical sciences nec,,4,116,59,71,104,48,70,97,44,64
6014,r027,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,,,3,858,785,267,905,833,266,976,899,275
6014,r028,"All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Artificial intelligence, informatics, and computer and information science topics ",All surveyed fields<sup>a</sup>,Science,Computer and information sciences,"Artificial intelligence, informatics, and computer and information science topics ",,4,na,na,na,na,na,na,78,69,18
6014,r029,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information sciences,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information sciences,,4,331,292,110,350,311,108,209,180,81
6014,r030,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information systems security ,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information systems security ,,4,na,na,na,na,na,na,123,121,6
6014,r031,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer science,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer science,,4,261,243,112,264,248,111,268,252,116
6014,r032,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Information science and studies,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Information science and studies,,4,na,na,na,na,na,na,129,118,31
6014,r033,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Information technology,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Information technology,,4,na,na,na,na,na,na,84,81,10
6014,r034,All surveyed fields<sup>a</sup> -> Science -> Computer and information sciences -> Computer and information sciences nec ,All surveyed fields<sup>a</sup>,Science,Computer and information sciences,Computer and information sciences nec ,,4,266,250,45,291,274,47,85,78,13
6014,r035,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,3,401,344,265,390,335,265,396,338,267
6014,r036,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,,4,53,43,43,49,39,43,51,43,43
6014,r037,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,,4,271,233,170,264,228,169,260,225,166
6014,r038,"All surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All surveyed fields<sup>a</sup>,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,,4,77,68,52,77,68,53,85,70,58
6014,r039,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,,,3,641,554,323,659,571,326,710,614,331
6014,r040,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Applied mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Applied mathematics,,4,na,na,na,na,na,na,200,162,79
6014,r041,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Mathematics,,4,na,na,na,na,na,na,318,278,163
6014,r042,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Mathematics and applied mathematics,,4,467,398,234,476,406,237,na,na,na
6014,r043,All surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics -> Statistics,All surveyed fields<sup>a</sup>,Science,Mathematics and statistics,Statistics,,4,174,156,89,183,165,89,192,174,89
6014,r044,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup>,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,,,3,299,233,112,300,232,113,354,279,124
6014,r045,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Biological and physical sciences,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Biological and physical sciences,,4,na,na,na,na,na,na,37,31,15
6014,r046,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Computational science,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Computational science,,4,na,na,na,na,na,na,47,37,15
6014,r047,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Data science and data analytics,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Data science and data analytics,,4,NA,NA,NA,NA,NA,NA,35,34,2
6014,r048,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> International and global studies,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,International and global studies,,4,na,na,na,na,na,na,30,27,7
6014,r049,All surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies<sup>c</sup> -> Multidisciplinary and interdisciplinary studies nec,All surveyed fields<sup>a</sup>,Science,Multidisciplinary and interdisciplinary studies<sup>c</sup>,Multidisciplinary and interdisciplinary studies nec,,4,na,na,na,na,na,na,205,150,85
6014,r050,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,,,3,356,312,146,356,312,148,354,302,152
6014,r051,All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Environmental science and studies,All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,Environmental science and studies,,4,202,173,64,199,171,66,199,163,70
6014,r052,"All surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All surveyed fields<sup>a</sup>,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",,4,154,139,82,157,141,82,155,139,82
6014,r053,All surveyed fields<sup>a</sup> -> Science -> Physical sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,,,3,782,560,549,786,575,554,783,572,545
6014,r054,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Astronomy and astrophysics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Astronomy and astrophysics,,4,60,15,54,63,17,57,58,15,51
6014,r055,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Chemistry,All surveyed fields<sup>a</sup>,Science,Physical sciences,Chemistry,,4,360,290,231,357,284,229,354,284,224
6014,r056,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Materials sciences,All surveyed fields<sup>a</sup>,Science,Physical sciences,Materials sciences,,4,47,30,38,51,36,40,59,37,47
6014,r057,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physics,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physics,,4,287,205,213,288,219,216,284,215,210
6014,r058,All surveyed fields<sup>a</sup> -> Science -> Physical sciences -> Physical sciences nec,All surveyed fields<sup>a</sup>,Science,Physical sciences,Physical sciences nec,,4,28,20,13,27,19,12,28,21,13
6014,r059,All surveyed fields<sup>a</sup> -> Science -> Psychology,All surveyed fields<sup>a</sup>,Science,Psychology,,,3,1022,716,466,1029,735,465,1143,827,503
6014,r060,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Applied psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Applied psychology,,4,na,na,na,na,na,na,391,330,141
6014,r061,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Clinical psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Clinical psychology,,4,129,68,71,128,63,76,126,65,71
6014,r062,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Counseling psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Counseling psychology,,4,na,na,na,na,na,na,130,97,44
6014,r063,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Counseling and applied psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Counseling and applied psychology,,4,482,375,192,491,397,179,na,na,na
6014,r064,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Human development<sup>d</sup>,All surveyed fields<sup>a</sup>,Science,Psychology,Human development<sup>d</sup>,,4,na,na,na,na,na,na,71,63,27
6014,r065,"All surveyed fields<sup>a</sup> -> Science -> Psychology -> Psychology, general",All surveyed fields<sup>a</sup>,Science,Psychology,"Psychology, general",,4,299,222,127,287,215,125,274,204,117
6014,r066,All surveyed fields<sup>a</sup> -> Science -> Psychology -> Research and experimental psychology,All surveyed fields<sup>a</sup>,Science,Psychology,Research and experimental psychology,,4,112,51,76,123,60,85,151,68,103
6014,r067,All surveyed fields<sup>a</sup> -> Science -> Social sciences,All surveyed fields<sup>a</sup>,Science,Social sciences,,,3,2075,1668,963,2097,1677,978,2039,1643,938
6014,r068,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Agricultural and natural resource economics,All surveyed fields<sup>a</sup>,Science,Social sciences,Agricultural and natural resource economics,,4,50,42,28,46,38,25,42,36,20
6014,r069,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Anthropology,All surveyed fields<sup>a</sup>,Science,Social sciences,Anthropology,,4,175,132,105,175,127,106,173,134,103
6014,r070,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All surveyed fields<sup>a</sup>,Science,Social sciences,"Area, ethnic, cultural, gender, and group studies",,4,na,na,na,na,na,na,311,249,121
6014,r071,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminal justice and safety studies,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminal justice and safety studies,,4,103,100,21,110,107,22,112,108,21
6014,r072,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Criminology,All surveyed fields<sup>a</sup>,Science,Social sciences,Criminology,,4,na,na,na,na,na,na,42,39,14
6014,r073,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Economics (except agricultural and natural resource),All surveyed fields<sup>a</sup>,Science,Social sciences,Economics (except agricultural and natural resource),,4,263,202,149,267,209,152,268,211,146
6014,r074,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Geography and cartography,All surveyed fields<sup>a</sup>,Science,Social sciences,Geography and cartography,,4,166,159,68,166,159,67,169,162,69
6014,r075,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Human development<sup>d</sup>,All surveyed fields<sup>a</sup>,Science,Social sciences,Human development<sup>d</sup>,,4,65,55,27,67,59,26,na,na,na
6014,r076,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> International relations and national security studies,All surveyed fields<sup>a</sup>,Science,Social sciences,International relations and national security studies,,4,97,91,17,94,88,16,98,94,13
6014,r077,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Linguistics,All surveyed fields<sup>a</sup>,Science,Social sciences,Linguistics,,4,102,78,56,101,73,59,104,74,63
6014,r078,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Political science and government,All surveyed fields<sup>a</sup>,Science,Social sciences,Political science and government,,4,221,168,128,222,166,131,211,161,127
6014,r079,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Public policy analysis,All surveyed fields<sup>a</sup>,Science,Social sciences,Public policy analysis,,4,133,102,56,143,110,58,148,112,60
6014,r080,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Sociology,All surveyed fields<sup>a</sup>,Science,Social sciences,Sociology,,4,234,165,129,235,162,130,230,162,127
6014,r081,All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Urban studies and affairs ,All surveyed fields<sup>a</sup>,Science,Social sciences,Urban studies and affairs ,,4,na,na,na,na,na,na,37,30,14
6014,r082,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",,4,na,na,na,na,na,na,94,71,40
6014,r083,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup> -> History and philosophy of science<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",History and philosophy of science<sup>e</sup>,5,15,9,14,15,8,14,na,na,na
6014,r084,"All surveyed fields<sup>a</sup> -> Science -> Social sciences -> Social sciences, other<sup>e</sup> -> Social sciences nec<sup>e</sup>",All surveyed fields<sup>a</sup>,Science,Social sciences,"Social sciences, other<sup>e</sup>",Social sciences nec<sup>e</sup>,5,451,365,165,456,371,172,na,na,na
6014,r085,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup>,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,,,,2,2246,2016,1338,2272,2051,1354,2459,2188,1416
6014,r086,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Aerospace, aeronautical, and astronautical engineering",,,3,63,62,48,64,62,49,69,65,51
6014,r087,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",,,3,na,na,na,na,na,na,220,186,155
6014,r088,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup> -> Bioengineering and biomedical engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",Bioengineering and biomedical engineering<sup>e</sup>,,4,192,166,138,193,168,140,na,na,na
6014,r089,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Biological, biomedical, and biosystems engineering<sup>e</sup> -> Biological and biosystems engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Biological, biomedical, and biosystems engineering<sup>e</sup>",Biological and biosystems engineering<sup>e</sup>,,4,14,8,13,15,10,14,na,na,na
6014,r090,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",,,3,189,168,143,185,169,143,189,169,144
6014,r091,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Chemical engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Chemical engineering,,4,164,145,128,159,145,128,163,145,128
6014,r092,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Chemical, petroleum, and chemical-related engineering -> Petroleum engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Chemical, petroleum, and chemical-related engineering",Petroleum engineering,,4,25,23,15,26,24,15,26,24,16
6014,r093,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",,,3,326,302,187,330,308,185,379,350,203
6014,r094,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Civil engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields",Civil engineering,,4,326,302,187,330,308,185,249,233,151
6014,r095,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Civil, environmental, transportation and related engineering fields -> Architectural, environmental, construction and surveying engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Civil, environmental, transportation and related engineering fields","Architectural, environmental, construction and surveying engineering",,4,na,na,na,na,na,na,130,117,52
6014,r096,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",,,3,417,392,221,421,395,225,466,434,242
6014,r097,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Electrical, electronics, and communications engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering","Electrical, electronics, and communications engineering",,4,417,392,221,421,395,225,287,265,172
6014,r098,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Electrical, electronics, communications and computer engineering -> Computer engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Electrical, electronics, communications and computer engineering",Computer engineering,,4,na,na,na,na,na,na,179,169,70
6014,r099,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",,,3,213,194,101,223,204,102,243,222,110
6014,r100,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Industrial and manufacturing engineering",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Industrial and manufacturing engineering,,4,213,194,101,223,204,102,134,129,61
6014,r101,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Industrial, manufacturing, systems engineering and operations research -> Systems engineering and operations research",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Industrial, manufacturing, systems engineering and operations research",Systems engineering and operations research,,4,na,na,na,na,na,na,109,93,49
6014,r102,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Mechanical engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Mechanical engineering,,,3,261,250,166,263,253,164,284,263,169
6014,r103,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",,,3,148,125,105,144,130,105,152,133,109
6014,r104,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup> -> Metallurgical and materials engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",Metallurgical and materials engineering<sup>e</sup>,,4,120,99,90,119,106,90,na,na,na
6014,r105,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Metallurgical, mining, materials and related engineering fields<sup>e</sup> -> Mining engineering<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,"Metallurgical, mining, materials and related engineering fields<sup>e</sup>",Mining engineering<sup>e</sup>,,4,28,26,15,25,24,15,na,na,na
6014,r106,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,,,3,423,349,216,434,352,227,457,366,233
6014,r107,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Agricultural engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Agricultural engineering,,4,30,29,25,33,31,26,32,29,27
6014,r108,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering mechanics, physics, and science",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering mechanics, physics, and science",,4,59,44,42,65,47,43,72,51,45
6014,r109,All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Nuclear engineering,All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,Nuclear engineering,,4,34,31,29,31,30,29,33,31,30
6014,r110,"All surveyed fields<sup>a</sup> -> Engineering<sup>f</sup> -> Other engineering -> Engineering, other<sup>e</sup>",All surveyed fields<sup>a</sup>,Engineering<sup>f</sup>,Other engineering,"Engineering, other<sup>e</sup>",,4,na,na,na,na,na,na,320,255,131
