table_id,row_id,level_and_field_of_highest_degree_full_path,level_and_field_of_highest_degree_level_1,level_and_field_of_highest_degree_level_2,level_and_field_of_highest_degree_level_3,level_and_field_of_highest_degree_level_4,level_and_field_of_highest_degree_level_5,level_and_field_of_highest_degree_hierarchy_depth,field_total,field_s_e_occupations_total,field_s_e_occupations_biological_agricultural_and_other_life_scientists,field_s_e_occupations_computer_and_mathematical_scientists,field_s_e_occupations_physical_and_related_scientists,field_s_e_occupations_social_and_related_scientists,field_s_e_occupations_engineers,field_s_e_related_occupations,field_non_s_e_occupations
5293,r018,All degrees -> S&E fields -> Social and related sciences -> Psychology,All degrees,S&E fields,Social and related sciences,Psychology,,4,2221000,341000,5000,73000,,257000,6000,180000,1700000
5293,r019,All degrees -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,S&E fields,Social and related sciences,Sociology and anthropology,,4,829000,102000,5000,35000,1000,60000,S,57000,669000
5293,r020,All degrees -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,S&E fields,Social and related sciences,Other social sciences,,4,598000,74000,4000,39000,6000,21000,4000,55000,468000
5293,r021,All degrees -> S&E fields -> Engineering,All degrees,S&E fields,Engineering,,,3,3725000,2159000,22000,628000,28000,5000,1477000,562000,1004000
5293,r022,"All degrees -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,4,142000,81000,,16000,S,,64000,13000,48000
5293,r023,All degrees -> S&E fields -> Engineering -> Chemical engineering,All degrees,S&E fields,Engineering,Chemical engineering,,4,246000,138000,5000,21000,6000,,107000,35000,72000
5293,r024,All degrees -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,S&E fields,Engineering,Civil and architectural engineering,,4,544000,284000,0.05,13000,1000,,269000,89000,172000
5293,r025,All degrees -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,S&E fields,Engineering,Electrical and computer engineering,,4,1289000,849000,S,459000,3000,1000,385000,204000,236000
5293,r026,All degrees -> S&E fields -> Engineering -> Industrial engineering,All degrees,S&E fields,Engineering,Industrial engineering,,4,214000,86000,,27000,,,59000,35000,93000
5293,r027,All degrees -> S&E fields -> Engineering -> Mechanical engineering,All degrees,S&E fields,Engineering,Mechanical engineering,,4,739000,452000,,51000,2000,,396000,99000,188000
5293,r028,All degrees -> S&E fields -> Engineering -> Other engineering,All degrees,S&E fields,Engineering,Other engineering,,4,552000,269000,14000,42000,14000,S,197000,88000,195000
5293,r029,All degrees -> S&E-related fields,All degrees,S&E-related fields,,,,2,7429000,428000,77000,186000,S,44000,103000,5309000,1692000
5293,r030,All degrees -> S&E-related fields -> Health,All degrees,S&E-related fields,Health,,,3,5979000,164000,72000,43000,S,25000,10000,4731000,1084000
5293,r031,All degrees -> S&E-related fields -> Science and mathematics teacher education,All degrees,S&E-related fields,Science and mathematics teacher education,,,3,469000,29000,2000,21000,2000,S,1000,239000,201000
5293,r032,All degrees -> S&E-related fields -> Technology and technical fields,All degrees,S&E-related fields,Technology and technical fields,,,3,479000,186000,2000,99000,0.05,,81000,115000,179000
5293,r033,All degrees -> S&E-related fields -> Other S&E-related fields,All degrees,S&E-related fields,Other S&E-related fields,,,3,501000,49000,,22000,S,14000,11000,224000,228000
5293,r034,All degrees -> Non-S&E fields,All degrees,Non-S&E fields,,,,2,27734000,1330000,43000,946000,18000,142000,180000,1453000,24951000
5293,r035,All degrees -> Non-S&E fields -> Management and administration fields,All degrees,Non-S&E fields,Management and administration fields,,,3,9499000,666000,15000,498000,4000,23000,125000,442000,8391000
5293,r036,"All degrees -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Non-S&E fields,"Education, except science and math teacher education",,,3,5285000,76000,4000,49000,S,15000,7000,444000,4764000
5293,r037,All degrees -> Non-S&E fields -> Social service and related fields,All degrees,Non-S&E fields,Social service and related fields,,,3,1413000,77000,,34000,,39000,3000,53000,1283000
5293,r038,All degrees -> Non-S&E fields -> Sales and marketing fields,All degrees,Non-S&E fields,Sales and marketing fields,,,3,1299000,53000,,41000,,S,9000,S,1213000
5293,r039,All degrees -> Non-S&E fields -> Art and humanities fields,All degrees,Non-S&E fields,Art and humanities fields,,,3,4487000,224000,S,186000,2000,S,13000,237000,4026000
5293,r040,All degrees -> Non-S&E fields -> Other non-S&E fields,All degrees,Non-S&E fields,Other non-S&E fields,,,3,5750000,233000,19000,138000,11000,42000,23000,245000,5272000
5293,r041,All degrees -> Bachelor's,All degrees,Bachelor's,,,,2,31373000,4176000,277000,2403000,189000,147000,1158000,4794000,22403000
5293,r042,All degrees -> Bachelor's -> S&E fields,All degrees,Bachelor's,S&E fields,,,3,10731000,3251000,241000,1705000,183000,104000,1018000,1504000,5976000
5293,r043,"All degrees -> Bachelor's -> S&E fields -> Biological, agricultural, and environmental life sciences",All degrees,Bachelor's,S&E fields,"Biological, agricultural, and environmental life sciences",,4,1688000,344000,201000,65000,61000,7000,10000,486000,858000
5293,r044,"All degrees -> Bachelor's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All degrees,Bachelor's,S&E fields,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,5,207000,31000,20000,4000,4000,,0.05,21000,155000
5293,r045,"All degrees -> Bachelor's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Biological sciences",All degrees,Bachelor's,S&E fields,"Biological, agricultural, and environmental life sciences",Biological sciences,5,1254000,266000,160000,51000,44000,4000,7000,430000,557000
5293,r046,"All degrees -> Bachelor's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All degrees,Bachelor's,S&E fields,"Biological, agricultural, and environmental life sciences",Environmental life sciences,5,228000,47000,20000,9000,13000,S,S,35000,146000
5293,r047,All degrees -> Bachelor's -> S&E fields -> Computer and mathematical sciences,All degrees,Bachelor's,S&E fields,Computer and mathematical sciences,,4,1896000,1032000,S,983000,S,4000,41000,250000,614000
5293,r048,All degrees -> Bachelor's -> S&E fields -> Computer and mathematical sciences -> Computer and information sciences,All degrees,Bachelor's,S&E fields,Computer and mathematical sciences,Computer and information sciences,5,1478000,915000,,882000,,S,30000,156000,407000
5293,r049,All degrees -> Bachelor's -> S&E fields -> Computer and mathematical sciences -> Mathematics and statistics,All degrees,Bachelor's,S&E fields,Computer and mathematical sciences,Mathematics and statistics,5,418000,117000,,101000,S,S,11000,94000,207000
5293,r050,All degrees -> Bachelor's -> S&E fields -> Physical and related sciences,All degrees,Bachelor's,S&E fields,Physical and related sciences,,4,520000,194000,22000,43000,106000,0.05,23000,117000,209000
5293,r051,"All degrees -> Bachelor's -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Bachelor's,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,257000,91000,18000,16000,50000,,7000,79000,87000
5293,r052,"All degrees -> Bachelor's -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Bachelor's,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,163000,59000,S,12000,41000,,5000,19000,84000
5293,r053,All degrees -> Bachelor's -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Bachelor's,S&E fields,Physical and related sciences,Physics and astronomy,5,85000,40000,3000,14000,13000,,10000,17000,28000
5293,r054,All degrees -> Bachelor's -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Bachelor's,S&E fields,Physical and related sciences,Other physical sciences,5,16000,S,,,S,,,S,11000
5293,r055,All degrees -> Bachelor's -> S&E fields -> Social and related sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,,4,4097000,327000,10000,210000,S,89000,14000,269000,3501000
5293,r056,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Economics,All degrees,Bachelor's,S&E fields,Social and related sciences,Economics,5,709000,79000,0.05,57000,,19000,S,20000,610000
5293,r057,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,Political and related sciences,5,760000,48000,,38000,,7000,,42000,671000
5293,r058,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Psychology,All degrees,Bachelor's,S&E fields,Social and related sciences,Psychology,5,1509000,116000,3000,59000,,49000,5000,117000,1276000
5293,r059,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Bachelor's,S&E fields,Social and related sciences,Sociology and anthropology,5,711000,45000,S,30000,0.05,10000,S,48000,619000
5293,r060,All degrees -> Bachelor's -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Bachelor's,S&E fields,Social and related sciences,Other social sciences,5,407000,39000,S,26000,S,5000,S,42000,326000
5293,r061,All degrees -> Bachelor's -> S&E fields -> Engineering,All degrees,Bachelor's,S&E fields,Engineering,,4,2530000,1355000,8000,404000,9000,4000,930000,382000,793000
5293,r062,"All degrees -> Bachelor's -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Bachelor's,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,88000,47000,,11000,,,35000,8000,34000
5293,r063,All degrees -> Bachelor's -> S&E fields -> Engineering -> Chemical engineering,All degrees,Bachelor's,S&E fields,Engineering,Chemical engineering,5,186000,98000,2000,15000,3000,,79000,26000,61000
5293,r064,All degrees -> Bachelor's -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Bachelor's,S&E fields,Engineering,Civil and architectural engineering,5,397000,182000,,10000,,,172000,68000,146000
5293,r065,All degrees -> Bachelor's -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Bachelor's,S&E fields,Engineering,Electrical and computer engineering,5,840000,523000,,299000,1000,,223000,137000,179000
5293,r066,All degrees -> Bachelor's -> S&E fields -> Engineering -> Industrial engineering,All degrees,Bachelor's,S&E fields,Engineering,Industrial engineering,5,141000,54000,,14000,,,40000,19000,68000
5293,r067,All degrees -> Bachelor's -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Bachelor's,S&E fields,Engineering,Mechanical engineering,5,563000,325000,,38000,,,283000,75000,164000
5293,r068,All degrees -> Bachelor's -> S&E fields -> Engineering -> Other engineering,All degrees,Bachelor's,S&E fields,Engineering,Other engineering,5,316000,125000,S,18000,4000,,98000,50000,141000
5293,r069,All degrees -> Bachelor's -> S&E-related fields,All degrees,Bachelor's,S&E-related fields,,,3,3771000,193000,16000,88000,1000,11000,77000,2535000,1043000
5293,r070,All degrees -> Bachelor's -> S&E-related fields -> Health,All degrees,Bachelor's,S&E-related fields,Health,,4,2844000,36000,15000,15000,S,S,3000,2178000,630000
5293,r071,All degrees -> Bachelor's -> S&E-related fields -> Science and mathematics teacher education,All degrees,Bachelor's,S&E-related fields,Science and mathematics teacher education,,4,206000,4000,,3000,,,,105000,97000
5293,r072,All degrees -> Bachelor's -> S&E-related fields -> Technology and technical fields,All degrees,Bachelor's,S&E-related fields,Technology and technical fields,,4,388000,132000,,60000,,,68000,97000,160000
5293,r073,All degrees -> Bachelor's -> S&E-related fields -> Other S&E-related fields,All degrees,Bachelor's,S&E-related fields,Other S&E-related fields,,4,332000,21000,,11000,,5000,4000,155000,156000
5293,r074,All degrees -> Bachelor's -> Non-S&E fields,All degrees,Bachelor's,Non-S&E fields,,,3,16871000,732000,20000,610000,5000,33000,63000,756000,15384000
5293,r075,All degrees -> Bachelor's -> Non-S&E fields -> Management and administration fields,All degrees,Bachelor's,Non-S&E fields,Management and administration fields,,4,6264000,344000,S,296000,1000,9000,32000,237000,5683000
5293,r076,"All degrees -> Bachelor's -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Bachelor's,Non-S&E fields,"Education, except science and math teacher education",,4,2063000,28000,,24000,,,2000,118000,1917000
5293,r077,All degrees -> Bachelor's -> Non-S&E fields -> Social service and related fields,All degrees,Bachelor's,Non-S&E fields,Social service and related fields,,4,554000,22000,,15000,,6000,,15000,517000
5293,r078,All degrees -> Bachelor's -> Non-S&E fields -> Sales and marketing fields,All degrees,Bachelor's,Non-S&E fields,Sales and marketing fields,,4,1057000,37000,,29000,,,S,S,992000
5293,r079,All degrees -> Bachelor's -> Non-S&E fields -> Art and humanities fields,All degrees,Bachelor's,Non-S&E fields,Art and humanities fields,,4,3581000,189000,S,159000,S,S,11000,185000,3208000
5293,r080,All degrees -> Bachelor's -> Non-S&E fields -> Other non-S&E fields,All degrees,Bachelor's,Non-S&E fields,Other non-S&E fields,,4,3352000,112000,9000,87000,3000,1000,11000,171000,3068000
5293,r081,All degrees -> Master's,All degrees,Master's,,,,2,14158000,2286000,152000,1168000,97000,249000,619000,2332000,9540000
5293,r082,All degrees -> Master's -> S&E fields,All degrees,Master's,S&E fields,,,3,3350000,1589000,112000,771000,75000,148000,483000,479000,1281000
5293,r083,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",,4,388000,132000,87000,17000,19000,3000,6000,105000,151000
5293,r084,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,5,40000,13000,11000,,S,,0.05,4000,22000
5293,r085,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Biological sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Biological sciences,5,280000,90000,66000,12000,10000,1000,2000,92000,99000
5293,r086,"All degrees -> Master's -> S&E fields -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All degrees,Master's,S&E fields,"Biological, agricultural, and environmental life sciences",Environmental life sciences,5,68000,28000,11000,5000,8000,S,3000,9000,30000
5293,r087,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences,All degrees,Master's,S&E fields,Computer and mathematical sciences,,4,829000,543000,3000,513000,0.05,2000,25000,111000,174000
5293,r088,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences -> Computer and information sciences,All degrees,Master's,S&E fields,Computer and mathematical sciences,Computer and information sciences,5,668000,463000,S,437000,0.05,S,22000,82000,124000
5293,r089,All degrees -> Master's -> S&E fields -> Computer and mathematical sciences -> Mathematics and statistics,All degrees,Master's,S&E fields,Computer and mathematical sciences,Mathematics and statistics,5,161000,81000,S,76000,0.05,S,3000,30000,50000
5293,r090,All degrees -> Master's -> S&E fields -> Physical and related sciences,All degrees,Master's,S&E fields,Physical and related sciences,,4,170000,88000,11000,17000,48000,,11000,32000,51000
5293,r091,"All degrees -> Master's -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Master's,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,51000,26000,7000,S,14000,,3000,9000,16000
5293,r092,"All degrees -> Master's -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Master's,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,60000,28000,S,3000,19000,,5000,14000,18000
5293,r093,All degrees -> Master's -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Master's,S&E fields,Physical and related sciences,Physics and astronomy,5,56000,33000,4000,11000,14000,,4000,7000,17000
5293,r094,All degrees -> Master's -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Master's,S&E fields,Physical and related sciences,Other physical sciences,5,3000,1000,,,,,,S,
5293,r095,All degrees -> Master's -> S&E fields -> Social and related sciences,All degrees,Master's,S&E fields,Social and related sciences,,4,1001000,194000,3000,37000,3000,143000,7000,76000,731000
5293,r096,All degrees -> Master's -> S&E fields -> Social and related sciences -> Economics,All degrees,Master's,S&E fields,Social and related sciences,Economics,5,106000,26000,,6000,,17000,,3000,77000
5293,r097,All degrees -> Master's -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Master's,S&E fields,Social and related sciences,Political and related sciences,5,171000,34000,,8000,,21000,S,8000,129000
5293,r098,All degrees -> Master's -> S&E fields -> Social and related sciences -> Psychology,All degrees,Master's,S&E fields,Social and related sciences,Psychology,5,507000,92000,,9000,,82000,,46000,369000
5293,r099,All degrees -> Master's -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Master's,S&E fields,Social and related sciences,Sociology and anthropology,5,67000,19000,,3000,,14000,,7000,41000
5293,r100,All degrees -> Master's -> S&E fields -> Social and related sciences -> Other social sciences,All degrees,Master's,S&E fields,Social and related sciences,Other social sciences,5,150000,23000,,11000,2000,9000,,12000,115000
5293,r101,All degrees -> Master's -> S&E fields -> Engineering,All degrees,Master's,S&E fields,Engineering,,4,961000,632000,7000,187000,5000,0.05,434000,155000,174000
5293,r102,"All degrees -> Master's -> S&E fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All degrees,Master's,S&E fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,44000,27000,,4000,,,23000,3000,S
5293,r103,All degrees -> Master's -> S&E fields -> Engineering -> Chemical engineering,All degrees,Master's,S&E fields,Engineering,Chemical engineering,5,30000,17000,S,2000,0.05,,14000,7000,5000
5293,r104,All degrees -> Master's -> S&E fields -> Engineering -> Civil and architectural engineering,All degrees,Master's,S&E fields,Engineering,Civil and architectural engineering,5,126000,85000,,2000,S,,82000,18000,23000
5293,r105,All degrees -> Master's -> S&E fields -> Engineering -> Electrical and computer engineering,All degrees,Master's,S&E fields,Engineering,Electrical and computer engineering,5,381000,273000,,142000,,,131000,61000,47000
5293,r106,All degrees -> Master's -> S&E fields -> Engineering -> Industrial engineering,All degrees,Master's,S&E fields,Engineering,Industrial engineering,5,62000,26000,,8000,,,17000,14000,23000
5293,r107,All degrees -> Master's -> S&E fields -> Engineering -> Mechanical engineering,All degrees,Master's,S&E fields,Engineering,Mechanical engineering,5,147000,104000,,10000,,,93000,22000,21000
5293,r108,All degrees -> Master's -> S&E fields -> Engineering -> Other engineering,All degrees,Master's,S&E fields,Engineering,Other engineering,5,171000,101000,6000,18000,3000,,75000,29000,41000
5293,r109,All degrees -> Master's -> S&E-related fields,All degrees,Master's,S&E-related fields,,,3,1920000,172000,22000,85000,S,28000,25000,1200000,548000
5293,r110,All degrees -> Master's -> S&E-related fields -> Health,All degrees,Master's,S&E-related fields,Health,,4,1420000,76000,20000,21000,S,18000,S,983000,361000
5293,r111,All degrees -> Master's -> S&E-related fields -> Science and mathematics teacher education,All degrees,Master's,S&E-related fields,Science and mathematics teacher education,,4,252000,21000,2000,16000,2000,,S,133000,98000
5293,r112,All degrees -> Master's -> S&E-related fields -> Technology and technical fields,All degrees,Master's,S&E-related fields,Technology and technical fields,,4,82000,49000,,37000,,,11000,16000,17000
5293,r113,All degrees -> Master's -> S&E-related fields -> Other S&E-related fields,All degrees,Master's,S&E-related fields,Other S&E-related fields,,4,166000,27000,,11000,,9000,6000,68000,71000
5293,r114,All degrees -> Master's -> Non-S&E fields,All degrees,Master's,Non-S&E fields,,,3,8888000,524000,19000,312000,9000,74000,111000,653000,7711000
5293,r115,All degrees -> Master's -> Non-S&E fields -> Management and administration fields,All degrees,Master's,Non-S&E fields,Management and administration fields,,4,3178000,314000,8000,198000,4000,11000,93000,203000,2660000
5293,r116,"All degrees -> Master's -> Non-S&E fields -> Education, except science and math teacher education",All degrees,Master's,Non-S&E fields,"Education, except science and math teacher education",,4,3063000,40000,2000,25000,,8000,S,307000,2715000
5293,r117,All degrees -> Master's -> Non-S&E fields -> Social service and related fields,All degrees,Master's,Non-S&E fields,Social service and related fields,,4,769000,40000,,12000,,26000,2000,37000,692000
5293,r118,All degrees -> Master's -> Non-S&E fields -> Sales and marketing fields,All degrees,Master's,Non-S&E fields,Sales and marketing fields,,4,237000,16000,,11000,,S,4000,4000,217000
5293,r119,All degrees -> Master's -> Non-S&E fields -> Art and humanities fields,All degrees,Master's,Non-S&E fields,Art and humanities fields,,4,739000,30000,,24000,1000,3000,S,52000,658000
5293,r120,All degrees -> Master's -> Non-S&E fields -> Other non-S&E fields,All degrees,Master's,Non-S&E fields,Other non-S&E fields,,4,903000,84000,7000,42000,4000,24000,7000,51000,768000
5293,r121,All degrees -> Doctorate,All degrees,Doctorate,,,,2,2090000,938000,254000,189000,121000,235000,139000,387000,765000
5293,r122,All degrees -> Doctorate -> S&E fields,All degrees,Doctorate,S&E fields,,,3,1239000,841000,226000,165000,116000,198000,136000,146000,252000
5293,r123,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",,4,360000,229000,200000,12000,7000,8000,3000,69000,62000
5293,r124,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Agricultural and food sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Agricultural and food sciences,5,20000,15000,13000,,S,,,1000,3000
5293,r125,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Biological sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Biological sciences,5,333000,209000,185000,12000,4000,6000,S,66000,59000
5293,r126,"All degrees -> Doctorate -> S&E fields -> Biological, agricultural, and environmental life sciences -> Environmental life sciences",All degrees,Doctorate,S&E fields,"Biological, agricultural, and environmental life sciences",Environmental life sciences,5,7000,5000,S,,2000,S,,S,S
5293,r127,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,,4,112000,94000,0.05,88000,S,,5000,5000,13000
5293,r128,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences -> Computer and information sciences,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,Computer and information sciences,5,56000,50000,,45000,,,4000,2000,5000
5293,r129,All degrees -> Doctorate -> S&E fields -> Computer and mathematical sciences -> Mathematics and statistics,All degrees,Doctorate,S&E fields,Computer and mathematical sciences,Mathematics and statistics,5,56000,45000,,43000,,,,3000,8000
5293,r130,All degrees -> Doctorate -> S&E fields -> Physical and related sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,,4,199000,140000,14000,19000,92000,,14000,28000,31000
5293,r131,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Chemistry, except biochemistry",All degrees,Doctorate,S&E fields,Physical and related sciences,"Chemistry, except biochemistry",5,92000,62000,11000,5000,40000,,5000,12000,18000
5293,r132,"All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Earth, atmospheric, and ocean sciences",All degrees,Doctorate,S&E fields,Physical and related sciences,"Earth, atmospheric, and ocean sciences",5,27000,20000,2000,S,17000,,0.05,3000,4000
5293,r133,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Physics and astronomy,All degrees,Doctorate,S&E fields,Physical and related sciences,Physics and astronomy,5,79000,58000,2000,12000,35000,,9000,11000,10000
5293,r134,All degrees -> Doctorate -> S&E fields -> Physical and related sciences -> Other physical sciences,All degrees,Doctorate,S&E fields,Physical and related sciences,Other physical sciences,5,2000,0.05,,,,,,,
5293,r135,All degrees -> Doctorate -> S&E fields -> Social and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,,4,335000,207000,5000,10000,S,190000,,20000,108000
5293,r136,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Economics,All degrees,Doctorate,S&E fields,Social and related sciences,Economics,5,41000,25000,,1000,,24000,,0.05,16000
5293,r137,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Political and related sciences,All degrees,Doctorate,S&E fields,Social and related sciences,Political and related sciences,5,39000,25000,,S,,23000,,2000,12000
5293,r138,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Psychology,All degrees,Doctorate,S&E fields,Social and related sciences,Psychology,5,164000,106000,2000,S,,100000,,15000,43000
5293,r139,All degrees -> Doctorate -> S&E fields -> Social and related sciences -> Sociology and anthropology,All degrees,Doctorate,S&E fields,Social and related sciences,Sociology and anthropology,5,50000,39000,,S,,36000,,2000,10000
