table_id,row_id,_b_state_or_location_b_full_path,_b_state_or_location_b_level_1,_b_state_or_location_b_level_2,_b_state_or_location_b_level_3,_b_state_or_location_b_hierarchy_depth,field_total,field_r_d,field_r_d_plant
6423,r001,All locations,All locations,,,1,169042503.9,162959085.2,6083419.1
6423,r002,All locations -> Alabama,All locations,Alabama,,2,3128282.3,3070409.3,57873.0
6423,r003,All locations -> Alaska,All locations,Alaska,,2,291297.5,278935.0,12362.6
6423,r004,All locations -> Arizona,All locations,Arizona,,2,1941915.9,1938848.0,3067.9
6423,r005,All locations -> Arkansas,All locations,Arkansas,,2,501863.3,501283.1,580.3
6423,r006,All locations -> California,All locations,California,,2,23133708.5,22464304.1,669404.4
6423,r007,All locations -> Colorado,All locations,Colorado,,2,5164931.2,5024162.0,140769.3
6423,r008,All locations -> Connecticut,All locations,Connecticut,,2,2566287.6,2566181.7,105.9
6423,r009,All locations -> Delaware,All locations,Delaware,,2,227166.0,221625.6,5540.5
6423,r010,All locations -> District of Columbia,All locations,District of Columbia,,2,16412196.1,16314674.4,97521.6
6423,r011,All locations -> Florida,All locations,Florida,,2,4188871.8,4061105.1,127766.7
6423,r012,All locations -> Georgia,All locations,Georgia,,2,1950724.3,1912787.9,37936.4
6423,r013,All locations -> Hawaii,All locations,Hawaii,,2,399957.8,393877.5,6080.4
6423,r014,All locations -> Idaho,All locations,Idaho,,2,1089981.2,840359.6,249621.6
6423,r015,All locations -> Illinois,All locations,Illinois,,2,3786521.5,3208955.0,577566.5
6423,r016,All locations -> Indiana,All locations,Indiana,,2,1105432.8,1104109.4,1323.4
6423,r017,All locations -> Iowa,All locations,Iowa,,2,706289.5,702068.0,4221.5
6423,r018,All locations -> Kansas,All locations,Kansas,,2,365790.4,352337.6,13452.8
6423,r019,All locations -> Kentucky,All locations,Kentucky,,2,418330.2,354252.4,64077.7
6423,r020,All locations -> Louisiana,All locations,Louisiana,,2,461044.2,436645.1,24399.0
6423,r021,All locations -> Maine,All locations,Maine,,2,185145.9,185145.9,0.0
6423,r022,All locations -> Maryland,All locations,Maryland,,2,24564090.6,22736194.9,1827895.7
6423,r023,All locations -> Massachusetts,All locations,Massachusetts,,2,8871221.4,8850302.8,20918.5
6423,r024,All locations -> Michigan,All locations,Michigan,,2,1975956.3,1924825.7,51130.6
6423,r025,All locations -> Minnesota,All locations,Minnesota,,2,1450308.1,1447555.5,2752.6
6423,r026,All locations -> Mississippi,All locations,Mississippi,,2,484031.1,471970.2,12060.9
6423,r027,All locations -> Missouri,All locations,Missouri,,2,2124734.7,2079638.9,45095.7
6423,r028,All locations -> Montana,All locations,Montana,,2,215353.5,213205.6,2147.9
6423,r029,All locations -> Nebraska,All locations,Nebraska,,2,254860.8,254860.8,0.0
6423,r030,All locations -> Nevada,All locations,Nevada,,2,340055.3,305900.0,34155.3
6423,r031,All locations -> New Hampshire,All locations,New Hampshire,,2,486679.2,483307.8,3371.4
6423,r032,All locations -> New Jersey,All locations,New Jersey,,2,2925981.0,2884975.1,41005.9
6423,r033,All locations -> New Mexico,All locations,New Mexico,,2,3574744.4,3501956.2,72788.2
6423,r034,All locations -> New York,All locations,New York,,2,8381456.2,8148161.8,233294.4
6423,r035,All locations -> North Carolina,All locations,North Carolina,,2,3325055.1,3271375.6,53679.6
6423,r036,All locations -> North Dakota,All locations,North Dakota,,2,141450.5,140075.8,1374.7
6423,r037,All locations -> Ohio,All locations,Ohio,,2,5297068.7,5215661.1,81407.6
6423,r038,All locations -> Oklahoma,All locations,Oklahoma,,2,540792.3,536709.2,4083.2
6423,r039,All locations -> Oregon,All locations,Oregon,,2,866884.2,814311.9,52572.3
6423,r040,All locations -> Pennsylvania,All locations,Pennsylvania,,2,5428233.1,5214140.2,214093.0
6423,r041,All locations -> Rhode Island,All locations,Rhode Island,,2,903558.9,875650.3,27908.6
6423,r042,All locations -> South Carolina,All locations,South Carolina,,2,837051.3,821547.5,15503.8
6423,r043,All locations -> South Dakota,All locations,South Dakota,,2,138437.6,130890.0,7547.6
6423,r044,All locations -> Tennessee,All locations,Tennessee,,2,3844787.4,3151030.3,693757.1
6423,r045,All locations -> Texas,All locations,Texas,,2,6262853.3,6135035.6,127817.6
6423,r046,All locations -> Utah,All locations,Utah,,2,1141251.5,1140726.7,524.8
6423,r047,All locations -> Vermont,All locations,Vermont,,2,135333.7,129254.4,6079.3
6423,r048,All locations -> Virginia,All locations,Virginia,,2,9807384.6,9650204.4,157180.2
6423,r049,All locations -> Washington,All locations,Washington,,2,3402084.0,3280001.8,122082.2
6423,r050,All locations -> West Virginia,All locations,West Virginia,,2,152159.9,150437.5,1722.5
6423,r051,All locations -> Wisconsin,All locations,Wisconsin,,2,975777.2,907886.0,67891.2
6423,r052,All locations -> Wyoming,All locations,Wyoming,,2,92724.7,86676.8,6047.9
6423,r053,All locations -> Outlying areas,All locations,Outlying areas,,2,197310.9,195453.7,1857.3
6423,r054,All locations -> Outlying areas -> Puerto Rico,All locations,Outlying areas,Puerto Rico,3,89230.4,88075.5,1154.9
6423,r055,All locations -> Outlying areas -> Other areas<sup>a</sup>,All locations,Outlying areas,Other areas<sup>a</sup>,3,108080.6,107378.2,702.4
6423,r056,All locations -> Offices abroad<sup>b</sup>,All locations,Offices abroad<sup>b</sup>,,2,47928.2,47928.2,0.0
6423,r057,All locations -> Undistributed<sup>c</sup>,All locations,Undistributed<sup>c</sup>,,2,1829166.2,1829166.2,0.0
