table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_u_s_citizens_and_permanent_residents_number_,field_total,field_u_s_citizen_or_permanent_resident_hispanic_or_latino,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_asian,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_black_or_african_american,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_white,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_more_than_one_race,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizen_or_permanent_resident_ethnicity_not_reported
9474,r001,All fields,All fields,,,,1,35311,100.0,9.5,0.3,10.2,7.5,66.0,3.4,1.2,1.9
9474,r002,All fields -> Science and engineering,All fields,Science and engineering,,,2,26801,100.0,9.4,0.2,11.3,6.0,66.4,3.6,1.2,1.8
9474,r003,All fields -> Science and engineering -> Agricultural sciences and natural resources,All fields,Science and engineering,Agricultural sciences and natural resources,,3,770,100.0,9.4,0.5,6.2,4.8,73.1,2.2,1.3,2.5
9474,r004,"All fields -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural, animal, plant, and veterinary sciences",All fields,Science and engineering,Agricultural sciences and natural resources,"Agricultural, animal, plant, and veterinary sciences",4,458,100.0,8.3,0.4,7.2,5.5,72.9,2.4,1.1,2.2
9474,r005,All fields -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All fields,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,4,312,100.0,10.9,0.6,4.8,3.8,73.4,1.9,1.6,2.9
9474,r006,All fields -> Science and engineering -> Biological and biomedical sciences,All fields,Science and engineering,Biological and biomedical sciences,,3,6745,100.0,10.8,0.1,12.3,4.8,65.9,4.1,0.9,1.1
9474,r007,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biochemistry, biophysics, and molecular biology",All fields,Science and engineering,Biological and biomedical sciences,"Biochemistry, biophysics, and molecular biology",4,1022,100.0,11.2,0.2,14.2,3.8,65.7,2.9,1.2,0.9
9474,r008,"All fields -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All fields,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",4,364,100.0,5.8,0.0,25.0,3.6,59.3,4.1,1.1,1.1
9474,r009,All fields -> Science and engineering -> Biological and biomedical sciences -> Cell/ cellular biology and anatomy,All fields,Science and engineering,Biological and biomedical sciences,Cell/ cellular biology and anatomy,4,506,100.0,12.5,0.2,12.3,4.3,65.6,4.3,0.2,0.6
9474,r010,"All fields -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All fields,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",4,890,100.0,9.2,0.2,7.1,6.5,71.3,4.4,0.7,0.6
9474,r011,All fields -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All fields,Science and engineering,Biological and biomedical sciences,Genetics and genomics,4,335,100.0,11.0,0.0,10.1,3.6,70.7,1.8,1.8,0.9
9474,r012,All fields -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All fields,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,4,887,100.0,11.3,0.0,12.6,4.6,66.0,3.8,0.6,1.1
9474,r013,All fields -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All fields,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,4,924,100.0,12.6,0.1,14.0,3.9,63.4,4.3,0.6,1.1
9474,r014,All fields -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All fields,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,4,285,100.0,10.9,0.0,11.6,10.5,60.7,4.9,1.1,0.4
9474,r015,"All fields -> Science and engineering -> Biological and biomedical sciences -> Physiology, oncology, and cancer biology",All fields,Science and engineering,Biological and biomedical sciences,"Physiology, oncology, and cancer biology",4,545,100.0,11.9,0.4,11.9,4.8,65.1,4.6,0.7,0.6
9474,r016,"All fields -> Science and engineering -> Biological and biomedical sciences -> Biological and biomedical sciences, other",All fields,Science and engineering,Biological and biomedical sciences,"Biological and biomedical sciences, other",4,987,100.0,10.0,0.1,9.8,4.5,66.1,5.0,1.7,2.8
9474,r017,All fields -> Science and engineering -> Computer and information sciences,All fields,Science and engineering,Computer and information sciences,,3,774,100.0,5.6,0.1,19.8,5.4,61.1,3.2,2.3,2.5
9474,r018,All fields -> Science and engineering -> Computer and information sciences -> Computer science,All fields,Science and engineering,Computer and information sciences,Computer science,4,539,100.0,5.0,0.2,19.1,3.3,63.3,4.1,3.0,2.0
9474,r019,"All fields -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All fields,Science and engineering,Computer and information sciences,"Computer and information sciences, other",4,235,100.0,6.8,0.0,21.3,10.2,56.2,1.3,0.9,3.4
9474,r020,All fields -> Science and engineering -> Engineering,All fields,Science and engineering,Engineering,,3,4436,100.0,8.2,0.1,15.3,4.2,64.8,3.8,1.2,2.5
9474,r021,"All fields -> Science and engineering -> Engineering -> Biological, biomedical, and biosystems engineering",All fields,Science and engineering,Engineering,"Biological, biomedical, and biosystems engineering",4,842,100.0,9.4,0.0,20.5,3.1,59.7,4.4,1.3,1.5
9474,r022,All fields -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All fields,Science and engineering,Engineering,Chemical and petroleum engineering,4,569,100.0,5.8,0.4,16.2,3.3,67.1,4.9,0.4,1.9
9474,r023,"All fields -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All fields,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",4,436,100.0,8.0,0.0,11.5,7.8,65.4,3.2,1.4,2.8
9474,r024,All fields -> Science and engineering -> Engineering -> Electrical and computer engineering,All fields,Science and engineering,Engineering,Electrical and computer engineering,4,552,100.0,8.2,0.2,18.3,6.3,60.5,2.5,1.3,2.7
9474,r025,All fields -> Science and engineering -> Engineering -> Engineering technologies,All fields,Science and engineering,Engineering,Engineering technologies,4,102,100.0,5.9,0.0,23.5,5.9,56.9,2.9,1.0,3.9
9474,r026,All fields -> Science and engineering -> Engineering -> Industrial engineering and operations research,All fields,Science and engineering,Engineering,Industrial engineering and operations research,4,220,100.0,5.5,0.0,12.7,8.6,65.5,2.7,2.7,2.3
9474,r027,All fields -> Science and engineering -> Engineering -> Materials and mining engineering,All fields,Science and engineering,Engineering,Materials and mining engineering,4,443,100.0,7.9,0.2,14.9,3.4,67.3,3.6,0.9,1.8
9474,r028,All fields -> Science and engineering -> Engineering -> Mechanical engineering,All fields,Science and engineering,Engineering,Mechanical engineering,4,644,100.0,10.2,0.0,13.0,2.2,67.1,3.4,1.4,2.6
9474,r029,"All fields -> Science and engineering -> Engineering -> Engineering, other",All fields,Science and engineering,Engineering,"Engineering, other",4,628,100.0,8.1,0.2,9.4,3.0,69.9,4.5,1.0,4.0
9474,r030,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,727,100.0,8.3,0.0,6.3,2.3,78.3,3.0,0.4,1.4
9474,r031,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,4,385,100.0,7.5,0.0,5.7,2.6,80.0,2.9,0.3,1.0
9474,r032,"All fields -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All fields,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",4,342,100.0,9.1,0.0,7.0,2.0,76.3,3.2,0.6,1.8
9474,r033,All fields -> Science and engineering -> Health sciences,All fields,Science and engineering,Health sciences,,3,1973,100.0,7.9,0.2,9.7,13.8,63.4,2.5,0.8,1.7
9474,r034,All fields -> Science and engineering -> Health sciences -> Nursing and nursing science,All fields,Science and engineering,Health sciences,Nursing and nursing science,4,512,100.0,7.4,0.2,8.2,13.5,65.6,2.3,1.0,1.8
9474,r035,All fields -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,All fields,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,4,192,100.0,7.8,0.0,17.2,5.2,66.7,0.5,0.5,2.1
9474,r036,All fields -> Science and engineering -> Health sciences -> Public health,All fields,Science and engineering,Health sciences,Public health,4,586,100.0,8.7,0.5,10.4,21.2,54.8,2.9,0.7,0.9
