table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_u_s_citizens_and_permanent_residents_number_,field_total,field_u_s_citizen_or_permanent_resident_hispanic_or_latino,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_asian,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_black_or_african_american,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_white,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_more_than_one_race,field_u_s_citizen_or_permanent_resident_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizen_or_permanent_resident_ethnicity_not_reported
9474,r037,"All fields -> Science and engineering -> Health sciences -> Health sciences, other",All fields,Science and engineering,Health sciences,"Health sciences, other",4,683,100.0,7.6,0.0,8.2,10.1,68.1,2.9,0.7,2.3
9474,r038,All fields -> Science and engineering -> Mathematics and statistics,All fields,Science and engineering,Mathematics and statistics,,3,966,100.0,6.1,0.2,12.5,2.7,68.4,5.2,1.7,3.2
9474,r039,All fields -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All fields,Science and engineering,Mathematics and statistics,Applied mathematics,4,210,100.0,6.2,0.0,12.9,3.8,68.6,5.2,1.4,1.9
9474,r040,All fields -> Science and engineering -> Mathematics and statistics -> Mathematics,All fields,Science and engineering,Mathematics and statistics,Mathematics,4,553,100.0,6.3,0.2,9.2,0.9,71.6,5.4,1.8,4.5
9474,r041,All fields -> Science and engineering -> Mathematics and statistics -> Statistics,All fields,Science and engineering,Mathematics and statistics,Statistics,4,203,100.0,5.4,0.5,21.2,6.4,59.6,4.4,1.5,1.0
9474,r042,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,3,816,100.0,10.0,0.1,13.7,5.1,62.9,3.4,3.2,1.5
9474,r043,All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,4,236,100.0,8.5,0.0,21.2,3.0,58.1,4.2,4.2,0.8
9474,r044,"All fields -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Multidisciplinary/ interdisciplinary sciences, other",All fields,Science and engineering,Multidisciplinary/ interdisciplinary sciences,"Multidisciplinary/ interdisciplinary sciences, other",4,580,100.0,10.7,0.2,10.7,6.0,64.8,3.1,2.8,1.7
9474,r045,All fields -> Science and engineering -> Physical sciences,All fields,Science and engineering,Physical sciences,,3,3108,100.0,8.3,0.2,10.2,2.6,72.1,3.4,1.2,2.0
9474,r046,All fields -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,All fields,Science and engineering,Physical sciences,Astronomy and astrophysics,4,204,100.0,11.3,0.5,6.9,4.9,71.1,2.9,1.0,1.5
9474,r047,All fields -> Science and engineering -> Physical sciences -> Chemistry,All fields,Science and engineering,Physical sciences,Chemistry,4,1665,100.0,7.7,0.1,10.3,2.9,72.1,3.4,1.1,2.4
9474,r048,All fields -> Science and engineering -> Physical sciences -> Materials sciences,All fields,Science and engineering,Physical sciences,Materials sciences,4,193,100.0,14.0,0.5,11.4,3.1,64.8,4.1,1.6,0.5
9474,r049,All fields -> Science and engineering -> Physical sciences -> Physics,All fields,Science and engineering,Physical sciences,Physics,4,1046,100.0,7.6,0.2,10.5,1.6,73.6,3.4,1.2,1.8
9474,r050,All fields -> Science and engineering -> Psychology,All fields,Science and engineering,Psychology,,3,3295,100.0,11.4,0.3,7.1,8.7,65.3,3.6,1.3,2.2
9474,r051,All fields -> Science and engineering -> Psychology -> Clinical psychology,All fields,Science and engineering,Psychology,Clinical psychology,4,1029,100.0,11.0,0.5,7.0,5.4,68.8,3.6,1.1,2.6
9474,r052,All fields -> Science and engineering -> Psychology -> Counseling and applied psychology,All fields,Science and engineering,Psychology,Counseling and applied psychology,4,1226,100.0,11.3,0.2,6.6,12.2,63.3,3.5,1.6,1.3
9474,r053,All fields -> Science and engineering -> Psychology -> Research and experimental psychology,All fields,Science and engineering,Psychology,Research and experimental psychology,4,701,100.0,11.4,0.3,8.8,6.1,66.9,3.6,0.7,2.1
9474,r054,"All fields -> Science and engineering -> Psychology -> Psychology, other",All fields,Science and engineering,Psychology,"Psychology, other",4,339,100.0,13.0,0.3,5.3,11.5,59.0,4.1,2.4,4.4
9474,r055,All fields -> Science and engineering -> Social sciences,All fields,Science and engineering,Social sciences,,3,3191,100.0,10.5,0.5,9.1,9.2,64.6,3.5,1.2,1.3
9474,r056,All fields -> Science and engineering -> Social sciences -> Anthropology,All fields,Science and engineering,Social sciences,Anthropology,4,329,100.0,9.7,0.9,7.6,4.0,67.8,6.7,1.5,1.8
9474,r057,"All fields -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",All fields,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,331,100.0,17.2,2.4,9.1,15.7,48.0,5.7,1.2,0.6
9474,r058,All fields -> Science and engineering -> Social sciences -> Economics,All fields,Science and engineering,Social sciences,Economics,4,515,100.0,6.0,0.0,16.7,4.1,67.2,2.3,1.2,2.5
9474,r059,All fields -> Science and engineering -> Social sciences -> Political science and government,All fields,Science and engineering,Social sciences,Political science and government,4,465,100.0,9.7,0.0,6.7,3.4,73.5,2.8,2.6,1.3
9474,r060,All fields -> Science and engineering -> Social sciences -> Public policy analysis,All fields,Science and engineering,Social sciences,Public policy analysis,4,325,100.0,10.5,0.3,9.5,23.4,50.5,4.3,1.2,0.3
9474,r061,"All fields -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All fields,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,496,100.0,13.5,0.0,6.9,11.9,63.3,3.4,0.4,0.6
9474,r062,"All fields -> Science and engineering -> Social sciences -> Social sciences, other",All fields,Science and engineering,Social sciences,"Social sciences, other",4,730,100.0,9.5,0.7,7.3,7.9,70.3,2.2,0.8,1.4
9474,r063,All fields -> Non-science and engineering,All fields,Non-science and engineering,,,2,8510,100.0,9.7,0.5,6.6,12.2,64.9,2.8,1.2,2.2
9474,r064,All fields -> Non-science and engineering -> Business,All fields,Non-science and engineering,Business,,3,651,100.0,7.1,0.5,16.9,13.2,56.1,2.0,2.3,2.0
9474,r065,All fields -> Non-science and engineering -> Business -> Business administration and management,All fields,Non-science and engineering,Business,Business administration and management,4,211,100.0,4.7,0.0,14.7,18.0,53.6,1.9,3.3,3.8
9474,r066,"All fields -> Non-science and engineering -> Business -> Business, other",All fields,Non-science and engineering,Business,"Business, other",4,440,100.0,8.2,0.7,18.0,10.9,57.3,2.0,1.8,1.1
9474,r067,All fields -> Non-science and engineering -> Education,All fields,Non-science and engineering,Education,,3,3205,100.0,10.6,0.7,5.0,18.1,60.3,2.5,0.8,2.0
9474,r068,All fields -> Non-science and engineering -> Education -> Education leadership and administration,All fields,Non-science and engineering,Education,Education leadership and administration,4,1050,100.0,11.2,0.9,4.2,23.8,54.9,1.9,0.5,2.7
9474,r069,All fields -> Non-science and engineering -> Education -> Education research,All fields,Non-science and engineering,Education,Education research,4,924,100.0,9.8,0.4,4.2,18.2,61.0,3.1,1.0,2.2
9474,r070,All fields -> Non-science and engineering -> Education -> Teacher education,All fields,Non-science and engineering,Education,Teacher education,4,863,100.0,8.8,0.9,6.3,11.7,68.4,1.9,1.0,1.0
9474,r071,"All fields -> Non-science and engineering -> Education -> Education, other",All fields,Non-science and engineering,Education,"Education, other",4,368,100.0,14.7,0.3,6.5,16.8,54.9,4.1,0.8,1.9
9474,r072,All fields -> Non-science and engineering -> Humanities,All fields,Non-science and engineering,Humanities,,3,2634,100.0,10.2,0.2,4.8,5.4,72.5,3.0,1.3,2.8
9474,r073,"All fields -> Non-science and engineering -> Humanities -> English language and literature, letters",All fields,Non-science and engineering,Humanities,"English language and literature, letters",4,910,100.0,7.6,0.2,4.7,5.5,75.6,3.3,1.0,2.1
9474,r074,"All fields -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",All fields,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,332,100.0,26.5,0.3,4.5,3.0,57.5,2.7,0.6,4.8
9474,r075,All fields -> Non-science and engineering -> Humanities -> History,All fields,Non-science and engineering,Humanities,History,4,593,100.0,9.1,0.2,3.5,6.6,74.5,3.4,1.0,1.7
9474,r076,All fields -> Non-science and engineering -> Humanities -> Philosophy and religious studies,All fields,Non-science and engineering,Humanities,Philosophy and religious studies,4,511,100.0,7.0,0.0,5.3,5.5,74.0,2.7,1.8,3.7
9474,r077,"All fields -> Non-science and engineering -> Humanities -> Humanities, other",All fields,Non-science and engineering,Humanities,"Humanities, other",4,288,100.0,7.3,0.0,6.9,5.6,72.9,1.7,2.4,3.1
9474,r078,All fields -> Non-science and engineering -> Visual and performing arts,All fields,Non-science and engineering,Visual and performing arts,,3,619,100.0,9.4,0.5,8.9,5.0,69.6,3.2,1.5,1.9
9474,r079,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts,All fields,Non-science and engineering,Visual and performing arts,Performing arts,4,354,100.0,9.3,0.3,5.1,6.8,72.0,4.0,0.6,2.0
9474,r080,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design",4,265,100.0,9.4,0.8,14.0,2.6,66.4,2.3,2.6,1.9
9474,r081,All fields -> Non-science and engineering -> Other non-science and engineering,All fields,Non-science and engineering,Other non-science and engineering,,3,1401,100.0,8.1,0.6,8.1,14.1,63.0,3.3,1.4,1.5
9474,r082,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,386,100.0,7.3,0.5,7.5,7.5,71.5,2.6,2.1,1.0
9474,r083,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,291,100.0,6.2,0.3,5.5,10.3,72.2,3.4,1.0,1.0
9474,r084,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,338,100.0,10.1,1.2,8.3,24.3,49.4,4.1,1.2,1.5
9474,r085,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,386,100.0,8.8,0.3,10.4,14.8,59.3,3.1,1.0,2.3
