table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6213,r001,World,World,,,,1,74973,81650,86167,90381,97685,108264,121790,129166,134222,138186,138540,143866,146180,143140,148885,159254,172677,175126
6213,r002,World -> North America,World,North America,,,2,37534,38945,40331,42373,45913,48073,51882,59503,60690,57427,59683,58980,58697,58642,62405,65307,68448,70088
6213,r003,World -> North America -> Canada,World,North America,Canada,,3,1059,1308,1405,1458,1616,1734,1818,1698,1962,2074,2029,2199,1791,1639,1690,1605,1711,1764
6213,r004,World -> North America -> Mexico,World,North America,Mexico,,3,1547,1455,1309,1426,1558,1665,1927,1686,1762,1857,1938,2006,2048,2000,1965,2125,2461,2606
6213,r005,World -> North America -> United States,World,North America,United States,,3,34928,36182,37616,39489,42739,44674,48137,56119,56967,53495,55716,54774,54858,55003,58750,61577,64276,65718
6213,r006,World -> Central and South America,World,Central and South America,,,2,1176,1251,1452,1724,2021,2668,3410,3587,4284,4546,4718,4524,4254,3275,3148,3685,3372,3302
6213,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,12,15,18,20,21,23,29,28,31,32,32,32,23,21,20,24,21,20
6213,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,529,581,696,888,1097,1460,2017,2096,2795,3091,3193,3157,3067,2216,2068,2556,2146,2194
6213,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,1,2,2,2,2,2,2,3,4,3,3,4,5,6,21,25,29,24
6213,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,175,181,220,244,273,341,380,325,349,342,328,198,193,278,337,308,328,273
6213,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,289,296,327,372,411,583,666,792,767,750,926,896,743,542,522,576,633,583
6213,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,170,177,189,197,216,258,316,343,338,328,235,235,223,211,180,196,215,208
6213,r013,World -> Europe,World,Europe,,,2,20710,25257,27538,27948,30213,34562,38779,36416,36852,40289,35921,38568,38964,37463,37868,40910,45345,43715
6213,r014,World -> Europe -> EU,World,Europe,EU,,3,15971,19419,21304,21357,22913,26057,29683,28500,28773,31364,27376,29714,30509,30252,30732,33433,37178,35618
6213,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,2381,2981,3301,3242,3234,3600,3947,3925,3673,3784,3352,3785,3842,3136,3216,3309,3395,3238
6213,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,5104,6630,7183,7293,8099,9076,10114,9696,10466,12281,10550,11205,11312,9867,9832,11579,12712,11990
6213,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,3080,3345,3654,3709,3978,4603,5037,4548,4890,4755,3906,4169,4257,3756,3982,4481,5012,5000
6213,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,802,1007,1161,1135,1260,1512,1896,1755,1527,1559,1454,1458,1461,1163,1167,1264,1478,1484
6213,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,4604,5455,6005,5977,6342,7265,8689,8576,8217,8985,8115,9096,9637,12329,12534,12800,14581,13905
6213,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,4739,5838,6234,6591,7300,8505,9096,7916,8079,8925,8546,8855,8455,7210,7136,7477,8167,8097
6213,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,3156,3844,3927,3885,4193,4846,4473,4462,4309,4429,4227,4102,4110,3925,3639,3583,3919,3840
6213,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,320,521,756,1029,1267,1520,1938,1156,1333,1775,1704,1868,1514,676,721,1067,1273,1365
6213,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,950,1086,1131,1161,1246,1439,1775,1623,1664,1863,1795,2002,2036,1896,1996,2051,2174,2057
6213,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,313,387,420,516,594,699,910,676,773,857,820,882,795,714,779,776,801,835
6213,r025,World -> Middle East,World,Middle East,,,2,262,296,297,325,374,438,537,530,604,689,608,613,633,604,629,725,751,798
6213,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,37,44,47,49,67,80,104,133,159,220,113,102,129,125,113,130,116,113
6213,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,113,114,108,112,101,106,114,97,100,92,91,105,114,103,111,127,129,139
6213,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,16,22,27,30,35,36,45,47,55,66,76,95,98,96,86,119,138,128
6213,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,26,30,34,42,56,65,80,62,67,75,81,87,87,99,96,108,104,139
6213,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,70,87,81,94,115,151,195,191,223,236,246,224,205,181,223,242,265,279
6213,r031,World -> Africa,World,Africa,,,2,1241,1661,1940,2147,2328,2651,2786,2607,2849,3030,2786,2862,2829,2716,2381,2376,2735,3179
6213,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,9,7,9,11,12,15,20,23,27,149,28,16,15,309,58,72,95,136
6213,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,98,108,118,136,160,191,245,236,257,351,465,668,854,694,479,410,484,800
6213,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,736,1063,1287,1389,1439,1602,1612,1538,1663,1526,1394,1200,1152,966,1028,1051,1191,1239
6213,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,398,483,525,611,718,843,910,809,902,1003,899,977,807,747,816,843,964,1004
6213,r036,World -> Asia,World,Asia,,,2,13900,14048,14392,15642,16679,19654,24160,26162,28509,31746,34265,37754,40268,39928,41928,45681,51439,53508
6213,r037,World -> Asia -> China,World,Asia,China,,3,5724,5450,5611,6832,8023,10130,13589,15000,16973,19151,21627,25421,27191,27118,27813,31068,35758,36152
6213,r038,World -> Asia -> India,World,Asia,India,,3,271,333,488,526,590,763,794,1025,1189,1458,1422,1436,1813,1522,1831,1893,1677,1734
