table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_d,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8783,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,251', '&nbsp;']","['131', '&nbsp;']","['227', '&nbsp;']","['2,346', '&nbsp;']","['95', '&nbsp;']","['4.2', '&nbsp;']"
8783,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,568', '&nbsp;']","['94 - 112', '&nbsp;']","['194 - 215', '&nbsp;']","['1,651 - 1,692', '&nbsp;']","['83 - 124', '&nbsp;']","['D', '&nbsp;']"
8783,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['1,135', 'i']","['94', 'i']","['44 - 68', '&nbsp;']","['1,085 - 1,108', 'i']","['-50 - -26', 'i']","['D', '&nbsp;']"
8783,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['64,800', '&nbsp;']","['2,933', '&nbsp;']","['4,430', '&nbsp;']","['66,297', '&nbsp;']","['1,497', '&nbsp;']","['2.3', '&nbsp;']"
8783,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,573', '&nbsp;']","['84 - 104', '&nbsp;']","['202', '&nbsp;']","['2,670 - 2,688', '&nbsp;']","['97 - 115', '&nbsp;']","['D', '&nbsp;']"
8783,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,257', '&nbsp;']","['43', '&nbsp;']","['110', '&nbsp;']","['1,324', 'i']","['67', '&nbsp;']","['5.3', '&nbsp;']"
8783,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,667', '&nbsp;']","['79', '&nbsp;']","['330', '&nbsp;']","['2,918', '&nbsp;']","['251', '&nbsp;']","['9.4', '&nbsp;']"
8783,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,361', '&nbsp;']","['73', 'i']","['137', '&nbsp;']","['1,425', 'i']","['64', '&nbsp;']","['4.7', '&nbsp;']"
8783,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['817', '&nbsp;']","['43', '&nbsp;']","['110', '&nbsp;']","['884', 'i']","['67', '&nbsp;']","['8.2', '&nbsp;']"
8783,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['2,222', '&nbsp;']","['28', '&nbsp;']","['208', '&nbsp;']","['2,402', '&nbsp;']","['180', '&nbsp;']","['8.1', '&nbsp;']"
8783,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['13,765', '&nbsp;']","['588', '&nbsp;']","['1,069', '&nbsp;']","['14,247', '&nbsp;']","['482', '&nbsp;']","['3.5', '&nbsp;']"
8783,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,862', '&nbsp;']","['41', '&nbsp;']","['72', '&nbsp;']","['1,893', '&nbsp;']","['31', 'i']","['1.7', '&nbsp;']"
8783,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['3,623', '&nbsp;']","['274', '&nbsp;']","['484', '&nbsp;']","['3,833', '&nbsp;']","['210', '&nbsp;']","['5.8', '&nbsp;']"
8783,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['2,310', '&nbsp;']","['95', '&nbsp;']","['138', '&nbsp;']","['2,353', '&nbsp;']","['43', '&nbsp;']","['1.9', '&nbsp;']"
8783,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['5,970', '&nbsp;']","['178', '&nbsp;']","['376', '&nbsp;']","['6,168', '&nbsp;']","['198', '&nbsp;']","['3.3', '&nbsp;']"
8783,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['73,922', '&nbsp;']","['4,363', '&nbsp;']","['6,404', '&nbsp;']","['75,963', '&nbsp;']","['2,041', '&nbsp;']","['2.8', '&nbsp;']"
8783,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['11,822', '&nbsp;']","['592', '&nbsp;']","['873', '&nbsp;']","['12,103', '&nbsp;']","['281', 'i']","['2.4', '&nbsp;']"
8783,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['28,642', '&nbsp;']","['2,306', 'i']","['2,686', 'i']","['29,023', 'i']","['380', 'i']","['1.3', '&nbsp;']"
8783,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['10,864', '&nbsp;']","['228', '&nbsp;']","['714', '&nbsp;']","['11,349', '&nbsp;']","['485', '&nbsp;']","['4.5', '&nbsp;']"
8783,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['3,046', '&nbsp;']","['71', '&nbsp;']","['150', 'i']","['3,125', '&nbsp;']","['80', 'i']","['2.6', '&nbsp;']"
8783,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,388', '&nbsp;']","['69', '&nbsp;']","['346', '&nbsp;']","['3,665', '&nbsp;']","['277', 'i']","['8.2', '&nbsp;']"
8783,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,430', '&nbsp;']","['89', '&nbsp;']","['218', '&nbsp;']","['4,559', '&nbsp;']","['129', '&nbsp;']","['2.9', '&nbsp;']"
8783,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['22,594', '&nbsp;']","['1,238', '&nbsp;']","['2,132', '&nbsp;']","['23,488', '&nbsp;']","['894', '&nbsp;']","['4.0', '&nbsp;']"
8783,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,222', '&nbsp;']","['101', '&nbsp;']","['354', '&nbsp;']","['4,474', '&nbsp;']","['253', '&nbsp;']","['6.0', '&nbsp;']"
8783,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['35,894', '&nbsp;']","['808', '&nbsp;']","['2,184', '&nbsp;']","['37,270', '&nbsp;']","['1,376', '&nbsp;']","['3.8', '&nbsp;']"
8783,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['23,080', '&nbsp;']","['682', '&nbsp;']","['1,570', '&nbsp;']","['23,968', '&nbsp;']","['888', '&nbsp;']","['3.8', '&nbsp;']"
8783,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['11,160', '&nbsp;']","['103', '&nbsp;']","['461', '&nbsp;']","['11,518', '&nbsp;']","['359', '&nbsp;']","['3.2', '&nbsp;']"
8783,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['10,746', '&nbsp;']","['102', '&nbsp;']","['343', '&nbsp;']","['10,987', '&nbsp;']","['241', 'i']","['2.2', '&nbsp;']"
8783,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['414', '&nbsp;']","['*', '&nbsp;']","['118', '&nbsp;']","['532', '&nbsp;']","['118', '&nbsp;']","['28.5', '&nbsp;']"
8783,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['6', '&nbsp;']","['*', 'i']","['*', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['1.4', '&nbsp;']"
8783,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,649', '&nbsp;']","['23', '&nbsp;']","['153', '&nbsp;']","['1,779', '&nbsp;']","['130', 'i']","['7.9', '&nbsp;']"
8783,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['404', '&nbsp;']","['3', '&nbsp;']","['73', '&nbsp;']","['475', '&nbsp;']","['71', '&nbsp;']","['17.4', '&nbsp;']"
8783,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['16,807', '&nbsp;']","['554', '&nbsp;']","['1,080', '&nbsp;']","['17,332', '&nbsp;']","['526', '&nbsp;']","['3.1', '&nbsp;']"
8783,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['14,267', '&nbsp;']","['521', '&nbsp;']","['702', '&nbsp;']","['14,448', '&nbsp;']","['181', '&nbsp;']","['1.3', '&nbsp;']"
8783,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,540', '&nbsp;']","['33', '&nbsp;']","['378', 'i']","['2,885', 'i']","['345', 'i']","['13.6', '&nbsp;']"
8783,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['143,123', '&nbsp;']","['4,413', '&nbsp;']","['10,642', '&nbsp;']","['149,353', '&nbsp;']","['6,229', '&nbsp;']","['4.4', '&nbsp;']"
8783,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,775', '&nbsp;']","['0 - 52', '&nbsp;']","['351', '&nbsp;']","['2,074 - 2,078', '&nbsp;']","['299 - 303', '&nbsp;']","['D', '&nbsp;']"
8783,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['224', '&nbsp;']","['5', '&nbsp;']","['280', 'i']","['500', 'i']","['276', 'i']","['123.0', '&nbsp;']"
8783,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['881', 'i']","['0 - 4', 'i']","['40', 'i']","['916 - 920', 'i']","['35 - 39', 'i']","['D', '&nbsp;']"
8783,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['11,557', 'i']","['199 - 645', '&nbsp;']","['233', 'i']","['10,878 - 11,470', 'i']","['-679 - -87', 'i']","['D', '&nbsp;']"
8783,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['935', '&nbsp;']","['17 - 26', '&nbsp;']","['211', 'i']","['1,120 - 1,123', '&nbsp;']","['185 - 188', 'i']","['D', '&nbsp;']"
8783,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['93,487', '&nbsp;']","['2,706', '&nbsp;']","['5,110', '&nbsp;']","['95,891', '&nbsp;']","['2,404', '&nbsp;']","['2.6', '&nbsp;']"
8783,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['32,281', '&nbsp;']","['434', '&nbsp;']","['1,425', '&nbsp;']","['33,272', '&nbsp;']","['991', '&nbsp;']","['3.1', '&nbsp;']"
8783,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['131', '&nbsp;']","['14', 'i']","['19', 'i']","['135', 'i']","['5', 'i']","['3.5', '&nbsp;']"
8783,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['32,150', '&nbsp;']","['420', '&nbsp;']","['1,406', '&nbsp;']","['33,136', '&nbsp;']","['986', '&nbsp;']","['3.1', '&nbsp;']"
8783,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,631', '&nbsp;']","['22 - 30', '&nbsp;']","['333', 'i']","['3,934 - 3,939', 'i']","['303 - 308', 'i']","['D', '&nbsp;']"
8783,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['23,115', '&nbsp;']","['451', '&nbsp;']","['1,503', '&nbsp;']","['24,168', '&nbsp;']","['1,052', '&nbsp;']","['4.6', '&nbsp;']"
8783,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['34,459', '&nbsp;']","['1,790 - 1,798', '&nbsp;']","['1,848', '&nbsp;']","['34,511 - 34,518', '&nbsp;']","['52 - 58', '&nbsp;']","['D', '&nbsp;']"
8783,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['7,426', '&nbsp;']","['290', '&nbsp;']","['1,865', 'i']","['9,001', 'i']","['1,575', 'i']","['21.2', '&nbsp;']"
8783,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['1,022', '&nbsp;']","['44', '&nbsp;']","['55', '&nbsp;']","['1,033', '&nbsp;']","['11', '&nbsp;']","['1.1', '&nbsp;']"
8783,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['6', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['0.5', '&nbsp;']"
8783,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['1,016', '&nbsp;']","['44', '&nbsp;']","['55', '&nbsp;']","['1,027', '&nbsp;']","['11', '&nbsp;']","['1.1', '&nbsp;']"
8783,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['22,374', '&nbsp;']","['601 - 691', '&nbsp;']","['2,045', '&nbsp;']","['23,772 - 23,818', '&nbsp;']","['1,398 - 1,444', '&nbsp;']","['D', '&nbsp;']"
8783,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,277', '&nbsp;']","['0 - 65', '&nbsp;']","['110', '&nbsp;']","['2,348 - 2,396', '&nbsp;']","['71 - 120', '&nbsp;']","['D', '&nbsp;']"
8783,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['13,633', '&nbsp;']","['483', '&nbsp;']","['1,008', '&nbsp;']","['14,158', '&nbsp;']","['525', '&nbsp;']","['3.9', '&nbsp;']"
8783,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['2,424', '&nbsp;']","['82', '&nbsp;']","['557', '&nbsp;']","['2,899', '&nbsp;']","['475', '&nbsp;']","['19.6', '&nbsp;']"
8783,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['820', '&nbsp;']","['30', '&nbsp;']","['196 - 201', '&nbsp;']","['987 - 991', '&nbsp;']","['167 - 171', '&nbsp;']","['D', '&nbsp;']"
8783,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['1,577', '&nbsp;']","['52', '&nbsp;']","['351', '&nbsp;']","['1,876', '&nbsp;']","['299', '&nbsp;']","['19.0', '&nbsp;']"
8783,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['27', '&nbsp;']","['*', '&nbsp;']","['6 - 9', '&nbsp;']","['33 - 35', '&nbsp;']","['6 - 9', '&nbsp;']","['D', '&nbsp;']"
8783,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['4,041', '&nbsp;']","['0 - 61', 'i']","['369', '&nbsp;']","['4,350 - 4,369', '&nbsp;']","['309 - 328', '&nbsp;']","['D', '&nbsp;']"
8783,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,401', '&nbsp;']","['26 - 48', 'i']","['171', 'i']","['1,524 - 1,527', 'i']","['123 - 126', 'i']","['D', '&nbsp;']"
8783,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,041', '&nbsp;']","['0 - 348', '&nbsp;']","['280', '&nbsp;']","['2,040 - 2,635', 'i']","['0 - 594', '&nbsp;']","['D', '&nbsp;']"
8783,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['377,806', '&nbsp;']","['14,772', '&nbsp;']","['28,707', '&nbsp;']","['391,741', '&nbsp;']","['13,936', '&nbsp;']","['3.7', '&nbsp;']"
8783,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8783,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['3,340', '&nbsp;']","['46', '&nbsp;']","['348', '&nbsp;']","['3,642', '&nbsp;']","['302', '&nbsp;']","['9.0', '&nbsp;']"
8783,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['9,556', '&nbsp;']","['145', '&nbsp;']","['1,036', '&nbsp;']","['10,448', '&nbsp;']","['891', '&nbsp;']","['9.3', '&nbsp;']"
8783,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8783,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['10,446', '&nbsp;']","['187', '&nbsp;']","['1,030', '&nbsp;']","['11,289', '&nbsp;']","['843', '&nbsp;']","['8.1', '&nbsp;']"
8783,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['14,626', '&nbsp;']","['365', '&nbsp;']","['1,266', '&nbsp;']","['15,527', '&nbsp;']","['900', '&nbsp;']","['6.2', '&nbsp;']"
8783,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8783,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['16,604', '&nbsp;']","['391', '&nbsp;']","['1,729', '&nbsp;']","['17,942', '&nbsp;']","['1,338', '&nbsp;']","['8.1', '&nbsp;']"
8783,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['15,561', '&nbsp;']","['404', '&nbsp;']","['1,256', '&nbsp;']","['16,413', '&nbsp;']","['852', '&nbsp;']","['5.5', '&nbsp;']"
8783,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['58,509', '&nbsp;']","['1,949', '&nbsp;']","['5,263', '&nbsp;']","['61,824', '&nbsp;']","['3,315', '&nbsp;']","['5.7', '&nbsp;']"
8783,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['36,274', '&nbsp;']","['1,503', '&nbsp;']","['3,462', '&nbsp;']","['38,233', '&nbsp;']","['1,959', '&nbsp;']","['5.4', '&nbsp;']"
8783,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['74,423', '&nbsp;']","['4,000', '&nbsp;']","['5,679', '&nbsp;']","['76,102', '&nbsp;']","['1,679', '&nbsp;']","['2.3', '&nbsp;']"
