table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_domestic_r_d_paid_for_by_others_and_performed_by_the_company,field_depreciation,field_capital_expenditures_related_to_r_da,field_adjusted_domestic_r_d_paid_for_by_the_company_and_others,field_change_amount,field_change_percent
8789,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['137', '&nbsp;']","['0 - 20', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['21', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['21', '&nbsp;']","['*', '&nbsp;']","['-0.2', '&nbsp;']"
8789,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['83', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['83', 'i']","['-1', '&nbsp;']","['-1.1', '&nbsp;']"
8789,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['24', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['23', '&nbsp;']","['-1', '&nbsp;']","['-6.1', '&nbsp;']"
8789,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['22', 'i']","['*', 'i']","['0', '&nbsp;']","['22', 'i']","['*', 'i']","['-0.4', '&nbsp;']"
8789,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['105', '&nbsp;']","['5', '&nbsp;']","['0', '&nbsp;']","['100', '&nbsp;']","['-5', '&nbsp;']","['-5.1', '&nbsp;']"
8789,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['1,034', '&nbsp;']","['47', '&nbsp;']","['0', '&nbsp;']","['987', '&nbsp;']","['-47', '&nbsp;']","['-4.5', '&nbsp;']"
8789,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['10', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['10', '&nbsp;']","['*', '&nbsp;']","['-2.6', '&nbsp;']"
8789,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['543', '&nbsp;']","['44', '&nbsp;']","['0', '&nbsp;']","['500', '&nbsp;']","['-44', '&nbsp;']","['-8.0', '&nbsp;']"
8789,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['173', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['171', '&nbsp;']","['-2', '&nbsp;']","['-1.2', '&nbsp;']"
8789,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['307', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['307', '&nbsp;']","['-1', '&nbsp;']","['-0.3', '&nbsp;']"
8789,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['9,775', '&nbsp;']","['250', '&nbsp;']","['0', '&nbsp;']","['9,525', '&nbsp;']","['-250', '&nbsp;']","['-2.6', '&nbsp;']"
8789,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,285', 'i']","['30', 'i']","['0', '&nbsp;']","['1,254', 'i']","['-30', 'i']","['-2.4', '&nbsp;']"
8789,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['2,410', '&nbsp;']","['102', '&nbsp;']","['0', '&nbsp;']","['2,308', '&nbsp;']","['-102', '&nbsp;']","['-4.2', '&nbsp;']"
8789,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['5,863', '&nbsp;']","['109', '&nbsp;']","['0', '&nbsp;']","['5,754', '&nbsp;']","['-109', '&nbsp;']","['-1.9', '&nbsp;']"
8789,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['163', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['159', '&nbsp;']","['-3', 'i']","['-2.0', '&nbsp;']"
8789,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['5,455', '&nbsp;']","['84', '&nbsp;']","['0', '&nbsp;']","['5,371', '&nbsp;']","['-84', '&nbsp;']","['-1.5', '&nbsp;']"
8789,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['245', '&nbsp;']","['21', '&nbsp;']","['0', '&nbsp;']","['224', '&nbsp;']","['-21', '&nbsp;']","['-8.7', '&nbsp;']"
8789,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['217', '&nbsp;']","['8', '&nbsp;']","['0', '&nbsp;']","['209', '&nbsp;']","['-8', '&nbsp;']","['-3.9', '&nbsp;']"
8789,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['266', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['254', '&nbsp;']","['-12', '&nbsp;']","['-4.4', '&nbsp;']"
8789,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['16,735', '&nbsp;']","['121', '&nbsp;']","['0', '&nbsp;']","['16,614', 'i']","['-121', '&nbsp;']","['-0.7', '&nbsp;']"
8789,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['2,506', '&nbsp;']","['79', '&nbsp;']","['0', '&nbsp;']","['2,426', '&nbsp;']","['-79', '&nbsp;']","['-3.2', '&nbsp;']"
8789,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['13,131', 'i']","['30', '&nbsp;']","['0', '&nbsp;']","['13,101', 'i']","['-30', '&nbsp;']","['-0.2', '&nbsp;']"
8789,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['12,222', 'i']","['30', '&nbsp;']","['0', '&nbsp;']","['12,192', 'i']","['-30', '&nbsp;']","['-0.2', '&nbsp;']"
8789,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['909', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['909', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']"
8789,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['6', '&nbsp;']","['0 - 5', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,092', '&nbsp;']","['6 - 14', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['5', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['-3.2', '&nbsp;']"
8789,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['402', '&nbsp;']","['6', 'i']","['0', '&nbsp;']","['396', 'i']","['-6', 'i']","['-1.6', '&nbsp;']"
8789,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['264', '&nbsp;']","['2', '&nbsp;']","['0', '&nbsp;']","['262', '&nbsp;']","['-2', '&nbsp;']","['-0.6', '&nbsp;']"
8789,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['138', 'i']","['5', 'i']","['0', '&nbsp;']","['133', 'i']","['-5', 'i']","['-3.4', '&nbsp;']"
8789,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['23,838', '&nbsp;']","['659', '&nbsp;']","['0', '&nbsp;']","['23,179', '&nbsp;']","['-659', '&nbsp;']","['-2.8', '&nbsp;']"
8789,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['130', '&nbsp;']","['0 - 52', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['51', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['51', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8789,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['25', '&nbsp;']","['0 - 4', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['94', '&nbsp;']","['0 - 88', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7', '&nbsp;']","['0 - 8', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['862', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['847', '&nbsp;']","['-16', '&nbsp;']","['-1.8', '&nbsp;']"
8789,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['489', '&nbsp;']","['9', '&nbsp;']","['0', '&nbsp;']","['480', '&nbsp;']","['-9', '&nbsp;']","['-1.9', '&nbsp;']"
8789,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8789,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['489', '&nbsp;']","['9', '&nbsp;']","['0', '&nbsp;']","['480', '&nbsp;']","['-9', '&nbsp;']","['-1.9', '&nbsp;']"
8789,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['65', '&nbsp;']","['0 - 7', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['191', '&nbsp;']","['1', '&nbsp;']","['0', '&nbsp;']","['190', '&nbsp;']","['-1', '&nbsp;']","['-0.4', '&nbsp;']"
8789,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['117', '&nbsp;']","['0 - 7', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['45', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['45', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8789,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['NA', '&nbsp;']"
8789,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['NA', '&nbsp;']"
8789,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['NA', '&nbsp;']"
8789,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['22,486', '&nbsp;']","['556 - 644', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,684', '&nbsp;']","['0 - 65', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,291', '&nbsp;']","['18', '&nbsp;']","['0', '&nbsp;']","['2,273', '&nbsp;']","['-18', '&nbsp;']","['-0.8', '&nbsp;']"
8789,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['17,761', '&nbsp;']","['539', '&nbsp;']","['0', '&nbsp;']","['17,222', '&nbsp;']","['-539', '&nbsp;']","['-3.0', '&nbsp;']"
8789,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology,5,541711,"['5,037', '&nbsp;']","['57 - 137', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except biotechnology)",5,541712,"['12,080', '&nbsp;']","['403', '&nbsp;']","['0', '&nbsp;']","['11,677', '&nbsp;']","['-403', 'i']","['-3.3', '&nbsp;']"
8789,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['644', '&nbsp;']","['0 - 78', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['750', '&nbsp;']","['0 - 61', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r071,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['75', '&nbsp;']","['0 - 21', 'i']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r072,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['62', '&nbsp;']","['0 - 63', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
8789,r073,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['63,230', '&nbsp;']","['1,638', '&nbsp;']","['0', '&nbsp;']","['61,593', '&nbsp;']","['-1,638', '&nbsp;']","['-2.6', '&nbsp;']"
8789,r074,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8789,r075,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>b</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>b</sup>,,,3,–,"['1,050', '&nbsp;']","['26', '&nbsp;']","['0', '&nbsp;']","['1,024', '&nbsp;']","['-26', '&nbsp;']","['-2.5', '&nbsp;']"
8789,r076,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['1,695', '&nbsp;']","['24', '&nbsp;']","['0', '&nbsp;']","['1,671', '&nbsp;']","['-24', '&nbsp;']","['-1.4', '&nbsp;']"
8789,r077,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8789,r078,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['1,875', '&nbsp;']","['32', '&nbsp;']","['0', '&nbsp;']","['1,844', '&nbsp;']","['-32', '&nbsp;']","['-1.7', '&nbsp;']"
8789,r079,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['3,921', '&nbsp;']","['94', '&nbsp;']","['0', '&nbsp;']","['3,828', '&nbsp;']","['-94', '&nbsp;']","['-2.4', '&nbsp;']"
8789,r080,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
8789,r081,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['3,041', '&nbsp;']","['75', '&nbsp;']","['0', '&nbsp;']","['2,965', '&nbsp;']","['-75', '&nbsp;']","['-2.5', '&nbsp;']"
8789,r082,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['2,096', '&nbsp;']","['90', 'i']","['0', '&nbsp;']","['2,006', '&nbsp;']","['-90', 'i']","['-4.3', '&nbsp;']"
8789,r083,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['10,068', '&nbsp;']","['489', '&nbsp;']","['0', '&nbsp;']","['9,579', '&nbsp;']","['-489', '&nbsp;']","['-4.9', '&nbsp;']"
8789,r084,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['9,063', '&nbsp;']","['417', '&nbsp;']","['0', '&nbsp;']","['8,646', '&nbsp;']","['-417', '&nbsp;']","['-4.6', '&nbsp;']"
8789,r085,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['9,997', '&nbsp;']","['173', 'i']","['0', '&nbsp;']","['9,825', '&nbsp;']","['-173', 'i']","['-1.7', '&nbsp;']"
8789,r086,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['20,423', '&nbsp;']","['218', '&nbsp;']","['0', '&nbsp;']","['20,206', 'i']","['-218', '&nbsp;']","['-1.1', '&nbsp;']"
