table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2021
10275,r001,All fields,All fields,,,1,37026661
10275,r002,All fields -> Computer and information sciences,All fields,Computer and information sciences,,2,1465782
10275,r003,"All fields -> Geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",,2,1664581
10275,r004,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric science and meteorology",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,3,296635
10275,r005,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,3,253987
10275,r006,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean sciences and marine sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences",Ocean sciences and marine sciences,3,627773
10275,r007,"All fields -> Geosciences, atmospheric sciences, and ocean sciences -> Other geosciences, atmospheric sciences, and ocean sciences",All fields,"Geosciences, atmospheric sciences, and ocean sciences","Other geosciences, atmospheric sciences, and ocean sciences",3,486186
10275,r008,All fields -> Life sciences,All fields,Life sciences,,2,20475049
10275,r009,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,168533
10275,r010,All fields -> Life sciences -> Biological and biomedical sciences,All fields,Life sciences,Biological and biomedical sciences,3,11340905
10275,r011,All fields -> Life sciences -> Health sciences,All fields,Life sciences,Health sciences,3,6800734
10275,r012,All fields -> Life sciences -> Natural resources and conservation,All fields,Life sciences,Natural resources and conservation,3,12558
10275,r013,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,2152319
10275,r014,All fields -> Mathematics and statistics,All fields,Mathematics and statistics,,2,479906
10275,r015,All fields -> Physical sciences,All fields,Physical sciences,,2,2412951
10275,r016,All fields -> Physical sciences -> Astronomy and astrophysics,All fields,Physical sciences,Astronomy and astrophysics,3,80635
10275,r017,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,608381
10275,r018,All fields -> Physical sciences -> Materials science,All fields,Physical sciences,Materials science,3,345237
10275,r019,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,852779
10275,r020,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,525919
10275,r021,All fields -> Psychology,All fields,Psychology,,2,2471457
10275,r022,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,13456
10275,r023,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,13181
10275,r024,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,2444820
10275,r025,All fields -> Social sciences,All fields,Social sciences,,2,789582
10275,r026,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,27715
10275,r027,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,90106
10275,r028,All fields -> Social sciences -> Political science and government,All fields,Social sciences,Political science and government,3,8727
10275,r029,"All fields -> Social sciences -> Sociology, demography, and population studies",All fields,Social sciences,"Sociology, demography, and population studies",3,63762
10275,r030,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,599272
10275,r031,All fields -> Engineering,All fields,Engineering,,2,3682718
10275,r032,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",3,125887
10275,r033,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,3,108541
10275,r034,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,229976
10275,r035,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,101364
10275,r036,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",3,243921
10275,r037,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,3,55826
10275,r038,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,149328
10275,r039,All fields -> Engineering -> Metallurgical and materials engineering,All fields,Engineering,Metallurgical and materials engineering,3,185740
10275,r040,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,2482135
10275,r041,All fields -> Other fields,All fields,Other fields,,2,3584636
10275,r042,All fields -> Other fields -> Business management and business administration,All fields,Other fields,Business management and business administration,3,73786
10275,r043,All fields -> Other fields -> Communication and communications technologies,All fields,Other fields,Communication and communications technologies,3,1812
10275,r044,All fields -> Other fields -> Education research,All fields,Other fields,Education research,3,741853
10275,r045,All fields -> Other fields -> Humanities,All fields,Other fields,Humanities,3,5486
10275,r046,All fields -> Other fields -> Law,All fields,Other fields,Law,3,510
10275,r047,All fields -> Other fields -> Social work,All fields,Other fields,Social work,3,0
10275,r048,All fields -> Other fields -> Visual and performing arts,All fields,Other fields,Visual and performing arts,3,0
10275,r049,All fields -> Other fields -> All other fields,All fields,Other fields,All other fields,3,2761189
