table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_company_performed_r_d_us_millions_worldwide,field_company_performed_r_d_us_millions_domestic,field_company_performed_r_d_us_millions_foreign,field_r_d_employment_thousands_worldwide,field_r_d_employment_thousands_domestic,field_r_d_employment_thousands_foreign,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_worldwide,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_domestic,field_company_performed_r_d_per_r_d_employee_us_thousands_per_employee_foreign
767,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['25,698', '&nbsp;']","['19,078', '&nbsp;']","['6,621', '&nbsp;']","['148', '&nbsp;']","['101', '&nbsp;']","['46', '&nbsp;']","['174', '&nbsp;']","['188', '&nbsp;']","['143', '&nbsp;']"
767,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['29,139', '&nbsp;']","['27,464', '&nbsp;']","['1,674', '&nbsp;']","['93', '&nbsp;']","['70', '&nbsp;']","['23', '&nbsp;']","['314', '&nbsp;']","['391', '&nbsp;']","['74', '&nbsp;']"
767,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['27,489', '&nbsp;']","['25,817', '&nbsp;']","['1,672', '&nbsp;']","['81', '&nbsp;']","['58', '&nbsp;']","['23', '&nbsp;']","['340', '&nbsp;']","['443', '&nbsp;']","['74', '&nbsp;']"
767,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,649', 'i']","['1,647', 'i']","['2', '&nbsp;']","['12', '&nbsp;']","['12', '&nbsp;']","['*', '&nbsp;']","['138', '&nbsp;']","['137', '&nbsp;']","['265', '&nbsp;']"
767,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['16', '&nbsp;']","['16', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['205', '&nbsp;']","['205', '&nbsp;']","['0', '&nbsp;']"
767,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,834', '&nbsp;']","['2,716', '&nbsp;']","['118', '&nbsp;']","['14', '&nbsp;']","['13', '&nbsp;']","['1', 'i']","['196', '&nbsp;']","['208', '&nbsp;']","['85', '&nbsp;']"
767,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['477', '&nbsp;']","['452', '&nbsp;']","['25', '&nbsp;']","['5', '&nbsp;']","['5', '&nbsp;']","['*', '&nbsp;']","['92', '&nbsp;']","['90', '&nbsp;']","['156', '&nbsp;']"
767,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['15,873', '&nbsp;']","['13,690', '&nbsp;']","['2,183', '&nbsp;']","['83', '&nbsp;']","['62', '&nbsp;']","['21', '&nbsp;']","['191', '&nbsp;']","['220', '&nbsp;']","['105', '&nbsp;']"
767,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['13,170', '&nbsp;']","['11,382', '&nbsp;']","['1,788', '&nbsp;']","['62', '&nbsp;']","['47', '&nbsp;']","['15', '&nbsp;']","['212', '&nbsp;']","['241', '&nbsp;']","['120', '&nbsp;']"
767,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['2,703', 'i']","['2,309', 'i']","['394', 'i']","['21', '&nbsp;']","['15', '&nbsp;']","['6', '&nbsp;']","['129', '&nbsp;']","['154', '&nbsp;']","['67', '&nbsp;']"
767,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['141,461', '&nbsp;']","['119,690', '&nbsp;']","['21,771', '&nbsp;']","['871', '&nbsp;']","['627', '&nbsp;']","['243', '&nbsp;']","['162', '&nbsp;']","['191', '&nbsp;']","['89', '&nbsp;']"
767,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['4,348', '&nbsp;']","['4,012', '&nbsp;']","['336', '&nbsp;']","['17', '&nbsp;']","['15', '&nbsp;']","['2', '&nbsp;']","['258', '&nbsp;']","['271', '&nbsp;']","['161', '&nbsp;']"
767,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['483', '&nbsp;']","['480', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['174', '&nbsp;']","['184', '&nbsp;']","['18', '&nbsp;']"
767,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,793', 'i']","['1,768', 'i']","['25', 'i']","['26', '&nbsp;']","['25', '&nbsp;']","['1', '&nbsp;']","['69', '&nbsp;']","['70', '&nbsp;']","['27', '&nbsp;']"
767,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', '&nbsp;']","['1,533', 'i']","['D', '&nbsp;']","['7', '&nbsp;']","['6', '&nbsp;']","['1', '&nbsp;']","['D', '&nbsp;']","['263', '&nbsp;']","['D', '&nbsp;']"
767,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['416', '&nbsp;']","['403', '&nbsp;']","['13', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['231', '&nbsp;']","['230', '&nbsp;']","['271', '&nbsp;']"
767,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['78,035', '&nbsp;']","['65,513', '&nbsp;']","['12,523', '&nbsp;']","['409', '&nbsp;']","['279', '&nbsp;']","['130', '&nbsp;']","['191', '&nbsp;']","['235', '&nbsp;']","['96', '&nbsp;']"
767,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['42,187', '&nbsp;']","['33,346', '&nbsp;']","['8,841', '&nbsp;']","['247', '&nbsp;']","['146', '&nbsp;']","['100', '&nbsp;']","['171', '&nbsp;']","['228', '&nbsp;']","['88', '&nbsp;']"
767,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['107', 'i']","['98', 'i']","['9', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['122', '&nbsp;']","['121', '&nbsp;']","['131', '&nbsp;']"
767,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['42,080', '&nbsp;']","['33,248', '&nbsp;']","['8,832', '&nbsp;']","['246', '&nbsp;']","['145', '&nbsp;']","['100', '&nbsp;']","['171', '&nbsp;']","['229', '&nbsp;']","['88', '&nbsp;']"
767,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,648', '&nbsp;']","['3,607', '&nbsp;']","['41', '&nbsp;']","['25', '&nbsp;']","['24', '&nbsp;']","['1', '&nbsp;']","['146', '&nbsp;']","['151', '&nbsp;']","['36', '&nbsp;']"
767,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['10,677', '&nbsp;']","['9,416', '&nbsp;']","['1,261', '&nbsp;']","['72', '&nbsp;']","['56', '&nbsp;']","['16', '&nbsp;']","['149', '&nbsp;']","['169', '&nbsp;']","['80', '&nbsp;']"
767,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['21,523', '&nbsp;']","['19,144', '&nbsp;']","['2,379', '&nbsp;']","['66', '&nbsp;']","['53', '&nbsp;']","['13', '&nbsp;']","['325', '&nbsp;']","['360', '&nbsp;']","['184', '&nbsp;']"
767,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['6,292', '&nbsp;']","['5,366', '&nbsp;']","['926', '&nbsp;']","['40', '&nbsp;']","['32', '&nbsp;']","['8', '&nbsp;']","['157', '&nbsp;']","['168', '&nbsp;']","['113', '&nbsp;']"
767,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['314', '&nbsp;']","['301', '&nbsp;']","['13', '&nbsp;']","['2', '&nbsp;']","['2', '&nbsp;']","['*', '&nbsp;']","['173', '&nbsp;']","['177', '&nbsp;']","['109', '&nbsp;']"
767,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['D', '&nbsp;']","['68', '&nbsp;']","['D', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['191', '&nbsp;']","['D', '&nbsp;']"
767,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['D', '&nbsp;']","['233', '&nbsp;']","['D', '&nbsp;']","['1', '&nbsp;']","['1', '&nbsp;']","['*', '&nbsp;']","['D', '&nbsp;']","['174', '&nbsp;']","['D', '&nbsp;']"
767,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['46,276', '&nbsp;']","['38,626', '&nbsp;']","['7,650', '&nbsp;']","['344', '&nbsp;']","['246', '&nbsp;']","['98', '&nbsp;']","['135', '&nbsp;']","['157', '&nbsp;']","['78', '&nbsp;']"
767,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,187', 'i']","['4,128', 'i']","['58', '&nbsp;']","['52', '&nbsp;']","['44', '&nbsp;']","['8', '&nbsp;']","['80', '&nbsp;']","['94', '&nbsp;']","['7', '&nbsp;']"
767,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['17,225', '&nbsp;']","['14,333', '&nbsp;']","['2,892', '&nbsp;']","['136', '&nbsp;']","['92', '&nbsp;']","['44', '&nbsp;']","['127', '&nbsp;']","['156', '&nbsp;']","['66', '&nbsp;']"
767,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['20,707', '&nbsp;']","['16,329', '&nbsp;']","['4,378', '&nbsp;']","['122', '&nbsp;']","['82', '&nbsp;']","['40', '&nbsp;']","['170', '&nbsp;']","['198', '&nbsp;']","['111', '&nbsp;']"
767,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['7,211', 'i']","['5,693', 'i']","['1,518', '&nbsp;']","['31', '&nbsp;']","['22', '&nbsp;']","['9', '&nbsp;']","['231', '&nbsp;']","['259', '&nbsp;']","['165', '&nbsp;']"
767,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['12,787', '&nbsp;']","['9,931', '&nbsp;']","['2,856', '&nbsp;']","['84', '&nbsp;']","['54', '&nbsp;']","['30', '&nbsp;']","['152', '&nbsp;']","['185', '&nbsp;']","['94', '&nbsp;']"
767,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['708', '&nbsp;']","['705', '&nbsp;']","['3', '&nbsp;']","['7', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['102', '&nbsp;']","['102', '&nbsp;']","['233', '&nbsp;']"
