table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018
1990,r001,World,World,,,,1,505562,554334,619728,659840,718496,808107,929114,913014,982541,1108619,1143048,1205592,1274942,1264453,1346512,1467987,1621824
1990,r002,World -> North America,World,North America,,,2,192626,194187,208350,217937,239805,244333,286716,287611,320385,353909,364808,393646,422329,464636,520787,571629,629671
1990,r003,World -> North America -> Canada,World,North America,Canada,,3,8634,10507,11931,13408,15718,18009,19118,19400,22157,25325,26452,27326,27740,24828,25803,28860,30289
1990,r004,World -> North America -> Mexico,World,North America,Mexico,,3,824,792,908,1055,1091,1199,1286,1087,1164,1195,1220,1232,1339,1210,1193,1217,1275
1990,r005,World -> North America -> United States,World,North America,United States,,3,183168,182888,195512,203475,222996,225125,266312,267124,297064,327389,337136,365087,393250,438598,493792,541553,598108
1990,r006,World -> Central and South America,World,Central and South America,,,2,7870,8306,10645,14345,17267,22176,26803,28044,34508,41796,41108,43522,42642,37522,35286,39779,37180
1990,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1108,1241,1553,1862,2183,2765,3472,3389,4013,4829,5195,5537,4979,5866,5116,6066,4913
1990,r008,World -> Central and South America -> Bolivia,World,Central and South America,Bolivia,,3,48,47,47,47,50,56,66,74,79,86,99,109,115,127,139,150,162
1990,r009,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,3790,4215,5778,8088,9994,13370,15973,17283,22029,26814,24599,26078,26173,20458,20733,23113,21019
1990,r010,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,568,582,735,1377,1658,1944,2488,2305,2962,3743,4041,4214,3775,3410,3404,3590,3847
1990,r011,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,769,736,921,1183,1351,1730,2003,1840,2276,2612,2828,2942,3004,2357,2229,2420,2518
1990,r012,World -> Central and South America -> Costa Rica,World,Central and South America,Costa Rica,,3,51,54,60,66,83,99,115,129,175,218,251,282,323,367,396,423,447
1990,r013,World -> Central and South America -> Ecuador,World,Central and South America,Ecuador,,3,124,144,156,172,178,209,208,215,260,308,344,377,394,371,369,387,409
1990,r014,World -> Central and South America -> Honduras,World,Central and South America,Honduras,,3,33,37,39,44,47,53,59,67,72,75,80,84,90,93,97,102,107
1990,r015,World -> Central and South America -> Jamaica,World,Central and South America,Jamaica,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,r016,World -> Central and South America -> Panama,World,Central and South America,Panama,,3,181,194,208,220,244,252,284,318,361,404,449,520,555,596,633,686,755
1990,r017,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,467,493,540,593,677,728,832,791,895,988,1095,1164,1171,1075,1080,1258,1322
1990,r018,World -> Central and South America -> Uruguay,World,Central and South America,Uruguay,,3,195,149,155,197,222,267,365,417,573,686,787,908,938,900,905,1044,1081
1990,r019,World -> Central and South America -> Venezuela,World,Central and South America,Venezuela,,3,537,416,453,495,581,703,938,1217,813,1032,1341,1307,1126,1903,185,540,600
1990,r020,World -> Europe,World,Europe,,,2,169092,202645,237634,250995,272871,326262,361486,328881,330051,376453,372610,400796,421110,378526,392336,429338,471384
1990,r021,World -> Europe -> EU,World,Europe,EU,,3,158070,190312,223414,234492,254296,302834,331904,301311,298891,337900,329482,356685,379754,344178,357876,391008,431785
1990,r022,World -> Europe -> EU -> Austria,World,Europe,EU,Austria,4,2700,3281,3724,4026,4267,4831,5444,5138,5031,6331,6106,6823,7353,6416,6691,7265,7868
1990,r023,World -> Europe -> EU -> Belgium,World,Europe,EU,Belgium,4,3415,3996,4436,4659,5100,6399,7347,7229,7264,8392,8441,8585,8950,7920,8550,9549,10588
1990,r024,World -> Europe -> EU -> Bulgaria,World,Europe,EU,Bulgaria,4,58,73,98,95,122,153,302,289,247,339,304,346,346,290,359,347,394
1990,r025,World -> Europe -> EU -> Czechia,World,Europe,EU,Czechia,4,858,1116,1289,1881,2336,3201,4295,4072,4041,4910,4545,4694,4817,4526,4774,5630,6176
1990,r026,World -> Europe -> EU -> Denmark,World,Europe,EU,Denmark,4,2471,2948,3513,3300,3900,4666,5578,6105,6246,5960,5558,6252,6379,5576,5786,6142,6555
1990,r027,World -> Europe -> EU -> Finland,World,Europe,EU,Finland,4,2260,2825,3454,3730,3878,5008,5517,4817,4738,5598,5690,6351,7200,6579,6866,7395,8032
1990,r028,World -> Europe -> EU -> France,World,Europe,EU,France,4,31139,37189,42277,43233,47481,55033,61341,55794,54723,59194,56764,59480,62700,55246,58445,65948,70836
1990,r029,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,33964,39080,44479,47758,50990,63266,69259,63986,62808,76345,75779,86787,91727,79049,84615,94499,106949
1990,r030,World -> Europe -> EU -> Greece,World,Europe,EU,Greece,4,424,548,752,810,1017,1026,950,941,1085,1040,933,957,1046,918,979,1041,1123
1990,r031,World -> Europe -> EU -> Hungary,World,Europe,EU,Hungary,4,723,901,1075,1194,1367,1836,2216,2096,2104,2358,2324,2640,2831,2419,2663,3143,3544
1990,r032,World -> Europe -> EU -> Ireland,World,Europe,EU,Ireland,4,2868,3528,3980,4822,4959,5613,7209,5988,5907,5018,5880,6846,8511,8477,10505,11379,15216
1990,r033,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,20497,24558,26402,26840,27526,31936,35300,34391,33208,35972,33211,34715,35984,31557,31900,33457,35019
1990,r034,World -> Europe -> EU -> Netherlands,World,Europe,EU,Netherlands,4,8052,9851,11563,12681,14252,17720,20387,18466,18011,19262,18242,19880,20735,19013,19649,21932,24152
1990,r035,World -> Europe -> EU -> Poland,World,Europe,EU,Poland,4,1373,1603,1954,2167,2480,3269,4469,4097,4829,5698,6340,7510,8492,8285,8365,9691,10259
1990,r036,World -> Europe -> EU -> Portugal,World,Europe,EU,Portugal,4,846,1054,1226,1325,1498,1804,2114,2141,2126,2308,2142,2323,2470,2129,2291,2440,2630
1990,r037,World -> Europe -> EU -> Romania,World,Europe,EU,Romania,4,378,499,541,705,976,1553,1897,1535,1402,1724,1676,2173,2176,2043,2261,2496,2826
1990,r038,World -> Europe -> EU -> Slovakia,World,Europe,EU,Slovakia,4,161,241,358,421,567,971,1251,1501,1489,1827,1958,1940,1834,1711,1822,2065,2290
1990,r039,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,8494,10986,12668,13541,14974,17837,20726,20307,18563,20431,19457,21125,22171,19150,19941,21755,24297
1990,r040,World -> Europe -> EU -> Sweden,World,Europe,EU,Sweden,4,5677,6953,8762,9192,9492,11028,12471,10448,11674,14262,14040,15333,15731,16767,16802,18026,19877
1990,r041,World -> Europe -> EU -> United Kingdom,World,Europe,EU,United Kingdom,4,31712,39083,50862,52115,57113,65684,63829,51971,53395,60931,60091,61923,68300,66106,64614,66808,73154
1990,r042,World -> Europe -> Other Europe,World,Europe,Other Europe,,3,11022,12334,14220,16503,18575,23427,29582,27570,31160,38553,43129,44111,41356,34347,34460,38331,39599
1990,r043,World -> Europe -> Other Europe -> Norway,World,Europe,Other Europe,Norway,4,2302,2556,3141,3668,3846,5020,5987,5427,6162,7217,7368,7986,7570,6154,6354,6850,7450
1990,r044,World -> Europe -> Other Europe -> Russia,World,Europe,Other Europe,Russia,4,1450,1809,1756,2666,3792,5893,8797,7226,8709,12673,16503,15867,13519,8755,8221,9953,10291
1990,r045,World -> Europe -> Other Europe -> Switzerland,World,Europe,Other Europe,Switzerland,4,6280,6700,7685,7934,8263,8757,10357,10790,11840,14112,14046,14706,15203,14999,15312,16179,16698
1990,r046,World -> Europe -> Other Europe -> Turkey,World,Europe,Other Europe,Turkey,4,782,1034,1368,1886,2202,2958,3401,3319,3522,3375,3681,3996,4004,3651,3744,4348,4005
1990,r047,World -> Europe -> Other Europe -> Ukraine,World,Europe,Other Europe,Ukraine,4,209,235,270,349,471,800,1040,808,927,1177,1530,1556,1060,789,828,1000,1155
1990,r048,World -> Middle East,World,Middle East,,,2,5188,5563,6426,7377,8626,10957,13426,13774,14907,16938,16405,17262,19183,20291,21725,23438,22910
1990,r049,World -> Middle East -> Bahrain,World,Middle East,Bahrain,,3,68,73,83,96,108,124,139,139,152,144,150,154,165,172,182,192,213
1990,r050,World -> Middle East -> Iran,World,Middle East,Iran,,3,1223,1480,1793,2139,2721,3742,4530,4743,5292,6061,4612,3558,4022,4202,4550,4841,3444
1990,r051,World -> Middle East -> Israel,World,Middle East,Israel,,3,1966,1912,2111,2446,2664,3138,4093,4225,4450,5194,5160,6102,6719,7216,8075,9158,9603
1990,r052,World -> Middle East -> Jordan,World,Middle East,Jordan,,3,108,113,121,124,128,135,139,150,166,179,192,205,220,231,243,256,273
1990,r053,World -> Middle East -> Kuwait,World,Middle East,Kuwait,,3,41,46,49,54,56,61,65,60,67,118,120,123,129,131,131,137,163
1990,r054,World -> Middle East -> Qatar,World,Middle East,Qatar,,3,26,28,53,66,163,248,312,320,320,411,438,527,606,623,632,633,708
1990,r055,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,851,871,950,1007,1085,1195,1424,1687,1933,2152,2789,3398,3758,3928,3996,4134,4314
1990,r056,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,905,1040,1266,1446,1702,2313,2724,2450,2528,2680,2944,3193,3563,3789,3916,4086,4191
1990,r057,World -> Africa,World,Africa,,,2,1852,2402,3443,4557,6033,7886,10389,11621,12042,11522,12516,13804,13988,12962,11046,9790,11411
1990,r058,World -> Africa -> Cameroon,World,Africa,Cameroon,,3,61,77,88,96,106,118,136,138,140,157,153,160,163,140,158,160,180
1990,r059,World -> Africa -> Egypt,World,Africa,Egypt,,3,189,152,145,203,249,297,361,424,481,1228,1627,1622,1735,1825,1608,1136,1427
1990,r060,World -> Africa -> Kenya,World,Africa,Kenya,,3,79,90,90,103,123,143,151,144,133,105,116,112,103,128,142,150,158
1990,r061,World -> Africa -> Morocco,World,Africa,Morocco,,3,324,411,480,536,600,735,809,859,853,943,931,994,1029,922,957,1024,1106
1990,r062,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,735,1014,1833,2736,3995,5498,7817,8838,8941,7449,8205,9465,9502,8643,6935,5933,7082
1990,r063,World -> Africa -> Senegal,World,Africa,Senegal,,3,49,62,71,76,84,103,123,118,117,131,125,136,141,117,119,136,154
1990,r064,World -> Africa -> South Africa,World,Africa,South Africa,,3,205,344,459,522,558,634,592,683,944,1035,908,825,808,726,669,800,841
1990,r065,World -> Africa -> Tunisia,World,Africa,Tunisia,,3,210,252,277,286,319,359,400,416,435,473,451,490,505,460,458,452,463
1990,r066,World -> Africa -> Zimbabwe,World,Africa,Zimbabwe,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,r067,World -> Asia,World,Asia,,,2,121184,131300,141153,151411,159395,177944,209131,221495,244192,276777,302894,305077,324406,324371,339781,367021,421955
1990,r068,World -> Asia -> Bangladesh,World,Asia,Bangladesh,,3,280,303,319,317,365,399,443,510,577,609,647,785,909,1058,1181,1271,1376
1990,r069,World -> Asia -> China,World,Asia,China,,3,7879,8132,8995,12010,16128,23046,32025,37064,44334,56943,71230,87659,105923,109319,108073,120948,164202
1990,r070,World -> Asia -> India,World,Asia,India,,3,6648,7832,10245,12387,14517,19086,22659,25301,32385,38233,42822,49723,55219,63870,67267,77888,86290
1990,r071,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,794,1017,1167,1322,1650,1860,2161,2475,3423,3999,4091,4077,3789,3680,4104,4791,5056
1990,r072,World -> Asia -> Japan,World,Asia,Japan,,3,92060,99299,104076,105301,102683,106286,125050,130938,134240,143912,148868,125258,118598,107451,118367,119523,122101
1990,r073,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,373,405,440,609,674,811,935,981,1229,1354,1510,1654,1741,1616,1659,1717,1943
1990,r074,World -> Asia -> Pakistan,World,Asia,Pakistan,,3,198,224,252,333,650,693,823,602,637,734,854,772,838,861,967,1042,977
1990,r075,World -> Asia -> Philippines,World,Asia,Philippines,,3,489,508,554,633,769,956,1148,1153,1336,1521,1773,1665,1699,1801,2194,2278,2366
1990,r076,World -> Asia -> Singapore,World,Asia,Singapore,,3,408,420,427,773,940,1235,1538,1662,1953,2750,3071,3428,3620,3299,3500,3693,3928
1990,r077,World -> Asia -> South Korea,World,Asia,South Korea,,3,8792,9658,10838,13599,16372,18289,16536,15428,18081,20223,21167,22771,24690,23983,24898,25282,24599
1990,r078,World -> Asia -> Sri Lanka,World,Asia,Sri Lanka,,3,5,5,5,6,7,9,10,11,12,14,14,18,22,27,29,33,35
1990,r079,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,2371,2486,2670,2871,3190,3617,3954,3740,3998,4154,4305,4497,4614,4560,4658,5239,5399
1990,r080,World -> Asia -> Thailand,World,Asia,Thailand,,3,829,948,1094,1175,1369,1562,1731,1502,1795,2142,2355,2561,2522,2634,2658,3074,3431
