table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_economies_by_income_status,field_2000_fractional_count,field_2000_whole_count,field_2001_fractional_count,field_2001_whole_count,field_2002_fractional_count,field_2002_whole_count,field_2003_fractional_count,field_2003_whole_count,field_2004_fractional_count,field_2004_whole_count,field_2005_fractional_count,field_2005_whole_count,field_2006_fractional_count,field_2006_whole_count,field_2007_fractional_count,field_2007_whole_count,field_2008_fractional_count,field_2008_whole_count,field_2009_fractional_count,field_2009_whole_count,field_2010_fractional_count,field_2010_whole_count,field_2011_fractional_count,field_2011_whole_count,field_2012_fractional_count,field_2012_whole_count,field_2013_fractional_count,field_2013_whole_count,field_2014_fractional_count,field_2014_whole_count,field_2015_fractional_count,field_2015_whole_count,field_2016_fractional_count,field_2016_whole_count,field_2017_fractional_count,field_2017_whole_count,field_2018_fractional_count,field_2018_whole_count
1823,r001,World,World,,,,1,,73974.0,73974,74976.0,74976,80628.0,80628,81221.0,81221,86631.0,86631,96694.0,96694,100394.0,100394,102868.0,102868,105682.0,105682,109873.0,109873,111678.0,111678,120061.0,120061,125273.0,125273,131216.0,131216,137197.0,137197,142913.0,142913,145237.0,145237,147635.0,147635,158570.0,158570
1823,r002,World -> North America,World,North America,,,2,,14152.6,15927,13227.17,14957,16486.91,18528,15139.94,17421,15627.99,18107,16639.61,19208,16712.7,19272,17157.54,19991,17589.62,20493,17293.78,20520,17856.7,21236,18754.62,22463,18700.77,22757,19089.52,23313,18881.42,23543,18714.48,23989,18589.27,24139,18402.02,24236,18198.63,24409
1823,r003,World -> North America -> Canada,World,North America,Canada,,3,High,1533.58,1901,1524.17,1865,1720.51,2117,1717.2,2160,1820.55,2349,1907.17,2462,2084.75,2655,2029.6,2647,2084.24,2686,2223.79,2887,2170.36,2802,2381.85,3072,2402.52,3173,2318.23,3069,2279.84,3080,2408.89,3379,2293.61,3205,2327.71,3365,2300.44,3408
1823,r004,World -> North America -> Greenland,World,North America,Greenland,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.06,1,0.0,0,0.0,0,0.0,0
1823,r005,World -> North America -> Mexico,World,North America,Mexico,,3,Upper-middle,259.36,336,273.59,343,285.23,379,349.56,447,387.83,515,440.51,570,352.36,442,477.49,594,514.1,649,540.47,662,524.11,663,523.23,661,565.75,713,627.68,792,642.52,809,657.65,853,697.94,901,824.15,1059,848.09,1086
1823,r006,World -> North America -> United States,World,North America,United States,,3,High,12359.66,13993,11429.41,13063,14481.17,16344,13073.18,15127,13419.61,15655,14291.93,16629,14275.58,16556,14650.45,17170,14991.28,17558,14529.52,17391,15162.23,18171,15849.54,19176,15732.51,19319,16143.62,19914,15959.06,20129,15647.87,20316,15597.72,20563,15250.15,20392,15050.1,20495
1823,r007,World -> Central America and Caribbean,World,Central America and Caribbean,,,2,,70.61,138,75.28,131,66.56,125,79.25,128,92.8,154,69.6,131,71.39,122,92.98,155,92.18,160,101.53,163,78.44,133,97.61,178,113.13,195,78.85,137,83.25,169,71.7,154,72.84,156,89.65,181,76.49,160
1823,r008,World -> Central America and Caribbean -> Antigua and Barbuda,World,Central America and Caribbean,Antigua and Barbuda,,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1823,r009,"World -> Central America and Caribbean -> Bahamas, The",World,Central America and Caribbean,"Bahamas, The",,3,High,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.11,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1823,r010,World -> Central America and Caribbean -> Barbados,World,Central America and Caribbean,Barbados,,3,High,1.53,3,1.0,1,0.5,1,1.25,2,2.0,3,1.5,3,2.0,3,0.93,2,1.0,1,0.0,0,0.4,1,0.77,2,0.4,1,1.17,2,1.02,4,1.0,1,2.04,5,2.13,4,1.07,2
1823,r011,World -> Central America and Caribbean -> Belize,World,Central America and Caribbean,Belize,,3,Upper-middle,0.0,0,0.0,0,0.0,0,0.0,0,0.2,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
1823,r012,World -> Central America and Caribbean -> Costa Rica,World,Central America and Caribbean,Costa Rica,,3,Upper-middle,3.93,19,4.79,20,5.29,20,2.25,6,4.36,9,1.83,5,1.94,5,3.7,7,8.03,12,3.67,5,3.34,9,8.57,15,4.16,12,3.64,9,7.1,21,4.42,15,5.16,20,15.82,22,11.18,19
1823,r013,World -> Central America and Caribbean -> Cuba,World,Central America and Caribbean,Cuba,,3,Upper-middle,43.07,78,38.94,67,33.87,63,44.84,76,49.76,80,31.52,60,35.46,58,44.71,78,41.07,78,42.17,75,26.68,50,40.14,79,45.72,85,31.83,59,21.61,50,25.19,54,27.88,59,26.02,64,23.46,64
1823,r014,World -> Central America and Caribbean -> Dominica,World,Central America and Caribbean,Dominica,,3,Upper-middle,0.0,0,0.25,1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
