table_id,row_id,time_period,_b_total_in_survey_b_level_1,_b_total_in_survey_b_level_2,_b_total_in_survey_b_level_3,_b_total_in_survey_b_hierarchy_depth,value
8268,r226,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Master's students,Part time,3,0.05
8268,r227,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctoral students,Full time,3,0.7
8268,r228,"Fall 2021, all surveyed fields -> Engineering -> Industrial, manufacturing, systems engineering and operations research",Imputation rate (%),Doctoral students,Part time,3,0.0
8268,r229,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Master's students,Full time,3,9930
8268,r230,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Master's students,Part time,3,5788
8268,r231,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Full time,3,10306
8268,r232,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Total in survey,Doctoral students,Part time,3,1234
8268,r233,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Master's students,Full time,3,78
8268,r234,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Master's students,Part time,3,74
8268,r235,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Full time,3,79
8268,r236,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Number imputed,Doctoral students,Part time,3,5
8268,r237,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Full time,3,0.8
8268,r238,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Master's students,Part time,3,1.3
8268,r239,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Full time,3,0.8
8268,r240,"Fall 2021, all surveyed fields -> Engineering -> Mechanical engineering",Imputation rate (%),Doctoral students,Part time,3,0.4
8268,r241,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Master's students,Full time,3,1662
8268,r242,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Master's students,Part time,3,856
8268,r243,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctoral students,Full time,3,4509
8268,r244,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Total in survey,Doctoral students,Part time,3,395
8268,r245,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Master's students,Full time,3,6
8268,r246,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Master's students,Part time,3,4
8268,r247,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctoral students,Full time,3,51
8268,r248,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Number imputed,Doctoral students,Part time,3,0
8268,r249,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Master's students,Full time,3,0.4
8268,r250,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Master's students,Part time,3,0.5
8268,r251,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctoral students,Full time,3,1.1
8268,r252,"Fall 2021, all surveyed fields -> Engineering -> Metallurgical, mining, materials and related engineering fields",Imputation rate (%),Doctoral students,Part time,3,0.0
8268,r253,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Master's students,Full time,3,6217
8268,r254,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Master's students,Part time,3,6059
8268,r255,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctoral students,Full time,3,6286
8268,r256,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Total in survey,Doctoral students,Part time,3,1472
8268,r257,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Master's students,Full time,3,65
8268,r258,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Master's students,Part time,3,59
8268,r259,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctoral students,Full time,3,47
8268,r260,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Number imputed,Doctoral students,Part time,3,18
8268,r261,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Master's students,Full time,3,1.0
8268,r262,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Master's students,Part time,3,1.0
8268,r263,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctoral students,Full time,3,0.7
8268,r264,"Fall 2021, all surveyed fields -> Engineering -> Other engineering",Imputation rate (%),Doctoral students,Part time,3,1.2
8268,r265,"Fall 2021, all surveyed fields -> Health",Total in survey,Master's students,Full time,3,43445
8268,r266,"Fall 2021, all surveyed fields -> Health",Total in survey,Master's students,Part time,3,22246
8268,r267,"Fall 2021, all surveyed fields -> Health",Total in survey,Doctoral students,Full time,3,11318
8268,r268,"Fall 2021, all surveyed fields -> Health",Total in survey,Doctoral students,Part time,3,5313
8268,r269,"Fall 2021, all surveyed fields -> Health",Number imputed,Master's students,Full time,3,904
8268,r270,"Fall 2021, all surveyed fields -> Health",Number imputed,Master's students,Part time,3,211
8268,r271,"Fall 2021, all surveyed fields -> Health",Number imputed,Doctoral students,Full time,3,89
8268,r272,"Fall 2021, all surveyed fields -> Health",Number imputed,Doctoral students,Part time,3,185
8268,r273,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Master's students,Full time,3,2.1
8268,r274,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Master's students,Part time,3,0.9
8268,r275,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Doctoral students,Full time,3,0.8
8268,r276,"Fall 2021, all surveyed fields -> Health",Imputation rate (%),Doctoral students,Part time,3,3.5
8268,r277,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Total in survey,Master's students,Full time,3,20189
8268,r278,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Total in survey,Master's students,Part time,3,13832
8268,r279,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Total in survey,Doctoral students,Full time,3,3699
8268,r280,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Total in survey,Doctoral students,Part time,3,1913
8268,r281,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Number imputed,Master's students,Full time,3,150
8268,r282,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Number imputed,Master's students,Part time,3,150
8268,r283,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Number imputed,Doctoral students,Full time,3,5
8268,r284,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Number imputed,Doctoral students,Part time,3,66
8268,r285,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Master's students,Full time,3,0.7
8268,r286,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Master's students,Part time,3,1.1
8268,r287,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Doctoral students,Full time,3,0.1
8268,r288,"Fall 2021, all surveyed fields -> Health -> Clinical medicine",Imputation rate (%),Doctoral students,Part time,3,3.5
8268,r289,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Master's students,Full time,3,23256
8268,r290,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Master's students,Part time,3,8414
8268,r291,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Doctoral students,Full time,3,7619
8268,r292,"Fall 2021, all surveyed fields -> Health -> Other health",Total in survey,Doctoral students,Part time,3,3400
8268,r293,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Master's students,Full time,3,754
8268,r294,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Master's students,Part time,3,61
8268,r295,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Doctoral students,Full time,3,84
8268,r296,"Fall 2021, all surveyed fields -> Health -> Other health",Number imputed,Doctoral students,Part time,3,119
8268,r297,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Master's students,Full time,3,3.2
8268,r298,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Master's students,Part time,3,0.7
8268,r299,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctoral students,Full time,3,1.1
8268,r300,"Fall 2021, all surveyed fields -> Health -> Other health",Imputation rate (%),Doctoral students,Part time,3,3.5
8268,r301,"Fall 2020, all surveyed fields<sup>a</sup>",Total in survey,Master's students,Full time,3,243859
8268,r302,"Fall 2020, all surveyed fields<sup>a</sup>",Total in survey,Master's students,Part time,3,170619
8268,r303,"Fall 2020, all surveyed fields<sup>a</sup>",Total in survey,Doctoral students,Full time,3,247656
8268,r304,"Fall 2020, all surveyed fields<sup>a</sup>",Total in survey,Doctoral students,Part time,3,35679
8268,r305,"Fall 2020, all surveyed fields<sup>a</sup>",Number imputed,Master's students,Full time,3,6582
8268,r306,"Fall 2020, all surveyed fields<sup>a</sup>",Number imputed,Master's students,Part time,3,3837
8268,r307,"Fall 2020, all surveyed fields<sup>a</sup>",Number imputed,Doctoral students,Full time,3,6512
8268,r308,"Fall 2020, all surveyed fields<sup>a</sup>",Number imputed,Doctoral students,Part time,3,993
8268,r309,"Fall 2020, all surveyed fields<sup>a</sup>",Imputation rate (%),Master's students,Full time,3,2.7
8268,r310,"Fall 2020, all surveyed fields<sup>a</sup>",Imputation rate (%),Master's students,Part time,3,2.2
8268,r311,"Fall 2020, all surveyed fields<sup>a</sup>",Imputation rate (%),Doctoral students,Full time,3,2.6
8268,r312,"Fall 2020, all surveyed fields<sup>a</sup>",Imputation rate (%),Doctoral students,Part time,3,2.8
8268,r313,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Total in survey,Master's students,Full time,3,155502
8268,r314,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Total in survey,Master's students,Part time,3,112402
8268,r315,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Total in survey,Doctoral students,Full time,3,175039
8268,r316,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Total in survey,Doctoral students,Part time,3,21703
8268,r317,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Number imputed,Master's students,Full time,3,4867
8268,r318,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Number imputed,Master's students,Part time,3,2712
8268,r319,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Number imputed,Doctoral students,Full time,3,5558
8268,r320,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Number imputed,Doctoral students,Part time,3,558
8268,r321,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Imputation rate (%),Master's students,Full time,3,3.1
8268,r322,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Imputation rate (%),Master's students,Part time,3,2.4
8268,r323,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Imputation rate (%),Doctoral students,Full time,3,3.2
8268,r324,"Fall 2020, all surveyed fields<sup>a</sup> -> Science",Imputation rate (%),Doctoral students,Part time,3,2.6
8268,r325,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Master's students,Full time,3,3731
8268,r326,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Master's students,Part time,3,2756
8268,r327,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Doctoral students,Full time,3,3540
8268,r328,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Total in survey,Doctoral students,Part time,3,773
8268,r329,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Master's students,Full time,3,64
8268,r330,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Master's students,Part time,3,52
8268,r331,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Doctoral students,Full time,3,40
8268,r332,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Number imputed,Doctoral students,Part time,3,6
8268,r333,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Master's students,Full time,3,1.7
8268,r334,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Master's students,Part time,3,1.9
8268,r335,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctoral students,Full time,3,1.1
8268,r336,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Agricultural and veterinary sciences",Imputation rate (%),Doctoral students,Part time,3,0.8
8268,r337,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Full time,3,26473
8268,r338,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Master's students,Part time,3,13447
8268,r339,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Full time,3,51107
8268,r340,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Total in survey,Doctoral students,Part time,3,3798
8268,r341,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Full time,3,618
8268,r342,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Master's students,Part time,3,383
8268,r343,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Full time,3,1650
8268,r344,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Number imputed,Doctoral students,Part time,3,108
8268,r345,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Full time,3,2.3
8268,r346,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Master's students,Part time,3,2.8
8268,r347,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Full time,3,3.2
8268,r348,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Biological and biomedical sciences",Imputation rate (%),Doctoral students,Part time,3,2.8
8268,r349,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Master's students,Full time,3,39929
8268,r350,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Master's students,Part time,3,40761
8268,r351,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Doctoral students,Full time,3,15473
8268,r352,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Total in survey,Doctoral students,Part time,3,2701
8268,r353,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Master's students,Full time,3,1970
8268,r354,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Master's students,Part time,3,692
8268,r355,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Doctoral students,Full time,3,560
8268,r356,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Number imputed,Doctoral students,Part time,3,109
8268,r357,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Full time,3,4.9
8268,r358,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Master's students,Part time,3,1.7
8268,r359,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Full time,3,3.6
8268,r360,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Computer and information sciences",Imputation rate (%),Doctoral students,Part time,3,4.0
8268,r361,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Full time,3,3649
8268,r362,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Master's students,Part time,3,1628
8268,r363,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Full time,3,5807
8268,r364,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Total in survey,Doctoral students,Part time,3,708
8268,r365,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Full time,3,90
8268,r366,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Master's students,Part time,3,58
8268,r367,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Full time,3,216
8268,r368,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Number imputed,Doctoral students,Part time,3,16
8268,r369,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Full time,3,2.5
8268,r370,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Master's students,Part time,3,3.6
8268,r371,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Full time,3,3.7
8268,r372,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Geosciences, atmospheric sciences, and ocean sciences",Imputation rate (%),Doctoral students,Part time,3,2.3
8268,r373,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Master's students,Full time,3,11622
8268,r374,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Master's students,Part time,3,6662
8268,r375,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Full time,3,12419
8268,r376,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Total in survey,Doctoral students,Part time,3,1268
8268,r377,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Master's students,Full time,3,124
8268,r378,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Master's students,Part time,3,96
8268,r379,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Full time,3,316
8268,r380,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Number imputed,Doctoral students,Part time,3,36
8268,r381,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Full time,3,1.1
8268,r382,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Master's students,Part time,3,1.4
8268,r383,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Full time,3,2.5
8268,r384,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Mathematics and statistics",Imputation rate (%),Doctoral students,Part time,3,2.8
8268,r385,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Full time,3,6169
8268,r386,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Master's students,Part time,3,4811
8268,r387,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Full time,3,2870
8268,r388,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Total in survey,Doctoral students,Part time,3,683
8268,r389,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Full time,3,901
8268,r390,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Master's students,Part time,3,609
8268,r391,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Full time,3,53
8268,r392,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Number imputed,Doctoral students,Part time,3,7
8268,r393,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Full time,3,14.6
8268,r394,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Master's students,Part time,3,12.7
8268,r395,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Full time,3,1.8
8268,r396,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Multidisciplinary and interdisciplinary studies",Imputation rate (%),Doctoral students,Part time,3,1.0
8268,r397,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Master's students,Full time,3,5536
8268,r398,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Master's students,Part time,3,3257
8268,r399,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Full time,3,2912
8268,r400,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Total in survey,Doctoral students,Part time,3,793
8268,r401,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Master's students,Full time,3,139
8268,r402,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Master's students,Part time,3,57
8268,r403,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Full time,3,107
8268,r404,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Number imputed,Doctoral students,Part time,3,28
8268,r405,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Full time,3,2.5
8268,r406,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Master's students,Part time,3,1.8
8268,r407,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Full time,3,3.7
8268,r408,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Natural resources and conservation",Imputation rate (%),Doctoral students,Part time,3,3.5
8268,r409,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Master's students,Full time,3,3686
8268,r410,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Master's students,Part time,3,2589
8268,r411,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Doctoral students,Full time,3,33952
8268,r412,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Total in survey,Doctoral students,Part time,3,2389
8268,r413,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Master's students,Full time,3,91
8268,r414,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Master's students,Part time,3,48
8268,r415,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Doctoral students,Full time,3,1065
8268,r416,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Number imputed,Doctoral students,Part time,3,27
8268,r417,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Master's students,Full time,3,2.5
8268,r418,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Master's students,Part time,3,1.9
8268,r419,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Full time,3,3.1
8268,r420,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Physical sciences",Imputation rate (%),Doctoral students,Part time,3,1.1
8268,r421,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Master's students,Full time,3,28716
8268,r422,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Master's students,Part time,3,18563
8268,r423,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Doctoral students,Full time,3,17452
8268,r424,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Total in survey,Doctoral students,Part time,3,3663
8268,r425,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Master's students,Full time,3,559
8268,r426,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Master's students,Part time,3,422
8268,r427,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Doctoral students,Full time,3,364
8268,r428,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Number imputed,Doctoral students,Part time,3,131
8268,r429,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Master's students,Full time,3,1.9
8268,r430,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Master's students,Part time,3,2.3
8268,r431,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Doctoral students,Full time,3,2.1
8268,r432,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Psychology",Imputation rate (%),Doctoral students,Part time,3,3.6
8268,r433,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Master's students,Full time,3,25991
8268,r434,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Master's students,Part time,3,17928
8268,r435,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Doctoral students,Full time,3,29507
8268,r436,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Total in survey,Doctoral students,Part time,3,4927
8268,r437,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Master's students,Full time,3,311
8268,r438,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Master's students,Part time,3,295
8268,r439,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Doctoral students,Full time,3,1187
8268,r440,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Number imputed,Doctoral students,Part time,3,90
8268,r441,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Master's students,Full time,3,1.2
8268,r442,"Fall 2020, all surveyed fields<sup>a</sup> -> Science -> Social sciences",Imputation rate (%),Master's students,Part time,3,1.6
