table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_hierarchy_depth,field_all_federal_obligations,field_r_d,field_r_d_plant,field_fellowships_traineeships_and_training_grants,field_facilities_and_equipment_for_s_e_instruction,field_general_support_for_s_e,field_other_s_e_activities
7245,r001,All tribal colleges and universities,All tribal colleges and universities,,1,18374.7,7443.8,0.0,10119.2,0.0,711.3,100.4
7245,r002,All tribal colleges and universities -> Salish Kootenai C. ,All tribal colleges and universities,Salish Kootenai C. ,2,4813.0,1706.4,0.0,3106.6,0.0,0.0,0.0
7245,r003,All tribal colleges and universities -> Navajo Technical U. ,All tribal colleges and universities,Navajo Technical U. ,2,3991.4,1837.2,0.0,2154.3,0.0,0.0,0.0
7245,r004,All tribal colleges and universities -> Nueta Hidatsa Sahnish C. ,All tribal colleges and universities,Nueta Hidatsa Sahnish C. ,2,2607.9,1303.9,0.0,1303.9,0.0,0.0,0.0
7245,r005,All tribal colleges and universities -> Chief Dull Knife C. ,All tribal colleges and universities,Chief Dull Knife C. ,2,2220.0,1110.0,0.0,1110.0,0.0,0.0,0.0
7245,r006,All tribal colleges and universities -> Turtle Mountain Community C. ,All tribal colleges and universities,Turtle Mountain Community C. ,2,1053.0,526.5,0.0,526.5,0.0,0.0,0.0
7245,r007,All tribal colleges and universities -> Dine C. ,All tribal colleges and universities,Dine C. ,2,726.8,7.8,0.0,7.8,0.0,711.3,0.0
7245,r008,All tribal colleges and universities -> United Tribes Technical C. ,All tribal colleges and universities,United Tribes Technical C. ,2,642.4,0.0,0.0,542.0,0.0,0.0,100.4
7245,r009,All tribal colleges and universities -> Tohono O'Odham Community C. ,All tribal colleges and universities,Tohono O'Odham Community C. ,2,515.8,257.9,0.0,257.9,0.0,0.0,0.0
7245,r010,All tribal colleges and universities -> Cankdeska Cikana Community C. ,All tribal colleges and universities,Cankdeska Cikana Community C. ,2,478.3,239.1,0.0,239.1,0.0,0.0,0.0
7245,r011,All tribal colleges and universities -> Nebraska Indian Community C. ,All tribal colleges and universities,Nebraska Indian Community C. ,2,303.4,151.7,0.0,151.7,0.0,0.0,0.0
7245,r012,All tribal colleges and universities -> Aaniiih Nakoda C. ,All tribal colleges and universities,Aaniiih Nakoda C. ,2,248.8,12.9,0.0,235.8,0.0,0.0,0.0
7245,r013,All tribal colleges and universities -> Oglala Lakota C. ,All tribal colleges and universities,Oglala Lakota C. ,2,157.9,20.2,0.0,137.7,0.0,0.0,0.0
7245,r014,All tribal colleges and universities -> Sisseton Wahpeton C. ,All tribal colleges and universities,Sisseton Wahpeton C. ,2,147.2,51.0,0.0,96.2,0.0,0.0,0.0
7245,r015,All tribal colleges and universities -> Northwest Indian C. ,All tribal colleges and universities,Northwest Indian C. ,2,124.0,62.0,0.0,62.0,0.0,0.0,0.0
7245,r016,All tribal colleges and universities -> Blackfeet Community C. ,All tribal colleges and universities,Blackfeet Community C. ,2,117.7,0.0,0.0,117.7,0.0,0.0,0.0
7245,r017,All tribal colleges and universities -> Leech Lake Tribal C. ,All tribal colleges and universities,Leech Lake Tribal C. ,2,100.3,93.8,0.0,6.5,0.0,0.0,0.0
7245,r018,All tribal colleges and universities -> Sitting Bull C. ,All tribal colleges and universities,Sitting Bull C. ,2,99.0,49.5,0.0,49.5,0.0,0.0,0.0
7245,r019,All tribal colleges and universities -> Fort Peck Community C. ,All tribal colleges and universities,Fort Peck Community C. ,2,20.0,10.0,0.0,10.0,0.0,0.0,0.0
7245,r020,All tribal colleges and universities -> C. Menominee Nation ,All tribal colleges and universities,C. Menominee Nation ,2,7.7,3.9,0.0,3.9,0.0,0.0,0.0
