table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1862,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1862,r002,China,0.2,0.32,0.18,0.31,0.48,0.21,0.54,0.53,0.41,0.37,0.52,0.62,0.66,0.57,0.62,0.67,0.81,0.82,0.89,1.04,1.16
1862,r003,United States,2.19,1.98,2.18,1.93,1.98,2.19,2.13,2.23,2.3,2.12,2.31,2.35,2.01,2.34,2.53,2.59,2.47,2.53,2.8,2.52,2.67
1862,r004,India,0.89,0.67,0.6,0.94,0.7,0.68,0.93,0.7,0.63,1.07,1.11,0.78,1.08,1.13,1.1,0.88,0.96,0.64,0.54,0.56,0.74
1862,r005,Germany,0.91,0.7,1.37,1.17,1.22,0.98,1.13,0.95,1.07,1.47,1.14,1.2,1.15,1.97,2.28,1.92,1.62,1.62,2.0,1.64,1.96
1862,r006,Japan,0.89,0.99,1.04,0.53,0.67,1.0,0.94,0.61,0.8,0.93,1.06,0.67,0.87,0.95,0.74,1.01,0.95,0.9,0.76,0.87,0.82
1862,r007,United Kingdom,1.53,2.16,1.48,1.66,1.53,1.86,1.34,1.41,2.22,1.92,1.93,1.71,1.72,1.64,1.84,1.91,1.8,2.41,1.89,2.22,2.55
1862,r008,Russia,0.36,0.23,0.14,0.11,0.54,0.27,0.32,0.23,0.23,0.1,0.36,0.22,0.12,0.39,0.24,0.1,0.29,0.29,0.24,0.16,0.19
1862,r009,Italy,0.21,0.35,1.08,0.39,0.98,1.19,1.65,1.4,1.0,1.58,1.81,0.89,1.18,1.01,0.93,1.35,1.4,1.31,1.44,1.49,2.53
1862,r010,South Korea,0.5,0.49,0.61,0.42,0.87,0.7,1.04,0.82,0.49,1.11,0.82,0.48,1.25,1.32,1.32,1.36,1.31,1.83,1.69,2.4,1.58
1862,r011,France,1.23,1.18,0.83,1.59,1.21,1.43,1.17,1.17,1.11,1.36,1.51,1.57,1.76,1.32,1.3,1.39,1.41,1.58,0.89,0.74,1.23
1862,r012,Brazil,1.35,0.0,0.44,0.29,0.34,0.23,0.47,0.24,0.84,0.16,0.54,0.7,0.83,0.49,0.34,0.59,0.08,0.68,0.13,0.07,0.3
1862,r013,Canada,2.02,1.66,0.83,2.63,1.5,2.09,3.19,1.62,1.72,1.41,1.51,1.71,1.49,1.55,1.64,1.58,1.59,0.42,1.36,1.07,0.78
1862,r014,Spain,0.82,0.19,0.51,0.82,0.8,0.51,0.8,1.74,1.1,1.32,1.77,1.88,1.37,1.03,0.62,1.51,1.66,1.53,1.24,0.99,0.96
1862,r015,Australia,1.56,2.78,2.11,1.97,2.44,2.29,1.35,1.32,2.51,1.89,1.54,2.02,2.9,2.71,2.81,2.61,2.9,2.82,2.37,2.64,3.78
1862,r016,Iran,0.0,0.0,ne,0.0,0.0,1.39,0.0,2.31,0.98,0.53,0.73,1.43,0.86,1.37,1.54,1.36,0.68,0.83,0.62,1.19,1.67
1862,r017,EU (all members),1.0,0.98,1.13,1.17,1.12,1.14,1.12,1.21,1.15,1.34,1.39,1.3,1.2,1.24,1.32,1.28,1.2,1.22,1.13,1.16,1.29
