table_id,row_id,time_period,column_level_1,column_level_2,column_hierarchy_depth,value
3117,r001,1953<sup>c</sup>,All R&D expendituresa,,1,255
3117,r002,1953<sup>c</sup>,Source of funds,Federal government,2,138
3117,r003,1953<sup>c</sup>,Source of funds,State and local government,2,37
3117,r004,1953<sup>c</sup>,Source of funds,Institution funds,2,35
3117,r005,1953<sup>c</sup>,Source of funds,Business,2,19
3117,r006,1953<sup>c</sup>,Source of funds,All other sourcesb,2,26
3117,r007,1954,All R&D expendituresa,,1,290
3117,r008,1954,Source of funds,Federal government,2,160
3117,r009,1954,Source of funds,State and local government,2,42
3117,r010,1954,Source of funds,Institution funds,2,38
3117,r011,1954,Source of funds,Business,2,22
3117,r012,1954,Source of funds,All other sourcesb,2,28
3117,r013,1955<sup>c</sup>,All R&D expendituresa,,1,312
3117,r014,1955<sup>c</sup>,Source of funds,Federal government,2,169
3117,r015,1955<sup>c</sup>,Source of funds,State and local government,2,47
3117,r016,1955<sup>c</sup>,Source of funds,Institution funds,2,41
3117,r017,1955<sup>c</sup>,Source of funds,Business,2,25
3117,r018,1955<sup>c</sup>,Source of funds,All other sourcesb,2,30
3117,r019,1956<sup>c</sup>,All R&D expendituresa,,1,372
3117,r020,1956<sup>c</sup>,Source of funds,Federal government,2,213
3117,r021,1956<sup>c</sup>,Source of funds,State and local government,2,53
3117,r022,1956<sup>c</sup>,Source of funds,Institution funds,2,43
3117,r023,1956<sup>c</sup>,Source of funds,Business,2,29
3117,r024,1956<sup>c</sup>,Source of funds,All other sourcesb,2,34
3117,r025,1957<sup>c</sup>,All R&D expendituresa,,1,410
3117,r026,1957<sup>c</sup>,Source of funds,Federal government,2,229
3117,r027,1957<sup>c</sup>,Source of funds,State and local government,2,60
3117,r028,1957<sup>c</sup>,Source of funds,Institution funds,2,49
3117,r029,1957<sup>c</sup>,Source of funds,Business,2,34
3117,r030,1957<sup>c</sup>,Source of funds,All other sourcesb,2,38
3117,r031,1958,All R&D expendituresa,,1,456
3117,r032,1958,Source of funds,Federal government,2,254
3117,r033,1958,Source of funds,State and local government,2,68
3117,r034,1958,Source of funds,Institution funds,2,53
3117,r035,1958,Source of funds,Business,2,39
3117,r036,1958,Source of funds,All other sourcesb,2,42
3117,r037,1959<sup>c</sup>,All R&D expendituresa,,1,526
3117,r038,1959<sup>c</sup>,Source of funds,Federal government,2,306
3117,r039,1959<sup>c</sup>,Source of funds,State and local government,2,76
3117,r040,1959<sup>c</sup>,Source of funds,Institution funds,2,58
3117,r041,1959<sup>c</sup>,Source of funds,Business,2,39
3117,r042,1959<sup>c</sup>,Source of funds,All other sourcesb,2,47
3117,r043,1960<sup>c</sup>,All R&D expendituresa,,1,646
3117,r044,1960<sup>c</sup>,Source of funds,Federal government,2,405
3117,r045,1960<sup>c</sup>,Source of funds,State and local government,2,85
3117,r046,1960<sup>c</sup>,Source of funds,Institution funds,2,64
3117,r047,1960<sup>c</sup>,Source of funds,Business,2,40
3117,r048,1960<sup>c</sup>,Source of funds,All other sourcesb,2,52
3117,r049,1961<sup>c</sup>,All R&D expendituresa,,1,763
3117,r050,1961<sup>c</sup>,Source of funds,Federal government,2,500
3117,r051,1961<sup>c</sup>,Source of funds,State and local government,2,95
3117,r052,1961<sup>c</sup>,Source of funds,Institution funds,2,70
3117,r053,1961<sup>c</sup>,Source of funds,Business,2,40
3117,r054,1961<sup>c</sup>,Source of funds,All other sourcesb,2,58
3117,r055,1962<sup>c</sup>,All R&D expendituresa,,1,904
3117,r056,1962<sup>c</sup>,Source of funds,Federal government,2,613
3117,r057,1962<sup>c</sup>,Source of funds,State and local government,2,106
3117,r058,1962<sup>c</sup>,Source of funds,Institution funds,2,79
3117,r059,1962<sup>c</sup>,Source of funds,Business,2,40
3117,r060,1962<sup>c</sup>,Source of funds,All other sourcesb,2,66
3117,r061,1963<sup>c</sup>,All R&D expendituresa,,1,1081
3117,r062,1963<sup>c</sup>,Source of funds,Federal government,2,760
