table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1226,r001,"Without disability, all institutions","Without disability, all institutions",,,1,31914
1226,r002,"Without disability, all institutions -> Foreign or unknown institutions","Without disability, all institutions",Foreign or unknown institutions,,2,12622
1226,r003,"Without disability, all institutions -> Top 51 U.S. institutions","Without disability, all institutions",Top 51 U.S. institutions,,2,7003
1226,r004,"Without disability, all institutions -> Top 51 U.S. institutions -> U. California, Berkeley","Without disability, all institutions",Top 51 U.S. institutions,"U. California, Berkeley",3,373
1226,r005,"Without disability, all institutions -> Top 51 U.S. institutions -> Cornell U.","Without disability, all institutions",Top 51 U.S. institutions,Cornell U.,3,256
1226,r006,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Michigan, Ann Arbor","Without disability, all institutions",Top 51 U.S. institutions,"U. Michigan, Ann Arbor",3,221
1226,r007,"Without disability, all institutions -> Top 51 U.S. institutions -> U. California, Los Angeles","Without disability, all institutions",Top 51 U.S. institutions,"U. California, Los Angeles",3,212
1226,r008,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Wisconsin-Madison","Without disability, all institutions",Top 51 U.S. institutions,U. Wisconsin-Madison,3,202
1226,r009,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Florida","Without disability, all institutions",Top 51 U.S. institutions,U. Florida,3,197
1226,r010,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Illinois, Urbana-Champaign","Without disability, all institutions",Top 51 U.S. institutions,"U. Illinois, Urbana-Champaign",3,197
1226,r011,"Without disability, all institutions -> Top 51 U.S. institutions -> Pennsylvania State U., University Park and Hershey Medical Center","Without disability, all institutions",Top 51 U.S. institutions,"Pennsylvania State U., University Park and Hershey Medical Center",3,195
1226,r012,"Without disability, all institutions -> Top 51 U.S. institutions -> U. California, San Diego","Without disability, all institutions",Top 51 U.S. institutions,"U. California, San Diego",3,184
1226,r013,"Without disability, all institutions -> Top 51 U.S. institutions -> Massachusetts Institute of Technology","Without disability, all institutions",Top 51 U.S. institutions,Massachusetts Institute of Technology,3,165
1226,r014,"Without disability, all institutions -> Top 51 U.S. institutions -> Brigham Young U., Provo","Without disability, all institutions",Top 51 U.S. institutions,"Brigham Young U., Provo",3,160
1226,r015,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Maryland, College Park","Without disability, all institutions",Top 51 U.S. institutions,"U. Maryland, College Park",3,158
1226,r016,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Washington, Seattle","Without disability, all institutions",Top 51 U.S. institutions,"U. Washington, Seattle",3,158
1226,r017,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Texas, Austin","Without disability, all institutions",Top 51 U.S. institutions,"U. Texas, Austin",3,156
1226,r018,"Without disability, all institutions -> Top 51 U.S. institutions -> U. California, Davis","Without disability, all institutions",Top 51 U.S. institutions,"U. California, Davis",3,152
1226,r019,"Without disability, all institutions -> Top 51 U.S. institutions -> Harvard U.","Without disability, all institutions",Top 51 U.S. institutions,Harvard U.,3,148
1226,r020,"Without disability, all institutions -> Top 51 U.S. institutions -> U. North Carolina, Chapel Hill","Without disability, all institutions",Top 51 U.S. institutions,"U. North Carolina, Chapel Hill",3,146
1226,r021,"Without disability, all institutions -> Top 51 U.S. institutions -> Michigan State U.","Without disability, all institutions",Top 51 U.S. institutions,Michigan State U.,3,145
1226,r022,"Without disability, all institutions -> Top 51 U.S. institutions -> Texas A&M U., College Station and Health Science Center","Without disability, all institutions",Top 51 U.S. institutions,"Texas A&M U., College Station and Health Science Center",3,143
1226,r023,"Without disability, all institutions -> Top 51 U.S. institutions -> U. Minnesota, Twin Cities","Without disability, all institutions",Top 51 U.S. institutions,"U. Minnesota, Twin Cities",3,140
