table_id,row_id,nativity_level_of_highest_degree_and_occupation_full_path,nativity_level_of_highest_degree_and_occupation_level_1,nativity_level_of_highest_degree_and_occupation_level_2,nativity_level_of_highest_degree_and_occupation_level_3,nativity_level_of_highest_degree_and_occupation_level_4,nativity_level_of_highest_degree_and_occupation_level_5,nativity_level_of_highest_degree_and_occupation_hierarchy_depth,field_total,field_business_or_industry,field_4_year_educational_institutiona,field_2_year_college_or_precollege_educational_institution,field_governmentb
5320,r030,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",,4,254000,100000,122000,10000,22000
5320,r031,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,,4,189000,111000,59000,2000,16000
5320,r032,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,,4,121000,41000,60000,5000,16000
5320,r033,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Social and related scientists,,4,235000,78000,124000,14000,18000
5320,r034,"All college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations",Doctorate,S&E occupations,Engineers,,4,139000,76000,47000,1000,15000
5320,r035,"All college graduates, all degrees, all occupations -> Doctorate -> S&E-related occupations","All college graduates, all degrees, all occupations",Doctorate,S&E-related occupations,,,3,387000,243000,84000,38000,22000
5320,r036,"All college graduates, all degrees, all occupations -> Doctorate -> Non-S&E occupations","All college graduates, all degrees, all occupations",Doctorate,Non-S&E occupations,,,3,765000,336000,263000,126000,40000
5320,r037,"All college graduates, all degrees, all occupations -> Professional","All college graduates, all degrees, all occupations",Professional,,,,2,2903000,2182000,242000,61000,418000
5320,r038,"All college graduates, all degrees, all occupations -> Professional -> S&E occupations","All college graduates, all degrees, all occupations",Professional,S&E occupations,,,3,67000,35000,12000,9000,11000
5320,r039,"All college graduates, all degrees, all occupations -> Professional -> S&E-related occupations","All college graduates, all degrees, all occupations",Professional,S&E-related occupations,,,3,1380000,1108000,175000,15000,82000
5320,r040,"All college graduates, all degrees, all occupations -> Professional -> Non-S&E occupations","All college graduates, all degrees, all occupations",Professional,Non-S&E occupations,,,3,1456000,1038000,55000,37000,325000
5320,r041,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",,,,2,8602000,6480000,754000,691000,677000
5320,r042,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,,,3,2192000,1659000,354000,30000,150000
5320,r043,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,229000,100000,98000,5000,26000
5320,r044,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Computer and mathematical scientists,,4,1263000,1111000,88000,16000,49000
5320,r045,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Physical and related scientists,,4,93000,30000,52000,2000,9000
5320,r046,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Social and related scientists,,4,112000,32000,59000,7000,14000
5320,r047,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E occupations,Engineers,,4,495000,384000,57000,1000,52000
5320,r048,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",S&E-related occupations,,,3,1802000,1416000,166000,86000,134000
5320,r049,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Non-S&E occupations,,,3,4609000,3406000,235000,575000,393000
5320,r050,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,,,3,4672000,3669000,248000,361000,393000
5320,r051,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,,4,878000,731000,72000,10000,65000
5320,r052,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,"Biological, agricultural, and other life scientists",5,47000,23000,14000,,9000
5320,r053,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Computer and mathematical scientists,5,591000,534000,27000,8000,23000
5320,r054,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Physical and related scientists,5,22000,8000,11000,,2000
5320,r055,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Social and related scientists,5,19000,3000,S,,6000
5320,r056,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Engineers,5,199000,162000,11000,,25000
5320,r057,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,S&E-related occupations,,4,895000,732000,61000,23000,79000
5320,r058,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Bachelor's -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Bachelor's,Non-S&E occupations,,4,2899000,2206000,115000,328000,249000
5320,r059,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,,,3,2706000,2048000,189000,282000,188000
5320,r060,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,,4,873000,716000,97000,13000,47000
5320,r061,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,"Biological, agricultural, and other life scientists",5,46000,22000,20000,S,4000
5320,r062,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Computer and mathematical scientists,5,553000,501000,26000,6000,19000
5320,r063,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Physical and related scientists,5,20000,6000,12000,,S
5320,r064,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Social and related scientists,5,40000,14000,18000,5000,3000
5320,r065,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E occupations,Engineers,5,214000,173000,21000,S,19000
5320,r066,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,S&E-related occupations,,4,453000,337000,26000,55000,35000
5320,r067,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Master's -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Master's,Non-S&E occupations,,4,1380000,995000,66000,214000,106000
5320,r068,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,,,3,753000,396000,262000,42000,53000
5320,r069,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,,4,420000,200000,180000,6000,34000
5320,r070,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",5,127000,51000,62000,3000,12000
5320,r071,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,5,114000,72000,34000,1000,6000
5320,r072,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,5,51000,17000,28000,1000,6000
5320,r073,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Social and related scientists,5,48000,13000,31000,1000,3000
5320,r074,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Engineers,5,79000,47000,24000,,7000
5320,r075,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,S&E-related occupations,,4,155000,103000,37000,4000,11000
5320,r076,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Doctorate -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Doctorate,Non-S&E occupations,,4,178000,93000,45000,31000,8000
5320,r077,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,,,3,471000,367000,55000,6000,43000
5320,r078,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,S&E occupations,,4,21000,12000,5000,0.05,3000
5320,r079,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> S&E-related occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,S&E-related occupations,,4,298000,243000,41000,S,10000
5320,r080,"All college graduates, all degrees, all occupations -> Foreign-born college graduates, all degrees, all occupations -> Professional -> Non-S&E occupations","All college graduates, all degrees, all occupations","Foreign-born college graduates, all degrees, all occupations",Professional,Non-S&E occupations,,4,152000,112000,8000,2000,30000
5320,r081,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",,,,2,41922000,28644000,2471000,6419000,4388000
5320,r082,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,,,3,5275000,3786000,660000,182000,648000
5320,r083,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,"Biological, agricultural, and other life scientists",,4,469000,202000,155000,18000,94000
5320,r084,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Computer and mathematical scientists,,4,2512000,2036000,169000,86000,221000
5320,r085,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Physical and related scientists,,4,316000,158000,75000,8000,76000
5320,r086,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Social and related scientists,,4,551000,198000,210000,60000,83000
5320,r087,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E occupations,Engineers,,4,1427000,1192000,51000,9000,174000
5320,r088,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",S&E-related occupations,,,3,7092000,5055000,482000,1058000,498000
5320,r089,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Non-S&E occupations,,,3,29556000,19804000,1330000,5180000,3242000
5320,r090,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,,,3,26701000,19935000,1001000,3005000,2760000
5320,r091,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,,4,3298000,2612000,239000,64000,382000
5320,r092,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,"Biological, agricultural, and other life scientists",5,230000,109000,68000,S,50000
5320,r093,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Computer and mathematical scientists,5,1812000,1533000,80000,50000,149000
5320,r094,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Physical and related scientists,5,168000,92000,28000,2000,45000
5320,r095,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Social and related scientists,5,128000,46000,48000,8000,26000
5320,r096,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E occupations,Engineers,5,959000,832000,15000,1000,111000
5320,r097,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,S&E-related occupations,,4,3899000,3006000,168000,462000,263000
5320,r098,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Bachelor's -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Bachelor's,Non-S&E occupations,,4,19504000,14317000,593000,2479000,2116000
5320,r099,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,,,3,11452000,6305000,787000,3206000,1154000
5320,r100,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,,4,1413000,944000,182000,84000,204000
5320,r101,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,"Biological, agricultural, and other life scientists",5,107000,43000,24000,6000,33000
5320,r102,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Computer and mathematical scientists,5,616000,458000,63000,35000,59000
5320,r103,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Physical and related scientists,5,77000,41000,15000,2000,19000
5320,r104,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Social and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Social and related scientists,5,209000,71000,65000,33000,39000
5320,r105,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E occupations -> Engineers","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E occupations,Engineers,5,405000,330000,14000,8000,54000
5320,r106,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> S&E-related occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,S&E-related occupations,,4,1880000,1043000,134000,551000,151000
5320,r107,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Master's -> Non-S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Master's,Non-S&E occupations,,4,8160000,4318000,471000,2571000,799000
5320,r108,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,,,3,1337000,589000,497000,154000,97000
5320,r109,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,,4,518000,207000,232000,26000,54000
5320,r110,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Biological, agricultural, and other life scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,"Biological, agricultural, and other life scientists",5,127000,49000,60000,7000,11000
5320,r111,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Computer and mathematical scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Computer and mathematical scientists,5,75000,39000,25000,S,S
5320,r112,"All college graduates, all degrees, all occupations -> U.S.-born college graduates, all degrees, all occupations -> Doctorate -> S&E occupations -> Physical and related scientists","All college graduates, all degrees, all occupations","U.S.-born college graduates, all degrees, all occupations",Doctorate,S&E occupations,Physical and related scientists,5,70000,24000,31000,4000,11000
