table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013
10876,r001,All agencies,All agencies,,,,,1,26320,27237,26598,26951,27228,26740,30813,31933,28751,31027,29753
10876,r002,All agencies -> Departments,All agencies,Departments,,,,2,,,,,,,,,,,
10876,r003,All agencies -> Departments -> Department of Agriculture,All agencies,Departments,Department of Agriculture,,,3,908,999,1049,1085,1130,1136,1145,1159,1162,1113,1024
10876,r004,All agencies -> Departments -> Department of Agriculture -> Agricultural Marketing Service,All agencies,Departments,Department of Agriculture,Agricultural Marketing Service,,4,4,8,8,6,6,3,2,2,2,2,2
10876,r005,All agencies -> Departments -> Department of Agriculture -> Agricultural Research Service,All agencies,Departments,Department of Agriculture,Agricultural Research Service,,4,382,450,454,465,468,460,456,471,453,436,406
10876,r006,All agencies -> Departments -> Department of Agriculture -> Economic Research Service,All agencies,Departments,Department of Agriculture,Economic Research Service,,4,62,64,67,68,83,73,71,85,74,70,64
10876,r007,All agencies -> Departments -> Department of Agriculture -> Foreign Agricultural Service,All agencies,Departments,Department of Agriculture,Foreign Agricultural Service,,4,1,1,1,1,0.05,0.05,0.05,0.05,0.05,0.05,0.05
10876,r008,All agencies -> Departments -> Department of Agriculture -> Forest Service,All agencies,Departments,Department of Agriculture,Forest Service,,4,131,133,133,138,192,173,192,184,192,187,205
10876,r009,"All agencies -> Departments -> Department of Agriculture -> Grain Inspection, Packers, and Stockyards Administration",All agencies,Departments,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",,4,0,0,7,7,0,0,0,0,0,5,5
10876,r010,All agencies -> Departments -> Department of Agriculture -> National Agricultural Statistics Service,All agencies,Departments,Department of Agriculture,National Agricultural Statistics Service,,4,4,4,4,5,5,4,4,4,4,4,4
10876,r011,All agencies -> Departments -> Department of Agriculture -> National Institute of Food and Agriculture,All agencies,Departments,Department of Agriculture,National Institute of Food and Agriculture,,4,320,335,372,391,354,418,415,407,435,403,333
10876,r012,All agencies -> Departments -> Department of Agriculture -> Rural Business-Cooperative Service,All agencies,Departments,Department of Agriculture,Rural Business-Cooperative Service,,4,4,4,4,4,21,4,4,5,2,4,4
10876,r013,All agencies -> Departments -> Department of Commerce,All agencies,Departments,Department of Commerce,,,3,988,840,830,767,826,853,821,933,775,814,833
10876,r014,All agencies -> Departments -> Department of Commerce -> Census Bureau,All agencies,Departments,Department of Commerce,Census Bureau,,4,0.05,1,4,6,5,5,6,9,11,77,115
10876,r015,All agencies -> Departments -> Department of Commerce -> Economic Development Administration,All agencies,Departments,Department of Commerce,Economic Development Administration,,4,1,0.05,0.05,0.05,1,1,1,1,0.05,NA,NA
10876,r016,All agencies -> Departments -> Department of Commerce -> National Institute of Standards and Technology,All agencies,Departments,Department of Commerce,National Institute of Standards and Technology,,4,315,313,299,283,312,297,343,457,308,333,335
10876,r017,All agencies -> Departments -> Department of Commerce -> National Oceanic and Atmospheric Administration,All agencies,Departments,Department of Commerce,National Oceanic and Atmospheric Administration,,4,666,520,520,472,500,543,464,458,449,396,375
10876,r018,All agencies -> Departments -> Department of Commerce -> National Telecommunications and Information Administration,All agencies,Departments,Department of Commerce,National Telecommunications and Information Administration,,4,6,6,7,7,7,7,7,8,8,8,7
10876,r019,All agencies -> Departments -> Department of Defense,All agencies,Departments,Department of Defense,,,3,4420,4282,4532,4448,4867,4964,5062,5212,4710,4627,4093
10876,r020,All agencies -> Departments -> Department of Defense -> Defense Advanced Research Projects Agency,All agencies,Departments,Department of Defense,Defense Advanced Research Projects Agency,,4,na,na,na,na,na,na,na,na,1130,1151,983
10876,r021,All agencies -> Departments -> Department of Defense -> Defense agencies and activities,All agencies,Departments,Department of Defense,Defense agencies and activities,,4,1699,1685,1595,1580,1631,1720,1864,2029,na,na,na
10876,r022,All agencies -> Departments -> Department of Defense -> Department of the Air Force,All agencies,Departments,Department of Defense,Department of the Air Force,,4,1091,891,877,1000,1118,1192,1172,1203,1203,1223,1055
10876,r023,All agencies -> Departments -> Department of Defense -> Department of the Army,All agencies,Departments,Department of Defense,Department of the Army,,4,877,1029,1303,1104,1337,1239,1236,1261,1063,915,859
10876,r024,All agencies -> Departments -> Department of Defense -> Department of the Navy,All agencies,Departments,Department of Defense,Department of the Navy,,4,752,676,757,763,781,814,790,720,748,826,740
10876,r025,All agencies -> Departments -> Department of Defense -> Other defense agencies,All agencies,Departments,Department of Defense,Other defense agencies,,4,na,na,na,na,na,na,na,na,566,511,455
10876,r026,All agencies -> Departments -> Department of Education,All agencies,Departments,Department of Education,,,3,196,202,204,213,207,200,198,218,206,202,178
10876,r027,All agencies -> Departments -> Department of Energy,All agencies,Departments,Department of Energy,,,3,2814,2835,2957,2886,2849,2919,3127,3629,3388,3404,3482
10876,r028,All agencies -> Departments -> Department of Energy -> Advanced Research Projects Agency&#8212;Energy,All agencies,Departments,Department of Energy,Advanced Research Projects Agency&#8212;Energy,,4,NA,NA,NA,NA,NA,0,0,205,128,56,92
10876,r029,All agencies -> Departments -> Department of Energy -> Bonneville Power Administration,All agencies,Departments,Department of Energy,Bonneville Power Administration,,4,11,12,9,10,9,11,6,4,1,1,4
10876,r030,All agencies -> Departments -> Department of Energy -> Civilian Radioactive Waste Management,All agencies,Departments,Department of Energy,Civilian Radioactive Waste Management,,4,76,79,54,53,11,1,0.05,0,0,0,0
10876,r031,All agencies -> Departments -> Department of Energy -> Electricity Delivery and Energy Reliability,All agencies,Departments,Department of Energy,Electricity Delivery and Energy Reliability,,4,na,na,66,93,57,27,62,66,55,58,50
10876,r032,All agencies -> Departments -> Department of Energy -> Energy Efficiency and Renewable Energy,All agencies,Departments,Department of Energy,Energy Efficiency and Renewable Energy,,4,280,244,249,210,342,417,651,891,466,434,530
10876,r033,All agencies -> Departments -> Department of Energy -> Environmental Management,All agencies,Departments,Department of Energy,Environmental Management,,4,21,13,15,10,2,2,11,31,22,15,3
