table_id,row_id,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_full_path,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_level_1,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_level_2,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_level_3,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_level_4,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_level_5,_span_ng_bind_html_hcol_content_occupation_labor_force_status_and_labor_force_status_characteristics_span_hierarchy_depth,field_total,field_female,field_male,field_hispanic_or_latino,field_not_hispanic_or_latino_american_indian_or_alaska_native,field_not_hispanic_or_latino_asian,field_not_hispanic_or_latino_black_or_african_american,field_not_hispanic_or_latino_native_hawaiian_or_other_pacific_islander,field_not_hispanic_or_latino_white,field_not_hispanic_or_latino_more_than_one_race,field_without_disability,field_with_disability
7780,r126,All occupations -> Non-S&E occupations -> Reason for part-time status -> Reason worked part time: hours or work reduced -> Unrelated to the coronavirus pandemic only,All occupations,Non-S&E occupations,Reason for part-time status,Reason worked part time: hours or work reduced,Unrelated to the coronavirus pandemic only,5,543000,282000,261000,23000,,41000,18000,,453000,5000,447000,96000
7780,r127,All occupations -> Non-S&E occupations -> Reason for part-time status -> Reason worked part time: previously retired or semiretired,All occupations,Non-S&E occupations,Reason for part-time status,Reason worked part time: previously retired or semiretired,,4,1429000,684000,745000,79000,,49000,74000,,1208000,11000,1110000,319000
7780,r128,All occupations -> Non-S&E occupations -> Reason for part-time status -> Reason worked part time: student,All occupations,Non-S&E occupations,Reason for part-time status,Reason worked part time: student,,4,418000,268000,150000,57000,S,46000,88000,,217000,9000,334000,84000
7780,r129,All occupations -> Non-S&E occupations -> Reason for part-time status -> Reason worked part time: other,All occupations,Non-S&E occupations,Reason for part-time status,Reason worked part time: other,,4,705000,465000,239000,89000,,71000,59000,,477000,7000,502000,203000
7780,r130,"All occupations -> Non-S&E occupations -> Reason for part-time status -> Not working, not looking for work",All occupations,Non-S&E occupations,Reason for part-time status,"Not working, not looking for work",,4,10159000,6287000,3872000,742000,38000,547000,677000,14000,7969000,171000,7705000,2454000
7780,r131,"All occupations -> Non-S&E occupations -> Reason for part-time status -> Not working, looking for work",All occupations,Non-S&E occupations,Reason for part-time status,"Not working, looking for work",,4,1841000,949000,892000,216000,S,204000,280000,,1039000,88000,1534000,307000
7780,r132,All occupations -> Non-S&E occupations -> Reason for not working,All occupations,Non-S&E occupations,Reason for not working,,,3,,,,,,,,,,,,
7780,r133,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: illness or disability,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: illness or disability,,4,851000,447000,404000,87000,19000,35000,128000,,542000,40000,181000,670000
7780,r134,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: did not need or want to work,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: did not need or want to work,,4,2530000,1715000,815000,156000,S,137000,138000,,2037000,46000,2036000,494000
7780,r135,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: family responsibilities,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: family responsibilities,,4,2125000,1736000,389000,266000,S,178000,166000,,1442000,62000,1799000,326000
7780,r136,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: family responsibilities -> Due to the coronavirus pandemic only,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: family responsibilities,Due to the coronavirus pandemic only,5,527000,421000,107000,117000,,43000,79000,,279000,7000,428000,99000
7780,r137,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: family responsibilities -> Unrelated to the coronavirus pandemic only,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: family responsibilities,Unrelated to the coronavirus pandemic only,5,1229000,1052000,177000,110000,,92000,57000,,925000,44000,1079000,150000
7780,r138,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: layoff from a job,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: layoff from a job,,4,1775000,900000,875000,286000,S,164000,229000,,1037000,47000,1424000,351000
7780,r139,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: layoff from a job -> Due to the coronavirus pandemic only,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: layoff from a job,Due to the coronavirus pandemic only,5,1257000,664000,593000,211000,,113000,145000,,754000,31000,1005000,252000
7780,r140,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: layoff from a job -> Unrelated to the coronavirus pandemic only,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: layoff from a job,Unrelated to the coronavirus pandemic only,5,441000,190000,251000,69000,,43000,65000,,242000,14000,374000,67000
7780,r141,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: retired,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: retired,,4,7034000,3823000,3210000,364000,30000,292000,469000,S,5781000,88000,5244000,1790000
7780,r142,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: student,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: student,,4,406000,214000,192000,71000,,42000,47000,,225000,12000,336000,70000
7780,r143,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: suitable job not available,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: suitable job not available,,4,1323000,838000,485000,120000,S,141000,165000,,796000,89000,1074000,249000
7780,r144,All occupations -> Non-S&E occupations -> Reason for not working -> Reason for not working: other,All occupations,Non-S&E occupations,Reason for not working,Reason for not working: other,,4,598000,350000,248000,78000,,58000,67000,,370000,19000,474000,123000
