table_id,row_id,_b_agency_b_full_path,_b_agency_b_level_1,_b_agency_b_level_2,_b_agency_b_level_3,_b_agency_b_level_4,_b_agency_b_level_5,_b_agency_b_hierarchy_depth,field_total,field_intramural_federal_agenciesa,field_intramural_ffrdcs,field_extramural_united_states_and_u_s_territories_businesses,field_extramural_united_states_and_u_s_territories_higher_educationb,field_extramural_united_states_and_u_s_territories_nonprofit_organizations,field_extramural_united_states_and_u_s_territories_state_and_local_governments,field_extramural_non_u_s_performers
10250,r061,All agencies -> Departments -> Department of the Interior -> Bureau of Safety and Environmental Enforcement,All agencies,Departments,Department of the Interior,Bureau of Safety and Environmental Enforcement,,4,15518,5818,150,4948,4347,255,0,0
10250,r062,All agencies -> Departments -> Department of the Interior -> Fish and Wildlife Service,All agencies,Departments,Department of the Interior,Fish and Wildlife Service,,4,32650,32650,0,0,0,0,0,0
10250,r063,All agencies -> Departments -> Department of the Interior -> Geological Survey,All agencies,Departments,Department of the Interior,Geological Survey,,4,811642,729148,0,1032,57443,1427,22593,0
10250,r064,All agencies -> Departments -> Department of the Interior -> National Park Service,All agencies,Departments,Department of the Interior,National Park Service,,4,27222,13611,0,0,13611,0,0,0
10250,r065,All agencies -> Departments -> Department of Justice,All agencies,Departments,Department of Justice,,,3,82297,9824,0,9188,33342,29513,430,0
10250,r066,All agencies -> Departments -> Department of Justice -> Bureau of Prisons,All agencies,Departments,Department of Justice,Bureau of Prisons,,4,0.05,0.05,0,0,0,0,0,0
10250,r067,All agencies -> Departments -> Department of Justice -> Federal Bureau of Investigation,All agencies,Departments,Department of Justice,Federal Bureau of Investigation,,4,5396,0,0,5396,0,0,0,0
10250,r068,All agencies -> Departments -> Department of Justice -> Office of Justice Programs,All agencies,Departments,Department of Justice,Office of Justice Programs,,4,76899,9822,0,3792,33342,29513,430,0
10250,r069,All agencies -> Departments -> Department of Labor,All agencies,Departments,Department of Labor,,,3,3803,2831,0,972,0,0,0,0
10250,r070,All agencies -> Departments -> Department of Labor -> Employee Benefits Security Administration,All agencies,Departments,Department of Labor,Employee Benefits Security Administration,,4,1569,597,0,972,0,0,0,0
10250,r071,All agencies -> Departments -> Department of Labor -> Occupational Safety and Health Administration,All agencies,Departments,Department of Labor,Occupational Safety and Health Administration,,4,2234,2234,0,0,0,0,0,0
10250,r072,All agencies -> Departments -> Department of State,All agencies,Departments,Department of State,,,3,47000,47000,0,0,0,0,0,0
10250,r073,All agencies -> Departments -> Department of Transportation,All agencies,Departments,Department of Transportation,,,3,812341,158693,7579,276073,177167,47409,143040,2379
10250,r074,All agencies -> Departments -> Department of Transportation -> Federal Aviation Administration,All agencies,Departments,Department of Transportation,Federal Aviation Administration,,4,271685,66590,3797,111033,69800,18085,0,2379
10250,r075,All agencies -> Departments -> Department of Transportation -> Federal Highway Administration,All agencies,Departments,Department of Transportation,Federal Highway Administration,,4,361044,54573,468,95793,83769,10401,116040,0
10250,r076,All agencies -> Departments -> Department of Transportation -> Federal Motor Carrier Safety Administration,All agencies,Departments,Department of Transportation,Federal Motor Carrier Safety Administration,,4,15000,5200,1500,4500,3700,100,0,0
10250,r077,All agencies -> Departments -> Department of Transportation -> Federal Railroad Administration,All agencies,Departments,Department of Transportation,Federal Railroad Administration,,4,42112,9178,1815,12574,7898,10648,0,0
10250,r078,All agencies -> Departments -> Department of Transportation -> Federal Transit Administration,All agencies,Departments,Department of Transportation,Federal Transit Administration,,4,33000,0,0,0,1000,5000,27000,0
10250,r079,All agencies -> Departments -> Department of Transportation -> National Highway Traffic Safety Administration,All agencies,Departments,Department of Transportation,National Highway Traffic Safety Administration,,4,50000,0,0,42550,7000,450,0,0
10250,r080,All agencies -> Departments -> Department of Transportation -> Office of the Secretary of Transportation,All agencies,Departments,Department of Transportation,Office of the Secretary of Transportation,,4,15022,14797,0,0,0,225,0,0
10250,r081,All agencies -> Departments -> Department of Transportation -> Pipeline and Hazardous Materials Safety Administration,All agencies,Departments,Department of Transportation,Pipeline and Hazardous Materials Safety Administration,,4,24479,8356,0,9623,4000,2500,0,0
10250,r082,All agencies -> Departments -> Department of the Treasury,All agencies,Departments,Department of the Treasury,,,3,50034,2503,9053,18778,0,0,0,19700
10250,r083,All agencies -> Departments -> Department of the Treasury -> Bureau of Engraving and Printing,All agencies,Departments,Department of the Treasury,Bureau of Engraving and Printing,,4,49981,2500,9003,18778,0,0,0,19700
10250,r084,All agencies -> Departments -> Department of the Treasury -> Mint,All agencies,Departments,Department of the Treasury,Mint,,4,53,0.05,50,0,0,0,0,0
10250,r085,All agencies -> Departments -> Department of Veterans Affairs,All agencies,Departments,Department of Veterans Affairs,,,3,1673109,1673109,0,0,0,0,0,0
10250,r086,All agencies -> Other agencies,All agencies,Other agencies,,,,2,,,,,,,,
10250,r087,All agencies -> Other agencies -> Administrative Office of the U.S. Courts,All agencies,Other agencies,Administrative Office of the U.S. Courts,,,3,1443,0,1443,0,0,0,0,0
10250,r088,All agencies -> Other agencies -> Agency for Global Media,All agencies,Other agencies,Agency for Global Media,,,3,7884,0,0,7884,0,0,0,0
10250,r089,All agencies -> Other agencies -> Agency for International Development,All agencies,Other agencies,Agency for International Development,,,3,51211,5985,0,12961,2975,15840,0,13450
10250,r090,All agencies -> Other agencies -> Appalachian Regional Commission,All agencies,Other agencies,Appalachian Regional Commission,,,3,122,0,0,0,0.05,108,0,0
10250,r091,All agencies -> Other agencies -> Consumer Product Safety Commission,All agencies,Other agencies,Consumer Product Safety Commission,,,3,440,440,0,0,0,0,0,0
10250,r092,All agencies -> Other agencies -> Environmental Protection Agency,All agencies,Other agencies,Environmental Protection Agency,,,3,406371,230160,0,118617,42496,15099,0,0
10250,r093,All agencies -> Other agencies -> Federal Trade Commission,All agencies,Other agencies,Federal Trade Commission,,,3,8571,8571,0,0,0,0,0,0
10250,r094,All agencies -> Other agencies -> Library of Congress,All agencies,Other agencies,Library of Congress,,,3,493,493,0,0,0,0,0,0
10250,r095,All agencies -> Other agencies -> National Aeronautics and Space Administration,All agencies,Other agencies,National Aeronautics and Space Administration,,,3,7598407,1150832,1301090,2653693,1152257,1310745,2877,26912
10250,r096,All agencies -> Other agencies -> National Science Foundation,All agencies,Other agencies,National Science Foundation,,,3,7035853,8315,312858,536299,5798312,338689,20918,20462
10250,r097,All agencies -> Other agencies -> Nuclear Regulatory Commission,All agencies,Other agencies,Nuclear Regulatory Commission,,,3,78147,36899,24918,6821,6344,703,0,2462
10250,r098,All agencies -> Other agencies -> Patient-Centered Outcomes Research Trust Fund,All agencies,Other agencies,Patient-Centered Outcomes Research Trust Fund,,,3,481465,0,0,0,0,481465,0,0
10250,r099,All agencies -> Other agencies -> Postal Service,All agencies,Other agencies,Postal Service,,,3,15702,0,0,15702,0,0,0,0
10250,r100,All agencies -> Other agencies -> RESTORE Act Centers of Excellence Research Grants Program,All agencies,Other agencies,RESTORE Act Centers of Excellence Research Grants Program,,,3,6960,0,0,0,0,0,6960,0
10250,r101,All agencies -> Other agencies -> Smithsonian Institution,All agencies,Other agencies,Smithsonian Institution,,,3,95000,95000,0,0,0,0,0,0
10250,r102,All agencies -> Other agencies -> Social Security Administration,All agencies,Other agencies,Social Security Administration,,,3,98560,50984,0,37126,7300,3150,0,0
10250,r103,All agencies -> Other agencies -> Tennessee Valley Authority,All agencies,Other agencies,Tennessee Valley Authority,,,3,12952,0,0,10491,0,2461,0,0
