table_id,row_id,_b_ffrdc_b_full_path,_b_ffrdc_b_level_1,_b_ffrdc_b_level_2,_b_ffrdc_b_level_3,_b_ffrdc_b_hierarchy_depth,field_total,field_dhs,field_doc,field_dod,field_doe,field_hhs_,field_nasa,field_nsf,field_othera
10244,r001,All FFRDCs,All FFRDCs,,,1,14791390,71103,20709,3501650,7904787,728866,2051453,298451,214372
10244,r002,All FFRDCs -> Administered by industrial firms,All FFRDCs,Administered by industrial firms,,2,4134050,33717,0,379548,3026000,665197,14480,0,15109
10244,r003,All FFRDCs -> Administered by industrial firms -> Frederick National Laboratory for Cancer Research,All FFRDCs,Administered by industrial firms,Frederick National Laboratory for Cancer Research,3,673036,15788,0,386,0,656862,0,0,0
10244,r004,All FFRDCs -> Administered by industrial firms -> Idaho National Laboratory,All FFRDCs,Administered by industrial firms,Idaho National Laboratory,3,270623,3112,0,3759,258846,0,250,0,4655
10244,r005,All FFRDCs -> Administered by industrial firms -> Lawrence Livermore National Laboratory,All FFRDCs,Administered by industrial firms,Lawrence Livermore National Laboratory,3,1142047,12915,0,79345,1043664,1219,1550,0,3354
10244,r006,All FFRDCs -> Administered by industrial firms -> Los Alamos National Laboratory,All FFRDCs,Administered by industrial firms,Los Alamos National Laboratory,3,942044,1000,0,46194,875961,5632,11537,0,1720
10244,r007,All FFRDCs -> Administered by industrial firms -> Sandia National Laboratories,All FFRDCs,Administered by industrial firms,Sandia National Laboratories,3,1036941,420,0,232393,796122,1485,1143,0,5379
10244,r008,All FFRDCs -> Administered by industrial firms -> Savannah River National Laboratory,All FFRDCs,Administered by industrial firms,Savannah River National Laboratory,3,69359,482,0,17470,51407,0,0,0,0
10244,r009,All FFRDCs -> Administered by universities and colleges<sup>b</sup>,All FFRDCs,Administered by universities and colleges<sup>b</sup>,,2,5810343,501,794,1127840,2365279,24254,1994948,293711,3016
10244,r010,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Ames Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Ames Laboratory,3,30513,0,0,0,30513,0,0,0,0
10244,r011,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Argonne National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Argonne National Laboratory,3,660504,60,0,5035,648417,4228,0,0,2766
10244,r012,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Fermi National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Fermi National Accelerator Laboratory,3,297623,0,0,0,297623,0,0,0,0
10244,r013,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Green Bank Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Green Bank Observatory,3,8900,0,0,0,0,0,0,8900,0
10244,r014,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Jet Propulsion Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Jet Propulsion Laboratory,3,2007599,0,0,15132,0,0,1992218,0,250
10244,r015,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lawrence Berkeley National Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lawrence Berkeley National Laboratory,3,831585,0,0,12905,797934,18015,2731,0,0
10244,r016,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Lincoln Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Lincoln Laboratory,3,975858,0,0,975858,0,0,0,0,0
10244,r017,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> NSF's National Optical-Infrared Astronomy Research Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,NSF's National Optical-Infrared Astronomy Research Laboratory,3,60317,0,0,0,0,0,0,60317,0
10244,r018,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Center for Atmospheric Research,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Center for Atmospheric Research,3,106662,0,794,1767,0,0,0,104100,0
10244,r019,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Radio Astronomy Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Radio Astronomy Observatory,3,98205,0,0,0,0,0,0,98205,0
10244,r020,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> National Solar Observatory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,National Solar Observatory,3,22188,0,0,0,0,0,0,22188,0
10244,r021,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Princeton Plasma Physics Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Princeton Plasma Physics Laboratory,3,126515,0,0,0,126515,0,0,0,0
10244,r022,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> SLAC National Accelerator Laboratory,All FFRDCs,Administered by universities and colleges<sup>b</sup>,SLAC National Accelerator Laboratory,3,334039,441,0,828,330759,2012,0,0,0
10244,r023,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Software Engineering Institute,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Software Engineering Institute,3,64146,0,0,64146,0,0,0,0,0
10244,r024,All FFRDCs -> Administered by universities and colleges<sup>b</sup> -> Thomas Jefferson National Accelerator Facility,All FFRDCs,Administered by universities and colleges<sup>b</sup>,Thomas Jefferson National Accelerator Facility,3,185688,0,0,52170,133518,0,0,0,0
10244,r025,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup>,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,,2,4846997,36885,19914,1994262,2513509,39415,42025,4740,196247
10244,r026,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Aerospace FFRDC,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Aerospace FFRDC,3,552436,0,0,516597,0,0,35838,0,0
10244,r027,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Arroyo Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Arroyo Center,3,2710,0,0,2710,0,0,0,0,0
10244,r028,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Brookhaven National Laboratory,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Brookhaven National Laboratory,3,513814,524,0,0,502770,3600,6186,0,734
10244,r029,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> CMS Alliance to Modernize Healthcare,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,CMS Alliance to Modernize Healthcare,3,13819,0,0,0,0,13819,0,0,0
10244,r030,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Advanced Aviation System Development,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Advanced Aviation System Development,3,101961,0,0,17607,0,0,0,0,84354
10244,r031,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Communications and Computing,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Communications and Computing,3,57748,0,0,57748,0,0,0,0,0
10244,r032,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Enterprise Modernization,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Enterprise Modernization,3,127526,0,0,35979,0,0,0,0,91547
10244,r033,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Naval Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Naval Analyses,3,53281,0,0,53281,0,0,0,0,0
10244,r034,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Center for Nuclear Waste Regulatory Analyses,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Center for Nuclear Waste Regulatory Analyses,3,22918,0,0,20718,0,0,0,0,2201
10244,r035,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Operational Analysis Center,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Operational Analysis Center,3,6346,6346,0,0,0,0,0,0,0
10244,r036,All FFRDCs -> Administered by nonprofit institutions<sup>c</sup> -> Homeland Security Systems Engineering and Development Institute,All FFRDCs,Administered by nonprofit institutions<sup>c</sup>,Homeland Security Systems Engineering and Development Institute,3,33404,27610,0,5794,0,0,0,0,0
