table_id,row_id,region_country_or_economy,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
1864,r001,World,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1864,r002,China,0.0,0.95,0.37,1.53,0.83,0.49,0.41,0.58,0.77,0.86,0.77,1.06,0.74,0.84,0.84,0.64,0.82,0.8,0.8,1.01,0.92
1864,r003,United States,1.48,1.44,1.52,1.24,1.28,1.61,1.46,1.34,1.47,1.47,1.6,1.58,1.68,1.43,1.79,1.87,2.04,1.72,1.92,1.74,1.75
1864,r004,India,0.19,0.35,0.32,0.0,0.0,0.89,0.13,0.53,0.88,0.28,0.45,0.84,0.88,0.78,0.5,0.48,0.63,0.71,0.32,1.23,1.06
1864,r005,Germany,0.55,0.62,0.77,1.32,0.95,1.2,1.6,1.56,1.35,1.43,1.93,1.64,1.07,1.66,1.89,1.7,1.63,2.56,3.08,2.03,2.36
1864,r006,Japan,0.19,0.17,0.26,0.33,0.09,0.27,0.27,0.38,0.42,0.26,0.26,0.3,0.13,0.23,0.58,0.66,1.0,0.33,0.6,0.88,0.7
1864,r007,United Kingdom,1.15,1.0,1.44,1.36,1.86,1.95,2.45,1.71,2.13,2.36,1.99,1.62,2.82,2.79,2.33,2.69,3.07,2.78,3.15,2.69,2.18
1864,r008,Russia,1.92,0.78,2.11,1.77,3.03,0.78,0.0,0.75,0.94,0.75,0.49,0.0,0.47,0.46,0.86,0.0,0.0,0.41,0.0,1.2,1.04
1864,r009,Italy,0.0,0.35,0.36,0.68,2.3,0.84,1.57,1.94,1.22,1.0,1.07,0.46,0.52,1.03,1.45,2.63,1.8,2.01,2.17,2.85,2.49
1864,r010,South Korea,0.0,0.0,0.0,0.0,1.61,1.29,0.76,0.0,0.72,0.29,0.25,1.15,0.48,0.53,1.05,1.21,0.37,1.3,0.92,1.0,1.66
1864,r011,France,0.82,0.71,0.87,1.82,3.23,0.62,1.77,1.45,1.0,1.39,1.92,1.0,0.86,2.18,2.1,2.08,2.62,2.02,2.26,1.76,2.07
1864,r012,Brazil,3.3,3.85,1.99,2.65,1.61,0.93,0.0,0.47,1.38,1.26,1.12,0.42,0.87,0.67,0.54,0.36,0.3,0.53,0.54,0.44,0.71
1864,r013,Canada,1.82,1.64,1.98,1.68,1.3,1.94,1.26,1.63,1.91,1.6,1.53,1.43,1.72,1.87,2.1,1.74,1.74,1.76,1.88,1.71,1.9
1864,r014,Spain,0.0,0.3,0.34,1.45,1.08,0.89,1.74,1.29,1.45,1.92,0.88,1.5,1.38,1.33,1.56,1.38,2.09,1.98,1.62,1.35,1.38
1864,r015,Australia,0.51,1.49,0.83,1.37,1.46,0.98,1.85,1.52,1.41,0.98,1.47,2.48,1.58,2.04,2.51,1.94,2.42,1.87,2.56,1.79,1.95
1864,r016,Iran,ne,ne,ne,ne,ne,ne,ne,0.0,0.0,0.0,0.65,0.0,0.33,0.84,0.51,0.0,0.3,0.52,0.12,0.92,0.72
1864,r017,EU (all members),0.85,0.79,0.89,1.14,1.41,0.96,1.37,1.24,1.18,1.32,1.37,1.12,1.22,1.41,1.16,1.38,1.39,1.54,1.55,1.39,1.28
