table_id,row_id,region_country_or_economy_full_path,region_country_or_economy_level_1,region_country_or_economy_level_2,region_country_or_economy_level_3,region_country_or_economy_level_4,region_country_or_economy_hierarchy_depth,field_2002,field_2003,field_2004,field_2005,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
6235,r001,World,World,,,,1,218319,244695,277119,298306,324684,371645,415364,414725,459522,517504,533916,564963,602459,574171,581859,632846,685477,701348
6235,r002,World -> North America,World,North America,,,2,74773,75136,76699,79342,80223,80366,89725,90894,95766,102061,102635,104628,109880,121228,119057,122634,134698,145647
6235,r003,World -> North America -> Canada,World,North America,Canada,,3,2147,2564,2944,3368,3852,4473,4660,4471,4832,5556,5356,5553,5307,4464,4326,4636,4826,4876
6235,r004,World -> North America -> Mexico,World,North America,Mexico,,3,1117,1252,1222,1388,1369,1477,1550,1401,1716,1757,1705,1311,1433,1335,1224,1289,1318,1422
6235,r005,World -> North America -> United States,World,North America,United States,,3,71509,71320,72533,74586,75002,74416,83515,85022,89218,94748,95574,97764,103140,115428,113507,116709,128554,139349
6235,r006,World -> Central and South America,World,Central and South America,,,2,5611,5519,6482,7365,8653,10964,13383,14384,16254,19355,21805,23119,22768,23896,20102,23376,22703,20659
6235,r007,World -> Central and South America -> Argentina,World,Central and South America,Argentina,,3,1611,1803,2257,2707,3173,4019,4977,5032,5943,7133,7802,8339,7500,8786,7740,9270,7440,6244
6235,r008,World -> Central and South America -> Brazil,World,Central and South America,Brazil,,3,316,280,375,554,790,1199,1436,1477,1725,2145,2171,1920,2091,1615,1627,2006,1712,1601
6235,r009,World -> Central and South America -> Chile,World,Central and South America,Chile,,3,38,34,46,54,71,84,95,107,123,150,173,187,139,221,253,267,289,265
6235,r010,World -> Central and South America -> Colombia,World,Central and South America,Colombia,,3,978,931,1147,1124,1295,1757,2129,2274,2940,3440,4030,4383,4813,3594,3330,3583,3863,3742
6235,r011,World -> Central and South America -> Peru,World,Central and South America,Peru,,3,477,464,500,541,611,721,918,969,1183,1356,1583,1727,1705,1622,1615,1779,1878,1999
6235,r012,World -> Central and South America -> Other Central and South America,World,Central and South America,Other Central and South America,,3,2191,2007,2158,2384,2713,3183,3827,4526,4340,5131,6045,6562,6520,8058,5536,6471,7522,6808
6235,r013,World -> Europe,World,Europe,,,2,78169,96307,114398,120410,129571,153670,170637,158570,169039,184295,179760,196321,197844,167471,169092,185195,197704,202293
6235,r014,World -> Europe -> EU,World,Europe,EU,,3,58286,72792,84040,87460,92832,107897,119328,114262,115082,123571,117558,129388,132170,115964,119861,130842,141219,142878
6235,r015,World -> Europe -> EU -> France,World,Europe,EU,France,4,21929,26570,30046,30428,31938,36478,40338,39845,39503,42738,40479,43417,44512,37186,37775,40636,44068,45161
6235,r016,World -> Europe -> EU -> Germany,World,Europe,EU,Germany,4,12733,16100,17981,18265,18399,21370,23890,23528,22905,25007,24535,26693,27624,25251,25124,27618,29255,28590
6235,r017,World -> Europe -> EU -> Italy,World,Europe,EU,Italy,4,11224,14271,16390,17290,18914,21380,23188,21990,21406,21908,20272,21111,20661,17361,17263,18057,19276,20204
6235,r018,World -> Europe -> EU -> Spain,World,Europe,EU,Spain,4,2276,2953,3385,3712,4002,4640,5367,5392,5472,6210,6035,6453,6573,5756,5602,5893,6426,6408
6235,r019,World -> Europe -> EU -> Other EU,World,Europe,EU,Other EU,4,10123,12898,16237,17764,19579,24029,26545,23507,25797,27708,26237,31714,32800,30409,34097,38637,42194,42515
6235,r020,World -> Europe -> Non-EU,World,Europe,Non-EU,,3,19883,23515,30358,32950,36739,45772,51309,44308,53957,60724,62202,66933,65674,51507,49232,54353,56485,59415
6235,r021,World -> Europe -> Non-EU -> United Kingdom,World,Europe,Non-EU,United Kingdom,4,11161,12959,16766,17646,18122,22484,22101,17853,20600,19903,18792,15754,17858,17837,16972,17908,19398,20291
6235,r022,World -> Europe -> Non-EU -> Russia,World,Europe,Non-EU,Russia,4,4038,5048,6908,7973,10566,13054,17237,14574,20309,26823,28163,34728,31864,18576,17409,20906,21566,22772
6235,r023,World -> Europe -> Non-EU -> Switzerland,World,Europe,Non-EU,Switzerland,4,2409,2694,3043,3051,3000,3259,3545,4034,4149,4682,4753,4970,5254,5100,5024,5137,5399,5450
6235,r024,World -> Europe -> Non-EU -> Other non-EU,World,Europe,Non-EU,Other non-EU,4,2276,2814,3642,4280,5051,6975,8427,7848,8899,9317,10493,11483,10698,9994,9827,10402,10122,10902
6235,r025,World -> Middle East,World,Middle East,,,2,5696,6466,7591,8658,10537,13679,16119,16817,18430,20422,17348,18339,21622,22338,23298,24469,22128,22107
6235,r026,World -> Middle East -> Iran,World,Middle East,Iran,,3,2027,2453,2974,3546,4510,6202,7454,8327,9385,10373,5689,5321,6862,7222,7839,8281,5104,3998
6235,r027,World -> Middle East -> Israel,World,Middle East,Israel,,3,1100,1195,1293,1379,1565,1755,2111,2019,2254,2595,3109,3393,4226,4035,3980,4395,4768,5255
6235,r028,World -> Middle East -> Saudi Arabia,World,Middle East,Saudi Arabia,,3,867,903,1009,1105,1218,1348,1536,1823,2006,2171,2677,3097,3345,3454,3551,3735,4005,4361
6235,r029,World -> Middle East -> United Arab Emirates,World,Middle East,United Arab Emirates,,3,1316,1512,1840,2102,2473,3362,3842,3405,3516,3717,4094,4516,4976,5278,5483,5801,5919,6126
6235,r030,World -> Middle East -> Other Middle East,World,Middle East,Other Middle East,,3,387,403,475,526,770,1012,1177,1243,1269,1565,1779,2012,2213,2349,2444,2257,2332,2368
6235,r031,World -> Africa,World,Africa,,,2,2860,3810,5308,6731,7825,9189,10044,10546,12232,15097,16115,16573,17846,16677,15463,14907,16087,16856
6235,r032,World -> Africa -> Egypt,World,Africa,Egypt,,3,275,221,211,295,362,432,505,608,691,1738,2303,2295,2469,2611,2318,1661,2060,2581
6235,r033,World -> Africa -> Nigeria,World,Africa,Nigeria,,3,255,283,1087,1911,2599,3292,4009,3635,4076,5061,6118,6938,7964,7455,6532,5705,5898,6112
6235,r034,World -> Africa -> South Africa,World,Africa,South Africa,,3,1180,1884,2394,2759,2881,3118,2922,3535,4637,5145,4513,4117,4083,3681,3416,4096,4396,4289
6235,r035,World -> Africa -> Other Africa,World,Africa,Other Africa,,3,1149,1421,1616,1767,1983,2347,2608,2767,2828,3153,3180,3223,3329,2930,3197,3445,3733,3875
6235,r036,World -> Asia,World,Asia,,,2,45566,49872,56788,64302,74878,87453,97466,105125,124597,148499,167203,179144,207023,200947,211251,235168,264989,267612
6235,r037,World -> Asia -> China,World,Asia,China,,3,9445,9444,11148,14332,17805,23183,29422,37390,44646,57632,70568,77192,87091,94168,94340,105992,124724,123580
6235,r038,World -> Asia -> India,World,Asia,India,,3,2617,3092,3851,4636,5385,7049,8234,9312,11940,13840,17654,20780,25197,27198,32125,37874,40978,43186
6235,r039,World -> Asia -> Indonesia,World,Asia,Indonesia,,3,660,851,949,1076,1370,1547,1737,1920,2578,3071,3179,3165,3155,3176,3558,4006,4252,4917
6235,r040,World -> Asia -> Japan,World,Asia,Japan,,3,13961,14708,15703,14216,13592,13461,15913,16320,17478,19798,19105,15540,14992,13343,15472,14854,15411,15745
6235,r041,World -> Asia -> Malaysia,World,Asia,Malaysia,,3,459,494,530,726,810,975,1126,1209,1498,1712,1899,2072,2184,2082,2145,2298,2729,2707
6235,r042,World -> Asia -> Philippines,World,Asia,Philippines,,3,711,738,805,920,1118,1389,1670,1760,2075,2392,2786,2625,2668,2775,3351,3472,3747,4210
6235,r043,World -> Asia -> Singapore,World,Asia,Singapore,,3,699,737,781,870,1035,1278,1625,1688,2171,2680,2954,3221,3366,3187,3298,3475,3752,3852
6235,r044,World -> Asia -> South Korea,World,Asia,South Korea,,3,12849,15147,17745,21417,25847,29632,28103,25758,31000,34579,34903,39338,51972,38106,39073,43175,48027,47732
6235,r045,World -> Asia -> Taiwan,World,Asia,Taiwan,,3,1950,2174,2457,2861,3318,3637,3919,3884,4400,4979,5301,5646,6045,6100,6381,7072,7517,7676
6235,r046,World -> Asia -> Thailand,World,Asia,Thailand,,3,791,930,1110,1262,1480,1822,1997,1780,2214,2518,3020,3156,2967,2736,2595,2925,3491,3637
6235,r047,World -> Asia -> Vietnam,World,Asia,Vietnam,,3,212,231,259,282,313,365,461,506,544,614,712,816,874,909,966,1022,1098,1166
6235,r048,World -> Asia -> Other Asia,World,Asia,Other Asia,,3,1213,1327,1450,1703,2803,3115,3261,3597,4055,4683,5122,5592,6513,7166,7946,9002,9263,9204
6235,r049,World -> Oceania,World,Oceania,,,2,5643,7586,9852,11498,12999,16324,17988,18389,23203,27776,29051,26839,25475,21615,23595,27097,27169,26174
6235,r050,World -> Oceania -> Australia,World,Oceania,Australia,,3,5592,7522,9777,11414,12902,16150,17831,18248,23023,27532,28789,26671,25349,21507,23455,26825,27080,26082
6235,r051,World -> Oceania -> New Zealand,World,Oceania,New Zealand,,3,51,64,75,84,97,173,157,141,180,244,262,168,126,108,140,272,89,92
