table_id,row_id,subfield_of_study_full_path,subfield_of_study_level_1,subfield_of_study_level_2,subfield_of_study_level_3,subfield_of_study_level_4,subfield_of_study_level_5,subfield_of_study_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
967,r125,All fields -> Psychology and social sciences -> Psychology  -> Cognitive psychology and psycholinguistics,All fields,Psychology and social sciences,Psychology ,Cognitive psychology and psycholinguistics,,4,121,14,105,5,1,12,1,80,6,0,0
967,r126,All fields -> Psychology and social sciences -> Psychology  -> Community psychology,All fields,Psychology and social sciences,Psychology ,Community psychology,,4,38,2,35,5,0,1,10,17,1,0,1
967,r127,All fields -> Psychology and social sciences -> Psychology  -> Counseling,All fields,Psychology and social sciences,Psychology ,Counseling,,4,317,20,275,23,2,22,31,171,7,4,15
967,r128,All fields -> Psychology and social sciences -> Psychology  -> Developmental and child psychology,All fields,Psychology and social sciences,Psychology ,Developmental and child psychology,,4,201,30,169,9,0,14,9,129,6,0,2
967,r129,All fields -> Psychology and social sciences -> Psychology  -> Educational psychology (psychology),All fields,Psychology and social sciences,Psychology ,Educational psychology (psychology),,4,139,10,114,11,0,0,13,79,1,0,10
967,r130,All fields -> Psychology and social sciences -> Psychology  -> Experimental psychology,All fields,Psychology and social sciences,Psychology ,Experimental psychology,,4,159,14,139,9,1,4,2,116,5,1,1
967,r131,"All fields -> Psychology and social sciences -> Psychology  -> Family psychology, human development and family studies",All fields,Psychology and social sciences,Psychology ,"Family psychology, human development and family studies",,4,211,32,171,11,1,10,11,133,1,0,4
967,r132,"All fields -> Psychology and social sciences -> Psychology  -> Health, medical psychology",All fields,Psychology and social sciences,Psychology ,"Health, medical psychology",,4,62,2,59,1,0,4,8,44,1,1,0
967,r133,All fields -> Psychology and social sciences -> Psychology  -> Industrial and organizational psychology,All fields,Psychology and social sciences,Psychology ,Industrial and organizational psychology,,4,191,16,148,11,0,8,7,114,6,1,1
967,r134,"All fields -> Psychology and social sciences -> Psychology  -> Marriage and family therapy, counseling",All fields,Psychology and social sciences,Psychology ,"Marriage and family therapy, counseling",,4,74,5,54,6,0,3,7,35,1,2,0
967,r135,"All fields -> Psychology and social sciences -> Psychology  -> Neuropsychology, physiological psychology",All fields,Psychology and social sciences,Psychology ,"Neuropsychology, physiological psychology",,4,42,2,40,5,0,2,1,31,1,0,0
967,r136,All fields -> Psychology and social sciences -> Psychology  -> School psychology (psychology),All fields,Psychology and social sciences,Psychology ,School psychology (psychology),,4,372,15,313,29,0,21,17,212,8,0,26
967,r137,All fields -> Psychology and social sciences -> Psychology  -> Social psychology,All fields,Psychology and social sciences,Psychology ,Social psychology,,4,213,20,190,14,0,12,7,144,12,0,1
967,r138,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, general",All fields,Psychology and social sciences,Psychology ,"Psychology, general",,4,140,14,111,4,0,7,7,80,7,0,6
967,r139,"All fields -> Psychology and social sciences -> Psychology  -> Psychology, aggregated",All fields,Psychology and social sciences,Psychology ,"Psychology, aggregated",,4,281,32,226,23,1,11,23,161,4,1,2
967,r140,All fields -> Psychology and social sciences -> Social sciences ,All fields,Psychology and social sciences,Social sciences ,,,3,5119,1385,3471,287,16,312,302,2310,100,49,95
967,r141,All fields -> Psychology and social sciences -> Social sciences  -> Anthropology ,All fields,Psychology and social sciences,Social sciences ,Anthropology ,,4,455,65,357,33,1,20,17,263,11,6,6
967,r142,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, cultural",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, cultural",5,261,51,205,22,1,14,15,144,5,3,1
967,r143,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, general",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, general",5,110,11,71,6,0,3,1,52,2,2,5
967,r144,"All fields -> Psychology and social sciences -> Social sciences  -> Anthropology  -> Anthropology, physical and biological",All fields,Psychology and social sciences,Social sciences ,Anthropology ,"Anthropology, physical and biological",5,84,3,81,5,0,3,1,67,4,1,0
967,r145,All fields -> Psychology and social sciences -> Social sciences  -> Economics ,All fields,Psychology and social sciences,Social sciences ,Economics ,,4,1237,647,539,32,1,87,18,342,18,7,34
967,r146,"All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Econometrics, economics",All fields,Psychology and social sciences,Social sciences ,Economics ,"Econometrics, economics",5,1184,626,508,29,1,87,16,316,18,7,34
967,r147,All fields -> Psychology and social sciences -> Social sciences  -> Economics  -> Natural resources and environmental economics (social sciences),All fields,Psychology and social sciences,Social sciences ,Economics ,Natural resources and environmental economics (social sciences),5,53,21,31,3,0,0,2,26,0,0,0
967,r148,All fields -> Psychology and social sciences -> Social sciences  -> Political science and government,All fields,Psychology and social sciences,Social sciences ,Political science and government,,4,752,141,578,28,1,33,42,435,15,12,12
967,r149,All fields -> Psychology and social sciences -> Social sciences  -> Sociology,All fields,Psychology and social sciences,Social sciences ,Sociology,,4,689,94,567,66,1,35,59,369,21,5,11
967,r150,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences,All fields,Psychology and social sciences,Social sciences ,Other social sciences,,4,1986,438,1430,128,12,137,166,901,35,19,32
967,r151,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> American, U.S. studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"American, U.S. studies",5,97,6,87,9,2,6,12,50,4,2,2
967,r152,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Applied linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Applied linguistics,5,105,42,60,8,0,12,1,38,0,0,1
967,r153,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Area, ethnic, and cultural studies",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Area, ethnic, and cultural studies",5,168,30,129,30,4,13,32,42,2,2,4
967,r154,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminal justice and corrections,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminal justice and corrections,5,108,5,86,8,0,2,11,61,1,0,3
967,r155,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Criminology,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Criminology,5,94,13,76,3,0,4,7,57,4,0,1
967,r156,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Demography, gerontology, statistics, urban affairs, social sciences- general, social sciences-other",5,282,56,202,16,3,19,32,125,5,0,2
967,r157,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Gender and women's studies,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Gender and women's studies,5,49,4,41,11,0,2,8,14,1,0,5
967,r158,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Geography,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Geography,5,284,82,191,9,2,13,5,151,3,3,5
967,r159,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Health policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Health policy analysis,5,54,13,38,1,0,3,6,24,1,1,2
967,r160,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> International relations, international affairs",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"International relations, international affairs",5,149,31,110,5,0,17,9,70,1,4,4
967,r161,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Linguistics,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Linguistics,5,208,62,136,13,1,14,2,95,5,3,3
967,r162,All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Public policy analysis,All fields,Psychology and social sciences,Social sciences ,Other social sciences,Public policy analysis,5,240,40,185,7,0,19,36,117,4,2,0
967,r163,"All fields -> Psychology and social sciences -> Social sciences  -> Other social sciences -> Urban, city, community and regional planning",All fields,Psychology and social sciences,Social sciences ,Other social sciences,"Urban, city, community and regional planning",5,148,54,89,8,0,13,5,57,4,2,0
967,r164,All fields -> Engineering,All fields,Engineering,,,,2,9843,5070,4339,286,10,732,169,2818,114,66,144
967,r165,"All fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,3,378,122,240,16,0,25,8,175,9,1,6
967,r166,All fields -> Engineering -> Bioengineering and biomedical engineering,All fields,Engineering,Bioengineering and biomedical engineering,,,3,1041,303,700,43,0,167,23,427,17,9,14
967,r167,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,,,3,936,429,471,25,0,89,10,317,14,2,14
967,r168,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,,,3,741,444,243,23,1,30,16,161,2,2,8
967,r169,"All fields -> Engineering -> Electrical, electronics, and communications engineering",All fields,Engineering,"Electrical, electronics, and communications engineering",,,3,1900,1230,586,39,0,142,19,323,16,12,35
967,r170,All fields -> Engineering -> Industrial and manufacturing engineering,All fields,Engineering,Industrial and manufacturing engineering,,,3,253,161,86,4,1,16,14,45,1,1,4
967,r171,All fields -> Engineering -> Materials science engineering,All fields,Engineering,Materials science engineering,,,3,958,433,483,34,0,65,15,322,24,9,14
967,r172,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,,,3,1409,750,592,42,1,79,16,409,9,14,22
967,r173,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,,,3,2227,1198,938,60,7,119,48,639,22,16,27
967,r174,All fields -> Engineering -> Other engineering -> Computer engineering,All fields,Engineering,Other engineering,Computer engineering,,4,419,294,113,6,1,25,4,72,2,0,3
967,r175,"All fields -> Engineering -> Other engineering -> Environmental, environmental health engineering",All fields,Engineering,Other engineering,"Environmental, environmental health engineering",,4,221,92,121,5,1,17,5,85,1,2,5
967,r176,All fields -> Engineering -> Other engineering -> Nuclear engineering,All fields,Engineering,Other engineering,Nuclear engineering,,4,159,36,121,5,0,8,3,102,0,1,2
967,r177,All fields -> Engineering -> Other engineering -> Robotics,All fields,Engineering,Other engineering,Robotics,,4,98,41,46,3,0,9,0,32,1,0,1
967,r178,All fields -> Engineering -> Other engineering -> Structural engineering,All fields,Engineering,Other engineering,Structural engineering,,4,103,67,35,2,0,4,0,27,0,0,2
967,r179,All fields -> Engineering -> Other engineering -> Systems engineering,All fields,Engineering,Other engineering,Systems engineering,,4,121,40,78,6,1,6,6,56,2,1,0
967,r180,"All fields -> Engineering -> Other engineering -> Other engineering, aggregated",All fields,Engineering,Other engineering,"Other engineering, aggregated",,4,1106,628,424,33,4,50,30,265,16,12,14
967,r181,All fields -> Education,All fields,Education,,,,2,4823,536,4047,331,22,224,595,2657,83,37,98
967,r182,All fields -> Education -> Education administration,All fields,Education,Education administration,,,3,1023,54,871,73,7,37,186,516,19,7,26
967,r183,All fields -> Education -> Education administration -> Educational administration and supervision,All fields,Education,Education administration,Educational administration and supervision,,4,176,11,135,7,2,2,36,78,2,1,7
967,r184,"All fields -> Education -> Education administration -> Educational and human resource studies, development",All fields,Education,Education administration,"Educational and human resource studies, development",,4,172,8,134,16,0,14,26,63,1,1,13
967,r185,All fields -> Education -> Education administration -> Educational leadership,All fields,Education,Education administration,Educational leadership,,4,591,30,527,44,5,16,101,345,9,4,3
967,r186,All fields -> Education -> Education administration -> Urban education and leadership,All fields,Education,Education administration,Urban education and leadership,,4,84,5,75,6,0,5,23,30,7,1,3
967,r187,All fields -> Education -> Education research ,All fields,Education,Education research ,,,3,2405,305,2018,166,7,124,270,1347,39,19,46
967,r188,"All fields -> Education -> Education research  -> Counseling education, counseling and guidance",All fields,Education,Education research ,"Counseling education, counseling and guidance",,4,269,23,234,24,1,6,49,144,5,1,4
967,r189,All fields -> Education -> Education research  -> Curriculum and instruction,All fields,Education,Education research ,Curriculum and instruction,,4,514,67,417,29,3,25,42,289,6,7,16
967,r190,"All fields -> Education -> Education research  -> Educational assessment, testing, measurement",All fields,Education,Education research ,"Educational assessment, testing, measurement",,4,41,14,26,0,0,5,3,16,2,0,0
967,r191,All fields -> Education -> Education research  -> Educational policy analysis,All fields,Education,Education research ,Educational policy analysis,,4,127,13,111,10,0,12,25,63,1,0,0
967,r192,All fields -> Education -> Education research  -> Educational psychology (education),All fields,Education,Education research ,Educational psychology (education),,4,229,37,192,14,0,16,16,135,3,4,4
967,r193,"All fields -> Education -> Education research  -> Educational statistics, research methods",All fields,Education,Education research ,"Educational statistics, research methods",,4,83,17,62,0,1,9,3,45,1,0,3
967,r194,"All fields -> Education -> Education research  -> Educational/instructional technology, media design",All fields,Education,Education research ,"Educational/instructional technology, media design",,4,252,57,186,8,2,13,23,129,3,0,8
967,r195,All fields -> Education -> Education research  -> Higher education evaluation and research,All fields,Education,Education research ,Higher education evaluation and research,,4,434,16,404,36,0,15,79,252,12,3,7
967,r196,All fields -> Education -> Education research  -> International education,All fields,Education,Education research ,International education,,4,45,11,34,10,0,4,1,18,1,0,0
967,r197,All fields -> Education -> Education research  -> School psychology (education),All fields,Education,Education research ,School psychology (education),,4,107,7,99,12,0,2,6,76,1,1,1
967,r198,All fields -> Education -> Education research  -> Social and philosophical foundations of education,All fields,Education,Education research ,Social and philosophical foundations of education,,4,66,7,56,8,0,7,7,31,0,2,1
967,r199,All fields -> Education -> Education research  -> Special education,All fields,Education,Education research ,Special education,,4,238,36,197,15,0,10,16,149,4,1,2
967,r200,All fields -> Education -> Teacher education,All fields,Education,Teacher education,,,3,112,11,96,4,1,4,13,70,3,0,1
967,r201,All fields -> Education -> Teaching fields ,All fields,Education,Teaching fields ,,,3,908,133,745,60,3,42,75,535,12,7,11
967,r202,All fields -> Education -> Teaching fields  -> English as a second or foreign language,All fields,Education,Teaching fields ,English as a second or foreign language,,4,56,28,26,5,0,1,0,18,1,0,1
967,r203,All fields -> Education -> Teaching fields  -> Health education,All fields,Education,Teaching fields ,Health education,,4,65,7,56,1,0,4,17,29,1,2,2
967,r204,All fields -> Education -> Teaching fields  -> Literacy and reading education,All fields,Education,Teaching fields ,Literacy and reading education,,4,139,14,117,10,1,4,8,88,2,0,4
967,r205,All fields -> Education -> Teaching fields  -> Mathematics education,All fields,Education,Teaching fields ,Mathematics education,,4,146,20,122,10,0,5,17,86,2,2,0
967,r206,All fields -> Education -> Teaching fields  -> Music education,All fields,Education,Teaching fields ,Music education,,4,75,7,66,2,1,3,4,54,0,1,1
967,r207,All fields -> Education -> Teaching fields  -> Science education,All fields,Education,Teaching fields ,Science education,,4,101,15,83,4,0,4,5,68,0,1,1
967,r208,"All fields -> Education -> Teaching fields  -> Teaching fields, aggregated",All fields,Education,Teaching fields ,"Teaching fields, aggregated",,4,326,42,275,28,1,21,24,192,6,1,2
967,r209,All fields -> Education -> Other education ,All fields,Education,Other education ,,,3,375,33,317,28,4,17,51,189,10,4,14
967,r210,All fields -> Education -> Other education  -> Workforce education and development,All fields,Education,Other education ,Workforce education and development,,4,60,13,42,4,1,2,7,23,2,1,2
967,r211,"All fields -> Education -> Other education  -> Education, general",All fields,Education,Other education ,"Education, general",,4,145,4,129,14,1,7,21,81,2,0,3
967,r212,"All fields -> Education -> Other education  -> Education, other",All fields,Education,Other education ,"Education, other",,4,170,16,146,10,2,8,23,85,6,3,9
967,r213,All fields -> Humanities and arts,All fields,Humanities and arts,,,,2,5290,693,4290,309,16,181,148,3354,115,77,90
967,r214,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,,3,624,160,433,86,2,19,5,291,13,6,11
967,r215,All fields -> Humanities and arts -> Foreign languages and literature -> French,All fields,Humanities and arts,Foreign languages and literature,French,,4,92,16,72,3,1,1,1,60,2,2,2
967,r216,All fields -> Humanities and arts -> Foreign languages and literature -> Germanic language and literature,All fields,Humanities and arts,Foreign languages and literature,Germanic language and literature,,4,72,18,48,3,1,1,1,39,0,2,1
967,r217,All fields -> Humanities and arts -> Foreign languages and literature -> Italian,All fields,Humanities and arts,Foreign languages and literature,Italian,,4,45,11,33,0,0,0,0,31,2,0,0
967,r218,All fields -> Humanities and arts -> Foreign languages and literature -> Spanish language and literature,All fields,Humanities and arts,Foreign languages and literature,Spanish language and literature,,4,182,48,122,50,0,1,1,67,1,1,1
967,r219,"All fields -> Humanities and arts -> Foreign languages and literature -> Other languages, aggregated",All fields,Humanities and arts,Foreign languages and literature,"Other languages, aggregated",,4,233,67,158,30,0,16,2,94,8,1,7
967,r220,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,,3,1066,125,895,67,4,26,44,707,18,19,10
967,r221,"All fields -> Humanities and arts -> History -> American history, United States and Canada",All fields,Humanities and arts,History,"American history, United States and Canada",,4,368,14,347,25,2,6,25,277,6,5,1
967,r222,All fields -> Humanities and arts -> History -> Asian history,All fields,Humanities and arts,History,Asian history,,4,55,22,33,1,0,8,1,20,3,0,0
967,r223,All fields -> Humanities and arts -> History -> European history,All fields,Humanities and arts,History,European history,,4,173,17,154,2,0,4,3,141,2,1,1
967,r224,"All fields -> Humanities and arts -> History -> History, science and technology and society",All fields,Humanities and arts,History,"History, science and technology and society",,4,160,22,109,7,1,5,3,80,2,5,6
967,r225,All fields -> Humanities and arts -> History -> Latin American history,All fields,Humanities and arts,History,Latin American history,,4,61,13,47,15,0,0,4,25,0,2,1
967,r226,"All fields -> Humanities and arts -> History -> Middle, Near East history",All fields,Humanities and arts,History,"Middle, Near East history",,4,70,18,51,3,0,1,0,43,0,3,1
967,r227,"All fields -> Humanities and arts -> History -> History, general",All fields,Humanities and arts,History,"History, general",,4,70,12,54,7,0,1,3,41,2,0,0
967,r228,"All fields -> Humanities and arts -> History -> History, aggregated",All fields,Humanities and arts,History,"History, aggregated",,4,109,7,100,7,1,1,5,80,3,3,0
967,r229,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,,3,1465,125,1274,78,6,53,45,1011,27,29,25
967,r230,"All fields -> Humanities and arts -> Letters -> American literature, United States and Canada",All fields,Humanities and arts,Letters,"American literature, United States and Canada",,4,311,17,292,17,1,11,14,236,10,3,0
967,r231,All fields -> Humanities and arts -> Letters -> Classics,All fields,Humanities and arts,Letters,Classics,,4,80,10,68,2,0,3,0,59,2,2,0
967,r232,All fields -> Humanities and arts -> Letters -> Comparative literature,All fields,Humanities and arts,Letters,Comparative literature,,4,166,39,120,9,0,9,7,88,3,0,4
967,r233,All fields -> Humanities and arts -> Letters -> English language,All fields,Humanities and arts,Letters,English language,,4,159,12,108,5,2,6,4,66,0,8,17
967,r234,"All fields -> Humanities and arts -> Letters -> English literature, British and Commonwealth",All fields,Humanities and arts,Letters,"English literature, British and Commonwealth",,4,369,28,338,19,2,17,7,274,10,8,1
967,r235,All fields -> Humanities and arts -> Letters -> Rhetoric and composition,All fields,Humanities and arts,Letters,Rhetoric and composition,,4,227,10,210,17,1,4,8,175,1,3,1
967,r236,All fields -> Humanities and arts -> Letters -> Speech and rhetorical studies,All fields,Humanities and arts,Letters,Speech and rhetorical studies,,4,42,3,37,1,0,0,1,32,0,2,1
967,r237,"All fields -> Humanities and arts -> Letters -> Letters, aggregated",All fields,Humanities and arts,Letters,"Letters, aggregated",,4,111,6,101,8,0,3,4,81,1,3,1
967,r238,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,,3,2135,283,1688,78,4,83,54,1345,57,23,44
967,r239,All fields -> Humanities and arts -> Other humanities and arts -> Archaeology (humanities),All fields,Humanities and arts,Other humanities and arts,Archaeology (humanities),,4,126,20,105,2,1,2,3,95,2,0,0
967,r240,"All fields -> Humanities and arts -> Other humanities and arts -> Art history, criticism, and conservation",All fields,Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",,4,247,32,206,11,1,15,5,158,9,3,4
967,r241,"All fields -> Humanities and arts -> Other humanities and arts -> Dance, drama",All fields,Humanities and arts,Other humanities and arts,"Dance, drama",,4,86,5,74,7,0,2,2,59,3,1,0
967,r242,"All fields -> Humanities and arts -> Other humanities and arts -> Film, cinema, video studies",All fields,Humanities and arts,Other humanities and arts,"Film, cinema, video studies",,4,79,16,59,1,0,2,5,45,6,0,0
967,r243,All fields -> Humanities and arts -> Other humanities and arts -> Music,All fields,Humanities and arts,Other humanities and arts,Music,,4,74,5,32,1,0,1,0,21,0,1,8
967,r244,All fields -> Humanities and arts -> Other humanities and arts -> Musicology and ethnomusicology,All fields,Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,,4,157,14,140,8,1,6,3,114,3,4,1
967,r245,All fields -> Humanities and arts -> Other humanities and arts -> Music performance,All fields,Humanities and arts,Other humanities and arts,Music performance,,4,90,19,69,4,0,7,0,54,2,1,1
967,r246,All fields -> Humanities and arts -> Other humanities and arts -> Music theory and composition,All fields,Humanities and arts,Other humanities and arts,Music theory and composition,,4,86,16,69,2,0,4,3,56,3,1,0
967,r247,"All fields -> Humanities and arts -> Other humanities and arts -> Philosophy, ethics",All fields,Humanities and arts,Other humanities and arts,"Philosophy, ethics",,4,449,65,352,20,0,11,4,293,8,4,12
967,r248,"All fields -> Humanities and arts -> Other humanities and arts -> Religion/religious studies, Jewish/Judaic studies",All fields,Humanities and arts,Other humanities and arts,"Religion/religious studies, Jewish/Judaic studies",,4,338,36,266,7,0,16,16,209,11,2,5
967,r249,"All fields -> Humanities and arts -> Other humanities and arts -> Theology, religious education",All fields,Humanities and arts,Other humanities and arts,"Theology, religious education",,4,166,22,129,5,0,9,7,98,4,1,5
967,r250,"All fields -> Humanities and arts -> Other humanities and arts -> Other humanities, aggregated",All fields,Humanities and arts,Other humanities and arts,"Other humanities, aggregated",,4,237,33,187,10,1,8,6,143,6,5,8
967,r251,All fields -> Other<sup>b</sup>,All fields,Other<sup>b</sup>,,,,2,3113,928,1921,135,3,186,246,1224,51,25,51
967,r252,All fields -> Other<sup>b</sup> -> Business management and administration,All fields,Other<sup>b</sup>,Business management and administration,,,3,1522,576,830,59,0,113,94,504,21,15,24
967,r253,All fields -> Other<sup>b</sup> -> Business management and administration -> Accounting,All fields,Other<sup>b</sup>,Business management and administration,Accounting,,4,153,52,97,3,0,11,9,69,4,1,0
967,r254,All fields -> Other<sup>b</sup> -> Business management and administration -> Business administration and management,All fields,Other<sup>b</sup>,Business management and administration,Business administration and management,,4,273,99,151,9,0,24,13,86,6,4,9
967,r255,All fields -> Other<sup>b</sup> -> Business management and administration -> Finance,All fields,Other<sup>b</sup>,Business management and administration,Finance,,4,188,99,75,5,0,16,5,47,1,1,0
967,r256,"All fields -> Other<sup>b</sup> -> Business management and administration -> Human resources, organizational behavior",All fields,Other<sup>b</sup>,Business management and administration,"Human resources, organizational behavior",,4,296,46,215,22,0,11,39,125,3,7,8
967,r257,"All fields -> Other<sup>b</sup> -> Business management and administration -> Management information systems, business statistics",All fields,Other<sup>b</sup>,Business management and administration,"Management information systems, business statistics",,4,90,53,37,4,0,6,5,18,2,0,2
967,r258,All fields -> Other<sup>b</sup> -> Business management and administration -> Marketing management and research,All fields,Other<sup>b</sup>,Business management and administration,Marketing management and research,,4,139,53,78,5,0,14,7,47,2,1,2
967,r259,All fields -> Other<sup>b</sup> -> Business management and administration -> Other aggregated business fields,All fields,Other<sup>b</sup>,Business management and administration,Other aggregated business fields,,4,383,174,177,11,0,31,16,112,3,1,3
967,r260,All fields -> Other<sup>b</sup> -> Communication,All fields,Other<sup>b</sup>,Communication,,,3,626,121,463,26,1,29,46,330,14,4,13
967,r261,All fields -> Other<sup>b</sup> -> Communication -> Communication research,All fields,Other<sup>b</sup>,Communication,Communication research,,4,111,30,76,5,0,6,7,54,3,0,1
967,r262,"All fields -> Other<sup>b</sup> -> Communication -> Mass communication, media studies",All fields,Other<sup>b</sup>,Communication,"Mass communication, media studies",,4,231,56,160,10,1,8,18,113,2,3,5
967,r263,"All fields -> Other<sup>b</sup> -> Communication -> Communication, general",All fields,Other<sup>b</sup>,Communication,"Communication, general",,4,146,19,115,4,0,10,11,85,3,0,2
967,r264,"All fields -> Other<sup>b</sup> -> Communication -> Communication, aggregated",All fields,Other<sup>b</sup>,Communication,"Communication, aggregated",,4,138,16,112,7,0,5,10,78,6,1,5
967,r265,All fields -> Other<sup>b</sup> -> Non-S&E fields nec,All fields,Other<sup>b</sup>,Non-S&E fields nec,,,3,965,231,628,50,2,44,106,390,16,6,14
967,r266,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Architecture and environmental design,All fields,Other<sup>b</sup>,Non-S&E fields nec,Architecture and environmental design,,4,118,51,59,2,0,6,1,46,1,3,0
967,r267,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Family, consumer sciences and human sciences",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Family, consumer sciences and human sciences",,4,79,23,52,2,0,5,13,24,2,1,5
967,r268,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Parks, sports, recreation, leisure and fitness",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",,4,49,14,34,1,0,2,5,23,3,0,0
967,r269,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Public administration,All fields,Other<sup>b</sup>,Non-S&E fields nec,Public administration,,4,185,48,130,11,1,4,34,78,0,1,1
967,r270,All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Social work,All fields,Other<sup>b</sup>,Non-S&E fields nec,Social work,,4,298,23,252,25,0,21,42,151,9,0,4
967,r271,"All fields -> Other<sup>b</sup> -> Non-S&E fields nec -> Fields nec, aggregated",All fields,Other<sup>b</sup>,Non-S&E fields nec,"Fields nec, aggregated",,4,236,72,101,9,1,6,11,68,1,1,4
