table_id,row_id,_b_detailed_field_b_full_path,_b_detailed_field_b_level_1,_b_detailed_field_b_level_2,_b_detailed_field_b_level_3,_b_detailed_field_b_level_4,_b_detailed_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
3519,r028,All detailed fields -> Science -> Computer and information sciences -> Computer and information sciences nec,All detailed fields,Science,Computer and information sciences,Computer and information sciences nec,4,27360,38.2,25766,37.9,1594,42.7,128,30.5,99,27.3
3519,r029,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,3,11878,47.5,5327,48.4,6551,46.8,1778,38.2,2177,31.0
3519,r030,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Atmospheric sciences and meteorology",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric sciences and meteorology,4,1339,39.8,473,41.9,866,38.7,249,35.3,434,27.4
3519,r031,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geological and earth sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Geological and earth sciences,4,7849,44.4,3610,43.7,4239,45.0,845,35.6,1104,30.3
3519,r032,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Ocean and marine sciences",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,4,2690,60.4,1244,64.5,1446,56.8,393,46.1,321,42.7
3519,r033,"All detailed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Geosciences, atmospheric sciences, and ocean sciences nec",All detailed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences","Geosciences, atmospheric sciences, and ocean sciences nec",4,ne,ne,ne,ne,ne,ne,291,37.5,318,26.7
3519,r034,All detailed fields -> Science -> Mathematics and statistics,All detailed fields,Science,Mathematics and statistics,,3,33159,37.4,19594,43.1,13565,29.1,1070,25.3,305,29.8
3519,r035,All detailed fields -> Science -> Mathematics and statistics -> Mathematics and applied mathematics,All detailed fields,Science,Mathematics and statistics,Mathematics and applied mathematics,4,22241,34.6,11933,41.3,10308,26.9,892,24.0,226,27.4
3519,r036,All detailed fields -> Science -> Mathematics and statistics -> Statistics,All detailed fields,Science,Mathematics and statistics,Statistics,4,10918,43.1,7661,46.0,3257,36.2,178,32.0,79,36.7
3519,r037,All detailed fields -> Science -> Multidisciplinary and interdisciplinary studies,All detailed fields,Science,Multidisciplinary and interdisciplinary studies,,3,11181,53.0,8203,53.6,2978,51.3,972,43.9,820,35.0
3519,r038,All detailed fields -> Science -> Natural resources and conservation,All detailed fields,Science,Natural resources and conservation,,3,11743,56.9,8066,57.9,3677,54.7,806,46.9,582,38.3
3519,r039,All detailed fields -> Science -> Natural resources and conservation -> Environmental science and studies,All detailed fields,Science,Natural resources and conservation,Environmental science and studies,4,5621,60.3,3883,61.0,1738,58.6,277,50.9,215,47.0
3519,r040,"All detailed fields -> Science -> Natural resources and conservation -> Forestry, natural resources, and conservation",All detailed fields,Science,Natural resources and conservation,"Forestry, natural resources, and conservation",4,6122,53.9,4183,55.1,1939,51.2,529,44.8,367,33.2
3519,r041,All detailed fields -> Science -> Physical sciences,All detailed fields,Science,Physical sciences,,3,42867,34.6,6361,38.5,36506,34.0,7159,23.7,3316,20.3
3519,r042,All detailed fields -> Science -> Physical sciences -> Astronomy and astrophysics,All detailed fields,Science,Physical sciences,Astronomy and astrophysics,4,1450,40.7,77,33.8,1373,41.1,571,28.9,602,21.3
3519,r043,All detailed fields -> Science -> Physical sciences -> Chemistry,All detailed fields,Science,Physical sciences,Chemistry,4,22900,43.3,3152,48.1,19748,42.5,3383,26.2,983,25.8
3519,r044,All detailed fields -> Science -> Physical sciences -> Materials sciences,All detailed fields,Science,Physical sciences,Materials sciences,4,1552,31.4,539,31.5,1013,31.3,259,25.5,64,18.8
3519,r045,All detailed fields -> Science -> Physical sciences -> Physics,All detailed fields,Science,Physical sciences,Physics,4,16115,21.2,2164,21.6,13951,21.2,2721,19.3,1458,15.4
3519,r046,All detailed fields -> Science -> Physical sciences -> Physical sciences nec,All detailed fields,Science,Physical sciences,Physical sciences nec,4,850,51.6,429,62.2,421,40.9,225,24.0,209,25.4
3519,r047,All detailed fields -> Science -> Psychology,All detailed fields,Science,Psychology,,3,61069,77.9,40838,80.3,20231,73.0,1152,58.9,576,61.1
3519,r048,All detailed fields -> Science -> Psychology -> Clinical psychology,All detailed fields,Science,Psychology,Clinical psychology,4,7372,79.4,3587,80.8,3785,78.0,72,75.0,11,63.6
3519,r049,All detailed fields -> Science -> Psychology -> Counseling and applied psychology,All detailed fields,Science,Psychology,Counseling and applied psychology,4,35859,80.2,29322,81.3,6537,74.9,167,68.3,120,63.3
3519,r050,"All detailed fields -> Science -> Psychology -> Psychology, general",All detailed fields,Science,Psychology,"Psychology, general",4,13106,73.1,6357,75.5,6749,70.8,663,57.9,328,60.1
3519,r051,All detailed fields -> Science -> Psychology -> Research and experimental psychology,All detailed fields,Science,Psychology,Research and experimental psychology,4,4732,71.3,1572,78.8,3160,67.6,250,50.4,117,61.5
3519,r052,All detailed fields -> Science -> Social sciences,All detailed fields,Science,Social sciences,,3,78999,54.2,43607,56.1,35392,52.0,1762,52.8,1659,57.9
3519,r053,All detailed fields -> Science -> Social sciences -> Agricultural economics,All detailed fields,Science,Social sciences,Agricultural economics,4,1506,47.5,700,47.9,806,47.1,52,50.0,51,47.1
3519,r054,All detailed fields -> Science -> Social sciences -> Anthropology,All detailed fields,Science,Social sciences,Anthropology,4,6598,66.7,2233,69.6,4365,65.2,148,60.1,99,54.5
3519,r055,All detailed fields -> Science -> Social sciences -> Criminal justice and safety studies,All detailed fields,Science,Social sciences,Criminal justice and safety studies,4,5817,60.4,4917,61.1,900,56.3,16,50.0,13,69.2
3519,r056,All detailed fields -> Science -> Social sciences -> Economics (except agricultural),All detailed fields,Science,Social sciences,Economics (except agricultural),4,14129,37.8,6084,42.6,8045,34.2,132,31.8,155,40.6
3519,r057,All detailed fields -> Science -> Social sciences -> Geography and cartography,All detailed fields,Science,Social sciences,Geography and cartography,4,4401,47.3,2660,43.8,1741,52.6,128,39.1,110,40.9
3519,r058,All detailed fields -> Science -> Social sciences -> History and philosophy of science,All detailed fields,Science,Social sciences,History and philosophy of science,4,289,52.2,32,68.8,257,50.2,21,38.1,3,33.3
3519,r059,All detailed fields -> Science -> Social sciences -> Human development,All detailed fields,Science,Social sciences,Human development,4,2070,86.8,1339,88.9,731,82.9,156,78.8,164,82.9
3519,r060,All detailed fields -> Science -> Social sciences -> International relations and national security studies,All detailed fields,Science,Social sciences,International relations and national security studies,4,7070,48.3,6657,48.6,413,43.3,85,34.1,50,42.0
3519,r061,All detailed fields -> Science -> Social sciences -> Linguistics,All detailed fields,Science,Social sciences,Linguistics,4,2769,59.2,1153,64.6,1616,55.4,39,41.0,29,65.5
3519,r062,All detailed fields -> Science -> Social sciences -> Political science and government,All detailed fields,Science,Social sciences,Political science and government,4,8385,43.7,2897,43.7,5488,43.7,170,42.4,83,56.6
3519,r063,All detailed fields -> Science -> Social sciences -> Public policy analysis,All detailed fields,Science,Social sciences,Public policy analysis,4,8711,57.2,6297,58.3,2414,54.3,220,63.6,337,57.0
3519,r064,All detailed fields -> Science -> Social sciences -> Sociology,All detailed fields,Science,Social sciences,Sociology,4,7333,65.0,2263,69.6,5070,63.0,159,58.5,164,64.0
3519,r065,All detailed fields -> Science -> Social sciences -> Social sciences nec,All detailed fields,Science,Social sciences,Social sciences nec,4,9921,64.3,6375,64.2,3546,64.5,436,53.9,401,60.8
3519,r066,All detailed fields -> Engineering,All detailed fields,Engineering,,,2,164004,26.3,91939,26.0,72065,26.8,8266,24.0,3909,23.5
3519,r067,"All detailed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All detailed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,6255,16.9,3701,17.0,2554,16.6,227,13.2,124,12.9
3519,r068,All detailed fields -> Engineering -> Agricultural engineering,All detailed fields,Engineering,Agricultural engineering,,3,1156,40.5,494,42.5,662,39.0,112,33.9,55,32.7
3519,r069,All detailed fields -> Engineering -> Bioengineering and biomedical engineering,All detailed fields,Engineering,Bioengineering and biomedical engineering,,3,12050,44.2,4335,46.6,7715,42.9,1515,34.7,492,38.6
3519,r070,All detailed fields -> Engineering -> Biological and biosystems engineering,All detailed fields,Engineering,Biological and biosystems engineering,,3,308,38.0,89,36.0,219,38.8,87,29.9,53,30.2
3519,r071,All detailed fields -> Engineering -> Chemical engineering,All detailed fields,Engineering,Chemical engineering,,3,9689,32.6,2632,32.7,7057,32.5,1157,26.2,328,26.5
3519,r072,All detailed fields -> Engineering -> Civil engineering,All detailed fields,Engineering,Civil engineering,,3,19625,33.4,11873,33.7,7752,33.0,865,29.0,492,25.6
3519,r073,"All detailed fields -> Engineering -> Electrical, electronics, and communications engineering",All detailed fields,Engineering,"Electrical, electronics, and communications engineering",,3,46754,22.1,28177,23.9,18577,19.3,1305,16.0,637,14.9
3519,r074,"All detailed fields -> Engineering -> Engineering mechanics, physics, and science",All detailed fields,Engineering,"Engineering mechanics, physics, and science",,3,2299,27.4,852,27.9,1447,27.2,180,18.3,186,21.5
3519,r075,All detailed fields -> Engineering -> Industrial and manufacturing engineering,All detailed fields,Engineering,Industrial and manufacturing engineering,,3,15674,28.9,11912,28.5,3762,30.4,167,24.6,137,23.4
3519,r076,All detailed fields -> Engineering -> Mechanical engineering,All detailed fields,Engineering,Mechanical engineering,,3,26108,17.3,14861,15.8,11247,19.2,1142,17.6,531,15.4
3519,r077,All detailed fields -> Engineering -> Metallurgical and materials engineering,All detailed fields,Engineering,Metallurgical and materials engineering,,3,6590,31.3,1974,30.3,4616,31.7,642,20.1,242,21.1
3519,r078,All detailed fields -> Engineering -> Mining engineering,All detailed fields,Engineering,Mining engineering,,3,493,26.2,292,27.1,201,24.9,23,34.8,61,32.8
3519,r079,All detailed fields -> Engineering -> Nanotechnology,All detailed fields,Engineering,Nanotechnology,,3,195,27.7,49,26.5,146,28.1,151,23.8,76,23.7
3519,r080,All detailed fields -> Engineering -> Nuclear engineering,All detailed fields,Engineering,Nuclear engineering,,3,1449,17.7,418,17.0,1031,17.9,80,11.3,41,24.4
3519,r081,All detailed fields -> Engineering -> Petroleum engineering,All detailed fields,Engineering,Petroleum engineering,,3,1249,17.5,642,18.2,607,16.8,72,12.5,82,30.5
3519,r082,All detailed fields -> Engineering -> Engineering nec,All detailed fields,Engineering,Engineering nec,,3,14110,26.9,9638,26.2,4472,28.4,541,25.0,372,25.0
3519,r083,All detailed fields -> Health,All detailed fields,Health,,,2,72422,76.2,56494,78.5,15928,68.0,19478,49.6,7621,51.0
3519,r084,All detailed fields -> Health -> Clinical medicine<sup>a</sup>,All detailed fields,Health,Clinical medicine<sup>a</sup>,,3,30822,75.1,26251,76.0,4571,70.0,16650,49.0,6273,50.2
3519,r085,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Anesthesiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Anesthesiology,4,ne,ne,ne,ne,ne,ne,494,45.3,155,46.5
3519,r086,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Cardiology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Cardiology,4,ne,ne,ne,ne,ne,ne,788,40.1,200,45.0
3519,r087,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Endocrinology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Endocrinology,4,ne,ne,ne,ne,ne,ne,345,47.2,107,55.1
3519,r088,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Gastroenterology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Gastroenterology,4,ne,ne,ne,ne,ne,ne,287,48.4,98,46.9
3519,r089,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Hematology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Hematology,4,ne,ne,ne,ne,ne,ne,434,47.0,160,48.8
3519,r090,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Neurology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Neurology,4,ne,ne,ne,ne,ne,ne,1466,49.3,496,53.8
3519,r091,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Obstetrics and gynecology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Obstetrics and gynecology,4,ne,ne,ne,ne,ne,ne,312,63.8,104,64.4
3519,r092,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Oncology and cancer research,All detailed fields,Health,Clinical medicine<sup>a</sup>,Oncology and cancer research,4,ne,ne,ne,ne,ne,ne,1830,46.2,630,41.4
3519,r093,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Ophthalmology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Ophthalmology,4,ne,ne,ne,ne,ne,ne,523,48.4,261,43.3
3519,r094,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Otorhinolaryngology,All detailed fields,Health,Clinical medicine<sup>a</sup>,Otorhinolaryngology,4,ne,ne,ne,ne,ne,ne,275,49.5,121,54.5
3519,r095,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pediatrics,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pediatrics,4,ne,ne,ne,ne,ne,ne,1264,60.3,597,52.9
3519,r096,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Psychiatry,All detailed fields,Health,Clinical medicine<sup>a</sup>,Psychiatry,4,ne,ne,ne,ne,ne,ne,1004,63.1,241,62.7
3519,r097,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Public health,All detailed fields,Health,Clinical medicine<sup>a</sup>,Public health,4,29594,75.7,25403,76.5,4191,70.8,843,62.0,687,64.0
3519,r098,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Pulmonary disease,All detailed fields,Health,Clinical medicine<sup>a</sup>,Pulmonary disease,4,ne,ne,ne,ne,ne,ne,275,45.5,107,46.7
3519,r099,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Radiological sciences,All detailed fields,Health,Clinical medicine<sup>a</sup>,Radiological sciences,4,ne,ne,ne,ne,ne,ne,1152,37.3,391,35.0
3519,r100,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Surgery,All detailed fields,Health,Clinical medicine<sup>a</sup>,Surgery,4,ne,ne,ne,ne,ne,ne,1376,40.6,527,38.5
3519,r101,All detailed fields -> Health -> Clinical medicine<sup>a</sup> -> Clinical medicine nec,All detailed fields,Health,Clinical medicine<sup>a</sup>,Clinical medicine nec,4,1228,61.3,848,61.3,380,61.3,3982,48.3,1391,52.5
3519,r102,All detailed fields -> Health -> Other health,All detailed fields,Health,Other health,,3,41600,76.9,30243,80.6,11357,67.1,2828,53.0,1348,54.7
3519,r103,All detailed fields -> Health -> Other health -> Communication disorders sciences,All detailed fields,Health,Other health,Communication disorders sciences,4,17257,95.0,16346,95.8,911,80.4,75,72.0,46,67.4
3519,r104,All detailed fields -> Health -> Other health -> Dental sciences ,All detailed fields,Health,Other health,Dental sciences ,4,1523,51.9,1315,50.8,208,58.7,316,53.5,110,45.5
3519,r105,All detailed fields -> Health -> Other health -> Nursing science,All detailed fields,Health,Other health,Nursing science,4,5300,86.8,1861,86.9,3439,86.7,120,87.5,97,83.5
3519,r106,All detailed fields -> Health -> Other health -> Pharmaceutical sciences,All detailed fields,Health,Other health,Pharmaceutical sciences,4,4308,54.9,1187,61.8,3121,52.3,1091,41.0,392,40.3
3519,r107,All detailed fields -> Health -> Other health -> Veterinary biomedical and clinical sciences,All detailed fields,Health,Other health,Veterinary biomedical and clinical sciences,4,1573,69.8,881,73.1,692,65.6,679,60.5,290,59.3
3519,r108,All detailed fields -> Health -> Other health -> Other health nec,All detailed fields,Health,Other health,Other health nec,4,11639,58.0,8653,58.4,2986,57.0,547,57.0,413,59.6
