table_id,row_id,_b_field_and_time_to_degree_b_full_path,_b_field_and_time_to_degree_b_level_1,_b_field_and_time_to_degree_b_level_2,_b_field_and_time_to_degree_b_level_3,_b_field_and_time_to_degree_b_level_4,_b_field_and_time_to_degree_b_hierarchy_depth,field_1971,field_1976,field_1981,field_1986,field_1991,field_1996,field_2001,field_2006,field_2011,field_2016,field_2021
7532,r140,All fields -> Education -> Other education -> Since starting doctoral program<sup>a</sup>,All fields,Education,Other education,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.2,5.6
7532,r141,All fields -> Humanities and arts,All fields,Humanities and arts,,,2,,,,,,,,,,,
7532,r142,All fields -> Humanities and arts -> Since earning bachelor's,All fields,Humanities and arts,Since earning bachelor's,,3,9.0,9.9,11.0,12.3,12.6,12.0,11.6,11.6,11.2,11.0,11.2
7532,r143,All fields -> Humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Since starting graduate school,,3,8.0,8.7,9.7,10.7,10.7,9.9,9.7,9.7,9.3,9.3,9.6
7532,r144,All fields -> Humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,7.0,6.8
7532,r145,All fields -> Humanities and arts -> Foreign languages and literature,All fields,Humanities and arts,Foreign languages and literature,,3,,,,,,,,,,,
7532,r146,All fields -> Humanities and arts -> Foreign languages and literature -> Since earning bachelor's,All fields,Humanities and arts,Foreign languages and literature,Since earning bachelor's,4,9.2,10.0,11.3,12.2,12.0,11.0,10.8,11.8,11.0,10.6,11.7
7532,r147,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting graduate school,All fields,Humanities and arts,Foreign languages and literature,Since starting graduate school,4,7.7,9.0,9.9,10.7,10.2,9.2,9.0,9.7,9.2,8.7,9.9
7532,r148,All fields -> Humanities and arts -> Foreign languages and literature -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Foreign languages and literature,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.7,6.8
7532,r149,All fields -> Humanities and arts -> History,All fields,Humanities and arts,History,,3,,,,,,,,,,,
7532,r150,All fields -> Humanities and arts -> History -> Since earning bachelor's,All fields,Humanities and arts,History,Since earning bachelor's,4,8.7,10.0,11.2,12.4,12.2,11.5,11.5,12.0,11.2,10.9,11.0
7532,r151,All fields -> Humanities and arts -> History -> Since starting graduate school,All fields,Humanities and arts,History,Since starting graduate school,4,7.7,8.9,9.7,10.6,10.3,9.7,9.7,9.7,9.2,9.2,9.3
7532,r152,All fields -> Humanities and arts -> History -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,History,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.2,6.9
7532,r153,All fields -> Humanities and arts -> Letters,All fields,Humanities and arts,Letters,,3,,,,,,,,,,,
7532,r154,All fields -> Humanities and arts -> Letters -> Since earning bachelor's,All fields,Humanities and arts,Letters,Since earning bachelor's,4,9.0,9.5,10.9,12.2,12.0,11.5,11.3,11.0,10.7,10.6,10.9
7532,r155,All fields -> Humanities and arts -> Letters -> Since starting graduate school,All fields,Humanities and arts,Letters,Since starting graduate school,4,7.7,8.7,9.2,10.7,9.9,9.2,9.2,9.2,8.9,9.0,9.0
7532,r156,All fields -> Humanities and arts -> Letters -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Letters,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.7,6.7
7532,r157,All fields -> Humanities and arts -> Other humanities and arts,All fields,Humanities and arts,Other humanities and arts,,3,,,,,,,,,,,
7532,r158,All fields -> Humanities and arts -> Other humanities and arts -> Since earning bachelor's,All fields,Humanities and arts,Other humanities and arts,Since earning bachelor's,4,10.0,10.1,11.0,12.3,13.0,13.0,12.6,12.0,11.9,11.4,11.4
7532,r159,All fields -> Humanities and arts -> Other humanities and arts -> Since starting graduate school,All fields,Humanities and arts,Other humanities and arts,Since starting graduate school,4,9.2,9.1,9.7,10.7,11.1,10.7,10.3,9.8,9.9,9.7,9.8
7532,r160,All fields -> Humanities and arts -> Other humanities and arts -> Since starting doctoral program<sup>a</sup>,All fields,Humanities and arts,Other humanities and arts,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,7.2,6.8
7532,r161,All fields -> Other,All fields,Other,,,2,,,,,,,,,,,
7532,r162,All fields -> Other -> Since earning bachelor's,All fields,Other,Since earning bachelor's,,3,10.2,10.3,11.0,13.0,13.4,13.5,13.6,12.3,12.0,11.2,11.3
7532,r163,All fields -> Other -> Since starting graduate school,All fields,Other,Since starting graduate school,,3,7.9,8.2,8.9,10.2,10.7,10.2,10.7,9.8,9.3,9.0,9.1
7532,r164,All fields -> Other -> Since starting doctoral program<sup>a</sup>,All fields,Other,Since starting doctoral program<sup>a</sup>,,3,na,na,na,na,na,na,na,na,na,5.3,5.3
7532,r165,All fields -> Other -> Business management and administration,All fields,Other,Business management and administration,,3,,,,,,,,,,,
7532,r166,All fields -> Other -> Business management and administration -> Since earning bachelor's,All fields,Other,Business management and administration,Since earning bachelor's,4,9.0,9.8,10.5,12.0,12.2,12.7,13.0,11.9,11.8,10.8,10.7
7532,r167,All fields -> Other -> Business management and administration -> Since starting graduate school,All fields,Other,Business management and administration,Since starting graduate school,4,7.0,7.7,8.2,9.7,9.4,9.7,10.1,9.2,9.1,8.7,8.7
7532,r168,All fields -> Other -> Business management and administration -> Since starting doctoral program<sup>a</sup>,All fields,Other,Business management and administration,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.0,5.0
7532,r169,All fields -> Other -> Communication,All fields,Other,Communication,,3,,,,,,,,,,,
7532,r170,All fields -> Other -> Communication -> Since earning bachelor's,All fields,Other,Communication,Since earning bachelor's,4,13.3,8.7,10.0,12.2,13.2,12.0,12.3,11.6,10.7,10.6,10.0
7532,r171,All fields -> Other -> Communication -> Since starting graduate school,All fields,Other,Communication,Since starting graduate school,4,9.3,7.3,8.2,9.7,10.2,8.7,9.6,9.0,8.3,8.3,8.3
7532,r172,All fields -> Other -> Communication -> Since starting doctoral program<sup>a</sup>,All fields,Other,Communication,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,5.7,5.0
7532,r173,All fields -> Other -> Non-science and engineering fields nec,All fields,Other,Non-science and engineering fields nec,,3,,,,,,,,,,,
7532,r174,All fields -> Other -> Non-science and engineering fields nec -> Since earning bachelor's,All fields,Other,Non-science and engineering fields nec,Since earning bachelor's,4,13.6,12.0,12.5,15.0,16.0,17.3,16.4,14.0,14.1,13.0,13.0
7532,r175,All fields -> Other -> Non-science and engineering fields nec -> Since starting graduate school,All fields,Other,Non-science and engineering fields nec,Since starting graduate school,4,11.7,9.7,10.3,12.2,13.7,13.7,13.7,11.5,11.2,10.6,10.5
7532,r176,All fields -> Other -> Non-science and engineering fields nec -> Since starting doctoral program<sup>a</sup>,All fields,Other,Non-science and engineering fields nec,Since starting doctoral program<sup>a</sup>,4,na,na,na,na,na,na,na,na,na,6.0,5.8
