table_id,row_id,_b_field_and_citizenship_status_b_full_path,_b_field_and_citizenship_status_b_level_1,_b_field_and_citizenship_status_b_level_2,_b_field_and_citizenship_status_b_level_3,_b_field_and_citizenship_status_b_level_4,_b_field_and_citizenship_status_b_level_5,_b_field_and_citizenship_status_b_hierarchy_depth,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023,field__change_2013_23
11646,r125,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Physical sciences  -> Chemistry,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Physical sciences ,Chemistry,5,1443,1447,1572,1581,1696,1710,1780,1696,1515,1800,1862,29.0
11646,r126,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Physical sciences  -> Physics,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Physical sciences ,Physics,5,938,932,1015,1049,991,1045,1062,1021,875,994,937,-0.1
11646,r127,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Psychology,,4,3067,3042,3103,3341,3376,3309,3326,3309,3154,3338,3249,5.9
11646,r128,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Psychology -> Clinical psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Psychology,Clinical psychology,5,1034,1005,1039,1099,1091,1136,1130,1151,1091,1012,1073,3.8
11646,r129,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Psychology -> Counseling and applied psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Psychology,Counseling and applied psychology,5,836,778,850,866,861,884,843,849,893,938,854,2.2
11646,r130,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Psychology -> Research and experimental psychology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Psychology,Research and experimental psychology,5,809,849,809,903,882,806,867,748,680,874,811,0.2
11646,r131,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Psychology -> Psychology, other ",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Psychology,"Psychology, other ",5,388,410,405,473,542,483,486,561,490,514,511,31.7
11646,r132,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,,4,3439,3407,3635,3509,3521,3382,3376,3285,3062,3300,3189,-7.3
11646,r133,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,Anthropology,5,457,405,397,360,349,336,360,366,300,335,302,-33.9
11646,r134,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Economics,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,Economics,5,505,469,552,522,547,483,491,458,438,476,457,-9.5
11646,r135,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,Political science and government,5,593,574,621,579,572,544,504,459,408,463,438,-26.1
11646,r136,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Public policy analysis,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,Public policy analysis,5,262,254,294,227,222,245,224,222,204,214,224,-14.5
11646,r137,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,"Sociology, demography, and population studies",5,535,566,613,531,578,574,522,501,470,494,494,-7.7
11646,r138,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Science and engineering -> Social sciences -> Social sciences, other  ",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Science and engineering,Social sciences,"Social sciences, other  ",5,1087,1139,1158,1290,1253,1200,1275,1279,1242,1318,1274,17.2
11646,r139,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,,,3,10461,10060,10500,10566,10238,9913,9545,9539,8252,8849,8944,-14.5
11646,r140,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Business ,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Business ,,4,831,849,892,845,860,740,744,708,609,660,681,-18.1
11646,r141,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Education,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Education,,4,4118,3934,4196,4303,4051,4025,3843,3895,3465,3649,3755,-8.8
11646,r142,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Education -> Education leadership and administration,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Education,Education leadership and administration,5,844,763,797,727,791,783,751,820,604,632,646,-23.5
11646,r143,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Education -> Education research,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Education,Education research,5,2216,2104,2273,1981,2029,2056,1909,1870,1800,1847,1903,-14.1
11646,r144,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Education -> Teacher education and teaching fields,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Education,Teacher education and teaching fields,5,831,864,896,1108,860,872,856,844,717,789,816,-1.8
11646,r145,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Education -> Education, other ",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Education,"Education, other ",5,227,203,230,487,371,314,327,361,344,381,390,71.8
11646,r146,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,,4,4493,4301,4425,4398,4244,4145,3988,3908,3154,3460,3333,-25.8
11646,r147,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,Letters,5,1354,1304,1353,1314,1277,1232,1187,1163,950,1073,1053,-22.2
11646,r148,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,Foreign languages and literature,5,467,469,463,399,431,405,383,350,237,271,252,-46.0
11646,r149,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,History,5,905,908,891,898,836,800,741,745,569,603,597,-34.0
11646,r150,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> Philosophy and religious studies,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,Philosophy and religious studies,5,655,606,643,603,596,609,531,537,456,511,475,-27.5
11646,r151,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> Music and performing arts,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,Music and performing arts,5,458,390,383,380,406,376,395,422,359,336,328,-28.4
11646,r152,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Humanities and arts -> Humanities and arts, other",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Humanities and arts,"Humanities and arts, other",5,654,624,692,804,698,723,751,691,583,666,628,-4.0
11646,r153,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Other non-science and engineering,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Other non-science and engineering,,4,1019,976,987,1020,1083,1003,970,1028,1024,1080,1175,15.3
11646,r154,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Other non-science and engineering -> Communication,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Other non-science and engineering,Communication,5,471,473,479,472,458,434,349,411,347,377,432,-8.3
11646,r155,All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Other non-science and engineering,Public administration and social services,5,345,319,327,349,379,378,414,402,371,352,409,18.6
11646,r156,"All doctorate recipients<sup>a</sup> -> U.S. citizen or permanent resident -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All doctorate recipients<sup>a</sup>,U.S. citizen or permanent resident,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",5,203,184,181,199,246,191,207,215,306,351,334,64.5
11646,r157,All doctorate recipients<sup>a</sup> -> Temporary visa holder,All doctorate recipients<sup>a</sup>,Temporary visa holder,,,,2,15674,15839,16129,16477,16288,17582,18324,18473,17768,19620,19393,23.7
11646,r158,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,,,3,13444,13743,14027,14325,14134,15204,15777,15997,15333,17083,16768,24.7
11646,r159,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Agricultural sciences and natural resources,,4,539,522,582,574,629,630,668,658,578,610,580,7.6
11646,r160,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Agricultural sciences and natural resources -> Agricultural sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Agricultural sciences and natural resources,Agricultural sciences,5,394,384,413,386,453,475,495,486,432,469,436,10.7
11646,r161,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Agricultural sciences and natural resources -> Natural resources and conservation,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Agricultural sciences and natural resources,Natural resources and conservation,5,145,138,169,188,176,155,173,172,146,141,144,-0.7
11646,r162,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,,4,2211,2229,2266,2304,2180,2157,2129,2173,2029,2287,2299,4.0
11646,r163,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Biochemistry and biophysics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Biochemistry and biophysics,5,313,339,312,341,318,287,278,245,253,282,244,-22.0
11646,r164,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, general",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, general",5,183,177,196,341,208,252,249,288,253,324,333,82.0
11646,r165,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Bioinformatics, biostatistics, and computational biology",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Bioinformatics, biostatistics, and computational biology",5,180,192,201,227,239,252,272,297,275,327,319,77.2
11646,r166,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Cellular and developmental biology, and anatomy",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Cellular and developmental biology, and anatomy",5,173,168,163,140,123,121,105,86,52,54,51,-70.5
11646,r167,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Ecology, evolutionary biology, and epidemiology",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Ecology, evolutionary biology, and epidemiology",5,146,153,161,152,169,150,150,169,162,201,210,43.8
11646,r168,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Genetics and genomics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Genetics and genomics,5,92,102,90,73,89,73,65,77,81,84,97,5.4
11646,r169,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Microbiology and immunology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Microbiology and immunology,5,257,256,241,207,209,210,205,214,179,178,214,-16.7
11646,r170,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Molecular biology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Molecular biology,5,160,162,188,136,176,177,138,156,192,192,201,25.6
11646,r171,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Neurobiology and neurosciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Neurobiology and neurosciences,5,176,180,211,190,163,171,181,196,157,191,195,10.8
11646,r172,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Pharmacology and toxicology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,Pharmacology and toxicology,5,116,114,80,88,97,92,79,75,73,86,93,-19.8
11646,r173,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Physiology, pathology, and cancer biology",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Physiology, pathology, and cancer biology",5,216,197,213,194,166,177,177,138,136,138,144,-33.3
11646,r174,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Biological and biomedical sciences -> Biology and biomedical sciences, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Biological and biomedical sciences,"Biology and biomedical sciences, other",5,199,189,210,215,223,195,230,232,216,230,198,-0.5
11646,r175,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Computer and information sciences,,4,990,1029,1094,1201,1105,1163,1328,1455,1431,1587,1573,58.9
11646,r176,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Computer and information sciences -> Computer science,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Computer and information sciences,Computer science,5,880,914,950,977,932,980,1124,1235,1115,1090,1150,30.7
11646,r177,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Computer and information sciences -> Computer and information sciences, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Computer and information sciences,"Computer and information sciences, other",5,110,115,144,224,173,183,204,220,316,497,423,284.5
11646,r178,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,,4,4759,4961,5108,4842,5039,5575,5680,5950,5672,6250,6034,26.8
11646,r179,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,"Aerospace, aeronautical, and astronautical engineering",5,138,124,132,121,124,146,153,163,163,250,227,64.5
11646,r180,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Bioengineering and biomedical engineering,5,352,318,348,301,300,362,359,364,302,343,387,9.9
11646,r181,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Chemical and petroleum engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Chemical and petroleum engineering,5,525,605,601,524,550,616,638,620,650,638,593,13.0
11646,r182,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",5,609,635,661,604,700,719,845,810,742,877,834,36.9
11646,r183,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Electrical and computer engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Electrical and computer engineering,5,1452,1544,1521,1446,1527,1642,1533,1690,1696,1839,1764,21.5
11646,r184,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Industrial engineering and operations research,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Industrial engineering and operations research,5,263,298,253,295,271,306,294,360,358,369,340,29.3
11646,r185,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Materials and mining engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Materials and mining engineering,5,466,425,459,506,440,509,475,473,484,552,571,22.5
11646,r186,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,Mechanical engineering,5,693,719,827,704,782,879,951,1061,875,911,897,29.4
11646,r187,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Engineering -> Engineering, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Engineering,"Engineering, other",5,261,293,306,341,345,396,432,409,402,471,421,61.3
11646,r188,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,4,290,326,307,390,332,392,429,391,345,392,395,36.2
11646,r189,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological sciences",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological sciences,5,138,178,159,205,174,185,201,217,179,204,200,44.9
11646,r190,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean, marine, and atmospheric sciences",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,"Geosciences, atmospheric, and ocean sciences","Ocean, marine, and atmospheric sciences",5,152,148,148,185,158,207,228,174,166,188,195,28.3
11646,r191,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Health sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Health sciences,,4,427,418,416,474,520,573,598,596,482,594,564,32.1
11646,r192,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Health sciences -> Nursing science ,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Health sciences,Nursing science ,5,42,35,37,45,62,70,62,71,57,69,76,81.0
11646,r193,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Health sciences -> Pharmaceutical sciences ,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Health sciences,Pharmaceutical sciences ,5,181,142,132,134,157,192,205,195,161,191,183,1.1
11646,r194,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Health sciences -> Public health,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Health sciences,Public health,5,53,81,82,124,138,152,141,143,112,148,141,166.0
11646,r195,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Health sciences -> Health sciences, other ",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Health sciences,"Health sciences, other ",5,151,160,165,171,163,159,190,187,152,186,164,8.6
11646,r196,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Mathematics and statistics,,4,843,821,823,852,821,965,975,1020,1041,1155,1112,31.9
11646,r197,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Mathematics and statistics -> Applied mathematics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Mathematics and statistics,Applied mathematics,5,224,245,222,224,243,208,200,193,214,242,229,2.2
11646,r198,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Mathematics and statistics -> Mathematics ,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Mathematics and statistics,Mathematics ,5,261,227,243,141,147,214,195,190,101,113,97,-62.8
11646,r199,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Mathematics and statistics -> Statistics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Mathematics and statistics,Statistics,5,211,214,207,150,190,240,218,251,327,392,390,84.8
11646,r200,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Mathematics and statistics -> Mathematics and statistics, other",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Mathematics and statistics,"Mathematics and statistics, other",5,147,135,151,337,241,303,362,386,399,408,396,169.4
11646,r201,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Physical sciences ,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Physical sciences ,,4,1742,1870,1792,1923,1828,1981,2055,1920,1851,2140,2076,19.2
11646,r202,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Physical sciences  -> Astronomy and astrophysics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Physical sciences ,Astronomy and astrophysics,5,79,72,68,74,93,92,106,83,152,177,208,163.3
11646,r203,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Physical sciences  -> Chemistry,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Physical sciences ,Chemistry,5,888,1000,929,1000,919,1021,1071,993,944,1150,1043,17.5
11646,r204,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Physical sciences  -> Physics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Physical sciences ,Physics,5,775,798,795,849,816,868,878,844,755,813,825,6.5
11646,r205,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Psychology,,4,282,249,260,305,286,284,339,257,338,344,366,29.8
11646,r206,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Psychology -> Clinical psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Psychology,Clinical psychology,5,38,43,33,40,34,38,48,36,58,42,44,15.8
11646,r207,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Psychology -> Counseling and applied psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Psychology,Counseling and applied psychology,5,61,60,58,71,62,74,70,52,70,61,88,44.3
11646,r208,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Psychology -> Research and experimental psychology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Psychology,Research and experimental psychology,5,132,107,126,134,129,124,154,112,135,176,170,28.8
11646,r209,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Psychology -> Psychology, other ",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Psychology,"Psychology, other ",5,51,39,43,60,61,48,67,57,75,65,64,25.5
11646,r210,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,,4,1361,1318,1379,1460,1394,1484,1576,1577,1566,1724,1769,30.0
11646,r211,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,Anthropology,5,76,86,68,76,65,70,66,63,81,60,70,-7.9
11646,r212,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Economics,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,Economics,5,615,627,606,656,641,707,708,690,731,760,773,25.7
11646,r213,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,Political science and government,5,163,145,178,128,140,159,173,152,139,187,196,20.2
11646,r214,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Public policy analysis,All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,Public policy analysis,5,73,54,62,56,53,72,58,77,55,69,61,-16.4
11646,r215,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,"Sociology, demography, and population studies",5,100,96,105,101,99,98,111,113,91,113,113,13.0
11646,r216,"All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Science and engineering -> Social sciences -> Social sciences, other  ",All doctorate recipients<sup>a</sup>,Temporary visa holder,Science and engineering,Social sciences,"Social sciences, other  ",5,334,310,360,443,396,378,460,482,469,535,556,66.5
11646,r217,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,,,3,2230,2096,2102,2152,2154,2378,2547,2476,2435,2537,2625,17.7
11646,r218,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Business ,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Business ,,4,600,589,546,553,588,642,689,658,689,702,770,28.3
11646,r219,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Education,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Education,,4,515,478,539,562,534,611,615,659,557,581,546,6.0
11646,r220,All doctorate recipients<sup>a</sup> -> Temporary visa holder -> Non-science and engineering -> Education -> Education leadership and administration,All doctorate recipients<sup>a</sup>,Temporary visa holder,Non-science and engineering,Education,Education leadership and administration,5,44,39,35,33,51,52,54,59,47,55,50,13.6
