table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_company_size_domestic_employees_all_companies,field_company_size_domestic_employees_5_9a,field_company_size_domestic_employees_10_19,field_company_size_domestic_employees_20_49,field_company_size_domestic_employees_50_99,field_company_size_domestic_employees_100_249,field_company_size_domestic_employees_250_499,field_company_size_domestic_employees_500_599,field_company_size_domestic_employees_1_000_4_999,field_company_size_domestic_employees_5_000_9_999,field_company_size_domestic_employees_10_000_24_999,field_company_size_domestic_employees_25_000_or_more
1404,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['56,954', '  ']","['536', 'i ']","['1,071', 'i ']","['2,189', '  ']","['1,570', '  ']","['3,153', '  ']","['1,654', '  ']","['924', '  ']","['10,666', '  ']","['4,746', '  ']","['12,210', '  ']","['18,232', ' ']"
1404,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['38,893', '  ']","['87', 'i ']","['211', 'i ']","['932', '  ']","['557', '  ']","['1,361', '  ']","['885', '  ']","['632', '  ']","['6,785', '  ']","['3,866', '  ']","['8,446', '  ']","['15,131', ' ']"
1404,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['217', '  ']","['0', '  ']","['*', 'i ']","['D', '&nbsp;']","['0', '  ']","['81', '  ']","['6', '  ']","['1', '  ']","['76', '  ']","['47', '  ']","['*', '  ']","['D', ' ']"
1404,r004,All industries -> Manufacturing industries -> Beverages and tobacco products,All industries,Manufacturing industries,Beverages and tobacco products,,,3,312,"['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', ' ']"
1404,r005,"All industries -> Manufacturing industries -> Textiles, apparel, and leather products",All industries,Manufacturing industries,"Textiles, apparel, and leather products",,,3,313–16,"['9', '  ']","['2', 'i ']","['0', '  ']","['2', '  ']","['2', 'i ']","['0', '  ']","['3', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['7', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['4', 'i ']","['0', '  ']","['*', '  ']","['0', ' ']"
1404,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['*', 'i ']","['0', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['14', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['0', '  ']","['2', '  ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['11', '  ']","['0', ' ']"
1404,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['9,410', '  ']","['D', '  ']","['106', 'i ']","['235', '  ']","['345', '  ']","['539', '  ']","['276', '  ']","['163', '  ']","['3,312', '  ']","['1,686', '  ']","['2,693', 'i ']","['D', ' ']"
1404,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['261', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['45', 'i ']","['33', '  ']","['0', '  ']","['D', '  ']","['36', '  ']","['*', '  ']","['0', ' ']"
1404,r012,"All industries -> Manufacturing industries -> Chemicals -> Resins, synthetic rubber, fibers, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resins, synthetic rubber, fibers, and artificial synthetic fibers and filaments",,4,3252,"['18', '  ']","['D', '&nbsp;']","['0', '  ']","['*', 'i ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', ' ']"
1404,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticides, fertilizers, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticides, fertilizers, and other agricultural chemicals",,4,3253,"['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '&nbsp;']","['0', ' ']"
1404,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['8,644', '  ']","['37', '  ']","['D', '  ']","['227', '  ']","['334', '  ']","['479', '  ']","['236', '  ']","['163', '  ']","['2,918', '  ']","['1,650', '  ']","['D', '&nbsp;']","['D', ' ']"
1404,r015,"All industries -> Manufacturing industries -> Chemicals -> Soaps, cleaning compounds, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soaps, cleaning compounds, and toilet preparation",,4,3256,"['141', '  ']","['0', '  ']","['*', 'i ']","['D', '&nbsp;']","['*', 'i ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['D', '  ']","['0', ' ']"
1404,r016,"All industries -> Manufacturing industries -> Chemicals -> Paints, coatings, adhesives, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paints, coatings, adhesives, and other chemicals",,4,"3255, 3259","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['0', '  ']","['1', '  ']","['0', '  ']","['D', '  ']","['*', ' ']"
1404,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['169', '  ']","['0', '  ']","['21', 'i ']","['4', '  ']","['11', 'i ']","['28', 'i ']","['*', '  ']","['13', '  ']","['87', '  ']","['*', '  ']","['4', '  ']","['0', ' ']"
1404,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['14', '  ']","['0', '  ']","['1', 'i ']","['*', 'i ']","['3', '  ']","['6', '  ']","['2', '  ']","['1', '  ']","['0', '  ']","['*', '  ']","['*', '  ']","['0', ' ']"
1404,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['10', '  ']","['1', 'i ']","['0', '  ']","['1', 'i ']","['*', 'i ']","['*', 'i ']","['*', '  ']","['1', '  ']","['1', '  ']","['2', '  ']","['4', '  ']","['0', ' ']"
1404,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['112', 'i ']","['3', 'i ']","['3', 'i ']","['74', 'i ']","['9', 'i ']","['6', 'i ']","['8', '  ']","['0', '  ']","['8', '  ']","['1', '  ']","['0', '  ']","['0', ' ']"
1404,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['886', '  ']","['8', 'i ']","['6', 'i ']","['184', 'i ']","['56', '  ']","['79', '  ']","['21', '  ']","['13', '  ']","['386', '  ']","['125', '  ']","['3', '  ']","['5', ' ']"
1404,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implements,All industries,Manufacturing industries,Machinery,Agricultural implements,,4,33311,"['12', '  ']","['1', 'i ']","['0', '  ']","['3', '  ']","['0', '  ']","['1', '  ']","['1', '  ']","['0', '  ']","['8', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['383', '  ']","['D', '&nbsp;']","['D', '  ']","['*', '  ']","['*', '  ']","['D', '  ']","['*', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r024,"All industries -> Manufacturing industries -> Machinery -> Engines, turbines, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engines, turbines, and power transmission equipment",,4,3336,"['58', 'i ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['1', '  ']","['4', '  ']","['6', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['5', ' ']"
1404,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['432', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['181', 'i ']","['D', '  ']","['D', '  ']","['16', '  ']","['6', '  ']","['D', '  ']","['D', '  ']","['3', '  ']","['0', ' ']"
1404,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['8,869', '  ']","['25', 'i ']","['48', 'i ']","['301', '  ']","['70', '  ']","['377', '  ']","['293', '  ']","['243', '  ']","['1,483', '  ']","['978', '  ']","['2,884', '  ']","['2,168', ' ']"
1404,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['1,818', 'i ']","['0', '  ']","['4', 'i ']","['1', '  ']","['1', '  ']","['110', '  ']","['D', '  ']","['27', '  ']","['598', 'i ']","['D', '  ']","['D', '&nbsp;']","['0', ' ']"
1404,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductors and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductors and other electronic components,,4,3344,"['2,215', '  ']","['0', '  ']","['14', 'i ']","['264', '  ']","['33', '  ']","['140', '  ']","['160', '  ']","['117', '  ']","['545', '  ']","['698', '  ']","['214', '  ']","['31', 'i']"
1404,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['4,753', '  ']","['24', 'i ']","['30', 'i ']","['35', 'i ']","['35', '  ']","['125', '  ']","['D', '  ']","['73', '  ']","['306', '  ']","['D', '  ']","['D', '  ']","['2,137', ' ']"
1404,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses",5,"334510, 334517","['165', '  ']","['D', '&nbsp;']","['7', '  ']","['5', 'i ']","['1', 'i ']","['80', '  ']","['12', '  ']","['0', '  ']","['44', '  ']","['D', '  ']","['0', '  ']","['0', ' ']"
1404,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['4,412', '  ']","['0', '  ']","['D', '&nbsp;']","['9', '  ']","['10', '  ']","['D', '  ']","['D', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['D', '  ']","['2,137', ' ']"
1404,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices,5,other 3345,"['176', '  ']","['D', '&nbsp;']","['D', '&nbsp;']","['21', 'i ']","['24', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['82', '  ']","['1', 'i ']","['*', 'i ']","['2', '  ']","['1', '  ']","['3', '  ']","['15', '  ']","['25', '  ']","['34', '  ']","['0', '  ']","['2', '  ']","['0', ' ']"
1404,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['469', 'i ']","['2', 'i ']","['5', '  ']","['6', '  ']","['2', '  ']","['46', '  ']","['4', '  ']","['4', '  ']","['32', '  ']","['0', '  ']","['367', 'i ']","['0', ' ']"
1404,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['18,371', '  ']","['0', '  ']","['8', '  ']","['94', 'i ']","['51', '  ']","['173', 'i ']","['156', '  ']","['124', '  ']","['1,352', '  ']","['1,026', 'i ']","['2,463', '  ']","['12,924', ' ']"
1404,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['2,749', '  ']","['0', '  ']","['1', '  ']","['D', '&nbsp;']","['42', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['1,278', '  ']","['106', '  ']","['389', '  ']","['D', '&nbsp;']"
1404,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['14,373', '  ']","['0', '  ']","['8', '  ']","['*', 'i ']","['D', '&nbsp;']","['27', 'i ']","['0', '  ']","['D', '  ']","['72', '  ']","['920', 'i ']","['2,074', '  ']","['11,215', ' ']"
1404,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts",5,336411–13,"['13,291', '  ']","['0', '  ']","['1', '  ']","['*', 'i ']","['D', '  ']","['27', 'i ']","['0', '  ']","['D', '  ']","['72', '  ']","['315', '  ']","['1,608', '  ']","['11,215', ' ']"
1404,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts",5,"336414–15, 336419","['1,083', 'i ']","['0', '  ']","['7', '  ']","['*', '  ']","['5', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['605', 'i ']","['465', '  ']","['0', ' ']"
1404,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components",,4,336992,"['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['D', '&nbsp;']","['0', '  ']","['0', '  ']","['*', 'i ']","['0', '  ']","['D', '&nbsp;']","['D', '  ']","['D', '  ']","['2', '  ']","['*', '  ']","['0', '  ']","['D', '&nbsp;']"
1404,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['*', 'i ']","['*', 'i ']","['0', '  ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r043,All industries -> Manufacturing industries -> Miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,,,3,339,"['D', '  ']","['D', '&nbsp;']","['11', 'i ']","['D', '  ']","['7', '  ']","['22', '  ']","['D', '  ']","['66', '  ']","['43', '  ']","['0', '  ']","['15', '  ']","['D', ' ']"
1404,r044,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous manufacturing,Medical equipment and supplies,,4,3391,"['194', '  ']","['D', '&nbsp;']","['11', 'i ']","['26', '  ']","['5', '  ']","['6', '  ']","['13', '  ']","['62', '  ']","['41', '  ']","['0', '  ']","['15', '  ']","['D', ' ']"
1404,r045,All industries -> Manufacturing industries -> Miscellaneous manufacturing -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous manufacturing,Other miscellaneous manufacturing,,4,3399,"['D', '  ']","['D', '&nbsp;']","['0', '  ']","['D', '&nbsp;']","['3', '  ']","['16', '  ']","['D', '  ']","['4', '  ']","['2', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['18,061', '  ']","['449', 'i ']","['860', 'i ']","['1,258', '  ']","['1,013', '  ']","['1,793', '  ']","['769', '  ']","['292', '  ']","['3,881', '  ']","['880', 'i ']","['3,764', '  ']","['3,101', ' ']"
1404,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['400', '  ']","['*', '  ']","['0', '  ']","['D', '  ']","['20', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['*', ' ']"
1404,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['26', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['1', '  ']","['1', '  ']","['D', '  ']","['D', ' ']"
1404,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['10', 'i ']","['D', '&nbsp;']","['1', 'i ']","['4', '  ']","['1', 'i ']","['3', '  ']","['D', '&nbsp;']","['*', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['3', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['674', '  ']","['D', '  ']","['83', '  ']","['21', '  ']","['D', '  ']","['D', '  ']","['31', '  ']","['49', 'i ']","['83', '  ']","['14', '  ']","['0', '  ']","['270', ' ']"
1404,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['400', '  ']","['0', '  ']","['D', '&nbsp;']","['6', 'i ']","['1', '  ']","['*', '  ']","['0', '  ']","['49', 'i ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1404,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['3', 'i ']","['0', '  ']","['0', '  ']","['3', 'i ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['397', '  ']","['0', '  ']","['D', '&nbsp;']","['4', 'i ']","['1', '  ']","['*', '  ']","['0', '  ']","['49', 'i ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', ' ']"
1404,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['D', '  ']","['0', '  ']","['0', '  ']","['13', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '&nbsp;']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['138', '  ']","['0', '  ']","['D', '  ']","['2', '  ']","['D', '&nbsp;']","['0', '  ']","['31', '  ']","['*', 'i ']","['0', '  ']","['14', '  ']","['0', '  ']","['D', ' ']"
1404,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['D', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['D', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['94', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['8', 'i ']","['*', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['86', ' ']"
1404,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', '  ']","['0', ' ']"
1404,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['16,750', '  ']","['446', 'i ']","['769', 'i ']","['1,210', '  ']","['932', '  ']","['1,667', '  ']","['720', '  ']","['238', '  ']","['3,768', '  ']","['865', 'i ']","['3,418', '  ']","['2,718', ' ']"
1404,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['1,596', '  ']","['24', 'i ']","['75', 'i ']","['224', 'i ']","['40', '  ']","['282', 'i ']","['78', '  ']","['74', '  ']","['38', 'i ']","['121', '  ']","['26', '  ']","['614', ' ']"
1404,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,492', 'i ']","['42', 'i ']","['38', 'i ']","['304', 'i ']","['97', '  ']","['386', 'i ']","['25', '  ']","['1', 'i ']","['150', '  ']","['1', '  ']","['1,115', 'i ']","['332', ' ']"
1404,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['12,031', '  ']","['336', 'i ']","['514', '  ']","['567', '  ']","['664', '  ']","['948', '  ']","['528', '  ']","['106', '  ']","['3,580', '  ']","['742', 'i ']","['2,277', '  ']","['1,769', ' ']"
