table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_r_d_program_size_all_companies,field_r_d_program_size_less_than_1_million,field_r_d_program_size_1_million_9_999_million,field_r_d_program_size_10_million_49_999_million,field_r_d_program_size_50_million_99_999_million,field_r_d_program_size_100_million_or_more
9654,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['26,391', '  ']","['94', '  ']","['444', '  ']","['1,635', '  ']","['1,358', '  ']","['22,860', '  ']"
9654,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['21,468', 'i ']","['47', '  ']","['408', '  ']","['914', '  ']","['729', '  ']","['19,371', 'i ']"
9654,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['19,845', 'i ']","['42', '  ']","['381', '  ']","['586', '  ']","['359 - 463', '  ']","['18,371 - 18,478', 'i ']"
9654,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['1,623', '  ']","['4', '  ']","['27', '  ']","['328', '  ']","['265 - 369', '  ']","['893 - 1,000', '  ']"
9654,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['21 - 25', '  ']","['2 - 6', '  ']","['19', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9654,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,875 - 2,880', '  ']","['50 - 56', '  ']","['184', '  ']","['173', '  ']","['236', '  ']","['2,232', '  ']"
9654,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['426', '  ']","['40', '  ']","['145', '  ']","['241', '  ']","['0', '  ']","['0', '  ']"
9654,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['21,133', '  ']","['253', '  ']","['1,476', '  ']","['2,395', '  ']","['1,731', '  ']","['15,278', '  ']"
9654,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,438', '  ']","['112', '  ']","['923', '  ']","['1,778', '  ']","['1,293', '  ']","['14,331', '  ']"
9654,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,695', '  ']","['141', '  ']","['553', '  ']","['617', '  ']","['438', '  ']","['947', '  ']"
9654,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['276,439', '  ']","['2,612', '  ']","['18,858', '  ']","['21,583', '  ']","['10,508', '  ']","['222,878', '  ']"
9654,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,260 - 1,334', '  ']","['20', '  ']","['321', 'i ']","['155 - 233', '  ']","['270', 'i ']","['492', '  ']"
9654,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['168 - 17,997', '  ']","['3', '  ']","['5 - 1,399', '  ']","['10 - 935', '  ']","['50 - 134', 'i ']","['100 - 17,928', '  ']"
9654,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,745 - 1,855', 'i ']","['424', '  ']","['1,271', 'i ']","['49 - 160', 'i ']","['0', '  ']","['0', '  ']"
9654,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,936 - 24,040', 'i ']","['4 - 405', '  ']","['44', '  ']","['10 - 935', '  ']","['50 - 134', '  ']","['4,419 - 23,494', 'i ']"
9654,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,208', '  ']","['0 - 59', '  ']","['97', '  ']","['537', '  ']","['50 - 109', 'i ']","['6,467', '  ']"
9654,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['147,855', '  ']","['512', '  ']","['5,218', '  ']","['9,329', '  ']","['4,475', '  ']","['128,320', '  ']"
9654,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['39,152', '  ']","['265', '  ']","['1,914', '  ']","['2,891', '  ']","['1,384', '  ']","['32,698', '  ']"
9654,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['103', '  ']","['9', '  ']","['38', 'r ']","['56', 'i ']","['0', '  ']","['0', '  ']"
9654,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['39,049', '  ']","['256', '  ']","['1,876', '  ']","['2,835', '  ']","['1,384', '  ']","['32,698', '  ']"
9654,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,835', '  ']","['14', '  ']","['182', '  ']","['390', '  ']","['75', 'i ']","['3,175', '  ']"
9654,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['45,192', '  ']","['222', '  ']","['2,786', '  ']","['5,357', '  ']","['2,572', '  ']","['34,254', '  ']"
9654,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,676', '  ']","['11', '  ']","['336', '  ']","['692', '  ']","['444', '  ']","['58,193', '  ']"
9654,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,947', '  ']","['10', '  ']","['739', '  ']","['1,134', '  ']","['809', '  ']","['18,256', '  ']"
9654,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,096', '  ']","['0 - 60', '  ']","['43', '  ']","['10 - 70', '  ']","['0', '  ']","['1,985', '  ']"
9654,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['0 - 2', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9654,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,088 - 2,091', '  ']","['0 - 60', '  ']","['37', '  ']","['10 - 70', '  ']","['0', '  ']","['1,985', '  ']"
9654,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['66,496', '  ']","['1,187', '  ']","['9,478', '  ']","['9,032', '  ']","['3,889', '  ']","['42,909', '  ']"
9654,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,560', '  ']","['252', '  ']","['1,655', '  ']","['1,756', '  ']","['234', '  ']","['663', '  ']"
9654,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['20,409', '  ']","['626', '  ']","['3,824', '  ']","['2,329', '  ']","['1,320', '  ']","['12,309', '  ']"
9654,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['34,142', 'i ']","['146', '  ']","['2,723', '  ']","['3,503', '  ']","['2,049', '  ']","['25,721', 'i ']"
9654,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['228', '  ']","['10', '  ']","['148', '  ']","['70', 'i ']","['0', '  ']","['0', '  ']"
9654,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['9,039', '  ']","['25', '  ']","['674', '  ']","['785', '  ']","['847', '  ']","['6,708', '  ']"
9654,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['24,312', 'i ']","['108', '  ']","['1,869', '  ']","['2,573', '  ']","['1,202', '  ']","['18,561', 'i ']"
9654,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['563', '  ']","['3', '  ']","['32', '  ']","['76', '  ']","['0', '  ']","['452', '  ']"
9654,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['7,385', '  ']","['162', '  ']","['1,276', '  ']","['1,444', '  ']","['286', '  ']","['4,216', '  ']"
9654,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['2,060 - 2,138', '  ']","['50 - 132', '  ']","['239', '  ']","['348', '  ']","['663', '  ']","['758', '  ']"
9654,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,564 - 3,199', '  ']","['4 - 405', '  ']","['10 - 1,404', '  ']","['45 - 971', '  ']","['171', '  ']","['100 - 2,965', '  ']"
9654,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['602,499', '  ']","['5,575', '  ']","['33,829', '  ']","['47,434', '  ']","['28,847', '  ']","['486,814', '  ']"
9654,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9654,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['5,477', '  ']","['1,301', '  ']","['3,487', '  ']","['506', '  ']","['50 - 85', '  ']","['100 - 135', '  ']"
9654,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['15,061', '  ']","['1,781', '  ']","['9,188', '  ']","['3,769', '  ']","['116 - 159', '  ']","['162 - 205', '  ']"
9654,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9654,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['14,540', '  ']","['1,119', '  ']","['5,911', '  ']","['6,504', '  ']","['1,006', '  ']","['0', '  ']"
9654,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['24,023', '  ']","['869', '  ']","['7,306', '  ']","['9,433', '  ']","['4,984', '  ']","['1,431', '  ']"
9654,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9654,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['23,932', '  ']","['266', '  ']","['3,366', '  ']","['7,555', '  ']","['4,039', '  ']","['8,707', '  ']"
9654,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['27,432', '  ']","['126', '  ']","['2,159', '  ']","['6,181', '  ']","['5,902', '  ']","['13,065', '  ']"
9654,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['94,615', '  ']","['101', '  ']","['2,001', '  ']","['9,259', '  ']","['7,521', '  ']","['75,734', '  ']"
9654,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['62,817', '  ']","['11', '  ']","['171', '  ']","['2,460', '  ']","['2,292', '  ']","['57,882', '  ']"
9654,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['104,607', '  ']","['2', '  ']","['177', '  ']","['1,172', '  ']","['2,217', '  ']","['101,039', '  ']"
9654,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['229,995', '  ']","['*', '  ']","['64', '  ']","['594', '  ']","['682', '  ']","['228,655', '  ']"
