table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
11223,r001,All states and outlying areas,All states and outlying areas,,,1,41303924,53831,162,19995,417646,4499967,2458641,1287520,753806,1476523,60960
11223,r002,All states and outlying areas -> Alabama,All states and outlying areas,Alabama,,2,551112,0,0,7821,4694,42146,18670,23281,195,11992,660
11223,r003,All states and outlying areas -> Alabama -> Alabama A&M U.,All states and outlying areas,Alabama,Alabama A&M U.,3,10916,0,0,0,0,1479,1479,0,0,0,0
11223,r004,All states and outlying areas -> Alabama -> Alabama State U.,All states and outlying areas,Alabama,Alabama State U.,3,2457,0,0,0,0,420,420,0,0,0,0
11223,r005,"All states and outlying areas -> Alabama -> Auburn U., Auburn",All states and outlying areas,Alabama,"Auburn U., Auburn",3,68196,0,0,7821,935,1759,1018,740,0,3617,260
11223,r006,All states and outlying areas -> Alabama -> Jacksonville State U.,All states and outlying areas,Alabama,Jacksonville State U.,3,415,0,0,0,0,0,0,0,0,0,0
11223,r007,All states and outlying areas -> Alabama -> Marine Environmental Sciences Consortium,All states and outlying areas,Alabama,Marine Environmental Sciences Consortium,3,499,0,0,0,0,0,0,0,0,0,0
11223,r008,All states and outlying areas -> Alabama -> Oakwood U.,All states and outlying areas,Alabama,Oakwood U.,3,386,0,0,0,0,0,0,0,0,0,0
11223,r009,All states and outlying areas -> Alabama -> Stillman C.,All states and outlying areas,Alabama,Stillman C.,3,342,0,0,0,0,0,0,0,0,0,0
11223,r010,All states and outlying areas -> Alabama -> Troy U.,All states and outlying areas,Alabama,Troy U.,3,162,0,0,0,0,0,0,0,0,0,0
