table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_level_3,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_all_agencies,field_aid,field_arc,field_dhs,field_doc,field_doda_total,field_doda_research,field_doda_development_advanced_technology,field_doda_development_major_systems,field_doe,field_doi
11223,r011,All states and outlying areas -> Alabama -> Tuskegee U.,All states and outlying areas,Alabama,Tuskegee U.,3,14298,0,0,0,0,357,357,0,0,0,0
11223,r012,"All states and outlying areas -> Alabama -> U. Alabama, The, Birmingham",All states and outlying areas,Alabama,"U. Alabama, The, Birmingham",3,344047,0,0,0,0,17392,2049,15343,0,805,0
11223,r013,"All states and outlying areas -> Alabama -> U. Alabama, The, Huntsville",All states and outlying areas,Alabama,"U. Alabama, The, Huntsville",3,26135,0,0,0,993,11651,11295,161,195,0,4
11223,r014,"All states and outlying areas -> Alabama -> U. Alabama, The, Tuscaloosa",All states and outlying areas,Alabama,"U. Alabama, The, Tuscaloosa",3,59947,0,0,0,2154,1202,672,530,0,7470,397
11223,r015,All states and outlying areas -> Alabama -> U. South Alabama,All states and outlying areas,Alabama,U. South Alabama,3,23307,0,0,0,612,7887,1380,6507,0,100,0
11223,r016,"All states and outlying areas -> Alabama -> U. West Alabama, The",All states and outlying areas,Alabama,"U. West Alabama, The",3,6,0,0,0,0,0,0,0,0,0,0
11223,r017,All states and outlying areas -> Alaska,All states and outlying areas,Alaska,,2,103857,0,0,0,3036,9803,8041,0,1762,1130,2605
11223,r018,All states and outlying areas -> Alaska -> Alaska Pacific U.,All states and outlying areas,Alaska,Alaska Pacific U.,3,1196,0,0,0,0,0,0,0,0,0,0
11223,r019,All states and outlying areas -> Alaska -> Ilisagvik C.,All states and outlying areas,Alaska,Ilisagvik C.,3,100,0,0,0,0,0,0,0,0,0,0
11223,r020,All states and outlying areas -> Alaska -> U. Alaska System of Higher Education,All states and outlying areas,Alaska,U. Alaska System of Higher Education,3,6536,0,0,0,0,0,0,0,0,750,811
11223,r021,"All states and outlying areas -> Alaska -> U. Alaska, Anchorage",All states and outlying areas,Alaska,"U. Alaska, Anchorage",3,7514,0,0,0,0,1083,0,0,1083,380,100
11223,r022,"All states and outlying areas -> Alaska -> U. Alaska, Fairbanks",All states and outlying areas,Alaska,"U. Alaska, Fairbanks",3,84940,0,0,0,0,8720,8041,0,679,0,1694
11223,r023,"All states and outlying areas -> Alaska -> U. Alaska, Southeast",All states and outlying areas,Alaska,"U. Alaska, Southeast",3,3570,0,0,0,3036,0,0,0,0,0,0
11223,r024,All states and outlying areas -> Arizona,All states and outlying areas,Arizona,,2,594442,1000,0,4428,3983,87842,60514,25304,2023,15234,254
11223,r025,All states and outlying areas -> Arizona -> Arizona Board of Regents,All states and outlying areas,Arizona,Arizona Board of Regents,3,527,0,0,0,0,527,0,0,527,0,0
11223,r026,All states and outlying areas -> Arizona -> Arizona State U.,All states and outlying areas,Arizona,Arizona State U.,3,205750,1000,0,4428,2121,39334,34419,4172,743,7844,0
11223,r027,All states and outlying areas -> Arizona -> Dine C.,All states and outlying areas,Arizona,Dine C.,3,1110,0,0,0,0,0,0,0,0,0,0
11223,r028,All states and outlying areas -> Arizona -> Maricopa Community Colleges,All states and outlying areas,Arizona,Maricopa Community Colleges,3,732,0,0,0,0,0,0,0,0,0,0
11223,r029,"All states and outlying areas -> Arizona -> Midwestern U., Glendale",All states and outlying areas,Arizona,"Midwestern U., Glendale",3,1305,0,0,0,0,0,0,0,0,0,0
11223,r030,All states and outlying areas -> Arizona -> Northern Arizona U.,All states and outlying areas,Arizona,Northern Arizona U.,3,43985,0,0,0,618,6604,2160,3914,530,2371,168
11223,r031,All states and outlying areas -> Arizona -> Pima Community C.,All states and outlying areas,Arizona,Pima Community C.,3,245,0,0,0,0,0,0,0,0,0,0
11223,r032,All states and outlying areas -> Arizona -> Tohono O'odham Community C.,All states and outlying areas,Arizona,Tohono O'odham Community C.,3,298,0,0,0,0,0,0,0,0,0,0
11223,r033,All states and outlying areas -> Arizona -> U. Arizona,All states and outlying areas,Arizona,U. Arizona,3,340488,0,0,0,1245,41374,23935,17217,221,5018,86
11223,r034,All states and outlying areas -> Arizona -> U. Phoenix,All states and outlying areas,Arizona,U. Phoenix,3,3,0,0,0,0,3,0,0,3,0,0
11223,r035,All states and outlying areas -> Arkansas,All states and outlying areas,Arkansas,,2,129614,0,0,0,0,16352,11662,4690,0,3491,0
11223,r036,All states and outlying areas -> Arkansas -> Arkansas Colleges of Health Education,All states and outlying areas,Arkansas,Arkansas Colleges of Health Education,3,375,0,0,0,0,0,0,0,0,0,0
11223,r037,"All states and outlying areas -> Arkansas -> Arkansas State U., Jonesboro",All states and outlying areas,Arkansas,"Arkansas State U., Jonesboro",3,1054,0,0,0,0,0,0,0,0,0,0
11223,r038,All states and outlying areas -> Arkansas -> Harding U.,All states and outlying areas,Arkansas,Harding U.,3,111,0,0,0,0,0,0,0,0,0,0
11223,r039,All states and outlying areas -> Arkansas -> North Arkansas C.,All states and outlying areas,Arkansas,North Arkansas C.,3,279,0,0,0,0,0,0,0,0,0,0
11223,r040,All states and outlying areas -> Arkansas -> Ouachita Baptist U.,All states and outlying areas,Arkansas,Ouachita Baptist U.,3,150,0,0,0,0,0,0,0,0,0,0
11223,r041,All states and outlying areas -> Arkansas -> U. Arkansas for Medical Sciences,All states and outlying areas,Arkansas,U. Arkansas for Medical Sciences,3,61640,0,0,0,0,382,0,382,0,0,0
11223,r042,"All states and outlying areas -> Arkansas -> U. Arkansas, Fayetteville",All states and outlying areas,Arkansas,"U. Arkansas, Fayetteville",3,39246,0,0,0,0,9182,7655,1528,0,0,0
11223,r043,"All states and outlying areas -> Arkansas -> U. Arkansas, Little Rock",All states and outlying areas,Arkansas,"U. Arkansas, Little Rock",3,2090,0,0,0,0,0,0,0,0,0,0
11223,r044,"All states and outlying areas -> Arkansas -> U. Arkansas, Pine Bluff",All states and outlying areas,Arkansas,"U. Arkansas, Pine Bluff",3,6686,0,0,0,0,1199,1199,0,0,0,0
11223,r045,"All states and outlying areas -> Arkansas -> U. Arkansas, System Office",All states and outlying areas,Arkansas,"U. Arkansas, System Office",3,17970,0,0,0,0,5589,2808,2781,0,3491,0
11223,r046,All states and outlying areas -> Arkansas -> U. Central Arkansas,All states and outlying areas,Arkansas,U. Central Arkansas,3,12,0,0,0,0,0,0,0,0,0,0
11223,r047,All states and outlying areas -> California,All states and outlying areas,California,,2,5822928,6295,0,0,29306,600962,430520,132622,37820,172321,11435
11223,r048,All states and outlying areas -> California -> Bakersfield C.,All states and outlying areas,California,Bakersfield C.,3,184,0,0,0,0,0,0,0,0,0,0
11223,r049,All states and outlying areas -> California -> C. Canyons,All states and outlying areas,California,C. Canyons,3,129,0,0,0,0,0,0,0,0,0,0
11223,r050,All states and outlying areas -> California -> California Community Colleges,All states and outlying areas,California,California Community Colleges,3,30,0,0,0,0,0,0,0,0,0,0
11223,r051,All states and outlying areas -> California -> California Institute of Technology,All states and outlying areas,California,California Institute of Technology,3,251220,0,0,0,199,27691,26786,905,0,19145,4201
11223,r052,All states and outlying areas -> California -> California Lutheran U.,All states and outlying areas,California,California Lutheran U.,3,324,0,0,0,0,0,0,0,0,0,0
11223,r053,"All states and outlying areas -> California -> California Polytechnic State U., San Luis Obispo",All states and outlying areas,California,"California Polytechnic State U., San Luis Obispo",3,5767,0,0,0,0,103,103,0,0,0,32
11223,r054,"All states and outlying areas -> California -> California State Polytechnic U., Pomona",All states and outlying areas,California,"California State Polytechnic U., Pomona",3,3689,0,0,0,0,345,345,0,0,0,0
11223,r055,"All states and outlying areas -> California -> California State U., Bakersfield",All states and outlying areas,California,"California State U., Bakersfield",3,757,0,0,0,0,0,0,0,0,0,5
11223,r056,"All states and outlying areas -> California -> California State U., Channel Islands",All states and outlying areas,California,"California State U., Channel Islands",3,847,0,0,0,0,0,0,0,0,0,0
11223,r057,"All states and outlying areas -> California -> California State U., Chico",All states and outlying areas,California,"California State U., Chico",3,597,0,0,0,0,237,237,0,0,0,0
11223,r058,"All states and outlying areas -> California -> California State U., Dominguez Hills",All states and outlying areas,California,"California State U., Dominguez Hills",3,3557,0,0,0,0,1121,1121,0,0,0,0
11223,r059,"All states and outlying areas -> California -> California State U., East Bay",All states and outlying areas,California,"California State U., East Bay",3,1751,0,0,0,0,0,0,0,0,0,23
11223,r060,"All states and outlying areas -> California -> California State U., Fresno",All states and outlying areas,California,"California State U., Fresno",3,3660,0,0,0,0,383,378,0,5,0,0
11223,r061,"All states and outlying areas -> California -> California State U., Fullerton",All states and outlying areas,California,"California State U., Fullerton",3,6487,0,0,0,0,584,584,0,0,0,100
11223,r062,"All states and outlying areas -> California -> California State U., Long Beach",All states and outlying areas,California,"California State U., Long Beach",3,10768,0,0,0,0,1059,1059,0,0,0,0
11223,r063,"All states and outlying areas -> California -> California State U., Los Angeles",All states and outlying areas,California,"California State U., Los Angeles",3,5606,0,0,0,0,180,180,0,0,0,0
11223,r064,"All states and outlying areas -> California -> California State U., Monterey Bay",All states and outlying areas,California,"California State U., Monterey Bay",3,1977,0,0,0,0,0,0,0,0,0,92
11223,r065,"All states and outlying areas -> California -> California State U., Northridge",All states and outlying areas,California,"California State U., Northridge",3,16543,0,0,0,391,1526,1526,0,0,420,0
11223,r066,"All states and outlying areas -> California -> California State U., Sacramento",All states and outlying areas,California,"California State U., Sacramento",3,2647,0,0,0,0,0,0,0,0,0,1418
11223,r067,"All states and outlying areas -> California -> California State U., San Bernardino",All states and outlying areas,California,"California State U., San Bernardino",3,4736,0,0,0,0,0,0,0,0,0,0
11223,r068,"All states and outlying areas -> California -> California State U., San Marcos",All states and outlying areas,California,"California State U., San Marcos",3,4380,0,0,0,0,1500,1500,0,0,0,0
11223,r069,"All states and outlying areas -> California -> California State U., Stanislaus",All states and outlying areas,California,"California State U., Stanislaus",3,498,0,0,0,0,0,0,0,0,0,26
11223,r070,"All states and outlying areas -> California -> California State U., system office",All states and outlying areas,California,"California State U., system office",3,89,0,0,0,0,0,0,0,0,0,0
11223,r071,All states and outlying areas -> California -> Cerritos C.,All states and outlying areas,California,Cerritos C.,3,149,0,0,0,0,0,0,0,0,79,0
11223,r072,All states and outlying areas -> California -> Chapman U.,All states and outlying areas,California,Chapman U.,3,8094,0,0,0,0,1231,1231,0,0,0,0
11223,r073,All states and outlying areas -> California -> Charles R. Drew U. Medicine and Science,All states and outlying areas,California,Charles R. Drew U. Medicine and Science,3,7859,0,0,0,0,0,0,0,0,0,0
11223,r074,All states and outlying areas -> California -> Citrus C.,All states and outlying areas,California,Citrus C.,3,187,0,0,0,0,0,0,0,0,0,0
11223,r075,All states and outlying areas -> California -> Claremont Graduate U.,All states and outlying areas,California,Claremont Graduate U.,3,157,0,0,0,0,0,0,0,0,0,0
11223,r076,All states and outlying areas -> California -> Claremont McKenna C.,All states and outlying areas,California,Claremont McKenna C.,3,562,0,0,0,0,0,0,0,0,0,0
11223,r077,"All states and outlying areas -> California -> Coast Community C., district office",All states and outlying areas,California,"Coast Community C., district office",3,371,0,0,0,0,0,0,0,0,0,0
11223,r078,All states and outlying areas -> California -> Feather River Community C. District,All states and outlying areas,California,Feather River Community C. District,3,188,0,0,0,0,0,0,0,0,0,0
11223,r079,All states and outlying areas -> California -> Fielding Graduate U.,All states and outlying areas,California,Fielding Graduate U.,3,407,0,0,0,0,0,0,0,0,0,0
11223,r080,"All states and outlying areas -> California -> Foothill-De Anza Community C. District, Foothill C.",All states and outlying areas,California,"Foothill-De Anza Community C. District, Foothill C.",3,105,0,0,0,0,0,0,0,0,0,0
11223,r081,All states and outlying areas -> California -> Harvey Mudd C.,All states and outlying areas,California,Harvey Mudd C.,3,1387,0,0,0,0,50,50,0,0,0,0
11223,r082,All states and outlying areas -> California -> Humboldt State U.,All states and outlying areas,California,Humboldt State U.,3,739,0,0,0,0,0,0,0,0,0,149
11223,r083,All states and outlying areas -> California -> Keck Graduate Institute,All states and outlying areas,California,Keck Graduate Institute,3,1048,0,0,0,0,0,0,0,0,0,0
11223,r084,All states and outlying areas -> California -> Loma Linda U.,All states and outlying areas,California,Loma Linda U.,3,9451,0,0,0,0,0,0,0,0,0,0
11223,r085,"All states and outlying areas -> California -> Los Angeles Community C. District, Los Angeles Harbor C.",All states and outlying areas,California,"Los Angeles Community C. District, Los Angeles Harbor C.",3,70,0,0,0,0,0,0,0,0,0,0
11223,r086,"All states and outlying areas -> California -> Los Angeles Community C. District, Pierce C.",All states and outlying areas,California,"Los Angeles Community C. District, Pierce C.",3,368,0,0,0,0,0,0,0,0,0,0
11223,r087,All states and outlying areas -> California -> Loyola Marymount U.,All states and outlying areas,California,Loyola Marymount U.,3,763,0,0,0,0,0,0,0,0,0,0
11223,r088,All states and outlying areas -> California -> Menlo C.,All states and outlying areas,California,Menlo C.,3,184,0,0,0,0,0,0,0,0,0,0
11223,r089,All states and outlying areas -> California -> Merced Community C. District,All states and outlying areas,California,Merced Community C. District,3,188,0,0,0,0,0,0,0,0,0,0
11223,r090,All states and outlying areas -> California -> Monterey Peninsula C.,All states and outlying areas,California,Monterey Peninsula C.,3,108,0,0,0,0,0,0,0,0,0,0
11223,r091,All states and outlying areas -> California -> Mount Saint Mary's U.,All states and outlying areas,California,Mount Saint Mary's U.,3,374,0,0,0,0,0,0,0,0,0,0
11223,r092,All states and outlying areas -> California -> National Physical Science Consortium,All states and outlying areas,California,National Physical Science Consortium,3,423,0,0,0,423,0,0,0,0,0,0
11223,r093,All states and outlying areas -> California -> Naval Postgraduate School,All states and outlying areas,California,Naval Postgraduate School,3,35126,0,0,0,0,33501,17440,2741,13319,25,0
11223,r094,All states and outlying areas -> California -> Occidental C.,All states and outlying areas,California,Occidental C.,3,514,0,0,0,0,0,0,0,0,0,0
11223,r095,All states and outlying areas -> California -> Palo Alto U.,All states and outlying areas,California,Palo Alto U.,3,185,0,0,0,0,0,0,0,0,0,0
11223,r096,"All states and outlying areas -> California -> Pepperdine U., Malibu",All states and outlying areas,California,"Pepperdine U., Malibu",3,2401,0,0,0,0,0,0,0,0,0,0
11223,r097,All states and outlying areas -> California -> Pomona C.,All states and outlying areas,California,Pomona C.,3,710,0,0,0,0,0,0,0,0,0,0
11223,r098,"All states and outlying areas -> California -> Rancho Santiago Community C. District, Santa Ana",All states and outlying areas,California,"Rancho Santiago Community C. District, Santa Ana",3,70,0,0,0,0,0,0,0,0,0,0
11223,r099,All states and outlying areas -> California -> Rio Hondo C.,All states and outlying areas,California,Rio Hondo C.,3,1021,0,0,0,0,0,0,0,0,0,0
11223,r100,All states and outlying areas -> California -> Riverside Community C. District,All states and outlying areas,California,Riverside Community C. District,3,375,0,0,0,0,0,0,0,0,0,0
11223,r101,All states and outlying areas -> California -> Saddleback C.,All states and outlying areas,California,Saddleback C.,3,1459,0,0,0,0,0,0,0,0,0,0
11223,r102,All states and outlying areas -> California -> Saint Mary's C. California,All states and outlying areas,California,Saint Mary's C. California,3,596,0,0,0,0,0,0,0,0,0,0
11223,r103,"All states and outlying areas -> California -> San Diego Community C., district office",All states and outlying areas,California,"San Diego Community C., district office",3,183,0,0,0,0,0,0,0,0,0,0
11223,r104,"All states and outlying areas -> California -> San Diego State U., San Diego",All states and outlying areas,California,"San Diego State U., San Diego",3,54927,0,0,0,209,6642,5321,1126,195,290,2378
11223,r105,All states and outlying areas -> California -> San Francisco State U.,All states and outlying areas,California,San Francisco State U.,3,8945,0,0,0,0,0,0,0,0,524,0
11223,r106,All states and outlying areas -> California -> San Jose State U.,All states and outlying areas,California,San Jose State U.,3,18543,0,0,0,1390,90,90,0,0,150,91
11223,r107,"All states and outlying areas -> California -> San Jose-Evergreen Community C. District, Evergreen Valley C.",All states and outlying areas,California,"San Jose-Evergreen Community C. District, Evergreen Valley C.",3,187,0,0,0,0,0,0,0,0,0,0
11223,r108,All states and outlying areas -> California -> San Mateo County Community C. District,All states and outlying areas,California,San Mateo County Community C. District,3,375,0,0,0,0,0,0,0,0,0,0
11223,r109,All states and outlying areas -> California -> Santa Clara U.,All states and outlying areas,California,Santa Clara U.,3,979,0,0,0,150,0,0,0,0,0,0
11223,r110,All states and outlying areas -> California -> Santa Monica C.,All states and outlying areas,California,Santa Monica C.,3,148,0,0,0,0,0,0,0,0,0,0
11223,r111,All states and outlying areas -> California -> Scripps C.,All states and outlying areas,California,Scripps C.,3,403,0,0,0,0,0,0,0,0,0,0
11223,r112,"All states and outlying areas -> California -> Scripps Research Institute, The",All states and outlying areas,California,"Scripps Research Institute, The",3,275052,0,0,0,0,169,169,0,0,550,0
11223,r113,All states and outlying areas -> California -> Sonoma State U.,All states and outlying areas,California,Sonoma State U.,3,1078,0,0,0,0,0,0,0,0,0,0
11223,r114,All states and outlying areas -> California -> Southern California U. Health Sciences,All states and outlying areas,California,Southern California U. Health Sciences,3,460,0,0,0,0,0,0,0,0,0,0
11223,r115,"All states and outlying areas -> California -> Southwestern C., Chula Vista",All states and outlying areas,California,"Southwestern C., Chula Vista",3,130,0,0,0,0,0,0,0,0,0,0
11223,r116,All states and outlying areas -> California -> Stanford U.,All states and outlying areas,California,Stanford U.,3,778508,0,0,0,181,83832,52455,31377,0,24230,79
11223,r117,"All states and outlying areas -> California -> U. California, Berkeley",All states and outlying areas,California,"U. California, Berkeley",3,256347,0,0,0,575,27880,26948,892,40,30719,32
11223,r118,"All states and outlying areas -> California -> U. California, Cooperative Extension",All states and outlying areas,California,"U. California, Cooperative Extension",3,2397,0,0,0,0,1755,1755,0,0,0,0
11223,r119,"All states and outlying areas -> California -> U. California, Davis",All states and outlying areas,California,"U. California, Davis",3,379098,6295,0,0,360,15385,11184,4155,46,10678,839
11223,r120,"All states and outlying areas -> California -> U. California, Irvine",All states and outlying areas,California,"U. California, Irvine",3,270806,0,0,0,1842,14520,13010,1511,0,12275,454
11223,r121,"All states and outlying areas -> California -> U. California, Los Angeles",All states and outlying areas,California,"U. California, Los Angeles",3,737785,0,0,0,336,50427,32924,17503,0,25223,0
11223,r122,"All states and outlying areas -> California -> U. California, Merced",All states and outlying areas,California,"U. California, Merced",3,19234,0,0,0,0,1967,1967,0,0,1145,0
11223,r123,"All states and outlying areas -> California -> U. California, Office of the President",All states and outlying areas,California,"U. California, Office of the President",3,132923,0,0,0,0,720,0,720,0,0,0
11223,r124,"All states and outlying areas -> California -> U. California, Riverside",All states and outlying areas,California,"U. California, Riverside",3,90382,0,0,0,0,11964,11480,484,0,5133,57
11223,r125,"All states and outlying areas -> California -> U. California, San Diego",All states and outlying areas,California,"U. California, San Diego",3,848318,0,0,0,19280,93764,77869,14670,1226,20322,278
11223,r126,"All states and outlying areas -> California -> U. California, San Francisco",All states and outlying areas,California,"U. California, San Francisco",3,836277,0,0,0,21,43985,11464,32522,0,0,0
11223,r127,"All states and outlying areas -> California -> U. California, Santa Barbara",All states and outlying areas,California,"U. California, Santa Barbara",3,156306,0,0,0,543,68379,45608,160,22611,10751,293
11223,r128,"All states and outlying areas -> California -> U. California, Santa Cruz",All states and outlying areas,California,"U. California, Santa Cruz",3,80350,0,0,0,945,9976,9961,10,5,6663,789
11223,r129,All states and outlying areas -> California -> U. La Verne,All states and outlying areas,California,U. La Verne,3,235,0,0,0,0,0,0,0,0,0,0
11223,r130,All states and outlying areas -> California -> U. Pacific,All states and outlying areas,California,U. Pacific,3,1396,0,0,0,0,0,0,0,0,0,0
11223,r131,All states and outlying areas -> California -> U. Redlands,All states and outlying areas,California,U. Redlands,3,249,0,0,0,0,0,0,0,0,0,0
11223,r132,All states and outlying areas -> California -> U. San Diego,All states and outlying areas,California,U. San Diego,3,4589,0,0,0,0,1689,1689,0,0,0,0
11223,r133,All states and outlying areas -> California -> U. San Francisco,All states and outlying areas,California,U. San Francisco,3,1999,0,0,0,0,752,0,752,0,0,0
11223,r134,All states and outlying areas -> California -> U. Southern California,All states and outlying areas,California,U. Southern California,3,458530,0,0,0,2462,96480,74085,22021,374,3998,97
11223,r135,All states and outlying areas -> California -> Western U. Health Sciences,All states and outlying areas,California,Western U. Health Sciences,3,3666,0,0,0,0,1073,0,1073,0,0,0
11223,r136,All states and outlying areas -> California -> Westmont C.,All states and outlying areas,California,Westmont C.,3,200,0,0,0,0,0,0,0,0,0,0
11223,r137,All states and outlying areas -> California -> Whittier C.,All states and outlying areas,California,Whittier C.,3,43,0,0,0,0,0,0,0,0,0,0
11223,r138,All states and outlying areas -> Colorado,All states and outlying areas,Colorado,,2,1137307,0,0,0,69935,67952,44001,22925,1026,45836,5507
11223,r139,All states and outlying areas -> Colorado -> Colorado C.,All states and outlying areas,Colorado,Colorado C.,3,495,0,0,0,0,0,0,0,0,0,0
11223,r140,All states and outlying areas -> Colorado -> Colorado Christian U.,All states and outlying areas,Colorado,Colorado Christian U.,3,1,0,0,0,0,0,0,0,0,0,0
11223,r141,All states and outlying areas -> Colorado -> Colorado School of Mines,All states and outlying areas,Colorado,Colorado School of Mines,3,35287,0,0,0,957,5172,3497,1296,379,4693,597
11223,r142,"All states and outlying areas -> Colorado -> Colorado State U., Fort Collins",All states and outlying areas,Colorado,"Colorado State U., Fort Collins",3,113909,0,0,0,1050,8614,5498,3116,0,8711,96
11223,r143,"All states and outlying areas -> Colorado -> Colorado State U., Pueblo",All states and outlying areas,Colorado,"Colorado State U., Pueblo",3,5959,0,0,0,0,650,650,0,0,3695,111
11223,r144,"All states and outlying areas -> Colorado -> Colorado State U., system office",All states and outlying areas,Colorado,"Colorado State U., system office",3,22185,0,0,0,8410,0,0,0,0,5444,3516
11223,r145,All states and outlying areas -> Colorado -> Colorado Theological Seminary,All states and outlying areas,Colorado,Colorado Theological Seminary,3,720,0,0,0,0,720,0,720,0,0,0
11223,r146,All states and outlying areas -> Colorado -> Fort Lewis C.,All states and outlying areas,Colorado,Fort Lewis C.,3,1043,0,0,0,0,0,0,0,0,0,0
11223,r147,All states and outlying areas -> Colorado -> Front Range Community C.,All states and outlying areas,Colorado,Front Range Community C.,3,436,0,0,0,0,0,0,0,0,0,0
11223,r148,All states and outlying areas -> Colorado -> Metropolitan State U. Denver,All states and outlying areas,Colorado,Metropolitan State U. Denver,3,935,0,0,0,0,0,0,0,0,0,0
11223,r149,All states and outlying areas -> Colorado -> Regis U.,All states and outlying areas,Colorado,Regis U.,3,250,0,0,0,0,0,0,0,0,0,0
11223,r150,All states and outlying areas -> Colorado -> U. Colorado Boulder,All states and outlying areas,Colorado,U. Colorado Boulder,3,754809,0,0,0,42424,52410,34356,17792,262,19821,767
11223,r151,All states and outlying areas -> Colorado -> U. Corp. for Atmospheric Research,All states and outlying areas,Colorado,U. Corp. for Atmospheric Research,3,176701,0,0,0,17094,385,0,0,385,3473,0
11223,r152,All states and outlying areas -> Colorado -> U. Denver,All states and outlying areas,Colorado,U. Denver,3,8547,0,0,0,0,0,0,0,0,0,40
11223,r153,All states and outlying areas -> Colorado -> U. Northern Colorado,All states and outlying areas,Colorado,U. Northern Colorado,3,734,0,0,0,0,0,0,0,0,0,279
11223,r154,All states and outlying areas -> Colorado -> UNAVCO Inc.,All states and outlying areas,Colorado,UNAVCO Inc.,3,15197,0,0,0,0,0,0,0,0,0,0
11223,r155,All states and outlying areas -> Colorado -> Western Colorado U.,All states and outlying areas,Colorado,Western Colorado U.,3,100,0,0,0,0,0,0,0,0,0,100
11223,r156,All states and outlying areas -> Connecticut,All states and outlying areas,Connecticut,,2,785534,1250,0,0,2985,43373,30966,12407,0.05,11250,381
11223,r157,All states and outlying areas -> Connecticut -> Central Connecticut State U.,All states and outlying areas,Connecticut,Central Connecticut State U.,3,75,0,0,0,0,0,0,0,0,0,0
11223,r158,All states and outlying areas -> Connecticut -> Connecticut Board of Regents for Higher Education,All states and outlying areas,Connecticut,Connecticut Board of Regents for Higher Education,3,4127,0,0,0,0,0,0,0,0,3366,0
11223,r159,All states and outlying areas -> Connecticut -> Connecticut C.,All states and outlying areas,Connecticut,Connecticut C.,3,223,0,0,0,0,0,0,0,0,0,0
11223,r160,All states and outlying areas -> Connecticut -> Eastern Connecticut State U.,All states and outlying areas,Connecticut,Eastern Connecticut State U.,3,5,0,0,0,0,0,0,0,0,0,0
11223,r161,All states and outlying areas -> Connecticut -> Goodwin U.,All states and outlying areas,Connecticut,Goodwin U.,3,88,0,0,0,0,0,0,0,0,0,88
11223,r162,All states and outlying areas -> Connecticut -> Sacred Heart U.,All states and outlying areas,Connecticut,Sacred Heart U.,3,1997,0,0,0,0,0,0,0,0,0,0
11223,r163,All states and outlying areas -> Connecticut -> Southern Connecticut State U.,All states and outlying areas,Connecticut,Southern Connecticut State U.,3,1423,0,0,0,0,0,0,0,0,0,0
11223,r164,"All states and outlying areas -> Connecticut -> Trinity C., Hartford",All states and outlying areas,Connecticut,"Trinity C., Hartford",3,1212,0,0,0,0,0,0,0,0,0,0
11223,r165,All states and outlying areas -> Connecticut -> U. Bridgeport,All states and outlying areas,Connecticut,U. Bridgeport,3,384,0,0,0,0,200,200,0,0,0,0
11223,r166,All states and outlying areas -> Connecticut -> U. Connecticut,All states and outlying areas,Connecticut,U. Connecticut,3,170193,0,0,0,2662,22199,19790,2409,0,554,125
11223,r167,All states and outlying areas -> Connecticut -> U. New Haven,All states and outlying areas,Connecticut,U. New Haven,3,822,0,0,0,0,0.05,0,0,0.05,0,0
11223,r168,All states and outlying areas -> Connecticut -> Wesleyan U.,All states and outlying areas,Connecticut,Wesleyan U.,3,6105,0,0,0,223,0,0,0,0,845,25
11223,r169,All states and outlying areas -> Connecticut -> Yale U.,All states and outlying areas,Connecticut,Yale U.,3,598880,1250,0,0,100,20973,10976,9998,0,6485,144
11223,r170,All states and outlying areas -> Delaware,All states and outlying areas,Delaware,,2,160126,0,0,0,16344,27774,18395,8383,996,12410,722
