table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_total,field_salaries_wages_and_fringe_benefits,field_stock_based_compensation,field_temporary_staffing,field_expensed_equipment,field_materials_and_supplies,field_lease_and_rental_payments,field_depreciation,field_royalties_and_licensing_fees,field_other_purchased_services_except_r_d_,field_other
8801,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['537,619', '&nbsp;']","['300,046', '&nbsp;']","['48,343', '&nbsp;']","['23,456', '&nbsp;']","['7,929', '&nbsp;']","['35,020', '&nbsp;']","['8,909', '&nbsp;']","['20,972', '&nbsp;']","['3,785', '&nbsp;']","['16,802', '&nbsp;']","['72,358', '&nbsp;']"
8801,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['308,445', '&nbsp;']","['165,464', '&nbsp;']","['16,162', '&nbsp;']","['12,518', '&nbsp;']","['3,790', '&nbsp;']","['29,828', '&nbsp;']","['4,418', '&nbsp;']","['14,372', '&nbsp;']","['3,312', '&nbsp;']","['9,220', '&nbsp;']","['49,361', '&nbsp;']"
8801,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['5,239', '&nbsp;']","['3,171', '&nbsp;']","['37', '&nbsp;']","['202', '&nbsp;']","['22', '&nbsp;']","['710', '&nbsp;']","['83', '&nbsp;']","['249', '&nbsp;']","['15', '&nbsp;']","['150', '&nbsp;']","['599', '&nbsp;']"
8801,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['1,177', 'i']","['625', 'i']","['10', '&nbsp;']","['70', '&nbsp;']","['2', '&nbsp;']","['85', '&nbsp;']","['6', '&nbsp;']","['56', '&nbsp;']","['0', '&nbsp;']","['47', '&nbsp;']","['276', '&nbsp;']"
8801,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['822', '&nbsp;']","['636', '&nbsp;']","['18', '&nbsp;']","['16', '&nbsp;']","['15', '&nbsp;']","['64', '&nbsp;']","['5', '&nbsp;']","['15', '&nbsp;']","['3', '&nbsp;']","['11', '&nbsp;']","['38', '&nbsp;']"
8801,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['187', '&nbsp;']","['140', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['1', '&nbsp;']","['27', '&nbsp;']","['1', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['7', 'i']"
8801,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['928', '&nbsp;']","['479', '&nbsp;']","['*', 'i']","['6', '&nbsp;']","['17', 'i']","['314', '&nbsp;']","['6', '&nbsp;']","['6', '&nbsp;']","['*', '&nbsp;']","['7', '&nbsp;']","['92', '&nbsp;']"
8801,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['283', '&nbsp;']","['208', '&nbsp;']","['3', 'i']","['14', 'i']","['1', 'i']","['17', 'i']","['6', 'i']","['17', 'i']","['*', 'i']","['1', '&nbsp;']","['17', 'i']"
8801,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['1,311 - 1,324', '&nbsp;']","['695', '&nbsp;']","['0', '&nbsp;']","['12', '&nbsp;']","['1', '&nbsp;']","['53', '&nbsp;']","['6', '&nbsp;']","['56 - 78', '&nbsp;']","['*', '&nbsp;']","['232', '&nbsp;']","['230 - 266', '&nbsp;']"
8801,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['101,079', '&nbsp;']","['44,297', '&nbsp;']","['5,535', '&nbsp;']","['7,227', '&nbsp;']","['902', '&nbsp;']","['9,073', '&nbsp;']","['1,662', '&nbsp;']","['4,674', '&nbsp;']","['1,918', '&nbsp;']","['4,845', '&nbsp;']","['20,945', '&nbsp;']"
