table_id,row_id,_b_state_b_full_path,_b_state_b_level_1,_b_state_b_level_2,_b_state_b_hierarchy_depth,field_state_r_d_expendituresa,field_state_r_d_plant_expendituresb
7682,r001,United States<sup>c</sup>,United States<sup>c</sup>,,1,2471471226,29269916
7682,r002,United States<sup>c</sup> -> Alabama,United States<sup>c</sup>,Alabama,2,29812345,0
7682,r003,United States<sup>c</sup> -> Alaska,United States<sup>c</sup>,Alaska,2,19671388,0
7682,r004,United States<sup>c</sup> -> Arizona,United States<sup>c</sup>,Arizona,2,15011508,0
7682,r005,United States<sup>c</sup> -> Arkansas,United States<sup>c</sup>,Arkansas,2,9908767,0
7682,r006,United States<sup>c</sup> -> California,United States<sup>c</sup>,California,2,523819635,0
7682,r007,United States<sup>c</sup> -> Colorado,United States<sup>c</sup>,Colorado,2,38436248,0
7682,r008,United States<sup>c</sup> -> Connecticut,United States<sup>c</sup>,Connecticut,2,55050702,0
7682,r009,United States<sup>c</sup> -> Delaware,United States<sup>c</sup>,Delaware,2,3338773,0
7682,r010,United States<sup>c</sup> -> District of Columbia,United States<sup>c</sup>,District of Columbia,2,8128666,0
7682,r011,United States<sup>c</sup> -> Florida,United States<sup>c</sup>,Florida,2,178360429,2646068
7682,r012,United States<sup>c</sup> -> Georgia,United States<sup>c</sup>,Georgia,2,18798826,0
7682,r013,United States<sup>c</sup> -> Hawaii,United States<sup>c</sup>,Hawaii,2,10315823,4100000
7682,r014,United States<sup>c</sup> -> Idaho,United States<sup>c</sup>,Idaho,2,18210054,5000
7682,r015,United States<sup>c</sup> -> Illinois,United States<sup>c</sup>,Illinois,2,16213542,0
7682,r016,United States<sup>c</sup> -> Indiana,United States<sup>c</sup>,Indiana,2,10485205,0
7682,r017,United States<sup>c</sup> -> Iowa,United States<sup>c</sup>,Iowa,2,10579028,0
7682,r018,United States<sup>c</sup> -> Kansas,United States<sup>c</sup>,Kansas,2,15002554,0
7682,r019,United States<sup>c</sup> -> Kentucky,United States<sup>c</sup>,Kentucky,2,29737068,0
7682,r020,United States<sup>c</sup> -> Louisiana,United States<sup>c</sup>,Louisiana,2,32115461,0
7682,r021,United States<sup>c</sup> -> Maine,United States<sup>c</sup>,Maine,2,32392463,487798
7682,r022,United States<sup>c</sup> -> Maryland,United States<sup>c</sup>,Maryland,2,28212493,0
7682,r023,United States<sup>c</sup> -> Massachusetts,United States<sup>c</sup>,Massachusetts,2,23307621,6292368
7682,r024,United States<sup>c</sup> -> Michigan,United States<sup>c</sup>,Michigan,2,29718391,0
7682,r025,United States<sup>c</sup> -> Minnesota,United States<sup>c</sup>,Minnesota,2,22483420,0
7682,r026,United States<sup>c</sup> -> Mississippi,United States<sup>c</sup>,Mississippi,2,11143362,0
7682,r027,United States<sup>c</sup> -> Missouri,United States<sup>c</sup>,Missouri,2,14009154,0
7682,r028,United States<sup>c</sup> -> Montana,United States<sup>c</sup>,Montana,2,8447295,0
7682,r029,United States<sup>c</sup> -> Nebraska,United States<sup>c</sup>,Nebraska,2,31337947,0
7682,r030,United States<sup>c</sup> -> Nevada,United States<sup>c</sup>,Nevada,2,4222929,0
7682,r031,United States<sup>c</sup> -> New Hampshire,United States<sup>c</sup>,New Hampshire,2,8675207,0
7682,r032,United States<sup>c</sup> -> New Jersey,United States<sup>c</sup>,New Jersey,2,12864404,0
7682,r033,United States<sup>c</sup> -> New Mexico,United States<sup>c</sup>,New Mexico,2,3054817,0
7682,r034,United States<sup>c</sup> -> New York,United States<sup>c</sup>,New York,2,417246309,2523050
7682,r035,United States<sup>c</sup> -> North Carolina,United States<sup>c</sup>,North Carolina,2,36870713,1076500
7682,r036,United States<sup>c</sup> -> North Dakota,United States<sup>c</sup>,North Dakota,2,35139613,0
7682,r037,United States<sup>c</sup> -> Ohio,United States<sup>c</sup>,Ohio,2,55336431,9847
7682,r038,United States<sup>c</sup> -> Oklahoma,United States<sup>c</sup>,Oklahoma,2,55989692,0
7682,r039,United States<sup>c</sup> -> Oregon,United States<sup>c</sup>,Oregon,2,37419218,2700000
7682,r040,United States<sup>c</sup> -> Pennsylvania,United States<sup>c</sup>,Pennsylvania,2,93621093,0
7682,r041,United States<sup>c</sup> -> Rhode Island,United States<sup>c</sup>,Rhode Island,2,10226630,1420067
7682,r042,United States<sup>c</sup> -> South Carolina,United States<sup>c</sup>,South Carolina,2,44557581,400000
7682,r043,United States<sup>c</sup> -> South Dakota,United States<sup>c</sup>,South Dakota,2,3193289,500000
7682,r044,United States<sup>c</sup> -> Tennessee,United States<sup>c</sup>,Tennessee,2,10287206,0
7682,r045,United States<sup>c</sup> -> Texas,United States<sup>c</sup>,Texas,2,255731862,0
7682,r046,United States<sup>c</sup> -> Utah,United States<sup>c</sup>,Utah,2,8316189,1000
7682,r047,United States<sup>c</sup> -> Vermont,United States<sup>c</sup>,Vermont,2,1535157,0
7682,r048,United States<sup>c</sup> -> Virginia,United States<sup>c</sup>,Virginia,2,44913546,788372
7682,r049,United States<sup>c</sup> -> Washington,United States<sup>c</sup>,Washington,2,56690210,6309062
7682,r050,United States<sup>c</sup> -> West Virginia,United States<sup>c</sup>,West Virginia,2,9013091,2500
7682,r051,United States<sup>c</sup> -> Wisconsin,United States<sup>c</sup>,Wisconsin,2,15239075,0
7682,r052,United States<sup>c</sup> -> Wyoming,United States<sup>c</sup>,Wyoming,2,7278796,8284
