table_id,row_id,_b_state_outlying_area_and_institution_b_full_path,_b_state_outlying_area_and_institution_b_level_1,_b_state_outlying_area_and_institution_b_level_2,_b_state_outlying_area_and_institution_b_hierarchy_depth,field_doj,field_dot,field_ed,field_epa,field_hhs,field_nasa,field_nrc,field_nsf,field_ssa,field_usda
7323,r001,All states and outlying areas,All states and outlying areas,,1,300.0,268554.1,188181.0,28728.0,23727436.3,1324030.5,3464.5,5315823.3,8185.3,888031.9
7323,r002,Alabama,Alabama,,1,0.0,8101.7,0.0,0.0,345062.6,16139.8,0.0,52719.9,0.0,24537.7
7323,r003,Alabama -> Alabama A&M U.,Alabama,Alabama A&M U.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,0.0,3622.4
7323,r004,Alabama -> Alabama State U.,Alabama,Alabama State U.,2,0.0,0.0,0.0,0.0,931.5,0.0,0.0,190.4,0.0,0.0
7323,r005,"Alabama -> Auburn U., Auburn",Alabama,"Auburn U., Auburn",2,0.0,6000.0,0.0,0.0,5148.5,987.5,0.0,11681.0,0.0,18299.1
7323,r006,"Alabama -> Lawson State Community C., Birmingham",Alabama,"Lawson State Community C., Birmingham",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.2,0.0,0.0
7323,r007,Alabama -> Marine Environmental Sciences Consortium,Alabama,Marine Environmental Sciences Consortium,2,0.0,0.0,0.0,0.0,125.0,0.0,0.0,1175.5,0.0,0.0
7323,r008,Alabama -> Spring Hill C.,Alabama,Spring Hill C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0
7323,r009,Alabama -> Troy U.,Alabama,Troy U.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7
7323,r010,Alabama -> Tuskegee U.,Alabama,Tuskegee U.,2,0.0,260.2,0.0,0.0,3456.7,0.0,0.0,2227.0,0.0,2536.5
7323,r011,"Alabama -> U. Alabama, The, Birmingham",Alabama,"U. Alabama, The, Birmingham",2,0.0,450.3,0.0,0.0,321171.9,8535.8,0.0,3828.3,0.0,0.0
7323,r012,"Alabama -> U. Alabama, The, Huntsville",Alabama,"U. Alabama, The, Huntsville",2,0.0,0.0,0.0,0.0,74.0,5469.1,0.0,7335.7,0.0,0.0
7323,r013,"Alabama -> U. Alabama, The, System Office",Alabama,"U. Alabama, The, System Office",2,0.0,1391.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
7323,r014,"Alabama -> U. Alabama, The, Tuscaloosa",Alabama,"U. Alabama, The, Tuscaloosa",2,0.0,0.0,0.0,0.0,4531.5,1147.4,0.0,22210.4,0.0,0.0
7323,r015,Alabama -> U. South Alabama,Alabama,U. South Alabama,2,0.0,0.0,0.0,0.0,9623.4,0.0,0.0,3383.0,0.0,0.0
7323,r016,Alaska,Alaska,,1,0.0,3929.9,0.0,0.0,11901.4,15024.0,0.0,40586.7,0.0,2304.0
7323,r017,Alaska -> Alaska Pacific U.,Alaska,Alaska Pacific U.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
7323,r018,Alaska -> U. Alaska System of Higher Education,Alaska,U. Alaska System of Higher Education,2,0.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.3
7323,r019,"Alaska -> U. Alaska, Anchorage, Anchorage Campus",Alaska,"U. Alaska, Anchorage, Anchorage Campus",2,0.0,0.0,0.0,0.0,207.6,114.1,0.0,1916.5,0.0,138.4
7323,r020,"Alaska -> U. Alaska, Fairbanks, Fairbanks Campus",Alaska,"U. Alaska, Fairbanks, Fairbanks Campus",2,0.0,2847.9,0.0,0.0,11435.1,14909.9,0.0,37829.7,0.0,295.8
7323,r021,"Alaska -> U. Alaska, Southeast, Juneau",Alaska,"U. Alaska, Southeast, Juneau",2,0.0,0.0,0.0,0.0,258.6,0.0,0.0,840.6,0.0,133.5
7323,r022,Arizona,Arizona,,1,0.0,3033.2,87.6,0.0,212785.4,65450.0,0.0,116136.8,0.0,10539.3
7323,r023,Arizona -> Arizona State U.,Arizona,Arizona State U.,2,0.0,3033.2,87.6,0.0,46548.7,9876.6,0.0,55896.6,0.0,2189.4
7323,r024,Arizona -> Dine C.,Arizona,Dine C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0
7323,r025,Arizona -> Maricopa Community Colleges,Arizona,Maricopa Community Colleges,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3107.0,0.0,0.0
7323,r026,"Arizona -> Midwestern U., Glendale",Arizona,"Midwestern U., Glendale",2,0.0,0.0,0.0,0.0,972.7,0.0,0.0,0.0,0.0,13.7
7323,r027,Arizona -> Northern Arizona U.,Arizona,Northern Arizona U.,2,0.0,0.0,0.0,0.0,11177.6,3606.3,0.0,8735.2,0.0,1760.2
7323,r028,Arizona -> Pima Community C.,Arizona,Pima Community C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0
7323,r029,Arizona -> Tohono O'odham Community C.,Arizona,Tohono O'odham Community C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.9,0.0,0.0
7323,r030,Arizona -> U. Arizona,Arizona,U. Arizona,2,0.0,0.0,0.0,0.0,154086.4,51967.1,0.0,48057.3,0.0,6575.9
7323,r031,Arkansas,Arkansas,,1,0.0,3247.9,0.0,0.0,59969.9,813.4,0.0,14077.3,0.0,13770.7
7323,r032,"Arkansas -> Arkansas State U., Jonesboro",Arkansas,"Arkansas State U., Jonesboro",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.6,0.0,237.1
7323,r033,Arkansas -> Hendrix C.,Arkansas,Hendrix C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,0.0,0.0
7323,r034,Arkansas -> North Arkansas C.,Arkansas,North Arkansas C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0
7323,r035,Arkansas -> NorthWest Arkansas Community C.,Arkansas,NorthWest Arkansas Community C.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.4,0.0,0.0
7323,r036,Arkansas -> U. Arkansas for Medical Sciences,Arkansas,U. Arkansas for Medical Sciences,2,0.0,0.0,0.0,0.0,54619.4,0.0,0.0,297.6,0.0,0.0
7323,r037,"Arkansas -> U. Arkansas, Fayetteville",Arkansas,"U. Arkansas, Fayetteville",2,0.0,2847.9,0.0,0.0,4366.7,0.0,0.0,12220.1,0.0,8708.2
7323,r038,"Arkansas -> U. Arkansas, Little Rock",Arkansas,"U. Arkansas, Little Rock",2,0.0,0.0,0.0,0.0,443.9,0.0,0.0,0.0,0.0,0.0
7323,r039,"Arkansas -> U. Arkansas, Pine Bluff",Arkansas,"U. Arkansas, Pine Bluff",2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.2,0.0,2335.4
