table_id,row_id,_b_field_b_full_path,_b_field_b_level_1,_b_field_b_level_2,_b_field_b_level_3,_b_field_b_hierarchy_depth,field_2020,field_2021_preliminary_
6411,r001,All fields,All fields,,,1,14547530.9,13978525.9
6411,r002,All fields -> Computer sciences and mathematics,All fields,Computer sciences and mathematics,,2,539638.4,521567.3
6411,r003,All fields -> Computer sciences and mathematics -> Computer sciences,All fields,Computer sciences and mathematics,Computer sciences,3,416890.5,NA
6411,r004,All fields -> Computer sciences and mathematics -> Mathematics,All fields,Computer sciences and mathematics,Mathematics,3,110844.3,NA
6411,r005,All fields -> Computer sciences and mathematics -> Other computer sciences and mathematics,All fields,Computer sciences and mathematics,Other computer sciences and mathematics,3,11903.6,NA
6411,r006,All fields -> Engineering,All fields,Engineering,,2,1586160.4,1504949.1
6411,r007,All fields -> Engineering -> Aeronautical engineering,All fields,Engineering,Aeronautical engineering,3,74347.9,NA
6411,r008,All fields -> Engineering -> Astronautical engineering,All fields,Engineering,Astronautical engineering,3,12327.6,NA
6411,r009,All fields -> Engineering -> Chemical engineering,All fields,Engineering,Chemical engineering,3,155471.6,NA
6411,r010,All fields -> Engineering -> Civil engineering,All fields,Engineering,Civil engineering,3,1956.7,NA
6411,r011,All fields -> Engineering -> Electrical engineering,All fields,Engineering,Electrical engineering,3,89358.3,NA
6411,r012,All fields -> Engineering -> Mechanical engineering,All fields,Engineering,Mechanical engineering,3,24202.9,NA
6411,r013,All fields -> Engineering -> Metallurgy and materials engineering,All fields,Engineering,Metallurgy and materials engineering,3,48347.0,NA
6411,r014,All fields -> Engineering -> Other engineering,All fields,Engineering,Other engineering,3,1180148.4,NA
6411,r015,All fields -> Environmental sciences,All fields,Environmental sciences,,2,260513.9,256956.4
6411,r016,All fields -> Environmental sciences -> Atmospheric sciences,All fields,Environmental sciences,Atmospheric sciences,3,6647.4,NA
6411,r017,All fields -> Environmental sciences -> Geological sciences,All fields,Environmental sciences,Geological sciences,3,770.2,NA
6411,r018,All fields -> Environmental sciences -> Oceanography,All fields,Environmental sciences,Oceanography,3,58100.4,NA
6411,r019,All fields -> Environmental sciences -> Other environmental sciences,All fields,Environmental sciences,Other environmental sciences,3,194995.9,NA
6411,r020,All fields -> Life sciences,All fields,Life sciences,,2,10394747.2,9989049.1
6411,r021,All fields -> Life sciences -> Agricultural sciences,All fields,Life sciences,Agricultural sciences,3,183182.5,NA
6411,r022,All fields -> Life sciences -> Biological sciences (excluding environmental biology),All fields,Life sciences,Biological sciences (excluding environmental biology),3,5252118.5,NA
6411,r023,All fields -> Life sciences -> Environmental biology,All fields,Life sciences,Environmental biology,3,102153.5,NA
6411,r024,All fields -> Life sciences -> Medical sciences,All fields,Life sciences,Medical sciences,3,3737151.3,NA
6411,r025,All fields -> Life sciences -> Other life sciences,All fields,Life sciences,Other life sciences,3,1120141.3,NA
6411,r026,All fields -> Physical sciences,All fields,Physical sciences,,2,138566.6,122122.3
6411,r027,All fields -> Physical sciences -> Astronomy,All fields,Physical sciences,Astronomy,3,0.0,NA
6411,r028,All fields -> Physical sciences -> Chemistry,All fields,Physical sciences,Chemistry,3,79627.4,NA
6411,r029,All fields -> Physical sciences -> Physics,All fields,Physical sciences,Physics,3,39166.9,NA
6411,r030,All fields -> Physical sciences -> Other physical sciences,All fields,Physical sciences,Other physical sciences,3,19772.3,NA
6411,r031,All fields -> Psychology,All fields,Psychology,,2,933018.7,893126.9
6411,r032,All fields -> Psychology -> Biological aspects,All fields,Psychology,Biological aspects,3,40.0,NA
6411,r033,All fields -> Psychology -> Social aspects,All fields,Psychology,Social aspects,3,3021.1,NA
6411,r034,All fields -> Psychology -> Other psychological sciences,All fields,Psychology,Other psychological sciences,3,929957.6,NA
6411,r035,All fields -> Social sciences,All fields,Social sciences,,2,143102.7,137906.2
6411,r036,All fields -> Social sciences -> Anthropology,All fields,Social sciences,Anthropology,3,36.1,NA
6411,r037,All fields -> Social sciences -> Economics,All fields,Social sciences,Economics,3,23637.6,NA
6411,r038,All fields -> Social sciences -> Political science,All fields,Social sciences,Political science,3,0.0,NA
6411,r039,All fields -> Social sciences -> Sociology,All fields,Social sciences,Sociology,3,7394.5,NA
6411,r040,All fields -> Social sciences -> Other social sciences,All fields,Social sciences,Other social sciences,3,112034.5,NA
6411,r041,All fields -> Other sciences nec,All fields,Other sciences nec,,2,551783.0,552848.7
