table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_companies_u_s_totala_number_,field_united_states,field_alabama,field_alaska,field_arizona,field_arkansas,field_california,field_colorado,field_connecticut,field_delaware,field_district_of_columbia,field_florida,field_georgia,field_hawaii,field_idaho,field_illinois,field_indiana,field_iowa,field_kansas,field_kentucky,field_louisiana,field_maine,field_maryland,field_massachusetts,field_michigan,field_minnesota,field_mississippi,field_missouri,field_montana
9669,r001,All industries,All industries,,,,,1,"21–23, 31–33, 42–81","['29,860', '  ']","['527,804', '  ']","['1,383', '  ']","['188', 'i ']","['6,947', '  ']","['452', '  ']","['199,157', '  ']","['7,213', '  ']","['6,887', '  ']","['2,137', '  ']","['652', '  ']","['7,545', '  ']","['5,249', '  ']","['372', 'i ']","['2,203', '  ']","['15,398', '  ']","['7,888', 'i ']","['2,338', '  ']","['1,960', '  ']","['897', '  ']","['444', '  ']","['444', '  ']","['4,550', '  ']","['33,937', '  ']","['19,420', '  ']","['7,754', '  ']","['307', '  ']","['4,927', '  ']","['237', '  ']"
9669,r002,All industries -> Manufacturing industries,All industries,Manufacturing industries,,,,2,31–33,"['14,980', '  ']","['287,666', '  ']","['932', '  ']","['139', 'i ']","['5,943', '  ']","['326', '  ']","['92,329', '  ']","['3,701', '  ']","['6,118', '  ']","['1,718', '  ']","['143', 'i ']","['3,578', '  ']","['2,260', '  ']","['268', 'i ']","['1,988', '  ']","['11,105', '  ']","['7,366', 'i ']","['1,820', '  ']","['1,528', '  ']","['663', '  ']","['247', '  ']","['316', '  ']","['3,141', '  ']","['25,634', '  ']","['17,986', '  ']","['5,860', '  ']","['252', '  ']","['3,433', '  ']","['122', 'i ']"
9669,r003,All industries -> Manufacturing industries -> Food,All industries,Manufacturing industries,Food,,,3,311,"['880', '  ']","['4,963 - 4,968', '  ']","['25', '  ']","['0 - 137', 'e ']","['5', '  ']","['62', '  ']","['280', '  ']","['69', '  ']","['28', '  ']","['299', 'i ']","['*', 'e ']","['43', '  ']","['34', '  ']","['0 - 174', 'i ']","['60', '  ']","['815', 'i ']","['260', '  ']","['586', '  ']","['124', '  ']","['28', '  ']","['5', 'e ']","['1', 'e ']","['94', '  ']","['33', '  ']","['132', '  ']","['447', '  ']","['14', '  ']","['79', '  ']","['4', '  ']"
9669,r004,All industries -> Manufacturing industries -> Beverage and tobacco products,All industries,Manufacturing industries,Beverage and tobacco products,,,3,312,"['190', '  ']","['1,228', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['55', '  ']","['6', '  ']","['*', 'e ']","['*', 'e ']","['2', '  ']","['29', '  ']","['155', '  ']","['*', 'e ']","['*', 'e ']","['89', '  ']","['2', '  ']","['*', 'e ']","['*', '  ']","['47', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['13', '  ']","['3', '  ']","['10', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']"
9669,r005,"All industries -> Manufacturing industries -> Textile, apparel, and leather products",All industries,Manufacturing industries,"Textile, apparel, and leather products",,,3,313–16,"['300', '  ']","['818', '  ']","['6', '  ']","['*', 'e ']","['1', '  ']","['1', '  ']","['291', '  ']","['19', '  ']","['1', 'e ']","['*', 'e ']","['*', 'e ']","['18', '  ']","['57', '  ']","['0 - 30', 'e ']","['*', 'e ']","['8', '  ']","['1', 'e ']","['1', 'e ']","['2', '  ']","['1', '  ']","['*', 'e ']","['1', 'e ']","['1', 'e ']","['18', '  ']","['14', '  ']","['6', '  ']","['*', 'e ']","['2', 'e ']","['*', '  ']"
9669,r006,All industries -> Manufacturing industries -> Wood products,All industries,Manufacturing industries,Wood products,,,3,321,"['150', '  ']","['433 - 442', '  ']","['11', 'e ']","['*', 'e ']","['5', 'e ']","['4', 'e ']","['36', '  ']","['5', '  ']","['1', 'e ']","['*', 'e ']","['*', '  ']","['11', '  ']","['26', '  ']","['*', 'e ']","['6', '  ']","['4', 'e ']","['14', 'e ']","['18', '  ']","['1', 'e ']","['7', 'e ']","['3', 'e ']","['2', 'e ']","['2', 'e ']","['1', 'e ']","['16', '  ']","['48', '  ']","['11', '  ']","['6', 'e ']","['1', 'e ']"
9669,r007,All industries -> Manufacturing industries -> Paper,All industries,Manufacturing industries,Paper,,,3,322,"['120', '  ']","['1,139', '  ']","['37', '  ']","['*', '  ']","['1', '  ']","['17', '  ']","['16', '  ']","['*', 'e ']","['2', '  ']","['*', 'e ']","['*', '  ']","['20', '  ']","['41', '  ']","['*', '  ']","['*', 'e ']","['34', '  ']","['2', 'r ']","['1', '  ']","['9', '  ']","['18', '  ']","['4', '  ']","['14', '  ']","['2', '  ']","['31', 'i ']","['16', '  ']","['8', '  ']","['1', '  ']","['1', 'e ']","['*', 'e ']"
9669,r008,All industries -> Manufacturing industries -> Printing and related support activities,All industries,Manufacturing industries,Printing and related support activities,,,3,323,"['170', '  ']","['196 - 205', 'i ']","['*', 'e ']","['*', 'e ']","['17', 'i ']","['1', '  ']","['25', 'i ']","['13', '  ']","['*', 'i ']","['*', 'e ']","['*', 'e ']","['1', 'i ']","['2', '  ']","['0 - 26', 'e ']","['*', 'e ']","['4', 'i ']","['*', '  ']","['2', 'i ']","['4', '  ']","['5', '  ']","['*', 'e ']","['*', 'i ']","['*', 'e ']","['5', '  ']","['5', '  ']","['18', 'i ']","['*', 'e ']","['6', '  ']","['*', 'r ']"
9669,r009,All industries -> Manufacturing industries -> Petroleum and coal products,All industries,Manufacturing industries,Petroleum and coal products,,,3,324,"['110', '  ']","['952', '  ']","['1', 'i ']","['*', 'e ']","['*', '  ']","['9', '  ']","['22', '  ']","['*', 'i ']","['*', 'e ']","['*', 'e ']","['0', '  ']","['2', '  ']","['1', '  ']","['0', '  ']","['*', 'e ']","['20', '  ']","['6', '  ']","['*', 'e ']","['5', '  ']","['15', '  ']","['1', 'r ']","['*', 'e ']","['9', '  ']","['*', 'e ']","['*', 'e ']","['*', 'e ']","['8', '  ']","['3', '  ']","['0', '  ']"
9669,r010,All industries -> Manufacturing industries -> Chemicals,All industries,Manufacturing industries,Chemicals,,,3,325,"['2,120', '  ']","['97,097', '  ']","['191', 'i ']","['0 - 137', 'i ']","['237', '  ']","['63', 'i ']","['22,296', '  ']","['345', '  ']","['4,566', '  ']","['1,229', '  ']","['112', 'i ']","['745', '  ']","['404', '  ']","['55', '  ']","['100', 'i ']","['4,758', '  ']","['4,278', 'i ']","['245', '  ']","['228', '  ']","['197', '  ']","['71', '  ']","['19', '  ']","['1,299', '  ']","['17,375', '  ']","['819', '  ']","['406', '  ']","['27', 'i ']","['2,224', '  ']","['9', '  ']"
9669,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['240', '  ']","['2,559', '  ']","['1', 'i ']","['0', '  ']","['4', '  ']","['14', '  ']","['234', '  ']","['1', '  ']","['75', '  ']","['150', '  ']","['0', '  ']","['5', '  ']","['121', '  ']","['*', 'e ']","['*', 'e ']","['84', '  ']","['10', '  ']","['102', '  ']","['52', '  ']","['11', '  ']","['29', '  ']","['*', 'e ']","['69', '  ']","['65', '  ']","['19', '  ']","['5', '  ']","['5', '  ']","['29', '  ']","['*', 'e ']"
