table_id,row_id,academic_institution_full_path,academic_institution_level_1,academic_institution_level_2,academic_institution_level_3,academic_institution_hierarchy_depth,field_doctorate_recipients
1216,r001,"Science, all institutions","Science, all institutions",,,1,6217
1216,r002,"Science, all institutions -> Foreign or unknown institutions","Science, all institutions",Foreign or unknown institutions,,2,1613
1216,r003,"Science, all institutions -> Top 55 U.S. institutions","Science, all institutions",Top 55 U.S. institutions,,2,1745
1216,r004,"Science, all institutions -> Top 55 U.S. institutions -> Howard U.","Science, all institutions",Top 55 U.S. institutions,Howard U.,3,111
1216,r005,"Science, all institutions -> Top 55 U.S. institutions -> Spelman C.","Science, all institutions",Top 55 U.S. institutions,Spelman C.,3,95
1216,r006,"Science, all institutions -> Top 55 U.S. institutions -> Florida A&M U.","Science, all institutions",Top 55 U.S. institutions,Florida A&M U.,3,68
1216,r007,"Science, all institutions -> Top 55 U.S. institutions -> U. Maryland, Baltimore County","Science, all institutions",Top 55 U.S. institutions,"U. Maryland, Baltimore County",3,58
1216,r008,"Science, all institutions -> Top 55 U.S. institutions -> Hampton U.","Science, all institutions",Top 55 U.S. institutions,Hampton U.,3,52
1216,r009,"Science, all institutions -> Top 55 U.S. institutions -> Jackson State U.","Science, all institutions",Top 55 U.S. institutions,Jackson State U.,3,46
1216,r010,"Science, all institutions -> Top 55 U.S. institutions -> Morehouse C.","Science, all institutions",Top 55 U.S. institutions,Morehouse C.,3,46
1216,r011,"Science, all institutions -> Top 55 U.S. institutions -> North Carolina Agricultural and Technical State U.","Science, all institutions",Top 55 U.S. institutions,North Carolina Agricultural and Technical State U.,3,44
1216,r012,"Science, all institutions -> Top 55 U.S. institutions -> U. Maryland, College Park","Science, all institutions",Top 55 U.S. institutions,"U. Maryland, College Park",3,43
1216,r013,"Science, all institutions -> Top 55 U.S. institutions -> U. Florida","Science, all institutions",Top 55 U.S. institutions,U. Florida,3,41
1216,r014,"Science, all institutions -> Top 55 U.S. institutions -> U. North Carolina, Chapel Hill","Science, all institutions",Top 55 U.S. institutions,"U. North Carolina, Chapel Hill",3,41
1216,r015,"Science, all institutions -> Top 55 U.S. institutions -> Xavier U. Louisiana","Science, all institutions",Top 55 U.S. institutions,Xavier U. Louisiana,3,39
1216,r016,"Science, all institutions -> Top 55 U.S. institutions -> Florida State U.","Science, all institutions",Top 55 U.S. institutions,Florida State U.,3,35
1216,r017,"Science, all institutions -> Top 55 U.S. institutions -> Yale U.","Science, all institutions",Top 55 U.S. institutions,Yale U.,3,35
1216,r018,"Science, all institutions -> Top 55 U.S. institutions -> Morgan State U.","Science, all institutions",Top 55 U.S. institutions,Morgan State U.,3,34
1216,r019,"Science, all institutions -> Top 55 U.S. institutions -> Southern U. and A&M C., Baton Rouge","Science, all institutions",Top 55 U.S. institutions,"Southern U. and A&M C., Baton Rouge",3,33
1216,r020,"Science, all institutions -> Top 55 U.S. institutions -> Stanford U.","Science, all institutions",Top 55 U.S. institutions,Stanford U.,3,32
1216,r021,"Science, all institutions -> Top 55 U.S. institutions -> Tuskegee U.","Science, all institutions",Top 55 U.S. institutions,Tuskegee U.,3,31
1216,r022,"Science, all institutions -> Top 55 U.S. institutions -> Harvard U.","Science, all institutions",Top 55 U.S. institutions,Harvard U.,3,30
1216,r023,"Science, all institutions -> Top 55 U.S. institutions -> U. Michigan, Ann Arbor","Science, all institutions",Top 55 U.S. institutions,"U. Michigan, Ann Arbor",3,30
1216,r024,"Science, all institutions -> Top 55 U.S. institutions -> Clark Atlanta U.","Science, all institutions",Top 55 U.S. institutions,Clark Atlanta U.,3,28
1216,r025,"Science, all institutions -> Top 55 U.S. institutions -> Duke U.","Science, all institutions",Top 55 U.S. institutions,Duke U.,3,28
1216,r026,"Science, all institutions -> Top 55 U.S. institutions -> Michigan State U.","Science, all institutions",Top 55 U.S. institutions,Michigan State U.,3,28
